# time manager_pid MANAGER START|END
# time manager_pid WORKER worker_id host:port CONNECTION
# time manager_pid WORKER worker_id host:port DISCONNECTION (UNKNOWN|IDLE_OUT|FAST_ABORT|FAILURE|STATUS_WORKER|EXPLICIT
# time manager_pid WORKER worker_id RESOURCES {resources}
# time manager_pid CATEGORY name MAX {resources_max_per_task}
# time manager_pid CATEGORY name MIN {resources_min_per_task_per_worker}
# time manager_pid CATEGORY name FIRST (FIXED|MAX|MIN_WASTE|MAX_THROUGHPUT) {resources_requested}
# time manager_pid TASK taskid WAITING category_name (FIRST_RESOURCES|MAX_RESOURCES) {resources_requested}
# time manager_pid TASK taskid RUNNING worker_address (FIRST_RESOURCES|MAX_RESOURCES) {resources_allocated}
# time manager_pid TASK taskid WAITING_RETRIEVAL worker_address
# time manager_pid TASK taskid (RETRIEVED|DONE) (SUCCESS|SIGNAL|END_TIME|FORSAKEN|MAX_RETRIES|MAX_WALLTIME|UNKNOWN|RESOURCE_EXHAUSTION) exit_code {limits_exceeded} {resources_measured}
# time manager_pid TRANSFER (INPUT|OUTPUT) taskid cache_flag sizeinmb walltime filename

1680668723681322 198922 MANAGER START
1680668723686390 198922 CATEGORY default MAX {}
1680668723686408 198922 CATEGORY default MIN {}
1680668723686414 198922 CATEGORY default FIRST EXHAUSTIVE_BUCKETING {}
1680668723687969 198922 TASK 52 WAITING default FIRST_RESOURCES {}
1680668723687995 198922 TASK 53 WAITING default FIRST_RESOURCES {}
1680668723688019 198922 TASK 54 WAITING default FIRST_RESOURCES {}
1680668723688046 198922 TASK 55 WAITING default FIRST_RESOURCES {}
1680668723688073 198922 TASK 56 WAITING default FIRST_RESOURCES {}
1680668723688099 198922 TASK 57 WAITING default FIRST_RESOURCES {}
1680668723688123 198922 TASK 58 WAITING default FIRST_RESOURCES {}
1680668723688148 198922 TASK 59 WAITING default FIRST_RESOURCES {}
1680668723688172 198922 TASK 60 WAITING default FIRST_RESOURCES {}
1680668723688199 198922 TASK 61 WAITING default FIRST_RESOURCES {}
1680668723688223 198922 TASK 62 WAITING default FIRST_RESOURCES {}
1680668723688248 198922 TASK 63 WAITING default FIRST_RESOURCES {}
1680668723688274 198922 TASK 64 WAITING default FIRST_RESOURCES {}
1680668723688302 198922 TASK 65 WAITING default FIRST_RESOURCES {}
1680668723688338 198922 TASK 66 WAITING default FIRST_RESOURCES {}
1680668723688365 198922 TASK 67 WAITING default FIRST_RESOURCES {}
1680668723688394 198922 TASK 68 WAITING default FIRST_RESOURCES {}
1680668723688434 198922 TASK 69 WAITING default FIRST_RESOURCES {}
1680668723688459 198922 TASK 70 WAITING default FIRST_RESOURCES {}
1680668723688484 198922 TASK 71 WAITING default FIRST_RESOURCES {}
1680668723688512 198922 TASK 72 WAITING default FIRST_RESOURCES {}
1680668723688540 198922 TASK 73 WAITING default FIRST_RESOURCES {}
1680668723688565 198922 TASK 74 WAITING default FIRST_RESOURCES {}
1680668723688592 198922 TASK 75 WAITING default FIRST_RESOURCES {}
1680668723688628 198922 TASK 76 WAITING default FIRST_RESOURCES {}
1680668723688656 198922 TASK 77 WAITING default FIRST_RESOURCES {}
1680668723688684 198922 TASK 78 WAITING default FIRST_RESOURCES {}
1680668723688712 198922 TASK 79 WAITING default FIRST_RESOURCES {}
1680668723688740 198922 TASK 80 WAITING default FIRST_RESOURCES {}
1680668723688765 198922 TASK 81 WAITING default FIRST_RESOURCES {}
1680668723688790 198922 TASK 82 WAITING default FIRST_RESOURCES {}
1680668723688818 198922 TASK 83 WAITING default FIRST_RESOURCES {}
1680668723688846 198922 TASK 84 WAITING default FIRST_RESOURCES {}
1680668723688871 198922 TASK 85 WAITING default FIRST_RESOURCES {}
1680668723688903 198922 TASK 86 WAITING default FIRST_RESOURCES {}
1680668723688938 198922 TASK 87 WAITING default FIRST_RESOURCES {}
1680668723688965 198922 TASK 88 WAITING default FIRST_RESOURCES {}
1680668723688991 198922 TASK 89 WAITING default FIRST_RESOURCES {}
1680668723689018 198922 TASK 90 WAITING default FIRST_RESOURCES {}
1680668723689047 198922 TASK 91 WAITING default FIRST_RESOURCES {}
1680668723689073 198922 TASK 92 WAITING default FIRST_RESOURCES {}
1680668723689098 198922 TASK 93 WAITING default FIRST_RESOURCES {}
1680668723689130 198922 TASK 94 WAITING default FIRST_RESOURCES {}
1680668723689159 198922 TASK 95 WAITING default FIRST_RESOURCES {}
1680668723689186 198922 TASK 96 WAITING default FIRST_RESOURCES {}
1680668723689237 198922 TASK 97 WAITING default FIRST_RESOURCES {}
1680668723689272 198922 TASK 98 WAITING default FIRST_RESOURCES {}
1680668723689298 198922 TASK 99 WAITING default FIRST_RESOURCES {}
1680668723689325 198922 TASK 100 WAITING default FIRST_RESOURCES {}
1680668723689353 198922 TASK 101 WAITING default FIRST_RESOURCES {}
1680668723689379 198922 TASK 102 WAITING default FIRST_RESOURCES {}
1680668723689407 198922 TASK 103 WAITING default FIRST_RESOURCES {}
1680668723689435 198922 TASK 104 WAITING default FIRST_RESOURCES {}
1680668723689466 198922 TASK 105 WAITING default FIRST_RESOURCES {}
1680668723689495 198922 TASK 106 WAITING default FIRST_RESOURCES {}
1680668723689523 198922 TASK 107 WAITING default FIRST_RESOURCES {}
1680668723689551 198922 TASK 108 WAITING default FIRST_RESOURCES {}
1680668723689577 198922 TASK 109 WAITING default FIRST_RESOURCES {}
1680668723689606 198922 TASK 110 WAITING default FIRST_RESOURCES {}
1680668723689640 198922 TASK 111 WAITING default FIRST_RESOURCES {}
1680668723689669 198922 TASK 112 WAITING default FIRST_RESOURCES {}
1680668723689695 198922 TASK 113 WAITING default FIRST_RESOURCES {}
1680668723689722 198922 TASK 114 WAITING default FIRST_RESOURCES {}
1680668723689752 198922 TASK 115 WAITING default FIRST_RESOURCES {}
1680668723689780 198922 TASK 116 WAITING default FIRST_RESOURCES {}
1680668723689805 198922 TASK 117 WAITING default FIRST_RESOURCES {}
1680668723689832 198922 TASK 118 WAITING default FIRST_RESOURCES {}
1680668723689860 198922 TASK 119 WAITING default FIRST_RESOURCES {}
1680668723689888 198922 TASK 120 WAITING default FIRST_RESOURCES {}
1680668723689913 198922 TASK 121 WAITING default FIRST_RESOURCES {}
1680668723689965 198922 TASK 122 WAITING default FIRST_RESOURCES {}
1680668723690001 198922 TASK 123 WAITING default FIRST_RESOURCES {}
1680668723690027 198922 TASK 124 WAITING default FIRST_RESOURCES {}
1680668723690049 198922 TASK 125 WAITING default FIRST_RESOURCES {}
1680668723690074 198922 TASK 126 WAITING default FIRST_RESOURCES {}
1680668723690103 198922 TASK 127 WAITING default FIRST_RESOURCES {}
1680668723690129 198922 TASK 128 WAITING default FIRST_RESOURCES {}
1680668723690151 198922 TASK 129 WAITING default FIRST_RESOURCES {}
1680668723690177 198922 TASK 130 WAITING default FIRST_RESOURCES {}
1680668723690202 198922 TASK 131 WAITING default FIRST_RESOURCES {}
1680668723690227 198922 TASK 132 WAITING default FIRST_RESOURCES {}
1680668723690263 198922 TASK 133 WAITING default FIRST_RESOURCES {}
1680668723690290 198922 TASK 134 WAITING default FIRST_RESOURCES {}
1680668723690316 198922 TASK 135 WAITING default FIRST_RESOURCES {}
1680668723690346 198922 TASK 136 WAITING default FIRST_RESOURCES {}
1680668723690371 198922 TASK 137 WAITING default FIRST_RESOURCES {}
1680668723690396 198922 TASK 138 WAITING default FIRST_RESOURCES {}
1680668723690423 198922 TASK 139 WAITING default FIRST_RESOURCES {}
1680668723690446 198922 TASK 140 WAITING default FIRST_RESOURCES {}
1680668723690472 198922 TASK 141 WAITING default FIRST_RESOURCES {}
1680668723690499 198922 TASK 142 WAITING default FIRST_RESOURCES {}
1680668723690527 198922 TASK 143 WAITING default FIRST_RESOURCES {}
1680668723690550 198922 TASK 144 WAITING default FIRST_RESOURCES {}
1680668723690587 198922 TASK 145 WAITING default FIRST_RESOURCES {}
1680668723690612 198922 TASK 146 WAITING default FIRST_RESOURCES {}
1680668723690664 198922 TASK 147 WAITING default FIRST_RESOURCES {}
1680668723690690 198922 TASK 148 WAITING default FIRST_RESOURCES {}
1680668723690718 198922 TASK 149 WAITING default FIRST_RESOURCES {}
1680668723690747 198922 TASK 150 WAITING default FIRST_RESOURCES {}
1680668723690776 198922 TASK 151 WAITING default FIRST_RESOURCES {}
1680668723690801 198922 TASK 152 WAITING default FIRST_RESOURCES {}
1680668723690829 198922 TASK 153 WAITING default FIRST_RESOURCES {}
1680668723690857 198922 TASK 154 WAITING default FIRST_RESOURCES {}
1680668723690885 198922 TASK 155 WAITING default FIRST_RESOURCES {}
1680668723690910 198922 TASK 156 WAITING default FIRST_RESOURCES {}
1680668723690961 198922 TASK 157 WAITING default FIRST_RESOURCES {}
1680668723690985 198922 TASK 158 WAITING default FIRST_RESOURCES {}
1680668723691010 198922 TASK 159 WAITING default FIRST_RESOURCES {}
1680668723691033 198922 TASK 160 WAITING default FIRST_RESOURCES {}
1680668723691057 198922 TASK 161 WAITING default FIRST_RESOURCES {}
1680668723691083 198922 TASK 162 WAITING default FIRST_RESOURCES {}
1680668723691108 198922 TASK 163 WAITING default FIRST_RESOURCES {}
1680668723691131 198922 TASK 164 WAITING default FIRST_RESOURCES {}
1680668723691159 198922 TASK 165 WAITING default FIRST_RESOURCES {}
1680668723691184 198922 TASK 166 WAITING default FIRST_RESOURCES {}
1680668723691209 198922 TASK 167 WAITING default FIRST_RESOURCES {}
1680668723691231 198922 TASK 168 WAITING default FIRST_RESOURCES {}
1680668723691261 198922 TASK 169 WAITING default FIRST_RESOURCES {}
1680668723691287 198922 TASK 170 WAITING default FIRST_RESOURCES {}
1680668723691314 198922 TASK 171 WAITING default FIRST_RESOURCES {}
1680668723691336 198922 TASK 172 WAITING default FIRST_RESOURCES {}
1680668723691360 198922 TASK 173 WAITING default FIRST_RESOURCES {}
1680668723691385 198922 TASK 174 WAITING default FIRST_RESOURCES {}
1680668723691410 198922 TASK 175 WAITING default FIRST_RESOURCES {}
1680668723691432 198922 TASK 176 WAITING default FIRST_RESOURCES {}
1680668723691457 198922 TASK 177 WAITING default FIRST_RESOURCES {}
1680668723691481 198922 TASK 178 WAITING default FIRST_RESOURCES {}
1680668723691506 198922 TASK 179 WAITING default FIRST_RESOURCES {}
1680668723691528 198922 TASK 180 WAITING default FIRST_RESOURCES {}
1680668723691557 198922 TASK 181 WAITING default FIRST_RESOURCES {}
1680668723691582 198922 TASK 182 WAITING default FIRST_RESOURCES {}
1680668723691665 198922 TASK 183 WAITING default FIRST_RESOURCES {}
1680668723691697 198922 TASK 184 WAITING default FIRST_RESOURCES {}
1680668723691725 198922 TASK 185 WAITING default FIRST_RESOURCES {}
1680668723691753 198922 TASK 186 WAITING default FIRST_RESOURCES {}
1680668723691782 198922 TASK 187 WAITING default FIRST_RESOURCES {}
1680668723691807 198922 TASK 188 WAITING default FIRST_RESOURCES {}
1680668723691837 198922 TASK 189 WAITING default FIRST_RESOURCES {}
1680668723691867 198922 TASK 190 WAITING default FIRST_RESOURCES {}
1680668723691895 198922 TASK 191 WAITING default FIRST_RESOURCES {}
1680668723691988 198922 TASK 192 WAITING default FIRST_RESOURCES {}
1680668723692012 198922 TASK 193 WAITING default FIRST_RESOURCES {}
1680668723692035 198922 TASK 194 WAITING default FIRST_RESOURCES {}
1680668723692060 198922 TASK 195 WAITING default FIRST_RESOURCES {}
1680668723692083 198922 TASK 196 WAITING default FIRST_RESOURCES {}
1680668723692108 198922 TASK 197 WAITING default FIRST_RESOURCES {}
1680668723692134 198922 TASK 198 WAITING default FIRST_RESOURCES {}
1680668723692156 198922 TASK 199 WAITING default FIRST_RESOURCES {}
1680668723692181 198922 TASK 200 WAITING default FIRST_RESOURCES {}
1680668723692206 198922 TASK 201 WAITING default FIRST_RESOURCES {}
1680668723692229 198922 TASK 202 WAITING default FIRST_RESOURCES {}
1680668723692253 198922 TASK 203 WAITING default FIRST_RESOURCES {}
1680668723692278 198922 TASK 204 WAITING default FIRST_RESOURCES {}
1680668723692301 198922 TASK 205 WAITING default FIRST_RESOURCES {}
1680668723692338 198922 TASK 206 WAITING default FIRST_RESOURCES {}
1680668723692367 198922 TASK 207 WAITING default FIRST_RESOURCES {}
1680668723692391 198922 TASK 208 WAITING default FIRST_RESOURCES {}
1680668723692417 198922 TASK 209 WAITING default FIRST_RESOURCES {}
1680668723692444 198922 TASK 210 WAITING default FIRST_RESOURCES {}
1680668723692472 198922 TASK 211 WAITING default FIRST_RESOURCES {}
1680668723692499 198922 TASK 212 WAITING default FIRST_RESOURCES {}
1680668723692526 198922 TASK 213 WAITING default FIRST_RESOURCES {}
1680668723692552 198922 TASK 214 WAITING default FIRST_RESOURCES {}
1680668723692576 198922 TASK 215 WAITING default FIRST_RESOURCES {}
1680668723692602 198922 TASK 216 WAITING default FIRST_RESOURCES {}
1680668723692649 198922 TASK 217 WAITING default FIRST_RESOURCES {}
1680668723692679 198922 TASK 218 WAITING default FIRST_RESOURCES {}
1680668723692705 198922 TASK 219 WAITING default FIRST_RESOURCES {}
1680668723692732 198922 TASK 220 WAITING default FIRST_RESOURCES {}
1680668723692760 198922 TASK 221 WAITING default FIRST_RESOURCES {}
1680668723692788 198922 TASK 222 WAITING default FIRST_RESOURCES {}
1680668723692826 198922 TASK 223 WAITING default FIRST_RESOURCES {}
1680668723692859 198922 TASK 224 WAITING default FIRST_RESOURCES {}
1680668723692892 198922 TASK 225 WAITING default FIRST_RESOURCES {}
1680668723692924 198922 TASK 226 WAITING default FIRST_RESOURCES {}
1680668723692980 198922 TASK 227 WAITING default FIRST_RESOURCES {}
1680668723693007 198922 TASK 228 WAITING default FIRST_RESOURCES {}
1680668723693034 198922 TASK 229 WAITING default FIRST_RESOURCES {}
1680668723693061 198922 TASK 230 WAITING default FIRST_RESOURCES {}
1680668723693098 198922 TASK 231 WAITING default FIRST_RESOURCES {}
1680668723693126 198922 TASK 232 WAITING default FIRST_RESOURCES {}
1680668723693159 198922 TASK 233 WAITING default FIRST_RESOURCES {}
1680668723693187 198922 TASK 234 WAITING default FIRST_RESOURCES {}
1680668723693213 198922 TASK 235 WAITING default FIRST_RESOURCES {}
1680668723693241 198922 TASK 236 WAITING default FIRST_RESOURCES {}
1680668723693269 198922 TASK 237 WAITING default FIRST_RESOURCES {}
1680668723693297 198922 TASK 238 WAITING default FIRST_RESOURCES {}
1680668723693322 198922 TASK 239 WAITING default FIRST_RESOURCES {}
1680668723693349 198922 TASK 240 WAITING default FIRST_RESOURCES {}
1680668723693377 198922 TASK 241 WAITING default FIRST_RESOURCES {}
1680668723693405 198922 TASK 242 WAITING default FIRST_RESOURCES {}
1680668723693430 198922 TASK 243 WAITING default FIRST_RESOURCES {}
1680668723693470 198922 TASK 244 WAITING default FIRST_RESOURCES {}
1680668723693499 198922 TASK 245 WAITING default FIRST_RESOURCES {}
1680668723693540 198922 TASK 246 WAITING default FIRST_RESOURCES {}
1680668723693565 198922 TASK 247 WAITING default FIRST_RESOURCES {}
1680668723693593 198922 TASK 248 WAITING default FIRST_RESOURCES {}
1680668723693625 198922 TASK 249 WAITING default FIRST_RESOURCES {}
1680668723693655 198922 TASK 250 WAITING default FIRST_RESOURCES {}
1680668723693681 198922 TASK 251 WAITING default FIRST_RESOURCES {}
1680668723693708 198922 TASK 252 WAITING default FIRST_RESOURCES {}
1680668723693741 198922 TASK 253 WAITING default FIRST_RESOURCES {}
1680668723693771 198922 TASK 254 WAITING default FIRST_RESOURCES {}
1680668723693797 198922 TASK 255 WAITING default FIRST_RESOURCES {}
1680668723693824 198922 TASK 256 WAITING default FIRST_RESOURCES {}
1680668723693853 198922 TASK 257 WAITING default FIRST_RESOURCES {}
1680668723693881 198922 TASK 258 WAITING default FIRST_RESOURCES {}
1680668723693907 198922 TASK 259 WAITING default FIRST_RESOURCES {}
1680668723693934 198922 TASK 260 WAITING default FIRST_RESOURCES {}
1680668723693962 198922 TASK 261 WAITING default FIRST_RESOURCES {}
1680668723694002 198922 TASK 262 WAITING default FIRST_RESOURCES {}
1680668723694026 198922 TASK 263 WAITING default FIRST_RESOURCES {}
1680668723694054 198922 TASK 264 WAITING default FIRST_RESOURCES {}
1680668723694082 198922 TASK 265 WAITING default FIRST_RESOURCES {}
1680668723694118 198922 TASK 266 WAITING default FIRST_RESOURCES {}
1680668723694147 198922 TASK 267 WAITING default FIRST_RESOURCES {}
1680668723694189 198922 TASK 268 WAITING default FIRST_RESOURCES {}
1680668723694230 198922 TASK 269 WAITING default FIRST_RESOURCES {}
1680668723694255 198922 TASK 270 WAITING default FIRST_RESOURCES {}
1680668723694295 198922 TASK 271 WAITING default FIRST_RESOURCES {}
1680668723694322 198922 TASK 272 WAITING default FIRST_RESOURCES {}
1680668723694350 198922 TASK 273 WAITING default FIRST_RESOURCES {}
1680668723694375 198922 TASK 274 WAITING default FIRST_RESOURCES {}
1680668723694402 198922 TASK 275 WAITING default FIRST_RESOURCES {}
1680668723694429 198922 TASK 276 WAITING default FIRST_RESOURCES {}
1680668723694456 198922 TASK 277 WAITING default FIRST_RESOURCES {}
1680668723694480 198922 TASK 278 WAITING default FIRST_RESOURCES {}
1680668723694518 198922 TASK 279 WAITING default FIRST_RESOURCES {}
1680668723694544 198922 TASK 280 WAITING default FIRST_RESOURCES {}
1680668723694582 198922 TASK 281 WAITING default FIRST_RESOURCES {}
1680668723694607 198922 TASK 282 WAITING default FIRST_RESOURCES {}
1680668723694653 198922 TASK 283 WAITING default FIRST_RESOURCES {}
1680668723694683 198922 TASK 284 WAITING default FIRST_RESOURCES {}
1680668723694711 198922 TASK 285 WAITING default FIRST_RESOURCES {}
1680668723694742 198922 TASK 286 WAITING default FIRST_RESOURCES {}
1680668723694770 198922 TASK 287 WAITING default FIRST_RESOURCES {}
1680668723694798 198922 TASK 288 WAITING default FIRST_RESOURCES {}
1680668723694826 198922 TASK 289 WAITING default FIRST_RESOURCES {}
1680668723694851 198922 TASK 290 WAITING default FIRST_RESOURCES {}
1680668723694878 198922 TASK 291 WAITING default FIRST_RESOURCES {}
1680668723694908 198922 TASK 292 WAITING default FIRST_RESOURCES {}
1680668723694949 198922 TASK 293 WAITING default FIRST_RESOURCES {}
1680668723694973 198922 TASK 294 WAITING default FIRST_RESOURCES {}
1680668723695004 198922 TASK 295 WAITING default FIRST_RESOURCES {}
1680668723695031 198922 TASK 296 WAITING default FIRST_RESOURCES {}
1680668723695058 198922 TASK 297 WAITING default FIRST_RESOURCES {}
1680668723695083 198922 TASK 298 WAITING default FIRST_RESOURCES {}
1680668723695110 198922 TASK 299 WAITING default FIRST_RESOURCES {}
1680668723695137 198922 TASK 300 WAITING default FIRST_RESOURCES {}
1680668723695166 198922 TASK 301 WAITING default FIRST_RESOURCES {}
1680668723695190 198922 TASK 302 WAITING default FIRST_RESOURCES {}
1680668723695217 198922 TASK 303 WAITING default FIRST_RESOURCES {}
1680668723695244 198922 TASK 304 WAITING default FIRST_RESOURCES {}
1680668723695273 198922 TASK 305 WAITING default FIRST_RESOURCES {}
1680668723695297 198922 TASK 306 WAITING default FIRST_RESOURCES {}
1680668723695324 198922 TASK 307 WAITING default FIRST_RESOURCES {}
1680668723695351 198922 TASK 308 WAITING default FIRST_RESOURCES {}
1680668723695379 198922 TASK 309 WAITING default FIRST_RESOURCES {}
1680668723695404 198922 TASK 310 WAITING default FIRST_RESOURCES {}
1680668723695432 198922 TASK 311 WAITING default FIRST_RESOURCES {}
1680668723695462 198922 TASK 312 WAITING default FIRST_RESOURCES {}
1680668723695489 198922 TASK 313 WAITING default FIRST_RESOURCES {}
1680668723695513 198922 TASK 314 WAITING default FIRST_RESOURCES {}
1680668723695540 198922 TASK 315 WAITING default FIRST_RESOURCES {}
1680668723695580 198922 TASK 316 WAITING default FIRST_RESOURCES {}
1680668723695608 198922 TASK 317 WAITING default FIRST_RESOURCES {}
1680668723695645 198922 TASK 318 WAITING default FIRST_RESOURCES {}
1680668723695674 198922 TASK 319 WAITING default FIRST_RESOURCES {}
1680668723695703 198922 TASK 320 WAITING default FIRST_RESOURCES {}
1680668723695731 198922 TASK 321 WAITING default FIRST_RESOURCES {}
1680668723695757 198922 TASK 322 WAITING default FIRST_RESOURCES {}
1680668723695784 198922 TASK 323 WAITING default FIRST_RESOURCES {}
1680668723695812 198922 TASK 324 WAITING default FIRST_RESOURCES {}
1680668723695842 198922 TASK 325 WAITING default FIRST_RESOURCES {}
1680668723695867 198922 TASK 326 WAITING default FIRST_RESOURCES {}
1680668723695894 198922 TASK 327 WAITING default FIRST_RESOURCES {}
1680668723695940 198922 TASK 328 WAITING default FIRST_RESOURCES {}
1680668723695975 198922 TASK 329 WAITING default FIRST_RESOURCES {}
1680668723696002 198922 TASK 330 WAITING default FIRST_RESOURCES {}
1680668723696028 198922 TASK 331 WAITING default FIRST_RESOURCES {}
1680668723696055 198922 TASK 332 WAITING default FIRST_RESOURCES {}
1680668723696078 198922 TASK 333 WAITING default FIRST_RESOURCES {}
1680668723696104 198922 TASK 334 WAITING default FIRST_RESOURCES {}
1680668723696131 198922 TASK 335 WAITING default FIRST_RESOURCES {}
1680668723696161 198922 TASK 336 WAITING default FIRST_RESOURCES {}
1680668723696185 198922 TASK 337 WAITING default FIRST_RESOURCES {}
1680668723696212 198922 TASK 338 WAITING default FIRST_RESOURCES {}
1680668723696239 198922 TASK 339 WAITING default FIRST_RESOURCES {}
1680668723696266 198922 TASK 340 WAITING default FIRST_RESOURCES {}
1680668723696289 198922 TASK 341 WAITING default FIRST_RESOURCES {}
1680668723696315 198922 TASK 342 WAITING default FIRST_RESOURCES {}
1680668723696354 198922 TASK 343 WAITING default FIRST_RESOURCES {}
1680668723696381 198922 TASK 344 WAITING default FIRST_RESOURCES {}
1680668723696406 198922 TASK 345 WAITING default FIRST_RESOURCES {}
1680668723696439 198922 TASK 346 WAITING default FIRST_RESOURCES {}
1680668723696466 198922 TASK 347 WAITING default FIRST_RESOURCES {}
1680668723696494 198922 TASK 348 WAITING default FIRST_RESOURCES {}
1680668723696519 198922 TASK 349 WAITING default FIRST_RESOURCES {}
1680668723696546 198922 TASK 350 WAITING default FIRST_RESOURCES {}
1680668723696573 198922 TASK 351 WAITING default FIRST_RESOURCES {}
1680668723696600 198922 TASK 352 WAITING default FIRST_RESOURCES {}
1680668723696646 198922 TASK 353 WAITING default FIRST_RESOURCES {}
1680668723696676 198922 TASK 354 WAITING default FIRST_RESOURCES {}
1680668723696704 198922 TASK 355 WAITING default FIRST_RESOURCES {}
1680668723696735 198922 TASK 356 WAITING default FIRST_RESOURCES {}
1680668723696761 198922 TASK 357 WAITING default FIRST_RESOURCES {}
1680668723696790 198922 TASK 358 WAITING default FIRST_RESOURCES {}
1680668723696817 198922 TASK 359 WAITING default FIRST_RESOURCES {}
1680668723696845 198922 TASK 360 WAITING default FIRST_RESOURCES {}
1680668723696870 198922 TASK 361 WAITING default FIRST_RESOURCES {}
