# time manager_pid MANAGER START|END
# time manager_pid WORKER worker_id host:port CONNECTION
# time manager_pid WORKER worker_id host:port DISCONNECTION (UNKNOWN|IDLE_OUT|FAST_ABORT|FAILURE|STATUS_WORKER|EXPLICIT
# time manager_pid WORKER worker_id RESOURCES {resources}
# time manager_pid CATEGORY name MAX {resources_max_per_task}
# time manager_pid CATEGORY name MIN {resources_min_per_task_per_worker}
# time manager_pid CATEGORY name FIRST (FIXED|MAX|MIN_WASTE|MAX_THROUGHPUT) {resources_requested}
# time manager_pid TASK taskid WAITING category_name (FIRST_RESOURCES|MAX_RESOURCES) {resources_requested}
# time manager_pid TASK taskid RUNNING worker_address (FIRST_RESOURCES|MAX_RESOURCES) {resources_allocated}
# time manager_pid TASK taskid WAITING_RETRIEVAL worker_address
# time manager_pid TASK taskid (RETRIEVED|DONE) (SUCCESS|SIGNAL|END_TIME|FORSAKEN|MAX_RETRIES|MAX_WALLTIME|UNKNOWN|RESOURCE_EXHAUSTION) exit_code {limits_exceeded} {resources_measured}
# time manager_pid TRANSFER (INPUT|OUTPUT) taskid cache_flag sizeinmb walltime filename

1680664926506529 162950 MANAGER START
1680664926510214 162950 CATEGORY default MAX {}
1680664926510231 162950 CATEGORY default MIN {}
1680664926510239 162950 CATEGORY default FIRST GREEDY_BUCKETING {}
1680664926510896 162950 TASK 21 WAITING default FIRST_RESOURCES {}
1680664926510934 162950 TASK 22 WAITING default FIRST_RESOURCES {}
1680664926510957 162950 TASK 23 WAITING default FIRST_RESOURCES {}
1680664926510982 162950 TASK 24 WAITING default FIRST_RESOURCES {}
1680664926511024 162950 TASK 25 WAITING default FIRST_RESOURCES {}
1680664926511049 162950 TASK 26 WAITING default FIRST_RESOURCES {}
1680664926511071 162950 TASK 27 WAITING default FIRST_RESOURCES {}
1680664926511092 162950 TASK 28 WAITING default FIRST_RESOURCES {}
1680664926511131 162950 TASK 29 WAITING default FIRST_RESOURCES {}
1680664926511158 162950 TASK 30 WAITING default FIRST_RESOURCES {}
1680664926511180 162950 TASK 31 WAITING default FIRST_RESOURCES {}
1680664926511204 162950 TASK 32 WAITING default FIRST_RESOURCES {}
1680664926511228 162950 TASK 33 WAITING default FIRST_RESOURCES {}
1680664926511252 162950 TASK 34 WAITING default FIRST_RESOURCES {}
1680664926511274 162950 TASK 35 WAITING default FIRST_RESOURCES {}
1680664926511298 162950 TASK 36 WAITING default FIRST_RESOURCES {}
1680664926511322 162950 TASK 37 WAITING default FIRST_RESOURCES {}
1680664926511344 162950 TASK 38 WAITING default FIRST_RESOURCES {}
1680664926511365 162950 TASK 39 WAITING default FIRST_RESOURCES {}
1680664926511387 162950 TASK 40 WAITING default FIRST_RESOURCES {}
1680664926511411 162950 TASK 41 WAITING default FIRST_RESOURCES {}
1680664926511435 162950 TASK 42 WAITING default FIRST_RESOURCES {}
1680664926511464 162950 TASK 43 WAITING default FIRST_RESOURCES {}
1680664926511492 162950 TASK 44 WAITING default FIRST_RESOURCES {}
1680664926511519 162950 TASK 45 WAITING default FIRST_RESOURCES {}
1680664926511543 162950 TASK 46 WAITING default FIRST_RESOURCES {}
1680664926511565 162950 TASK 47 WAITING default FIRST_RESOURCES {}
1680664926511589 162950 TASK 48 WAITING default FIRST_RESOURCES {}
1680664926511611 162950 TASK 49 WAITING default FIRST_RESOURCES {}
1680664926511812 162950 TASK 50 WAITING default FIRST_RESOURCES {}
1680664926511845 162950 TASK 51 WAITING default FIRST_RESOURCES {}
1680664926511873 162950 TASK 52 WAITING default FIRST_RESOURCES {}
1680664926511900 162950 TASK 53 WAITING default FIRST_RESOURCES {}
1680664926511925 162950 TASK 54 WAITING default FIRST_RESOURCES {}
1680664926511952 162950 TASK 55 WAITING default FIRST_RESOURCES {}
1680664926511979 162950 TASK 56 WAITING default FIRST_RESOURCES {}
1680664926512006 162950 TASK 57 WAITING default FIRST_RESOURCES {}
1680664926512043 162950 TASK 58 WAITING default FIRST_RESOURCES {}
1680664926512080 162950 TASK 59 WAITING default FIRST_RESOURCES {}
1680664926512113 162950 TASK 60 WAITING default FIRST_RESOURCES {}
1680664926512137 162950 TASK 61 WAITING default FIRST_RESOURCES {}
1680664926512159 162950 TASK 62 WAITING default FIRST_RESOURCES {}
1680664926512182 162950 TASK 63 WAITING default FIRST_RESOURCES {}
1680664926512241 162950 TASK 64 WAITING default FIRST_RESOURCES {}
1680664926512271 162950 TASK 65 WAITING default FIRST_RESOURCES {}
1680664926512295 162950 TASK 66 WAITING default FIRST_RESOURCES {}
1680664926512320 162950 TASK 67 WAITING default FIRST_RESOURCES {}
1680664926512347 162950 TASK 68 WAITING default FIRST_RESOURCES {}
1680664926512373 162950 TASK 69 WAITING default FIRST_RESOURCES {}
1680664926512396 162950 TASK 70 WAITING default FIRST_RESOURCES {}
1680664926512419 162950 TASK 71 WAITING default FIRST_RESOURCES {}
1680664926512469 162950 TASK 72 WAITING default FIRST_RESOURCES {}
1680664926512502 162950 TASK 73 WAITING default FIRST_RESOURCES {}
1680664926512536 162950 TASK 74 WAITING default FIRST_RESOURCES {}
1680664926512560 162950 TASK 75 WAITING default FIRST_RESOURCES {}
1680664926512584 162950 TASK 76 WAITING default FIRST_RESOURCES {}
1680664926512606 162950 TASK 77 WAITING default FIRST_RESOURCES {}
1680664926512649 162950 TASK 78 WAITING default FIRST_RESOURCES {}
1680664926512677 162950 TASK 79 WAITING default FIRST_RESOURCES {}
1680664926512704 162950 TASK 80 WAITING default FIRST_RESOURCES {}
1680664926512729 162950 TASK 81 WAITING default FIRST_RESOURCES {}
1680664926512753 162950 TASK 82 WAITING default FIRST_RESOURCES {}
1680664926512780 162950 TASK 83 WAITING default FIRST_RESOURCES {}
1680664926512807 162950 TASK 84 WAITING default FIRST_RESOURCES {}
1680664926512832 162950 TASK 85 WAITING default FIRST_RESOURCES {}
1680664926512862 162950 TASK 86 WAITING default FIRST_RESOURCES {}
1680664926512890 162950 TASK 87 WAITING default FIRST_RESOURCES {}
1680664926512918 162950 TASK 88 WAITING default FIRST_RESOURCES {}
1680664926512942 162950 TASK 89 WAITING default FIRST_RESOURCES {}
1680664926512969 162950 TASK 90 WAITING default FIRST_RESOURCES {}
1680664926513005 162950 TASK 91 WAITING default FIRST_RESOURCES {}
1680664926513030 162950 TASK 92 WAITING default FIRST_RESOURCES {}
1680664926513054 162950 TASK 93 WAITING default FIRST_RESOURCES {}
1680664926513085 162950 TASK 94 WAITING default FIRST_RESOURCES {}
1680664926513113 162950 TASK 95 WAITING default FIRST_RESOURCES {}
1680664926513140 162950 TASK 96 WAITING default FIRST_RESOURCES {}
1680664926513187 162950 TASK 97 WAITING default FIRST_RESOURCES {}
1680664926513215 162950 TASK 98 WAITING default FIRST_RESOURCES {}
1680664926513240 162950 TASK 99 WAITING default FIRST_RESOURCES {}
1680664926513267 162950 TASK 100 WAITING default FIRST_RESOURCES {}
1680664926513294 162950 TASK 101 WAITING default FIRST_RESOURCES {}
1680664926513319 162950 TASK 102 WAITING default FIRST_RESOURCES {}
1680664926513346 162950 TASK 103 WAITING default FIRST_RESOURCES {}
1680664926513373 162950 TASK 104 WAITING default FIRST_RESOURCES {}
1680664926513401 162950 TASK 105 WAITING default FIRST_RESOURCES {}
1680664926513429 162950 TASK 106 WAITING default FIRST_RESOURCES {}
1680664926513456 162950 TASK 107 WAITING default FIRST_RESOURCES {}
1680664926513483 162950 TASK 108 WAITING default FIRST_RESOURCES {}
1680664926513508 162950 TASK 109 WAITING default FIRST_RESOURCES {}
1680664926513535 162950 TASK 110 WAITING default FIRST_RESOURCES {}
1680664926513562 162950 TASK 111 WAITING default FIRST_RESOURCES {}
1680664926513589 162950 TASK 112 WAITING default FIRST_RESOURCES {}
1680664926513614 162950 TASK 113 WAITING default FIRST_RESOURCES {}
1680664926513653 162950 TASK 114 WAITING default FIRST_RESOURCES {}
1680664926513682 162950 TASK 115 WAITING default FIRST_RESOURCES {}
1680664926513708 162950 TASK 116 WAITING default FIRST_RESOURCES {}
1680664926513733 162950 TASK 117 WAITING default FIRST_RESOURCES {}
1680664926513759 162950 TASK 118 WAITING default FIRST_RESOURCES {}
1680664926513786 162950 TASK 119 WAITING default FIRST_RESOURCES {}
1680664926513812 162950 TASK 120 WAITING default FIRST_RESOURCES {}
1680664926513837 162950 TASK 121 WAITING default FIRST_RESOURCES {}
1680664926513864 162950 TASK 122 WAITING default FIRST_RESOURCES {}
1680664926513891 162950 TASK 123 WAITING default FIRST_RESOURCES {}
1680664926513918 162950 TASK 124 WAITING default FIRST_RESOURCES {}
1680664926513943 162950 TASK 125 WAITING default FIRST_RESOURCES {}
1680664926513970 162950 TASK 126 WAITING default FIRST_RESOURCES {}
1680664926514000 162950 TASK 127 WAITING default FIRST_RESOURCES {}
1680664926514027 162950 TASK 128 WAITING default FIRST_RESOURCES {}
1680664926514052 162950 TASK 129 WAITING default FIRST_RESOURCES {}
1680664926514085 162950 TASK 130 WAITING default FIRST_RESOURCES {}
1680664926514113 162950 TASK 131 WAITING default FIRST_RESOURCES {}
1680664926514158 162950 TASK 132 WAITING default FIRST_RESOURCES {}
1680664926514198 162950 TASK 133 WAITING default FIRST_RESOURCES {}
1680664926514224 162950 TASK 134 WAITING default FIRST_RESOURCES {}
1680664926514251 162950 TASK 135 WAITING default FIRST_RESOURCES {}
1680664926514280 162950 TASK 136 WAITING default FIRST_RESOURCES {}
1680664926514305 162950 TASK 137 WAITING default FIRST_RESOURCES {}
1680664926514331 162950 TASK 138 WAITING default FIRST_RESOURCES {}
1680664926514357 162950 TASK 139 WAITING default FIRST_RESOURCES {}
1680664926514381 162950 TASK 140 WAITING default FIRST_RESOURCES {}
1680664926514408 162950 TASK 141 WAITING default FIRST_RESOURCES {}
1680664926514434 162950 TASK 142 WAITING default FIRST_RESOURCES {}
1680664926514460 162950 TASK 143 WAITING default FIRST_RESOURCES {}
1680664926514484 162950 TASK 144 WAITING default FIRST_RESOURCES {}
1680664926514510 162950 TASK 145 WAITING default FIRST_RESOURCES {}
1680664926514536 162950 TASK 146 WAITING default FIRST_RESOURCES {}
1680664926514562 162950 TASK 147 WAITING default FIRST_RESOURCES {}
1680664926514586 162950 TASK 148 WAITING default FIRST_RESOURCES {}
1680664926514612 162950 TASK 149 WAITING default FIRST_RESOURCES {}
1680664926514657 162950 TASK 150 WAITING default FIRST_RESOURCES {}
1680664926514686 162950 TASK 151 WAITING default FIRST_RESOURCES {}
1680664926514710 162950 TASK 152 WAITING default FIRST_RESOURCES {}
1680664926514737 162950 TASK 153 WAITING default FIRST_RESOURCES {}
1680664926514765 162950 TASK 154 WAITING default FIRST_RESOURCES {}
1680664926514792 162950 TASK 155 WAITING default FIRST_RESOURCES {}
1680664926514816 162950 TASK 156 WAITING default FIRST_RESOURCES {}
1680664926514844 162950 TASK 157 WAITING default FIRST_RESOURCES {}
1680664926514871 162950 TASK 158 WAITING default FIRST_RESOURCES {}
1680664926514898 162950 TASK 159 WAITING default FIRST_RESOURCES {}
1680664926514932 162950 TASK 160 WAITING default FIRST_RESOURCES {}
1680664926514956 162950 TASK 161 WAITING default FIRST_RESOURCES {}
1680664926514991 162950 TASK 162 WAITING default FIRST_RESOURCES {}
1680664926515017 162950 TASK 163 WAITING default FIRST_RESOURCES {}
1680664926515040 162950 TASK 164 WAITING default FIRST_RESOURCES {}
1680664926515068 162950 TASK 165 WAITING default FIRST_RESOURCES {}
1680664926515094 162950 TASK 166 WAITING default FIRST_RESOURCES {}
1680664926515120 162950 TASK 167 WAITING default FIRST_RESOURCES {}
1680664926515143 162950 TASK 168 WAITING default FIRST_RESOURCES {}
1680664926515173 162950 TASK 169 WAITING default FIRST_RESOURCES {}
1680664926515199 162950 TASK 170 WAITING default FIRST_RESOURCES {}
1680664926515225 162950 TASK 171 WAITING default FIRST_RESOURCES {}
1680664926515259 162950 TASK 172 WAITING default FIRST_RESOURCES {}
1680664926515283 162950 TASK 173 WAITING default FIRST_RESOURCES {}
1680664926515307 162950 TASK 174 WAITING default FIRST_RESOURCES {}
1680664926515331 162950 TASK 175 WAITING default FIRST_RESOURCES {}
1680664926515353 162950 TASK 176 WAITING default FIRST_RESOURCES {}
1680664926515376 162950 TASK 177 WAITING default FIRST_RESOURCES {}
1680664926515401 162950 TASK 178 WAITING default FIRST_RESOURCES {}
1680664926515425 162950 TASK 179 WAITING default FIRST_RESOURCES {}
1680664926515447 162950 TASK 180 WAITING default FIRST_RESOURCES {}
1680664926515473 162950 TASK 181 WAITING default FIRST_RESOURCES {}
1680664926515497 162950 TASK 182 WAITING default FIRST_RESOURCES {}
1680664926515533 162950 TASK 183 WAITING default FIRST_RESOURCES {}
1680664926515557 162950 TASK 184 WAITING default FIRST_RESOURCES {}
1680664926515581 162950 TASK 185 WAITING default FIRST_RESOURCES {}
1680664926515607 162950 TASK 186 WAITING default FIRST_RESOURCES {}
1680664926515650 162950 TASK 187 WAITING default FIRST_RESOURCES {}
1680664926515675 162950 TASK 188 WAITING default FIRST_RESOURCES {}
1680664926515702 162950 TASK 189 WAITING default FIRST_RESOURCES {}
1680664926515729 162950 TASK 190 WAITING default FIRST_RESOURCES {}
1680664926515757 162950 TASK 191 WAITING default FIRST_RESOURCES {}
1680664926515822 162950 TASK 192 WAITING default FIRST_RESOURCES {}
1680664926515848 162950 TASK 193 WAITING default FIRST_RESOURCES {}
1680664926515873 162950 TASK 194 WAITING default FIRST_RESOURCES {}
1680664926515900 162950 TASK 195 WAITING default FIRST_RESOURCES {}
1680664926515924 162950 TASK 196 WAITING default FIRST_RESOURCES {}
1680664926515951 162950 TASK 197 WAITING default FIRST_RESOURCES {}
1680664926515977 162950 TASK 198 WAITING default FIRST_RESOURCES {}
1680664926516002 162950 TASK 199 WAITING default FIRST_RESOURCES {}
1680664926516028 162950 TASK 200 WAITING default FIRST_RESOURCES {}
1680664926516055 162950 TASK 201 WAITING default FIRST_RESOURCES {}
1680664926516080 162950 TASK 202 WAITING default FIRST_RESOURCES {}
1680664926516107 162950 TASK 203 WAITING default FIRST_RESOURCES {}
1680664926516134 162950 TASK 204 WAITING default FIRST_RESOURCES {}
1680664926516159 162950 TASK 205 WAITING default FIRST_RESOURCES {}
1680664926516186 162950 TASK 206 WAITING default FIRST_RESOURCES {}
1680664926516214 162950 TASK 207 WAITING default FIRST_RESOURCES {}
1680664926516239 162950 TASK 208 WAITING default FIRST_RESOURCES {}
1680664926516265 162950 TASK 209 WAITING default FIRST_RESOURCES {}
1680664926516292 162950 TASK 210 WAITING default FIRST_RESOURCES {}
1680664926516320 162950 TASK 211 WAITING default FIRST_RESOURCES {}
1680664926516347 162950 TASK 212 WAITING default FIRST_RESOURCES {}
1680664926516374 162950 TASK 213 WAITING default FIRST_RESOURCES {}
1680664926516400 162950 TASK 214 WAITING default FIRST_RESOURCES {}
1680664926516425 162950 TASK 215 WAITING default FIRST_RESOURCES {}
1680664926516451 162950 TASK 216 WAITING default FIRST_RESOURCES {}
1680664926516478 162950 TASK 217 WAITING default FIRST_RESOURCES {}
1680664926516519 162950 TASK 218 WAITING default FIRST_RESOURCES {}
1680664926516544 162950 TASK 219 WAITING default FIRST_RESOURCES {}
1680664926516570 162950 TASK 220 WAITING default FIRST_RESOURCES {}
1680664926516597 162950 TASK 221 WAITING default FIRST_RESOURCES {}
1680664926516628 162950 TASK 222 WAITING default FIRST_RESOURCES {}
1680664926516663 162950 TASK 223 WAITING default FIRST_RESOURCES {}
1680664926516695 162950 TASK 224 WAITING default FIRST_RESOURCES {}
1680664926516722 162950 TASK 225 WAITING default FIRST_RESOURCES {}
1680664926516754 162950 TASK 226 WAITING default FIRST_RESOURCES {}
1680664926516779 162950 TASK 227 WAITING default FIRST_RESOURCES {}
1680664926516805 162950 TASK 228 WAITING default FIRST_RESOURCES {}
1680664926516832 162950 TASK 229 WAITING default FIRST_RESOURCES {}
1680664926516859 162950 TASK 230 WAITING default FIRST_RESOURCES {}
1680664926516883 162950 TASK 231 WAITING default FIRST_RESOURCES {}
1680664926516909 162950 TASK 232 WAITING default FIRST_RESOURCES {}
1680664926516936 162950 TASK 233 WAITING default FIRST_RESOURCES {}
1680664926516963 162950 TASK 234 WAITING default FIRST_RESOURCES {}
1680664926516988 162950 TASK 235 WAITING default FIRST_RESOURCES {}
1680664926517016 162950 TASK 236 WAITING default FIRST_RESOURCES {}
1680664926517043 162950 TASK 237 WAITING default FIRST_RESOURCES {}
1680664926517070 162950 TASK 238 WAITING default FIRST_RESOURCES {}
1680664926517094 162950 TASK 239 WAITING default FIRST_RESOURCES {}
1680664926517121 162950 TASK 240 WAITING default FIRST_RESOURCES {}
1680664926517148 162950 TASK 241 WAITING default FIRST_RESOURCES {}
1680664926517175 162950 TASK 242 WAITING default FIRST_RESOURCES {}
1680664926517200 162950 TASK 243 WAITING default FIRST_RESOURCES {}
1680664926517226 162950 TASK 244 WAITING default FIRST_RESOURCES {}
1680664926517253 162950 TASK 245 WAITING default FIRST_RESOURCES {}
1680664926517281 162950 TASK 246 WAITING default FIRST_RESOURCES {}
1680664926517306 162950 TASK 247 WAITING default FIRST_RESOURCES {}
1680664926517332 162950 TASK 248 WAITING default FIRST_RESOURCES {}
1680664926517359 162950 TASK 249 WAITING default FIRST_RESOURCES {}
1680664926517385 162950 TASK 250 WAITING default FIRST_RESOURCES {}
1680664926517410 162950 TASK 251 WAITING default FIRST_RESOURCES {}
1680664926517437 162950 TASK 252 WAITING default FIRST_RESOURCES {}
1680664926517467 162950 TASK 253 WAITING default FIRST_RESOURCES {}
1680664926517494 162950 TASK 254 WAITING default FIRST_RESOURCES {}
1680664926517519 162950 TASK 255 WAITING default FIRST_RESOURCES {}
1680664926517545 162950 TASK 256 WAITING default FIRST_RESOURCES {}
1680664926517572 162950 TASK 257 WAITING default FIRST_RESOURCES {}
1680664926517600 162950 TASK 258 WAITING default FIRST_RESOURCES {}
1680664926517628 162950 TASK 259 WAITING default FIRST_RESOURCES {}
1680664926517655 162950 TASK 260 WAITING default FIRST_RESOURCES {}
1680664926517683 162950 TASK 261 WAITING default FIRST_RESOURCES {}
1680664926517710 162950 TASK 262 WAITING default FIRST_RESOURCES {}
1680664926517735 162950 TASK 263 WAITING default FIRST_RESOURCES {}
1680664926517761 162950 TASK 264 WAITING default FIRST_RESOURCES {}
1680664926517788 162950 TASK 265 WAITING default FIRST_RESOURCES {}
1680664926517812 162950 TASK 266 WAITING default FIRST_RESOURCES {}
1680664926517841 162950 TASK 267 WAITING default FIRST_RESOURCES {}
1680664926517871 162950 TASK 268 WAITING default FIRST_RESOURCES {}
1680664926517898 162950 TASK 269 WAITING default FIRST_RESOURCES {}
1680664926517923 162950 TASK 270 WAITING default FIRST_RESOURCES {}
1680664926517957 162950 TASK 271 WAITING default FIRST_RESOURCES {}
1680664926517983 162950 TASK 272 WAITING default FIRST_RESOURCES {}
1680664926518011 162950 TASK 273 WAITING default FIRST_RESOURCES {}
1680664926518035 162950 TASK 274 WAITING default FIRST_RESOURCES {}
1680664926518062 162950 TASK 275 WAITING default FIRST_RESOURCES {}
1680664926518089 162950 TASK 276 WAITING default FIRST_RESOURCES {}
1680664926518116 162950 TASK 277 WAITING default FIRST_RESOURCES {}
1680664926518141 162950 TASK 278 WAITING default FIRST_RESOURCES {}
1680664926518168 162950 TASK 279 WAITING default FIRST_RESOURCES {}
1680664926518195 162950 TASK 280 WAITING default FIRST_RESOURCES {}
1680664926518222 162950 TASK 281 WAITING default FIRST_RESOURCES {}
1680664926518246 162950 TASK 282 WAITING default FIRST_RESOURCES {}
1680664926518273 162950 TASK 283 WAITING default FIRST_RESOURCES {}
1680664926518305 162950 TASK 284 WAITING default FIRST_RESOURCES {}
1680664926518331 162950 TASK 285 WAITING default FIRST_RESOURCES {}
1680664926518360 162950 TASK 286 WAITING default FIRST_RESOURCES {}
1680664926518387 162950 TASK 287 WAITING default FIRST_RESOURCES {}
1680664926518414 162950 TASK 288 WAITING default FIRST_RESOURCES {}
1680664926518441 162950 TASK 289 WAITING default FIRST_RESOURCES {}
1680664926518466 162950 TASK 290 WAITING default FIRST_RESOURCES {}
1680664926518493 162950 TASK 291 WAITING default FIRST_RESOURCES {}
1680664926518520 162950 TASK 292 WAITING default FIRST_RESOURCES {}
1680664926518547 162950 TASK 293 WAITING default FIRST_RESOURCES {}
1680664926518571 162950 TASK 294 WAITING default FIRST_RESOURCES {}
1680664926518600 162950 TASK 295 WAITING default FIRST_RESOURCES {}
1680664926518631 162950 TASK 296 WAITING default FIRST_RESOURCES {}
1680664926518659 162950 TASK 297 WAITING default FIRST_RESOURCES {}
1680664926518684 162950 TASK 298 WAITING default FIRST_RESOURCES {}
1680664926518711 162950 TASK 299 WAITING default FIRST_RESOURCES {}
1680664926518738 162950 TASK 300 WAITING default FIRST_RESOURCES {}
1680664926518765 162950 TASK 301 WAITING default FIRST_RESOURCES {}
1680664926518790 162950 TASK 302 WAITING default FIRST_RESOURCES {}
1680664926518816 162950 TASK 303 WAITING default FIRST_RESOURCES {}
1680664926518848 162950 TASK 304 WAITING default FIRST_RESOURCES {}
1680664926518877 162950 TASK 305 WAITING default FIRST_RESOURCES {}
1680664926518901 162950 TASK 306 WAITING default FIRST_RESOURCES {}
1680664926518940 162950 TASK 307 WAITING default FIRST_RESOURCES {}
1680664926518967 162950 TASK 308 WAITING default FIRST_RESOURCES {}
1680664926518993 162950 TASK 309 WAITING default FIRST_RESOURCES {}
1680664926519017 162950 TASK 310 WAITING default FIRST_RESOURCES {}
1680664926519043 162950 TASK 311 WAITING default FIRST_RESOURCES {}
1680664926519072 162950 TASK 312 WAITING default FIRST_RESOURCES {}
1680664926519099 162950 TASK 313 WAITING default FIRST_RESOURCES {}
1680664926519123 162950 TASK 314 WAITING default FIRST_RESOURCES {}
1680664926519149 162950 TASK 315 WAITING default FIRST_RESOURCES {}
1680664926519175 162950 TASK 316 WAITING default FIRST_RESOURCES {}
1680664926519202 162950 TASK 317 WAITING default FIRST_RESOURCES {}
1680664926519226 162950 TASK 318 WAITING default FIRST_RESOURCES {}
1680664926519252 162950 TASK 319 WAITING default FIRST_RESOURCES {}
1680664926519279 162950 TASK 320 WAITING default FIRST_RESOURCES {}
1680664926519306 162950 TASK 321 WAITING default FIRST_RESOURCES {}
1680664926519330 162950 TASK 322 WAITING default FIRST_RESOURCES {}
1680664926519366 162950 TASK 323 WAITING default FIRST_RESOURCES {}
1680664926519393 162950 TASK 324 WAITING default FIRST_RESOURCES {}
1680664926519422 162950 TASK 325 WAITING default FIRST_RESOURCES {}
1680664926519447 162950 TASK 326 WAITING default FIRST_RESOURCES {}
1680664926519474 162950 TASK 327 WAITING default FIRST_RESOURCES {}
1680664926519500 162950 TASK 328 WAITING default FIRST_RESOURCES {}
1680664926519525 162950 TASK 329 WAITING default FIRST_RESOURCES {}
1680664926519551 162950 TASK 330 WAITING default FIRST_RESOURCES {}
1680664926519578 162950 TASK 331 WAITING default FIRST_RESOURCES {}
1680664926519605 162950 TASK 332 WAITING default FIRST_RESOURCES {}
1680664926519633 162950 TASK 333 WAITING default FIRST_RESOURCES {}
1680664926519667 162950 TASK 334 WAITING default FIRST_RESOURCES {}
1680664926519694 162950 TASK 335 WAITING default FIRST_RESOURCES {}
1680664926519726 162950 TASK 336 WAITING default FIRST_RESOURCES {}
1680664926519752 162950 TASK 337 WAITING default FIRST_RESOURCES {}
1680664926519778 162950 TASK 338 WAITING default FIRST_RESOURCES {}
1680664926519806 162950 TASK 339 WAITING default FIRST_RESOURCES {}
1680664926519832 162950 TASK 340 WAITING default FIRST_RESOURCES {}
1680664926519857 162950 TASK 341 WAITING default FIRST_RESOURCES {}
1680664926519884 162950 TASK 342 WAITING default FIRST_RESOURCES {}
1680664926519911 162950 TASK 343 WAITING default FIRST_RESOURCES {}
1680664926519938 162950 TASK 344 WAITING default FIRST_RESOURCES {}
1680664926519962 162950 TASK 345 WAITING default FIRST_RESOURCES {}
1680664926519994 162950 TASK 346 WAITING default FIRST_RESOURCES {}
1680664926520022 162950 TASK 347 WAITING default FIRST_RESOURCES {}
1680664926520057 162950 TASK 348 WAITING default FIRST_RESOURCES {}
1680664926520081 162950 TASK 349 WAITING default FIRST_RESOURCES {}
1680664926520108 162950 TASK 350 WAITING default FIRST_RESOURCES {}
1680664926520134 162950 TASK 351 WAITING default FIRST_RESOURCES {}
1680664926520161 162950 TASK 352 WAITING default FIRST_RESOURCES {}
1680664926520186 162950 TASK 353 WAITING default FIRST_RESOURCES {}
1680664926520213 162950 TASK 354 WAITING default FIRST_RESOURCES {}
1680664926520240 162950 TASK 355 WAITING default FIRST_RESOURCES {}
1680664926520270 162950 TASK 356 WAITING default FIRST_RESOURCES {}
1680664926520295 162950 TASK 357 WAITING default FIRST_RESOURCES {}
1680664926520322 162950 TASK 358 WAITING default FIRST_RESOURCES {}
1680664926520349 162950 TASK 359 WAITING default FIRST_RESOURCES {}
1680664926520376 162950 TASK 360 WAITING default FIRST_RESOURCES {}
1680664926520401 162950 TASK 361 WAITING default FIRST_RESOURCES {}
