# time manager_pid MANAGER START|END
# time manager_pid WORKER worker_id host:port CONNECTION
# time manager_pid WORKER worker_id host:port DISCONNECTION (UNKNOWN|IDLE_OUT|FAST_ABORT|FAILURE|STATUS_WORKER|EXPLICIT
# time manager_pid WORKER worker_id RESOURCES {resources}
# time manager_pid CATEGORY name MAX {resources_max_per_task}
# time manager_pid CATEGORY name MIN {resources_min_per_task_per_worker}
# time manager_pid CATEGORY name FIRST (FIXED|MAX|MIN_WASTE|MAX_THROUGHPUT) {resources_requested}
# time manager_pid TASK taskid WAITING category_name (FIRST_RESOURCES|MAX_RESOURCES) {resources_requested}
# time manager_pid TASK taskid RUNNING worker_address (FIRST_RESOURCES|MAX_RESOURCES) {resources_allocated}
# time manager_pid TASK taskid WAITING_RETRIEVAL worker_address
# time manager_pid TASK taskid (RETRIEVED|DONE) (SUCCESS|SIGNAL|END_TIME|FORSAKEN|MAX_RETRIES|MAX_WALLTIME|UNKNOWN|RESOURCE_EXHAUSTION) exit_code {limits_exceeded} {resources_measured}
# time manager_pid TRANSFER (INPUT|OUTPUT) taskid cache_flag sizeinmb walltime filename

1681332799863836 712395 MANAGER START
1681332799870286 712395 CATEGORY default MAX {}
1681332799870299 712395 CATEGORY default MIN {}
1681332799870305 712395 CATEGORY default FIRST MAX {}
1681332799874562 712395 TASK 54 WAITING default FIRST_RESOURCES {}
1681332799874584 712395 TASK 55 WAITING default FIRST_RESOURCES {}
1681332799874608 712395 TASK 56 WAITING default FIRST_RESOURCES {}
1681332799874643 712395 TASK 57 WAITING default FIRST_RESOURCES {}
1681332799874673 712395 TASK 58 WAITING default FIRST_RESOURCES {}
1681332799874694 712395 TASK 59 WAITING default FIRST_RESOURCES {}
1681332799874714 712395 TASK 60 WAITING default FIRST_RESOURCES {}
1681332799874733 712395 TASK 61 WAITING default FIRST_RESOURCES {}
1681332799874751 712395 TASK 62 WAITING default FIRST_RESOURCES {}
1681332799874771 712395 TASK 63 WAITING default FIRST_RESOURCES {}
1681332799874792 712395 TASK 64 WAITING default FIRST_RESOURCES {}
1681332799874813 712395 TASK 65 WAITING default FIRST_RESOURCES {}
1681332799874831 712395 TASK 66 WAITING default FIRST_RESOURCES {}
1681332799874853 712395 TASK 67 WAITING default FIRST_RESOURCES {}
1681332799874874 712395 TASK 68 WAITING default FIRST_RESOURCES {}
1681332799874894 712395 TASK 69 WAITING default FIRST_RESOURCES {}
1681332799874913 712395 TASK 70 WAITING default FIRST_RESOURCES {}
1681332799874933 712395 TASK 71 WAITING default FIRST_RESOURCES {}
1681332799874951 712395 TASK 72 WAITING default FIRST_RESOURCES {}
1681332799874973 712395 TASK 73 WAITING default FIRST_RESOURCES {}
1681332799874992 712395 TASK 74 WAITING default FIRST_RESOURCES {}
1681332799875012 712395 TASK 75 WAITING default FIRST_RESOURCES {}
1681332799875034 712395 TASK 76 WAITING default FIRST_RESOURCES {}
1681332799875056 712395 TASK 77 WAITING default FIRST_RESOURCES {}
1681332799875075 712395 TASK 78 WAITING default FIRST_RESOURCES {}
1681332799875095 712395 TASK 79 WAITING default FIRST_RESOURCES {}
1681332799875116 712395 TASK 80 WAITING default FIRST_RESOURCES {}
1681332799875137 712395 TASK 81 WAITING default FIRST_RESOURCES {}
1681332799875155 712395 TASK 82 WAITING default FIRST_RESOURCES {}
1681332799875173 712395 TASK 83 WAITING default FIRST_RESOURCES {}
1681332799875194 712395 TASK 84 WAITING default FIRST_RESOURCES {}
1681332799875212 712395 TASK 85 WAITING default FIRST_RESOURCES {}
1681332799875251 712395 TASK 86 WAITING default FIRST_RESOURCES {}
1681332799875271 712395 TASK 87 WAITING default FIRST_RESOURCES {}
1681332799875293 712395 TASK 88 WAITING default FIRST_RESOURCES {}
1681332799875310 712395 TASK 89 WAITING default FIRST_RESOURCES {}
1681332799875334 712395 TASK 90 WAITING default FIRST_RESOURCES {}
1681332799875371 712395 TASK 91 WAITING default FIRST_RESOURCES {}
1681332799875394 712395 TASK 92 WAITING default FIRST_RESOURCES {}
1681332799875413 712395 TASK 93 WAITING default FIRST_RESOURCES {}
1681332799875432 712395 TASK 94 WAITING default FIRST_RESOURCES {}
1681332799875458 712395 TASK 95 WAITING default FIRST_RESOURCES {}
1681332799875483 712395 TASK 96 WAITING default FIRST_RESOURCES {}
1681332799875522 712395 TASK 97 WAITING default FIRST_RESOURCES {}
1681332799875547 712395 TASK 98 WAITING default FIRST_RESOURCES {}
1681332799875566 712395 TASK 99 WAITING default FIRST_RESOURCES {}
1681332799875588 712395 TASK 100 WAITING default FIRST_RESOURCES {}
1681332799875611 712395 TASK 101 WAITING default FIRST_RESOURCES {}
1681332799875630 712395 TASK 102 WAITING default FIRST_RESOURCES {}
1681332799875664 712395 TASK 103 WAITING default FIRST_RESOURCES {}
1681332799875683 712395 TASK 104 WAITING default FIRST_RESOURCES {}
1681332799875705 712395 TASK 105 WAITING default FIRST_RESOURCES {}
1681332799875725 712395 TASK 106 WAITING default FIRST_RESOURCES {}
1681332799875746 712395 TASK 107 WAITING default FIRST_RESOURCES {}
1681332799875766 712395 TASK 108 WAITING default FIRST_RESOURCES {}
1681332799875784 712395 TASK 109 WAITING default FIRST_RESOURCES {}
1681332799875803 712395 TASK 110 WAITING default FIRST_RESOURCES {}
1681332799875823 712395 TASK 111 WAITING default FIRST_RESOURCES {}
1681332799875842 712395 TASK 112 WAITING default FIRST_RESOURCES {}
1681332799875860 712395 TASK 113 WAITING default FIRST_RESOURCES {}
1681332799875880 712395 TASK 114 WAITING default FIRST_RESOURCES {}
1681332799875900 712395 TASK 115 WAITING default FIRST_RESOURCES {}
1681332799875922 712395 TASK 116 WAITING default FIRST_RESOURCES {}
1681332799875939 712395 TASK 117 WAITING default FIRST_RESOURCES {}
1681332799875958 712395 TASK 118 WAITING default FIRST_RESOURCES {}
1681332799875987 712395 TASK 119 WAITING default FIRST_RESOURCES {}
1681332799876007 712395 TASK 120 WAITING default FIRST_RESOURCES {}
1681332799876025 712395 TASK 121 WAITING default FIRST_RESOURCES {}
1681332799876044 712395 TASK 122 WAITING default FIRST_RESOURCES {}
1681332799876064 712395 TASK 123 WAITING default FIRST_RESOURCES {}
1681332799876084 712395 TASK 124 WAITING default FIRST_RESOURCES {}
1681332799876114 712395 TASK 125 WAITING default FIRST_RESOURCES {}
1681332799876136 712395 TASK 126 WAITING default FIRST_RESOURCES {}
1681332799876161 712395 TASK 127 WAITING default FIRST_RESOURCES {}
1681332799876182 712395 TASK 128 WAITING default FIRST_RESOURCES {}
1681332799876201 712395 TASK 129 WAITING default FIRST_RESOURCES {}
1681332799876221 712395 TASK 130 WAITING default FIRST_RESOURCES {}
1681332799876242 712395 TASK 131 WAITING default FIRST_RESOURCES {}
1681332799876263 712395 TASK 132 WAITING default FIRST_RESOURCES {}
1681332799876281 712395 TASK 133 WAITING default FIRST_RESOURCES {}
1681332799876316 712395 TASK 134 WAITING default FIRST_RESOURCES {}
1681332799876371 712395 TASK 135 WAITING default FIRST_RESOURCES {}
1681332799876395 712395 TASK 136 WAITING default FIRST_RESOURCES {}
1681332799876415 712395 TASK 137 WAITING default FIRST_RESOURCES {}
1681332799876440 712395 TASK 138 WAITING default FIRST_RESOURCES {}
1681332799876463 712395 TASK 139 WAITING default FIRST_RESOURCES {}
1681332799876485 712395 TASK 140 WAITING default FIRST_RESOURCES {}
1681332799876505 712395 TASK 141 WAITING default FIRST_RESOURCES {}
1681332799876528 712395 TASK 142 WAITING default FIRST_RESOURCES {}
1681332799876550 712395 TASK 143 WAITING default FIRST_RESOURCES {}
1681332799876573 712395 TASK 144 WAITING default FIRST_RESOURCES {}
1681332799876593 712395 TASK 145 WAITING default FIRST_RESOURCES {}
1681332799876615 712395 TASK 146 WAITING default FIRST_RESOURCES {}
1681332799876636 712395 TASK 147 WAITING default FIRST_RESOURCES {}
1681332799876656 712395 TASK 148 WAITING default FIRST_RESOURCES {}
1681332799876677 712395 TASK 149 WAITING default FIRST_RESOURCES {}
1681332799876699 712395 TASK 150 WAITING default FIRST_RESOURCES {}
1681332799876722 712395 TASK 151 WAITING default FIRST_RESOURCES {}
1681332799876741 712395 TASK 152 WAITING default FIRST_RESOURCES {}
1681332799876763 712395 TASK 153 WAITING default FIRST_RESOURCES {}
1681332799876800 712395 TASK 154 WAITING default FIRST_RESOURCES {}
1681332799876822 712395 TASK 155 WAITING default FIRST_RESOURCES {}
1681332799876841 712395 TASK 156 WAITING default FIRST_RESOURCES {}
1681332799876862 712395 TASK 157 WAITING default FIRST_RESOURCES {}
1681332799876883 712395 TASK 158 WAITING default FIRST_RESOURCES {}
1681332799876904 712395 TASK 159 WAITING default FIRST_RESOURCES {}
1681332799876923 712395 TASK 160 WAITING default FIRST_RESOURCES {}
1681332799876944 712395 TASK 161 WAITING default FIRST_RESOURCES {}
1681332799876965 712395 TASK 162 WAITING default FIRST_RESOURCES {}
1681332799876999 712395 TASK 163 WAITING default FIRST_RESOURCES {}
1681332799877018 712395 TASK 164 WAITING default FIRST_RESOURCES {}
1681332799877054 712395 TASK 165 WAITING default FIRST_RESOURCES {}
1681332799877074 712395 TASK 166 WAITING default FIRST_RESOURCES {}
1681332799877094 712395 TASK 167 WAITING default FIRST_RESOURCES {}
1681332799877111 712395 TASK 168 WAITING default FIRST_RESOURCES {}
1681332799877135 712395 TASK 169 WAITING default FIRST_RESOURCES {}
1681332799877156 712395 TASK 170 WAITING default FIRST_RESOURCES {}
1681332799877176 712395 TASK 171 WAITING default FIRST_RESOURCES {}
1681332799877193 712395 TASK 172 WAITING default FIRST_RESOURCES {}
1681332799877216 712395 TASK 173 WAITING default FIRST_RESOURCES {}
1681332799877236 712395 TASK 174 WAITING default FIRST_RESOURCES {}
1681332799877256 712395 TASK 175 WAITING default FIRST_RESOURCES {}
1681332799877274 712395 TASK 176 WAITING default FIRST_RESOURCES {}
1681332799877293 712395 TASK 177 WAITING default FIRST_RESOURCES {}
1681332799877313 712395 TASK 178 WAITING default FIRST_RESOURCES {}
1681332799877338 712395 TASK 179 WAITING default FIRST_RESOURCES {}
1681332799877373 712395 TASK 180 WAITING default FIRST_RESOURCES {}
1681332799877395 712395 TASK 181 WAITING default FIRST_RESOURCES {}
1681332799877422 712395 TASK 182 WAITING default FIRST_RESOURCES {}
1681332799877445 712395 TASK 183 WAITING default FIRST_RESOURCES {}
1681332799877465 712395 TASK 184 WAITING default FIRST_RESOURCES {}
1681332799877486 712395 TASK 185 WAITING default FIRST_RESOURCES {}
1681332799877508 712395 TASK 186 WAITING default FIRST_RESOURCES {}
1681332799877530 712395 TASK 187 WAITING default FIRST_RESOURCES {}
1681332799877550 712395 TASK 188 WAITING default FIRST_RESOURCES {}
1681332799877571 712395 TASK 189 WAITING default FIRST_RESOURCES {}
1681332799877594 712395 TASK 190 WAITING default FIRST_RESOURCES {}
1681332799877617 712395 TASK 191 WAITING default FIRST_RESOURCES {}
1681332799877683 712395 TASK 192 WAITING default FIRST_RESOURCES {}
1681332799877703 712395 TASK 193 WAITING default FIRST_RESOURCES {}
1681332799877720 712395 TASK 194 WAITING default FIRST_RESOURCES {}
1681332799877740 712395 TASK 195 WAITING default FIRST_RESOURCES {}
1681332799877757 712395 TASK 196 WAITING default FIRST_RESOURCES {}
1681332799877777 712395 TASK 197 WAITING default FIRST_RESOURCES {}
1681332799877798 712395 TASK 198 WAITING default FIRST_RESOURCES {}
1681332799877815 712395 TASK 199 WAITING default FIRST_RESOURCES {}
1681332799877834 712395 TASK 200 WAITING default FIRST_RESOURCES {}
1681332799877854 712395 TASK 201 WAITING default FIRST_RESOURCES {}
1681332799877871 712395 TASK 202 WAITING default FIRST_RESOURCES {}
1681332799877891 712395 TASK 203 WAITING default FIRST_RESOURCES {}
1681332799877911 712395 TASK 204 WAITING default FIRST_RESOURCES {}
1681332799877928 712395 TASK 205 WAITING default FIRST_RESOURCES {}
1681332799877947 712395 TASK 206 WAITING default FIRST_RESOURCES {}
1681332799877967 712395 TASK 207 WAITING default FIRST_RESOURCES {}
1681332799877984 712395 TASK 208 WAITING default FIRST_RESOURCES {}
1681332799878005 712395 TASK 209 WAITING default FIRST_RESOURCES {}
1681332799878025 712395 TASK 210 WAITING default FIRST_RESOURCES {}
1681332799878046 712395 TASK 211 WAITING default FIRST_RESOURCES {}
1681332799878067 712395 TASK 212 WAITING default FIRST_RESOURCES {}
1681332799878087 712395 TASK 213 WAITING default FIRST_RESOURCES {}
1681332799878107 712395 TASK 214 WAITING default FIRST_RESOURCES {}
1681332799878124 712395 TASK 215 WAITING default FIRST_RESOURCES {}
1681332799878143 712395 TASK 216 WAITING default FIRST_RESOURCES {}
1681332799878163 712395 TASK 217 WAITING default FIRST_RESOURCES {}
1681332799878184 712395 TASK 218 WAITING default FIRST_RESOURCES {}
1681332799878202 712395 TASK 219 WAITING default FIRST_RESOURCES {}
1681332799878221 712395 TASK 220 WAITING default FIRST_RESOURCES {}
1681332799878240 712395 TASK 221 WAITING default FIRST_RESOURCES {}
1681332799878260 712395 TASK 222 WAITING default FIRST_RESOURCES {}
1681332799878290 712395 TASK 223 WAITING default FIRST_RESOURCES {}
1681332799878311 712395 TASK 224 WAITING default FIRST_RESOURCES {}
1681332799878352 712395 TASK 225 WAITING default FIRST_RESOURCES {}
1681332799878381 712395 TASK 226 WAITING default FIRST_RESOURCES {}
1681332799878401 712395 TASK 227 WAITING default FIRST_RESOURCES {}
1681332799878426 712395 TASK 228 WAITING default FIRST_RESOURCES {}
1681332799878449 712395 TASK 229 WAITING default FIRST_RESOURCES {}
1681332799878473 712395 TASK 230 WAITING default FIRST_RESOURCES {}
1681332799878492 712395 TASK 231 WAITING default FIRST_RESOURCES {}
1681332799878514 712395 TASK 232 WAITING default FIRST_RESOURCES {}
1681332799878536 712395 TASK 233 WAITING default FIRST_RESOURCES {}
1681332799878563 712395 TASK 234 WAITING default FIRST_RESOURCES {}
1681332799878582 712395 TASK 235 WAITING default FIRST_RESOURCES {}
1681332799878604 712395 TASK 236 WAITING default FIRST_RESOURCES {}
1681332799878627 712395 TASK 237 WAITING default FIRST_RESOURCES {}
1681332799878688 712395 TASK 238 WAITING default FIRST_RESOURCES {}
1681332799878705 712395 TASK 239 WAITING default FIRST_RESOURCES {}
1681332799878725 712395 TASK 240 WAITING default FIRST_RESOURCES {}
1681332799878744 712395 TASK 241 WAITING default FIRST_RESOURCES {}
1681332799878764 712395 TASK 242 WAITING default FIRST_RESOURCES {}
1681332799878781 712395 TASK 243 WAITING default FIRST_RESOURCES {}
1681332799878800 712395 TASK 244 WAITING default FIRST_RESOURCES {}
1681332799878820 712395 TASK 245 WAITING default FIRST_RESOURCES {}
1681332799878842 712395 TASK 246 WAITING default FIRST_RESOURCES {}
1681332799878859 712395 TASK 247 WAITING default FIRST_RESOURCES {}
1681332799878878 712395 TASK 248 WAITING default FIRST_RESOURCES {}
1681332799878898 712395 TASK 249 WAITING default FIRST_RESOURCES {}
1681332799878919 712395 TASK 250 WAITING default FIRST_RESOURCES {}
1681332799878937 712395 TASK 251 WAITING default FIRST_RESOURCES {}
1681332799878956 712395 TASK 252 WAITING default FIRST_RESOURCES {}
1681332799878982 712395 TASK 253 WAITING default FIRST_RESOURCES {}
1681332799879002 712395 TASK 254 WAITING default FIRST_RESOURCES {}
1681332799879019 712395 TASK 255 WAITING default FIRST_RESOURCES {}
1681332799879040 712395 TASK 256 WAITING default FIRST_RESOURCES {}
1681332799879060 712395 TASK 257 WAITING default FIRST_RESOURCES {}
1681332799879080 712395 TASK 258 WAITING default FIRST_RESOURCES {}
1681332799879097 712395 TASK 259 WAITING default FIRST_RESOURCES {}
1681332799879117 712395 TASK 260 WAITING default FIRST_RESOURCES {}
1681332799879136 712395 TASK 261 WAITING default FIRST_RESOURCES {}
1681332799879157 712395 TASK 262 WAITING default FIRST_RESOURCES {}
1681332799879174 712395 TASK 263 WAITING default FIRST_RESOURCES {}
1681332799879193 712395 TASK 264 WAITING default FIRST_RESOURCES {}
1681332799879214 712395 TASK 265 WAITING default FIRST_RESOURCES {}
1681332799879234 712395 TASK 266 WAITING default FIRST_RESOURCES {}
1681332799879252 712395 TASK 267 WAITING default FIRST_RESOURCES {}
1681332799879271 712395 TASK 268 WAITING default FIRST_RESOURCES {}
1681332799879293 712395 TASK 269 WAITING default FIRST_RESOURCES {}
1681332799879314 712395 TASK 270 WAITING default FIRST_RESOURCES {}
1681332799879336 712395 TASK 271 WAITING default FIRST_RESOURCES {}
1681332799879373 712395 TASK 272 WAITING default FIRST_RESOURCES {}
1681332799879395 712395 TASK 273 WAITING default FIRST_RESOURCES {}
1681332799879415 712395 TASK 274 WAITING default FIRST_RESOURCES {}
1681332799879438 712395 TASK 275 WAITING default FIRST_RESOURCES {}
1681332799879460 712395 TASK 276 WAITING default FIRST_RESOURCES {}
1681332799879482 712395 TASK 277 WAITING default FIRST_RESOURCES {}
1681332799879501 712395 TASK 278 WAITING default FIRST_RESOURCES {}
1681332799879523 712395 TASK 279 WAITING default FIRST_RESOURCES {}
1681332799879545 712395 TASK 280 WAITING default FIRST_RESOURCES {}
1681332799879567 712395 TASK 281 WAITING default FIRST_RESOURCES {}
1681332799879586 712395 TASK 282 WAITING default FIRST_RESOURCES {}
1681332799879608 712395 TASK 283 WAITING default FIRST_RESOURCES {}
1681332799879631 712395 TASK 284 WAITING default FIRST_RESOURCES {}
1681332799879676 712395 TASK 285 WAITING default FIRST_RESOURCES {}
1681332799879697 712395 TASK 286 WAITING default FIRST_RESOURCES {}
1681332799879716 712395 TASK 287 WAITING default FIRST_RESOURCES {}
1681332799879736 712395 TASK 288 WAITING default FIRST_RESOURCES {}
1681332799879757 712395 TASK 289 WAITING default FIRST_RESOURCES {}
1681332799879775 712395 TASK 290 WAITING default FIRST_RESOURCES {}
1681332799879794 712395 TASK 291 WAITING default FIRST_RESOURCES {}
1681332799879814 712395 TASK 292 WAITING default FIRST_RESOURCES {}
1681332799879835 712395 TASK 293 WAITING default FIRST_RESOURCES {}
1681332799879853 712395 TASK 294 WAITING default FIRST_RESOURCES {}
1681332799879876 712395 TASK 295 WAITING default FIRST_RESOURCES {}
1681332799879896 712395 TASK 296 WAITING default FIRST_RESOURCES {}
1681332799879916 712395 TASK 297 WAITING default FIRST_RESOURCES {}
1681332799879933 712395 TASK 298 WAITING default FIRST_RESOURCES {}
1681332799879952 712395 TASK 299 WAITING default FIRST_RESOURCES {}
1681332799879972 712395 TASK 300 WAITING default FIRST_RESOURCES {}
1681332799879992 712395 TASK 301 WAITING default FIRST_RESOURCES {}
1681332799880010 712395 TASK 302 WAITING default FIRST_RESOURCES {}
1681332799880031 712395 TASK 303 WAITING default FIRST_RESOURCES {}
1681332799880051 712395 TASK 304 WAITING default FIRST_RESOURCES {}
1681332799880071 712395 TASK 305 WAITING default FIRST_RESOURCES {}
1681332799880089 712395 TASK 306 WAITING default FIRST_RESOURCES {}
1681332799880108 712395 TASK 307 WAITING default FIRST_RESOURCES {}
1681332799880128 712395 TASK 308 WAITING default FIRST_RESOURCES {}
1681332799880149 712395 TASK 309 WAITING default FIRST_RESOURCES {}
1681332799880167 712395 TASK 310 WAITING default FIRST_RESOURCES {}
1681332799880186 712395 TASK 311 WAITING default FIRST_RESOURCES {}
1681332799880207 712395 TASK 312 WAITING default FIRST_RESOURCES {}
1681332799880230 712395 TASK 313 WAITING default FIRST_RESOURCES {}
1681332799880247 712395 TASK 314 WAITING default FIRST_RESOURCES {}
1681332799880267 712395 TASK 315 WAITING default FIRST_RESOURCES {}
1681332799880287 712395 TASK 316 WAITING default FIRST_RESOURCES {}
1681332799880306 712395 TASK 317 WAITING default FIRST_RESOURCES {}
1681332799880324 712395 TASK 318 WAITING default FIRST_RESOURCES {}
1681332799880376 712395 TASK 319 WAITING default FIRST_RESOURCES {}
1681332799880399 712395 TASK 320 WAITING default FIRST_RESOURCES {}
1681332799880423 712395 TASK 321 WAITING default FIRST_RESOURCES {}
1681332799880443 712395 TASK 322 WAITING default FIRST_RESOURCES {}
1681332799880465 712395 TASK 323 WAITING default FIRST_RESOURCES {}
1681332799880487 712395 TASK 324 WAITING default FIRST_RESOURCES {}
1681332799880509 712395 TASK 325 WAITING default FIRST_RESOURCES {}
1681332799880528 712395 TASK 326 WAITING default FIRST_RESOURCES {}
1681332799880550 712395 TASK 327 WAITING default FIRST_RESOURCES {}
1681332799880572 712395 TASK 328 WAITING default FIRST_RESOURCES {}
1681332799880596 712395 TASK 329 WAITING default FIRST_RESOURCES {}
1681332799880615 712395 TASK 330 WAITING default FIRST_RESOURCES {}
1681332799880657 712395 TASK 331 WAITING default FIRST_RESOURCES {}
1681332799880689 712395 TASK 332 WAITING default FIRST_RESOURCES {}
1681332799880709 712395 TASK 333 WAITING default FIRST_RESOURCES {}
1681332799880727 712395 TASK 334 WAITING default FIRST_RESOURCES {}
1681332799880746 712395 TASK 335 WAITING default FIRST_RESOURCES {}
1681332799880770 712395 TASK 336 WAITING default FIRST_RESOURCES {}
1681332799880790 712395 TASK 337 WAITING default FIRST_RESOURCES {}
1681332799880808 712395 TASK 338 WAITING default FIRST_RESOURCES {}
1681332799880827 712395 TASK 339 WAITING default FIRST_RESOURCES {}
1681332799880849 712395 TASK 340 WAITING default FIRST_RESOURCES {}
1681332799880866 712395 TASK 341 WAITING default FIRST_RESOURCES {}
1681332799880886 712395 TASK 342 WAITING default FIRST_RESOURCES {}
1681332799880905 712395 TASK 343 WAITING default FIRST_RESOURCES {}
1681332799880926 712395 TASK 344 WAITING default FIRST_RESOURCES {}
1681332799880943 712395 TASK 345 WAITING default FIRST_RESOURCES {}
1681332799880966 712395 TASK 346 WAITING default FIRST_RESOURCES {}
1681332799880986 712395 TASK 347 WAITING default FIRST_RESOURCES {}
1681332799881007 712395 TASK 348 WAITING default FIRST_RESOURCES {}
1681332799881025 712395 TASK 349 WAITING default FIRST_RESOURCES {}
1681332799881046 712395 TASK 350 WAITING default FIRST_RESOURCES {}
1681332799881066 712395 TASK 351 WAITING default FIRST_RESOURCES {}
1681332799881086 712395 TASK 352 WAITING default FIRST_RESOURCES {}
1681332799881103 712395 TASK 353 WAITING default FIRST_RESOURCES {}
1681332799881122 712395 TASK 354 WAITING default FIRST_RESOURCES {}
1681332799881142 712395 TASK 355 WAITING default FIRST_RESOURCES {}
1681332799881162 712395 TASK 356 WAITING default FIRST_RESOURCES {}
1681332799881179 712395 TASK 357 WAITING default FIRST_RESOURCES {}
1681332799881201 712395 TASK 358 WAITING default FIRST_RESOURCES {}
1681332799881223 712395 TASK 359 WAITING default FIRST_RESOURCES {}
1681332799881243 712395 TASK 360 WAITING default FIRST_RESOURCES {}
1681332799881260 712395 TASK 361 WAITING default FIRST_RESOURCES {}
1681332799881279 712395 TASK 362 WAITING default FIRST_RESOURCES {}
