# time manager_pid MANAGER START|END
# time manager_pid WORKER worker_id host:port CONNECTION
# time manager_pid WORKER worker_id host:port DISCONNECTION (UNKNOWN|IDLE_OUT|FAST_ABORT|FAILURE|STATUS_WORKER|EXPLICIT
# time manager_pid WORKER worker_id RESOURCES {resources}
# time manager_pid CATEGORY name MAX {resources_max_per_task}
# time manager_pid CATEGORY name MIN {resources_min_per_task_per_worker}
# time manager_pid CATEGORY name FIRST (FIXED|MAX|MIN_WASTE|MAX_THROUGHPUT) {resources_requested}
# time manager_pid TASK taskid WAITING category_name (FIRST_RESOURCES|MAX_RESOURCES) {resources_requested}
# time manager_pid TASK taskid RUNNING worker_address (FIRST_RESOURCES|MAX_RESOURCES) {resources_allocated}
# time manager_pid TASK taskid WAITING_RETRIEVAL worker_address
# time manager_pid TASK taskid (RETRIEVED|DONE) (SUCCESS|SIGNAL|END_TIME|FORSAKEN|MAX_RETRIES|MAX_WALLTIME|UNKNOWN|RESOURCE_EXHAUSTION) exit_code {limits_exceeded} {resources_measured}
# time manager_pid TRANSFER (INPUT|OUTPUT) taskid cache_flag sizeinmb walltime filename

1681745498394863 1474515 MANAGER START
1681745498398750 1474515 CATEGORY default MAX {}
1681745498398764 1474515 CATEGORY default MIN {}
1681745498398771 1474515 CATEGORY default FIRST MIN_WASTE {}
1681745498401186 1474515 TASK 19 WAITING default FIRST_RESOURCES {}
1681745498401203 1474515 TASK 20 WAITING default FIRST_RESOURCES {}
1681745498401225 1474515 TASK 21 WAITING default FIRST_RESOURCES {}
1681745498401245 1474515 TASK 22 WAITING default FIRST_RESOURCES {}
1681745498401266 1474515 TASK 23 WAITING default FIRST_RESOURCES {}
1681745498401284 1474515 TASK 24 WAITING default FIRST_RESOURCES {}
1681745498401303 1474515 TASK 25 WAITING default FIRST_RESOURCES {}
1681745498401324 1474515 TASK 26 WAITING default FIRST_RESOURCES {}
1681745498401367 1474515 TASK 27 WAITING default FIRST_RESOURCES {}
1681745498401387 1474515 TASK 28 WAITING default FIRST_RESOURCES {}
1681745498401405 1474515 TASK 29 WAITING default FIRST_RESOURCES {}
1681745498401424 1474515 TASK 30 WAITING default FIRST_RESOURCES {}
1681745498401446 1474515 TASK 31 WAITING default FIRST_RESOURCES {}
1681745498401468 1474515 TASK 32 WAITING default FIRST_RESOURCES {}
1681745498401500 1474515 TASK 33 WAITING default FIRST_RESOURCES {}
1681745498401522 1474515 TASK 34 WAITING default FIRST_RESOURCES {}
1681745498401544 1474515 TASK 35 WAITING default FIRST_RESOURCES {}
1681745498401564 1474515 TASK 36 WAITING default FIRST_RESOURCES {}
1681745498401585 1474515 TASK 37 WAITING default FIRST_RESOURCES {}
1681745498401608 1474515 TASK 38 WAITING default FIRST_RESOURCES {}
1681745498401638 1474515 TASK 39 WAITING default FIRST_RESOURCES {}
1681745498401656 1474515 TASK 40 WAITING default FIRST_RESOURCES {}
1681745498401674 1474515 TASK 41 WAITING default FIRST_RESOURCES {}
1681745498401695 1474515 TASK 42 WAITING default FIRST_RESOURCES {}
1681745498401746 1474515 TASK 43 WAITING default FIRST_RESOURCES {}
1681745498401769 1474515 TASK 44 WAITING default FIRST_RESOURCES {}
1681745498401793 1474515 TASK 45 WAITING default FIRST_RESOURCES {}
1681745498401827 1474515 TASK 46 WAITING default FIRST_RESOURCES {}
1681745498401848 1474515 TASK 47 WAITING default FIRST_RESOURCES {}
1681745498401867 1474515 TASK 48 WAITING default FIRST_RESOURCES {}
1681745498401889 1474515 TASK 49 WAITING default FIRST_RESOURCES {}
1681745498401907 1474515 TASK 50 WAITING default FIRST_RESOURCES {}
1681745498401925 1474515 TASK 51 WAITING default FIRST_RESOURCES {}
1681745498401947 1474515 TASK 52 WAITING default FIRST_RESOURCES {}
1681745498401969 1474515 TASK 53 WAITING default FIRST_RESOURCES {}
1681745498401989 1474515 TASK 54 WAITING default FIRST_RESOURCES {}
1681745498402011 1474515 TASK 55 WAITING default FIRST_RESOURCES {}
1681745498402032 1474515 TASK 56 WAITING default FIRST_RESOURCES {}
1681745498402054 1474515 TASK 57 WAITING default FIRST_RESOURCES {}
1681745498402073 1474515 TASK 58 WAITING default FIRST_RESOURCES {}
1681745498402094 1474515 TASK 59 WAITING default FIRST_RESOURCES {}
1681745498402115 1474515 TASK 60 WAITING default FIRST_RESOURCES {}
1681745498402134 1474515 TASK 61 WAITING default FIRST_RESOURCES {}
1681745498402153 1474515 TASK 62 WAITING default FIRST_RESOURCES {}
1681745498402173 1474515 TASK 63 WAITING default FIRST_RESOURCES {}
1681745498402195 1474515 TASK 64 WAITING default FIRST_RESOURCES {}
1681745498402218 1474515 TASK 65 WAITING default FIRST_RESOURCES {}
1681745498402247 1474515 TASK 66 WAITING default FIRST_RESOURCES {}
1681745498402267 1474515 TASK 67 WAITING default FIRST_RESOURCES {}
1681745498402290 1474515 TASK 68 WAITING default FIRST_RESOURCES {}
1681745498402311 1474515 TASK 69 WAITING default FIRST_RESOURCES {}
1681745498402334 1474515 TASK 70 WAITING default FIRST_RESOURCES {}
1681745498402369 1474515 TASK 71 WAITING default FIRST_RESOURCES {}
1681745498402388 1474515 TASK 72 WAITING default FIRST_RESOURCES {}
1681745498402409 1474515 TASK 73 WAITING default FIRST_RESOURCES {}
1681745498402428 1474515 TASK 74 WAITING default FIRST_RESOURCES {}
1681745498402448 1474515 TASK 75 WAITING default FIRST_RESOURCES {}
1681745498402471 1474515 TASK 76 WAITING default FIRST_RESOURCES {}
1681745498402494 1474515 TASK 77 WAITING default FIRST_RESOURCES {}
1681745498402513 1474515 TASK 78 WAITING default FIRST_RESOURCES {}
1681745498402534 1474515 TASK 79 WAITING default FIRST_RESOURCES {}
1681745498402556 1474515 TASK 80 WAITING default FIRST_RESOURCES {}
1681745498402575 1474515 TASK 81 WAITING default FIRST_RESOURCES {}
1681745498402596 1474515 TASK 82 WAITING default FIRST_RESOURCES {}
1681745498402614 1474515 TASK 83 WAITING default FIRST_RESOURCES {}
1681745498402646 1474515 TASK 84 WAITING default FIRST_RESOURCES {}
1681745498402680 1474515 TASK 85 WAITING default FIRST_RESOURCES {}
1681745498402703 1474515 TASK 86 WAITING default FIRST_RESOURCES {}
1681745498402725 1474515 TASK 87 WAITING default FIRST_RESOURCES {}
1681745498402747 1474515 TASK 88 WAITING default FIRST_RESOURCES {}
1681745498402766 1474515 TASK 89 WAITING default FIRST_RESOURCES {}
1681745498402787 1474515 TASK 90 WAITING default FIRST_RESOURCES {}
1681745498402810 1474515 TASK 91 WAITING default FIRST_RESOURCES {}
1681745498402832 1474515 TASK 92 WAITING default FIRST_RESOURCES {}
1681745498402851 1474515 TASK 93 WAITING default FIRST_RESOURCES {}
1681745498402869 1474515 TASK 94 WAITING default FIRST_RESOURCES {}
1681745498402895 1474515 TASK 95 WAITING default FIRST_RESOURCES {}
1681745498402917 1474515 TASK 96 WAITING default FIRST_RESOURCES {}
1681745498402957 1474515 TASK 97 WAITING default FIRST_RESOURCES {}
1681745498402979 1474515 TASK 98 WAITING default FIRST_RESOURCES {}
1681745498402998 1474515 TASK 99 WAITING default FIRST_RESOURCES {}
1681745498403019 1474515 TASK 100 WAITING default FIRST_RESOURCES {}
1681745498403041 1474515 TASK 101 WAITING default FIRST_RESOURCES {}
1681745498403060 1474515 TASK 102 WAITING default FIRST_RESOURCES {}
1681745498403092 1474515 TASK 103 WAITING default FIRST_RESOURCES {}
1681745498403118 1474515 TASK 104 WAITING default FIRST_RESOURCES {}
1681745498403137 1474515 TASK 105 WAITING default FIRST_RESOURCES {}
1681745498403158 1474515 TASK 106 WAITING default FIRST_RESOURCES {}
1681745498403179 1474515 TASK 107 WAITING default FIRST_RESOURCES {}
1681745498403199 1474515 TASK 108 WAITING default FIRST_RESOURCES {}
1681745498403217 1474515 TASK 109 WAITING default FIRST_RESOURCES {}
1681745498403239 1474515 TASK 110 WAITING default FIRST_RESOURCES {}
1681745498403259 1474515 TASK 111 WAITING default FIRST_RESOURCES {}
1681745498403280 1474515 TASK 112 WAITING default FIRST_RESOURCES {}
1681745498403297 1474515 TASK 113 WAITING default FIRST_RESOURCES {}
1681745498403318 1474515 TASK 114 WAITING default FIRST_RESOURCES {}
1681745498403359 1474515 TASK 115 WAITING default FIRST_RESOURCES {}
1681745498403382 1474515 TASK 116 WAITING default FIRST_RESOURCES {}
1681745498403401 1474515 TASK 117 WAITING default FIRST_RESOURCES {}
1681745498403421 1474515 TASK 118 WAITING default FIRST_RESOURCES {}
1681745498403443 1474515 TASK 119 WAITING default FIRST_RESOURCES {}
1681745498403466 1474515 TASK 120 WAITING default FIRST_RESOURCES {}
1681745498403484 1474515 TASK 121 WAITING default FIRST_RESOURCES {}
1681745498403505 1474515 TASK 122 WAITING default FIRST_RESOURCES {}
1681745498403527 1474515 TASK 123 WAITING default FIRST_RESOURCES {}
1681745498403549 1474515 TASK 124 WAITING default FIRST_RESOURCES {}
1681745498403568 1474515 TASK 125 WAITING default FIRST_RESOURCES {}
1681745498403589 1474515 TASK 126 WAITING default FIRST_RESOURCES {}
1681745498403628 1474515 TASK 127 WAITING default FIRST_RESOURCES {}
1681745498403662 1474515 TASK 128 WAITING default FIRST_RESOURCES {}
1681745498403681 1474515 TASK 129 WAITING default FIRST_RESOURCES {}
1681745498403704 1474515 TASK 130 WAITING default FIRST_RESOURCES {}
1681745498403725 1474515 TASK 131 WAITING default FIRST_RESOURCES {}
1681745498403747 1474515 TASK 132 WAITING default FIRST_RESOURCES {}
1681745498403766 1474515 TASK 133 WAITING default FIRST_RESOURCES {}
1681745498403788 1474515 TASK 134 WAITING default FIRST_RESOURCES {}
1681745498403809 1474515 TASK 135 WAITING default FIRST_RESOURCES {}
1681745498403831 1474515 TASK 136 WAITING default FIRST_RESOURCES {}
1681745498403850 1474515 TASK 137 WAITING default FIRST_RESOURCES {}
1681745498403875 1474515 TASK 138 WAITING default FIRST_RESOURCES {}
1681745498403897 1474515 TASK 139 WAITING default FIRST_RESOURCES {}
1681745498403918 1474515 TASK 140 WAITING default FIRST_RESOURCES {}
1681745498403937 1474515 TASK 141 WAITING default FIRST_RESOURCES {}
1681745498403958 1474515 TASK 142 WAITING default FIRST_RESOURCES {}
1681745498403981 1474515 TASK 143 WAITING default FIRST_RESOURCES {}
1681745498404000 1474515 TASK 144 WAITING default FIRST_RESOURCES {}
1681745498404021 1474515 TASK 145 WAITING default FIRST_RESOURCES {}
1681745498404053 1474515 TASK 146 WAITING default FIRST_RESOURCES {}
1681745498404073 1474515 TASK 147 WAITING default FIRST_RESOURCES {}
1681745498404091 1474515 TASK 148 WAITING default FIRST_RESOURCES {}
1681745498404111 1474515 TASK 149 WAITING default FIRST_RESOURCES {}
1681745498404132 1474515 TASK 150 WAITING default FIRST_RESOURCES {}
1681745498404153 1474515 TASK 151 WAITING default FIRST_RESOURCES {}
1681745498404171 1474515 TASK 152 WAITING default FIRST_RESOURCES {}
1681745498404192 1474515 TASK 153 WAITING default FIRST_RESOURCES {}
1681745498404212 1474515 TASK 154 WAITING default FIRST_RESOURCES {}
1681745498404241 1474515 TASK 155 WAITING default FIRST_RESOURCES {}
1681745498404259 1474515 TASK 156 WAITING default FIRST_RESOURCES {}
1681745498404287 1474515 TASK 157 WAITING default FIRST_RESOURCES {}
1681745498404307 1474515 TASK 158 WAITING default FIRST_RESOURCES {}
1681745498404333 1474515 TASK 159 WAITING default FIRST_RESOURCES {}
1681745498404365 1474515 TASK 160 WAITING default FIRST_RESOURCES {}
1681745498404386 1474515 TASK 161 WAITING default FIRST_RESOURCES {}
1681745498404409 1474515 TASK 162 WAITING default FIRST_RESOURCES {}
1681745498404436 1474515 TASK 163 WAITING default FIRST_RESOURCES {}
1681745498404455 1474515 TASK 164 WAITING default FIRST_RESOURCES {}
1681745498404476 1474515 TASK 165 WAITING default FIRST_RESOURCES {}
1681745498404498 1474515 TASK 166 WAITING default FIRST_RESOURCES {}
1681745498404519 1474515 TASK 167 WAITING default FIRST_RESOURCES {}
1681745498404538 1474515 TASK 168 WAITING default FIRST_RESOURCES {}
1681745498404577 1474515 TASK 169 WAITING default FIRST_RESOURCES {}
1681745498404600 1474515 TASK 170 WAITING default FIRST_RESOURCES {}
1681745498404650 1474515 TASK 171 WAITING default FIRST_RESOURCES {}
1681745498404668 1474515 TASK 172 WAITING default FIRST_RESOURCES {}
1681745498404688 1474515 TASK 173 WAITING default FIRST_RESOURCES {}
1681745498404708 1474515 TASK 174 WAITING default FIRST_RESOURCES {}
1681745498404742 1474515 TASK 175 WAITING default FIRST_RESOURCES {}
1681745498404761 1474515 TASK 176 WAITING default FIRST_RESOURCES {}
1681745498404781 1474515 TASK 177 WAITING default FIRST_RESOURCES {}
1681745498404803 1474515 TASK 178 WAITING default FIRST_RESOURCES {}
1681745498404825 1474515 TASK 179 WAITING default FIRST_RESOURCES {}
1681745498404844 1474515 TASK 180 WAITING default FIRST_RESOURCES {}
1681745498404865 1474515 TASK 181 WAITING default FIRST_RESOURCES {}
1681745498404891 1474515 TASK 182 WAITING default FIRST_RESOURCES {}
1681745498404913 1474515 TASK 183 WAITING default FIRST_RESOURCES {}
1681745498404932 1474515 TASK 184 WAITING default FIRST_RESOURCES {}
1681745498404964 1474515 TASK 185 WAITING default FIRST_RESOURCES {}
1681745498404985 1474515 TASK 186 WAITING default FIRST_RESOURCES {}
1681745498405005 1474515 TASK 187 WAITING default FIRST_RESOURCES {}
1681745498405023 1474515 TASK 188 WAITING default FIRST_RESOURCES {}
1681745498405044 1474515 TASK 189 WAITING default FIRST_RESOURCES {}
1681745498405066 1474515 TASK 190 WAITING default FIRST_RESOURCES {}
1681745498405087 1474515 TASK 191 WAITING default FIRST_RESOURCES {}
1681745498405140 1474515 TASK 192 WAITING default FIRST_RESOURCES {}
1681745498405159 1474515 TASK 193 WAITING default FIRST_RESOURCES {}
1681745498405177 1474515 TASK 194 WAITING default FIRST_RESOURCES {}
1681745498405198 1474515 TASK 195 WAITING default FIRST_RESOURCES {}
1681745498405215 1474515 TASK 196 WAITING default FIRST_RESOURCES {}
1681745498405237 1474515 TASK 197 WAITING default FIRST_RESOURCES {}
1681745498405257 1474515 TASK 198 WAITING default FIRST_RESOURCES {}
1681745498405275 1474515 TASK 199 WAITING default FIRST_RESOURCES {}
1681745498405295 1474515 TASK 200 WAITING default FIRST_RESOURCES {}
1681745498405316 1474515 TASK 201 WAITING default FIRST_RESOURCES {}
1681745498405362 1474515 TASK 202 WAITING default FIRST_RESOURCES {}
1681745498405385 1474515 TASK 203 WAITING default FIRST_RESOURCES {}
1681745498405408 1474515 TASK 204 WAITING default FIRST_RESOURCES {}
1681745498405427 1474515 TASK 205 WAITING default FIRST_RESOURCES {}
1681745498405448 1474515 TASK 206 WAITING default FIRST_RESOURCES {}
1681745498405473 1474515 TASK 207 WAITING default FIRST_RESOURCES {}
1681745498405492 1474515 TASK 208 WAITING default FIRST_RESOURCES {}
1681745498405513 1474515 TASK 209 WAITING default FIRST_RESOURCES {}
1681745498405535 1474515 TASK 210 WAITING default FIRST_RESOURCES {}
1681745498405571 1474515 TASK 211 WAITING default FIRST_RESOURCES {}
1681745498405593 1474515 TASK 212 WAITING default FIRST_RESOURCES {}
1681745498405627 1474515 TASK 213 WAITING default FIRST_RESOURCES {}
1681745498405649 1474515 TASK 214 WAITING default FIRST_RESOURCES {}
1681745498405668 1474515 TASK 215 WAITING default FIRST_RESOURCES {}
1681745498405688 1474515 TASK 216 WAITING default FIRST_RESOURCES {}
1681745498405711 1474515 TASK 217 WAITING default FIRST_RESOURCES {}
1681745498405733 1474515 TASK 218 WAITING default FIRST_RESOURCES {}
1681745498405752 1474515 TASK 219 WAITING default FIRST_RESOURCES {}
1681745498405773 1474515 TASK 220 WAITING default FIRST_RESOURCES {}
1681745498405794 1474515 TASK 221 WAITING default FIRST_RESOURCES {}
1681745498405819 1474515 TASK 222 WAITING default FIRST_RESOURCES {}
1681745498405852 1474515 TASK 223 WAITING default FIRST_RESOURCES {}
1681745498405874 1474515 TASK 224 WAITING default FIRST_RESOURCES {}
1681745498405900 1474515 TASK 225 WAITING default FIRST_RESOURCES {}
1681745498405936 1474515 TASK 226 WAITING default FIRST_RESOURCES {}
1681745498405955 1474515 TASK 227 WAITING default FIRST_RESOURCES {}
1681745498405975 1474515 TASK 228 WAITING default FIRST_RESOURCES {}
1681745498405996 1474515 TASK 229 WAITING default FIRST_RESOURCES {}
1681745498406016 1474515 TASK 230 WAITING default FIRST_RESOURCES {}
1681745498406034 1474515 TASK 231 WAITING default FIRST_RESOURCES {}
1681745498406054 1474515 TASK 232 WAITING default FIRST_RESOURCES {}
1681745498406075 1474515 TASK 233 WAITING default FIRST_RESOURCES {}
1681745498406095 1474515 TASK 234 WAITING default FIRST_RESOURCES {}
1681745498406113 1474515 TASK 235 WAITING default FIRST_RESOURCES {}
1681745498406134 1474515 TASK 236 WAITING default FIRST_RESOURCES {}
1681745498406154 1474515 TASK 237 WAITING default FIRST_RESOURCES {}
1681745498406175 1474515 TASK 238 WAITING default FIRST_RESOURCES {}
1681745498406193 1474515 TASK 239 WAITING default FIRST_RESOURCES {}
1681745498406212 1474515 TASK 240 WAITING default FIRST_RESOURCES {}
1681745498406233 1474515 TASK 241 WAITING default FIRST_RESOURCES {}
1681745498406254 1474515 TASK 242 WAITING default FIRST_RESOURCES {}
1681745498406272 1474515 TASK 243 WAITING default FIRST_RESOURCES {}
1681745498406292 1474515 TASK 244 WAITING default FIRST_RESOURCES {}
1681745498406313 1474515 TASK 245 WAITING default FIRST_RESOURCES {}
1681745498406354 1474515 TASK 246 WAITING default FIRST_RESOURCES {}
1681745498406375 1474515 TASK 247 WAITING default FIRST_RESOURCES {}
1681745498406396 1474515 TASK 248 WAITING default FIRST_RESOURCES {}
1681745498406419 1474515 TASK 249 WAITING default FIRST_RESOURCES {}
1681745498406441 1474515 TASK 250 WAITING default FIRST_RESOURCES {}
1681745498406460 1474515 TASK 251 WAITING default FIRST_RESOURCES {}
1681745498406481 1474515 TASK 252 WAITING default FIRST_RESOURCES {}
1681745498406519 1474515 TASK 253 WAITING default FIRST_RESOURCES {}
1681745498406544 1474515 TASK 254 WAITING default FIRST_RESOURCES {}
1681745498406563 1474515 TASK 255 WAITING default FIRST_RESOURCES {}
1681745498406585 1474515 TASK 256 WAITING default FIRST_RESOURCES {}
1681745498406607 1474515 TASK 257 WAITING default FIRST_RESOURCES {}
1681745498406641 1474515 TASK 258 WAITING default FIRST_RESOURCES {}
1681745498406660 1474515 TASK 259 WAITING default FIRST_RESOURCES {}
1681745498406681 1474515 TASK 260 WAITING default FIRST_RESOURCES {}
1681745498406702 1474515 TASK 261 WAITING default FIRST_RESOURCES {}
1681745498406724 1474515 TASK 262 WAITING default FIRST_RESOURCES {}
1681745498406743 1474515 TASK 263 WAITING default FIRST_RESOURCES {}
1681745498406764 1474515 TASK 264 WAITING default FIRST_RESOURCES {}
1681745498406786 1474515 TASK 265 WAITING default FIRST_RESOURCES {}
1681745498406809 1474515 TASK 266 WAITING default FIRST_RESOURCES {}
1681745498406828 1474515 TASK 267 WAITING default FIRST_RESOURCES {}
1681745498406860 1474515 TASK 268 WAITING default FIRST_RESOURCES {}
1681745498406884 1474515 TASK 269 WAITING default FIRST_RESOURCES {}
1681745498406903 1474515 TASK 270 WAITING default FIRST_RESOURCES {}
1681745498406923 1474515 TASK 271 WAITING default FIRST_RESOURCES {}
1681745498406943 1474515 TASK 272 WAITING default FIRST_RESOURCES {}
1681745498406965 1474515 TASK 273 WAITING default FIRST_RESOURCES {}
1681745498406983 1474515 TASK 274 WAITING default FIRST_RESOURCES {}
1681745498407002 1474515 TASK 275 WAITING default FIRST_RESOURCES {}
1681745498407023 1474515 TASK 276 WAITING default FIRST_RESOURCES {}
1681745498407043 1474515 TASK 277 WAITING default FIRST_RESOURCES {}
1681745498407061 1474515 TASK 278 WAITING default FIRST_RESOURCES {}
1681745498407081 1474515 TASK 279 WAITING default FIRST_RESOURCES {}
1681745498407101 1474515 TASK 280 WAITING default FIRST_RESOURCES {}
1681745498407121 1474515 TASK 281 WAITING default FIRST_RESOURCES {}
1681745498407143 1474515 TASK 282 WAITING default FIRST_RESOURCES {}
1681745498407164 1474515 TASK 283 WAITING default FIRST_RESOURCES {}
1681745498407185 1474515 TASK 284 WAITING default FIRST_RESOURCES {}
1681745498407206 1474515 TASK 285 WAITING default FIRST_RESOURCES {}
1681745498407225 1474515 TASK 286 WAITING default FIRST_RESOURCES {}
1681745498407245 1474515 TASK 287 WAITING default FIRST_RESOURCES {}
1681745498407265 1474515 TASK 288 WAITING default FIRST_RESOURCES {}
1681745498407286 1474515 TASK 289 WAITING default FIRST_RESOURCES {}
1681745498407303 1474515 TASK 290 WAITING default FIRST_RESOURCES {}
1681745498407324 1474515 TASK 291 WAITING default FIRST_RESOURCES {}
1681745498407364 1474515 TASK 292 WAITING default FIRST_RESOURCES {}
1681745498407387 1474515 TASK 293 WAITING default FIRST_RESOURCES {}
1681745498407407 1474515 TASK 294 WAITING default FIRST_RESOURCES {}
1681745498407433 1474515 TASK 295 WAITING default FIRST_RESOURCES {}
1681745498407456 1474515 TASK 296 WAITING default FIRST_RESOURCES {}
1681745498407479 1474515 TASK 297 WAITING default FIRST_RESOURCES {}
1681745498407505 1474515 TASK 298 WAITING default FIRST_RESOURCES {}
1681745498407527 1474515 TASK 299 WAITING default FIRST_RESOURCES {}
1681745498407549 1474515 TASK 300 WAITING default FIRST_RESOURCES {}
1681745498407572 1474515 TASK 301 WAITING default FIRST_RESOURCES {}
1681745498407592 1474515 TASK 302 WAITING default FIRST_RESOURCES {}
1681745498407613 1474515 TASK 303 WAITING default FIRST_RESOURCES {}
1681745498407647 1474515 TASK 304 WAITING default FIRST_RESOURCES {}
1681745498407670 1474515 TASK 305 WAITING default FIRST_RESOURCES {}
1681745498407689 1474515 TASK 306 WAITING default FIRST_RESOURCES {}
1681745498407710 1474515 TASK 307 WAITING default FIRST_RESOURCES {}
1681745498407731 1474515 TASK 308 WAITING default FIRST_RESOURCES {}
1681745498407765 1474515 TASK 309 WAITING default FIRST_RESOURCES {}
1681745498407782 1474515 TASK 310 WAITING default FIRST_RESOURCES {}
1681745498407803 1474515 TASK 311 WAITING default FIRST_RESOURCES {}
1681745498407824 1474515 TASK 312 WAITING default FIRST_RESOURCES {}
1681745498407848 1474515 TASK 313 WAITING default FIRST_RESOURCES {}
1681745498407866 1474515 TASK 314 WAITING default FIRST_RESOURCES {}
1681745498407886 1474515 TASK 315 WAITING default FIRST_RESOURCES {}
1681745498407907 1474515 TASK 316 WAITING default FIRST_RESOURCES {}
1681745498407927 1474515 TASK 317 WAITING default FIRST_RESOURCES {}
1681745498407946 1474515 TASK 318 WAITING default FIRST_RESOURCES {}
1681745498407966 1474515 TASK 319 WAITING default FIRST_RESOURCES {}
1681745498407988 1474515 TASK 320 WAITING default FIRST_RESOURCES {}
1681745498408008 1474515 TASK 321 WAITING default FIRST_RESOURCES {}
1681745498408026 1474515 TASK 322 WAITING default FIRST_RESOURCES {}
1681745498408046 1474515 TASK 323 WAITING default FIRST_RESOURCES {}
1681745498408067 1474515 TASK 324 WAITING default FIRST_RESOURCES {}
1681745498408089 1474515 TASK 325 WAITING default FIRST_RESOURCES {}
1681745498408107 1474515 TASK 326 WAITING default FIRST_RESOURCES {}
1681745498408127 1474515 TASK 327 WAITING default FIRST_RESOURCES {}
1681745498408148 1474515 TASK 328 WAITING default FIRST_RESOURCES {}
1681745498408169 1474515 TASK 329 WAITING default FIRST_RESOURCES {}
1681745498408188 1474515 TASK 330 WAITING default FIRST_RESOURCES {}
1681745498408207 1474515 TASK 331 WAITING default FIRST_RESOURCES {}
1681745498408228 1474515 TASK 332 WAITING default FIRST_RESOURCES {}
1681745498408246 1474515 TASK 333 WAITING default FIRST_RESOURCES {}
1681745498408267 1474515 TASK 334 WAITING default FIRST_RESOURCES {}
1681745498408287 1474515 TASK 335 WAITING default FIRST_RESOURCES {}
1681745498408324 1474515 TASK 336 WAITING default FIRST_RESOURCES {}
1681745498408362 1474515 TASK 337 WAITING default FIRST_RESOURCES {}
1681745498408386 1474515 TASK 338 WAITING default FIRST_RESOURCES {}
1681745498408409 1474515 TASK 339 WAITING default FIRST_RESOURCES {}
1681745498408432 1474515 TASK 340 WAITING default FIRST_RESOURCES {}
1681745498408455 1474515 TASK 341 WAITING default FIRST_RESOURCES {}
1681745498408477 1474515 TASK 342 WAITING default FIRST_RESOURCES {}
1681745498408499 1474515 TASK 343 WAITING default FIRST_RESOURCES {}
1681745498408523 1474515 TASK 344 WAITING default FIRST_RESOURCES {}
1681745498408543 1474515 TASK 345 WAITING default FIRST_RESOURCES {}
1681745498408564 1474515 TASK 346 WAITING default FIRST_RESOURCES {}
1681745498408586 1474515 TASK 347 WAITING default FIRST_RESOURCES {}
1681745498408610 1474515 TASK 348 WAITING default FIRST_RESOURCES {}
1681745498408640 1474515 TASK 349 WAITING default FIRST_RESOURCES {}
1681745498408662 1474515 TASK 350 WAITING default FIRST_RESOURCES {}
1681745498408683 1474515 TASK 351 WAITING default FIRST_RESOURCES {}
