# time manager_pid MANAGER START|END
# time manager_pid WORKER worker_id host:port CONNECTION
# time manager_pid WORKER worker_id host:port DISCONNECTION (UNKNOWN|IDLE_OUT|FAST_ABORT|FAILURE|STATUS_WORKER|EXPLICIT
# time manager_pid WORKER worker_id RESOURCES {resources}
# time manager_pid CATEGORY name MAX {resources_max_per_task}
# time manager_pid CATEGORY name MIN {resources_min_per_task_per_worker}
# time manager_pid CATEGORY name FIRST (FIXED|MAX|MIN_WASTE|MAX_THROUGHPUT) {resources_requested}
# time manager_pid TASK taskid WAITING category_name (FIRST_RESOURCES|MAX_RESOURCES) {resources_requested}
# time manager_pid TASK taskid RUNNING worker_address (FIRST_RESOURCES|MAX_RESOURCES) {resources_allocated}
# time manager_pid TASK taskid WAITING_RETRIEVAL worker_address
# time manager_pid TASK taskid (RETRIEVED|DONE) (SUCCESS|SIGNAL|END_TIME|FORSAKEN|MAX_RETRIES|MAX_WALLTIME|UNKNOWN|RESOURCE_EXHAUSTION) exit_code {limits_exceeded} {resources_measured}
# time manager_pid TRANSFER (INPUT|OUTPUT) taskid cache_flag sizeinmb walltime filename

1680689007505168 232206 MANAGER START
1680689007510389 232206 CATEGORY default MAX {}
1680689007510406 232206 CATEGORY default MIN {}
1680689007510413 232206 CATEGORY default FIRST GREEDY_BUCKETING {}
1680689007511100 232206 TASK 22 WAITING default FIRST_RESOURCES {}
1680689007511123 232206 TASK 23 WAITING default FIRST_RESOURCES {}
1680689007511148 232206 TASK 24 WAITING default FIRST_RESOURCES {}
1680689007511173 232206 TASK 25 WAITING default FIRST_RESOURCES {}
1680689007511199 232206 TASK 26 WAITING default FIRST_RESOURCES {}
1680689007511222 232206 TASK 27 WAITING default FIRST_RESOURCES {}
1680689007511244 232206 TASK 28 WAITING default FIRST_RESOURCES {}
1680689007511267 232206 TASK 29 WAITING default FIRST_RESOURCES {}
1680689007511292 232206 TASK 30 WAITING default FIRST_RESOURCES {}
1680689007511327 232206 TASK 31 WAITING default FIRST_RESOURCES {}
1680689007511353 232206 TASK 32 WAITING default FIRST_RESOURCES {}
1680689007511380 232206 TASK 33 WAITING default FIRST_RESOURCES {}
1680689007511406 232206 TASK 34 WAITING default FIRST_RESOURCES {}
1680689007511430 232206 TASK 35 WAITING default FIRST_RESOURCES {}
1680689007511456 232206 TASK 36 WAITING default FIRST_RESOURCES {}
1680689007511483 232206 TASK 37 WAITING default FIRST_RESOURCES {}
1680689007511507 232206 TASK 38 WAITING default FIRST_RESOURCES {}
1680689007511531 232206 TASK 39 WAITING default FIRST_RESOURCES {}
1680689007511554 232206 TASK 40 WAITING default FIRST_RESOURCES {}
1680689007511580 232206 TASK 41 WAITING default FIRST_RESOURCES {}
1680689007511607 232206 TASK 42 WAITING default FIRST_RESOURCES {}
1680689007511660 232206 TASK 43 WAITING default FIRST_RESOURCES {}
1680689007511697 232206 TASK 44 WAITING default FIRST_RESOURCES {}
1680689007511729 232206 TASK 45 WAITING default FIRST_RESOURCES {}
1680689007511757 232206 TASK 46 WAITING default FIRST_RESOURCES {}
1680689007511783 232206 TASK 47 WAITING default FIRST_RESOURCES {}
1680689007511810 232206 TASK 48 WAITING default FIRST_RESOURCES {}
1680689007511836 232206 TASK 49 WAITING default FIRST_RESOURCES {}
1680689007511862 232206 TASK 50 WAITING default FIRST_RESOURCES {}
1680689007511890 232206 TASK 51 WAITING default FIRST_RESOURCES {}
1680689007511918 232206 TASK 52 WAITING default FIRST_RESOURCES {}
1680689007511955 232206 TASK 53 WAITING default FIRST_RESOURCES {}
1680689007511978 232206 TASK 54 WAITING default FIRST_RESOURCES {}
1680689007512002 232206 TASK 55 WAITING default FIRST_RESOURCES {}
1680689007512027 232206 TASK 56 WAITING default FIRST_RESOURCES {}
1680689007512052 232206 TASK 57 WAITING default FIRST_RESOURCES {}
1680689007512075 232206 TASK 58 WAITING default FIRST_RESOURCES {}
1680689007512099 232206 TASK 59 WAITING default FIRST_RESOURCES {}
1680689007512122 232206 TASK 60 WAITING default FIRST_RESOURCES {}
1680689007512147 232206 TASK 61 WAITING default FIRST_RESOURCES {}
1680689007512170 232206 TASK 62 WAITING default FIRST_RESOURCES {}
1680689007512194 232206 TASK 63 WAITING default FIRST_RESOURCES {}
1680689007512219 232206 TASK 64 WAITING default FIRST_RESOURCES {}
1680689007512244 232206 TASK 65 WAITING default FIRST_RESOURCES {}
1680689007512267 232206 TASK 66 WAITING default FIRST_RESOURCES {}
1680689007512291 232206 TASK 67 WAITING default FIRST_RESOURCES {}
1680689007512318 232206 TASK 68 WAITING default FIRST_RESOURCES {}
1680689007512343 232206 TASK 69 WAITING default FIRST_RESOURCES {}
1680689007512366 232206 TASK 70 WAITING default FIRST_RESOURCES {}
1680689007512388 232206 TASK 71 WAITING default FIRST_RESOURCES {}
1680689007512413 232206 TASK 72 WAITING default FIRST_RESOURCES {}
1680689007512438 232206 TASK 73 WAITING default FIRST_RESOURCES {}
1680689007512461 232206 TASK 74 WAITING default FIRST_RESOURCES {}
1680689007512486 232206 TASK 75 WAITING default FIRST_RESOURCES {}
1680689007512511 232206 TASK 76 WAITING default FIRST_RESOURCES {}
1680689007512533 232206 TASK 77 WAITING default FIRST_RESOURCES {}
1680689007512558 232206 TASK 78 WAITING default FIRST_RESOURCES {}
1680689007512582 232206 TASK 79 WAITING default FIRST_RESOURCES {}
1680689007512607 232206 TASK 80 WAITING default FIRST_RESOURCES {}
1680689007512668 232206 TASK 81 WAITING default FIRST_RESOURCES {}
1680689007512695 232206 TASK 82 WAITING default FIRST_RESOURCES {}
1680689007512723 232206 TASK 83 WAITING default FIRST_RESOURCES {}
1680689007512752 232206 TASK 84 WAITING default FIRST_RESOURCES {}
1680689007512778 232206 TASK 85 WAITING default FIRST_RESOURCES {}
1680689007512810 232206 TASK 86 WAITING default FIRST_RESOURCES {}
1680689007512838 232206 TASK 87 WAITING default FIRST_RESOURCES {}
1680689007512866 232206 TASK 88 WAITING default FIRST_RESOURCES {}
1680689007512892 232206 TASK 89 WAITING default FIRST_RESOURCES {}
1680689007512919 232206 TASK 90 WAITING default FIRST_RESOURCES {}
1680689007512983 232206 TASK 91 WAITING default FIRST_RESOURCES {}
1680689007513006 232206 TASK 92 WAITING default FIRST_RESOURCES {}
1680689007513028 232206 TASK 93 WAITING default FIRST_RESOURCES {}
1680689007513061 232206 TASK 94 WAITING default FIRST_RESOURCES {}
1680689007513086 232206 TASK 95 WAITING default FIRST_RESOURCES {}
1680689007513111 232206 TASK 96 WAITING default FIRST_RESOURCES {}
1680689007513154 232206 TASK 97 WAITING default FIRST_RESOURCES {}
1680689007513181 232206 TASK 98 WAITING default FIRST_RESOURCES {}
1680689007513204 232206 TASK 99 WAITING default FIRST_RESOURCES {}
1680689007513229 232206 TASK 100 WAITING default FIRST_RESOURCES {}
1680689007513253 232206 TASK 101 WAITING default FIRST_RESOURCES {}
1680689007513276 232206 TASK 102 WAITING default FIRST_RESOURCES {}
1680689007513300 232206 TASK 103 WAITING default FIRST_RESOURCES {}
1680689007513324 232206 TASK 104 WAITING default FIRST_RESOURCES {}
1680689007513350 232206 TASK 105 WAITING default FIRST_RESOURCES {}
1680689007513375 232206 TASK 106 WAITING default FIRST_RESOURCES {}
1680689007513400 232206 TASK 107 WAITING default FIRST_RESOURCES {}
1680689007513424 232206 TASK 108 WAITING default FIRST_RESOURCES {}
1680689007513446 232206 TASK 109 WAITING default FIRST_RESOURCES {}
1680689007513472 232206 TASK 110 WAITING default FIRST_RESOURCES {}
1680689007513496 232206 TASK 111 WAITING default FIRST_RESOURCES {}
1680689007513520 232206 TASK 112 WAITING default FIRST_RESOURCES {}
1680689007513543 232206 TASK 113 WAITING default FIRST_RESOURCES {}
1680689007513567 232206 TASK 114 WAITING default FIRST_RESOURCES {}
1680689007513591 232206 TASK 115 WAITING default FIRST_RESOURCES {}
1680689007513616 232206 TASK 116 WAITING default FIRST_RESOURCES {}
1680689007513661 232206 TASK 117 WAITING default FIRST_RESOURCES {}
1680689007513688 232206 TASK 118 WAITING default FIRST_RESOURCES {}
1680689007513716 232206 TASK 119 WAITING default FIRST_RESOURCES {}
1680689007513743 232206 TASK 120 WAITING default FIRST_RESOURCES {}
1680689007513768 232206 TASK 121 WAITING default FIRST_RESOURCES {}
1680689007513795 232206 TASK 122 WAITING default FIRST_RESOURCES {}
1680689007513822 232206 TASK 123 WAITING default FIRST_RESOURCES {}
1680689007513849 232206 TASK 124 WAITING default FIRST_RESOURCES {}
1680689007513874 232206 TASK 125 WAITING default FIRST_RESOURCES {}
1680689007513901 232206 TASK 126 WAITING default FIRST_RESOURCES {}
1680689007513954 232206 TASK 127 WAITING default FIRST_RESOURCES {}
1680689007513979 232206 TASK 128 WAITING default FIRST_RESOURCES {}
1680689007514002 232206 TASK 129 WAITING default FIRST_RESOURCES {}
1680689007514027 232206 TASK 130 WAITING default FIRST_RESOURCES {}
1680689007514052 232206 TASK 131 WAITING default FIRST_RESOURCES {}
1680689007514076 232206 TASK 132 WAITING default FIRST_RESOURCES {}
1680689007514099 232206 TASK 133 WAITING default FIRST_RESOURCES {}
1680689007514122 232206 TASK 134 WAITING default FIRST_RESOURCES {}
1680689007514160 232206 TASK 135 WAITING default FIRST_RESOURCES {}
1680689007514195 232206 TASK 136 WAITING default FIRST_RESOURCES {}
1680689007514220 232206 TASK 137 WAITING default FIRST_RESOURCES {}
1680689007514245 232206 TASK 138 WAITING default FIRST_RESOURCES {}
1680689007514271 232206 TASK 139 WAITING default FIRST_RESOURCES {}
1680689007514295 232206 TASK 140 WAITING default FIRST_RESOURCES {}
1680689007514320 232206 TASK 141 WAITING default FIRST_RESOURCES {}
1680689007514346 232206 TASK 142 WAITING default FIRST_RESOURCES {}
1680689007514371 232206 TASK 143 WAITING default FIRST_RESOURCES {}
1680689007514395 232206 TASK 144 WAITING default FIRST_RESOURCES {}
1680689007514421 232206 TASK 145 WAITING default FIRST_RESOURCES {}
1680689007514446 232206 TASK 146 WAITING default FIRST_RESOURCES {}
1680689007514472 232206 TASK 147 WAITING default FIRST_RESOURCES {}
1680689007514507 232206 TASK 148 WAITING default FIRST_RESOURCES {}
1680689007514544 232206 TASK 149 WAITING default FIRST_RESOURCES {}
1680689007514571 232206 TASK 150 WAITING default FIRST_RESOURCES {}
1680689007514597 232206 TASK 151 WAITING default FIRST_RESOURCES {}
1680689007514653 232206 TASK 152 WAITING default FIRST_RESOURCES {}
1680689007514681 232206 TASK 153 WAITING default FIRST_RESOURCES {}
1680689007514709 232206 TASK 154 WAITING default FIRST_RESOURCES {}
1680689007514736 232206 TASK 155 WAITING default FIRST_RESOURCES {}
1680689007514762 232206 TASK 156 WAITING default FIRST_RESOURCES {}
1680689007514790 232206 TASK 157 WAITING default FIRST_RESOURCES {}
1680689007514818 232206 TASK 158 WAITING default FIRST_RESOURCES {}
1680689007514845 232206 TASK 159 WAITING default FIRST_RESOURCES {}
1680689007514870 232206 TASK 160 WAITING default FIRST_RESOURCES {}
1680689007514897 232206 TASK 161 WAITING default FIRST_RESOURCES {}
1680689007514924 232206 TASK 162 WAITING default FIRST_RESOURCES {}
1680689007514963 232206 TASK 163 WAITING default FIRST_RESOURCES {}
1680689007514988 232206 TASK 164 WAITING default FIRST_RESOURCES {}
1680689007515017 232206 TASK 165 WAITING default FIRST_RESOURCES {}
1680689007515044 232206 TASK 166 WAITING default FIRST_RESOURCES {}
1680689007515071 232206 TASK 167 WAITING default FIRST_RESOURCES {}
1680689007515095 232206 TASK 168 WAITING default FIRST_RESOURCES {}
1680689007515126 232206 TASK 169 WAITING default FIRST_RESOURCES {}
1680689007515154 232206 TASK 170 WAITING default FIRST_RESOURCES {}
1680689007515181 232206 TASK 171 WAITING default FIRST_RESOURCES {}
1680689007515205 232206 TASK 172 WAITING default FIRST_RESOURCES {}
1680689007515231 232206 TASK 173 WAITING default FIRST_RESOURCES {}
1680689007515271 232206 TASK 174 WAITING default FIRST_RESOURCES {}
1680689007515298 232206 TASK 175 WAITING default FIRST_RESOURCES {}
1680689007515324 232206 TASK 176 WAITING default FIRST_RESOURCES {}
1680689007515350 232206 TASK 177 WAITING default FIRST_RESOURCES {}
1680689007515378 232206 TASK 178 WAITING default FIRST_RESOURCES {}
1680689007515406 232206 TASK 179 WAITING default FIRST_RESOURCES {}
1680689007515431 232206 TASK 180 WAITING default FIRST_RESOURCES {}
1680689007515461 232206 TASK 181 WAITING default FIRST_RESOURCES {}
1680689007515489 232206 TASK 182 WAITING default FIRST_RESOURCES {}
1680689007515516 232206 TASK 183 WAITING default FIRST_RESOURCES {}
1680689007515541 232206 TASK 184 WAITING default FIRST_RESOURCES {}
1680689007515568 232206 TASK 185 WAITING default FIRST_RESOURCES {}
1680689007515595 232206 TASK 186 WAITING default FIRST_RESOURCES {}
1680689007515630 232206 TASK 187 WAITING default FIRST_RESOURCES {}
1680689007515658 232206 TASK 188 WAITING default FIRST_RESOURCES {}
1680689007515687 232206 TASK 189 WAITING default FIRST_RESOURCES {}
1680689007515715 232206 TASK 190 WAITING default FIRST_RESOURCES {}
1680689007515743 232206 TASK 191 WAITING default FIRST_RESOURCES {}
1680689007515812 232206 TASK 192 WAITING default FIRST_RESOURCES {}
1680689007515839 232206 TASK 193 WAITING default FIRST_RESOURCES {}
1680689007515865 232206 TASK 194 WAITING default FIRST_RESOURCES {}
1680689007515893 232206 TASK 195 WAITING default FIRST_RESOURCES {}
1680689007515919 232206 TASK 196 WAITING default FIRST_RESOURCES {}
1680689007515946 232206 TASK 197 WAITING default FIRST_RESOURCES {}
1680689007515975 232206 TASK 198 WAITING default FIRST_RESOURCES {}
1680689007516000 232206 TASK 199 WAITING default FIRST_RESOURCES {}
1680689007516028 232206 TASK 200 WAITING default FIRST_RESOURCES {}
1680689007516056 232206 TASK 201 WAITING default FIRST_RESOURCES {}
1680689007516106 232206 TASK 202 WAITING default FIRST_RESOURCES {}
1680689007516133 232206 TASK 203 WAITING default FIRST_RESOURCES {}
1680689007516161 232206 TASK 204 WAITING default FIRST_RESOURCES {}
1680689007516186 232206 TASK 205 WAITING default FIRST_RESOURCES {}
1680689007516225 232206 TASK 206 WAITING default FIRST_RESOURCES {}
1680689007516253 232206 TASK 207 WAITING default FIRST_RESOURCES {}
1680689007516278 232206 TASK 208 WAITING default FIRST_RESOURCES {}
1680689007516305 232206 TASK 209 WAITING default FIRST_RESOURCES {}
1680689007516333 232206 TASK 210 WAITING default FIRST_RESOURCES {}
1680689007516374 232206 TASK 211 WAITING default FIRST_RESOURCES {}
1680689007516402 232206 TASK 212 WAITING default FIRST_RESOURCES {}
1680689007516443 232206 TASK 213 WAITING default FIRST_RESOURCES {}
1680689007516470 232206 TASK 214 WAITING default FIRST_RESOURCES {}
1680689007516495 232206 TASK 215 WAITING default FIRST_RESOURCES {}
1680689007516521 232206 TASK 216 WAITING default FIRST_RESOURCES {}
1680689007516548 232206 TASK 217 WAITING default FIRST_RESOURCES {}
1680689007516576 232206 TASK 218 WAITING default FIRST_RESOURCES {}
1680689007516601 232206 TASK 219 WAITING default FIRST_RESOURCES {}
1680689007516646 232206 TASK 220 WAITING default FIRST_RESOURCES {}
1680689007516675 232206 TASK 221 WAITING default FIRST_RESOURCES {}
1680689007516703 232206 TASK 222 WAITING default FIRST_RESOURCES {}
1680689007516743 232206 TASK 223 WAITING default FIRST_RESOURCES {}
1680689007516776 232206 TASK 224 WAITING default FIRST_RESOURCES {}
1680689007516805 232206 TASK 225 WAITING default FIRST_RESOURCES {}
1680689007516838 232206 TASK 226 WAITING default FIRST_RESOURCES {}
1680689007516864 232206 TASK 227 WAITING default FIRST_RESOURCES {}
1680689007516892 232206 TASK 228 WAITING default FIRST_RESOURCES {}
1680689007516920 232206 TASK 229 WAITING default FIRST_RESOURCES {}
1680689007516948 232206 TASK 230 WAITING default FIRST_RESOURCES {}
1680689007516973 232206 TASK 231 WAITING default FIRST_RESOURCES {}
1680689007517000 232206 TASK 232 WAITING default FIRST_RESOURCES {}
1680689007517028 232206 TASK 233 WAITING default FIRST_RESOURCES {}
1680689007517056 232206 TASK 234 WAITING default FIRST_RESOURCES {}
1680689007517081 232206 TASK 235 WAITING default FIRST_RESOURCES {}
1680689007517108 232206 TASK 236 WAITING default FIRST_RESOURCES {}
1680689007517137 232206 TASK 237 WAITING default FIRST_RESOURCES {}
1680689007517182 232206 TASK 238 WAITING default FIRST_RESOURCES {}
1680689007517207 232206 TASK 239 WAITING default FIRST_RESOURCES {}
1680689007517235 232206 TASK 240 WAITING default FIRST_RESOURCES {}
1680689007517275 232206 TASK 241 WAITING default FIRST_RESOURCES {}
1680689007517301 232206 TASK 242 WAITING default FIRST_RESOURCES {}
1680689007517325 232206 TASK 243 WAITING default FIRST_RESOURCES {}
1680689007517351 232206 TASK 244 WAITING default FIRST_RESOURCES {}
1680689007517377 232206 TASK 245 WAITING default FIRST_RESOURCES {}
1680689007517405 232206 TASK 246 WAITING default FIRST_RESOURCES {}
1680689007517430 232206 TASK 247 WAITING default FIRST_RESOURCES {}
1680689007517456 232206 TASK 248 WAITING default FIRST_RESOURCES {}
1680689007517482 232206 TASK 249 WAITING default FIRST_RESOURCES {}
1680689007517509 232206 TASK 250 WAITING default FIRST_RESOURCES {}
1680689007517534 232206 TASK 251 WAITING default FIRST_RESOURCES {}
1680689007517560 232206 TASK 252 WAITING default FIRST_RESOURCES {}
1680689007517596 232206 TASK 253 WAITING default FIRST_RESOURCES {}
1680689007517627 232206 TASK 254 WAITING default FIRST_RESOURCES {}
1680689007517666 232206 TASK 255 WAITING default FIRST_RESOURCES {}
1680689007517694 232206 TASK 256 WAITING default FIRST_RESOURCES {}
1680689007517721 232206 TASK 257 WAITING default FIRST_RESOURCES {}
1680689007517748 232206 TASK 258 WAITING default FIRST_RESOURCES {}
1680689007517774 232206 TASK 259 WAITING default FIRST_RESOURCES {}
1680689007517801 232206 TASK 260 WAITING default FIRST_RESOURCES {}
1680689007517828 232206 TASK 261 WAITING default FIRST_RESOURCES {}
1680689007517855 232206 TASK 262 WAITING default FIRST_RESOURCES {}
1680689007517880 232206 TASK 263 WAITING default FIRST_RESOURCES {}
1680689007517908 232206 TASK 264 WAITING default FIRST_RESOURCES {}
1680689007517959 232206 TASK 265 WAITING default FIRST_RESOURCES {}
1680689007517995 232206 TASK 266 WAITING default FIRST_RESOURCES {}
1680689007518022 232206 TASK 267 WAITING default FIRST_RESOURCES {}
1680689007518063 232206 TASK 268 WAITING default FIRST_RESOURCES {}
1680689007518090 232206 TASK 269 WAITING default FIRST_RESOURCES {}
1680689007518115 232206 TASK 270 WAITING default FIRST_RESOURCES {}
1680689007518141 232206 TASK 271 WAITING default FIRST_RESOURCES {}
1680689007518167 232206 TASK 272 WAITING default FIRST_RESOURCES {}
1680689007518194 232206 TASK 273 WAITING default FIRST_RESOURCES {}
1680689007518218 232206 TASK 274 WAITING default FIRST_RESOURCES {}
1680689007518244 232206 TASK 275 WAITING default FIRST_RESOURCES {}
1680689007518271 232206 TASK 276 WAITING default FIRST_RESOURCES {}
1680689007518297 232206 TASK 277 WAITING default FIRST_RESOURCES {}
1680689007518321 232206 TASK 278 WAITING default FIRST_RESOURCES {}
1680689007518347 232206 TASK 279 WAITING default FIRST_RESOURCES {}
1680689007518373 232206 TASK 280 WAITING default FIRST_RESOURCES {}
1680689007518400 232206 TASK 281 WAITING default FIRST_RESOURCES {}
1680689007518424 232206 TASK 282 WAITING default FIRST_RESOURCES {}
1680689007518450 232206 TASK 283 WAITING default FIRST_RESOURCES {}
1680689007518489 232206 TASK 284 WAITING default FIRST_RESOURCES {}
1680689007518516 232206 TASK 285 WAITING default FIRST_RESOURCES {}
1680689007518546 232206 TASK 286 WAITING default FIRST_RESOURCES {}
1680689007518573 232206 TASK 287 WAITING default FIRST_RESOURCES {}
1680689007518601 232206 TASK 288 WAITING default FIRST_RESOURCES {}
1680689007518632 232206 TASK 289 WAITING default FIRST_RESOURCES {}
1680689007518658 232206 TASK 290 WAITING default FIRST_RESOURCES {}
1680689007518686 232206 TASK 291 WAITING default FIRST_RESOURCES {}
1680689007518714 232206 TASK 292 WAITING default FIRST_RESOURCES {}
1680689007518742 232206 TASK 293 WAITING default FIRST_RESOURCES {}
1680689007518771 232206 TASK 294 WAITING default FIRST_RESOURCES {}
1680689007518799 232206 TASK 295 WAITING default FIRST_RESOURCES {}
1680689007518827 232206 TASK 296 WAITING default FIRST_RESOURCES {}
1680689007518855 232206 TASK 297 WAITING default FIRST_RESOURCES {}
1680689007518880 232206 TASK 298 WAITING default FIRST_RESOURCES {}
1680689007518908 232206 TASK 299 WAITING default FIRST_RESOURCES {}
1680689007518948 232206 TASK 300 WAITING default FIRST_RESOURCES {}
1680689007518975 232206 TASK 301 WAITING default FIRST_RESOURCES {}
1680689007518999 232206 TASK 302 WAITING default FIRST_RESOURCES {}
1680689007519038 232206 TASK 303 WAITING default FIRST_RESOURCES {}
1680689007519067 232206 TASK 304 WAITING default FIRST_RESOURCES {}
1680689007519096 232206 TASK 305 WAITING default FIRST_RESOURCES {}
1680689007519121 232206 TASK 306 WAITING default FIRST_RESOURCES {}
1680689007519149 232206 TASK 307 WAITING default FIRST_RESOURCES {}
1680689007519176 232206 TASK 308 WAITING default FIRST_RESOURCES {}
1680689007519204 232206 TASK 309 WAITING default FIRST_RESOURCES {}
1680689007519241 232206 TASK 310 WAITING default FIRST_RESOURCES {}
1680689007519267 232206 TASK 311 WAITING default FIRST_RESOURCES {}
1680689007519297 232206 TASK 312 WAITING default FIRST_RESOURCES {}
1680689007519337 232206 TASK 313 WAITING default FIRST_RESOURCES {}
1680689007519372 232206 TASK 314 WAITING default FIRST_RESOURCES {}
1680689007519396 232206 TASK 315 WAITING default FIRST_RESOURCES {}
1680689007519421 232206 TASK 316 WAITING default FIRST_RESOURCES {}
1680689007519445 232206 TASK 317 WAITING default FIRST_RESOURCES {}
1680689007519468 232206 TASK 318 WAITING default FIRST_RESOURCES {}
1680689007519492 232206 TASK 319 WAITING default FIRST_RESOURCES {}
1680689007519517 232206 TASK 320 WAITING default FIRST_RESOURCES {}
1680689007519542 232206 TASK 321 WAITING default FIRST_RESOURCES {}
1680689007519564 232206 TASK 322 WAITING default FIRST_RESOURCES {}
1680689007519589 232206 TASK 323 WAITING default FIRST_RESOURCES {}
1680689007519630 232206 TASK 324 WAITING default FIRST_RESOURCES {}
1680689007519674 232206 TASK 325 WAITING default FIRST_RESOURCES {}
1680689007519700 232206 TASK 326 WAITING default FIRST_RESOURCES {}
1680689007519728 232206 TASK 327 WAITING default FIRST_RESOURCES {}
1680689007519756 232206 TASK 328 WAITING default FIRST_RESOURCES {}
1680689007519781 232206 TASK 329 WAITING default FIRST_RESOURCES {}
1680689007519808 232206 TASK 330 WAITING default FIRST_RESOURCES {}
1680689007519837 232206 TASK 331 WAITING default FIRST_RESOURCES {}
1680689007519866 232206 TASK 332 WAITING default FIRST_RESOURCES {}
1680689007519891 232206 TASK 333 WAITING default FIRST_RESOURCES {}
1680689007519919 232206 TASK 334 WAITING default FIRST_RESOURCES {}
1680689007519946 232206 TASK 335 WAITING default FIRST_RESOURCES {}
1680689007519979 232206 TASK 336 WAITING default FIRST_RESOURCES {}
1680689007520005 232206 TASK 337 WAITING default FIRST_RESOURCES {}
1680689007520032 232206 TASK 338 WAITING default FIRST_RESOURCES {}
1680689007520060 232206 TASK 339 WAITING default FIRST_RESOURCES {}
1680689007520088 232206 TASK 340 WAITING default FIRST_RESOURCES {}
1680689007520114 232206 TASK 341 WAITING default FIRST_RESOURCES {}
1680689007520141 232206 TASK 342 WAITING default FIRST_RESOURCES {}
1680689007520169 232206 TASK 343 WAITING default FIRST_RESOURCES {}
1680689007520197 232206 TASK 344 WAITING default FIRST_RESOURCES {}
1680689007520222 232206 TASK 345 WAITING default FIRST_RESOURCES {}
1680689007520255 232206 TASK 346 WAITING default FIRST_RESOURCES {}
1680689007520283 232206 TASK 347 WAITING default FIRST_RESOURCES {}
1680689007520311 232206 TASK 348 WAITING default FIRST_RESOURCES {}
1680689007520336 232206 TASK 349 WAITING default FIRST_RESOURCES {}
1680689007520365 232206 TASK 350 WAITING default FIRST_RESOURCES {}
1680689007520393 232206 TASK 351 WAITING default FIRST_RESOURCES {}
1680689007520421 232206 TASK 352 WAITING default FIRST_RESOURCES {}
1680689007520446 232206 TASK 353 WAITING default FIRST_RESOURCES {}
1680689007520473 232206 TASK 354 WAITING default FIRST_RESOURCES {}
1680689007520501 232206 TASK 355 WAITING default FIRST_RESOURCES {}
1680689007520532 232206 TASK 356 WAITING default FIRST_RESOURCES {}
1680689007520570 232206 TASK 357 WAITING default FIRST_RESOURCES {}
1680689007520597 232206 TASK 358 WAITING default FIRST_RESOURCES {}
1680689007520641 232206 TASK 359 WAITING default FIRST_RESOURCES {}
1680689007520671 232206 TASK 360 WAITING default FIRST_RESOURCES {}
1680689007520696 232206 TASK 361 WAITING default FIRST_RESOURCES {}
