# time manager_pid MANAGER START|END
# time manager_pid WORKER worker_id host:port CONNECTION
# time manager_pid WORKER worker_id host:port DISCONNECTION (UNKNOWN|IDLE_OUT|FAST_ABORT|FAILURE|STATUS_WORKER|EXPLICIT
# time manager_pid WORKER worker_id RESOURCES {resources}
# time manager_pid CATEGORY name MAX {resources_max_per_task}
# time manager_pid CATEGORY name MIN {resources_min_per_task_per_worker}
# time manager_pid CATEGORY name FIRST (FIXED|MAX|MIN_WASTE|MAX_THROUGHPUT) {resources_requested}
# time manager_pid TASK taskid WAITING category_name (FIRST_RESOURCES|MAX_RESOURCES) {resources_requested}
# time manager_pid TASK taskid RUNNING worker_address (FIRST_RESOURCES|MAX_RESOURCES) {resources_allocated}
# time manager_pid TASK taskid WAITING_RETRIEVAL worker_address
# time manager_pid TASK taskid (RETRIEVED|DONE) (SUCCESS|SIGNAL|END_TIME|FORSAKEN|MAX_RETRIES|MAX_WALLTIME|UNKNOWN|RESOURCE_EXHAUSTION) exit_code {limits_exceeded} {resources_measured}
# time manager_pid TRANSFER (INPUT|OUTPUT) taskid cache_flag sizeinmb walltime filename

1680691310907147 235902 MANAGER START
1680691310910873 235902 CATEGORY default MAX {}
1680691310910889 235902 CATEGORY default MIN {}
1680691310910896 235902 CATEGORY default FIRST EXHAUSTIVE_BUCKETING {}
1680691310913009 235902 TASK 73 WAITING default FIRST_RESOURCES {}
1680691310913030 235902 TASK 74 WAITING default FIRST_RESOURCES {}
1680691310913054 235902 TASK 75 WAITING default FIRST_RESOURCES {}
1680691310913077 235902 TASK 76 WAITING default FIRST_RESOURCES {}
1680691310913099 235902 TASK 77 WAITING default FIRST_RESOURCES {}
1680691310913122 235902 TASK 78 WAITING default FIRST_RESOURCES {}
1680691310913145 235902 TASK 79 WAITING default FIRST_RESOURCES {}
1680691310913169 235902 TASK 80 WAITING default FIRST_RESOURCES {}
1680691310913190 235902 TASK 81 WAITING default FIRST_RESOURCES {}
1680691310913211 235902 TASK 82 WAITING default FIRST_RESOURCES {}
1680691310913235 235902 TASK 83 WAITING default FIRST_RESOURCES {}
1680691310913259 235902 TASK 84 WAITING default FIRST_RESOURCES {}
1680691310913280 235902 TASK 85 WAITING default FIRST_RESOURCES {}
1680691310913306 235902 TASK 86 WAITING default FIRST_RESOURCES {}
1680691310913330 235902 TASK 87 WAITING default FIRST_RESOURCES {}
1680691310913353 235902 TASK 88 WAITING default FIRST_RESOURCES {}
1680691310913375 235902 TASK 89 WAITING default FIRST_RESOURCES {}
1680691310913398 235902 TASK 90 WAITING default FIRST_RESOURCES {}
1680691310913423 235902 TASK 91 WAITING default FIRST_RESOURCES {}
1680691310913444 235902 TASK 92 WAITING default FIRST_RESOURCES {}
1680691310913465 235902 TASK 93 WAITING default FIRST_RESOURCES {}
1680691310913493 235902 TASK 94 WAITING default FIRST_RESOURCES {}
1680691310913517 235902 TASK 95 WAITING default FIRST_RESOURCES {}
1680691310913541 235902 TASK 96 WAITING default FIRST_RESOURCES {}
1680691310913580 235902 TASK 97 WAITING default FIRST_RESOURCES {}
1680691310913604 235902 TASK 98 WAITING default FIRST_RESOURCES {}
1680691310913640 235902 TASK 99 WAITING default FIRST_RESOURCES {}
1680691310913667 235902 TASK 100 WAITING default FIRST_RESOURCES {}
1680691310913694 235902 TASK 101 WAITING default FIRST_RESOURCES {}
1680691310913719 235902 TASK 102 WAITING default FIRST_RESOURCES {}
1680691310913745 235902 TASK 103 WAITING default FIRST_RESOURCES {}
1680691310913772 235902 TASK 104 WAITING default FIRST_RESOURCES {}
1680691310913799 235902 TASK 105 WAITING default FIRST_RESOURCES {}
1680691310913826 235902 TASK 106 WAITING default FIRST_RESOURCES {}
1680691310913853 235902 TASK 107 WAITING default FIRST_RESOURCES {}
1680691310913880 235902 TASK 108 WAITING default FIRST_RESOURCES {}
1680691310913904 235902 TASK 109 WAITING default FIRST_RESOURCES {}
1680691310913951 235902 TASK 110 WAITING default FIRST_RESOURCES {}
1680691310913975 235902 TASK 111 WAITING default FIRST_RESOURCES {}
1680691310913999 235902 TASK 112 WAITING default FIRST_RESOURCES {}
1680691310914020 235902 TASK 113 WAITING default FIRST_RESOURCES {}
1680691310914056 235902 TASK 114 WAITING default FIRST_RESOURCES {}
1680691310914081 235902 TASK 115 WAITING default FIRST_RESOURCES {}
1680691310914106 235902 TASK 116 WAITING default FIRST_RESOURCES {}
1680691310914128 235902 TASK 117 WAITING default FIRST_RESOURCES {}
1680691310914153 235902 TASK 118 WAITING default FIRST_RESOURCES {}
1680691310914178 235902 TASK 119 WAITING default FIRST_RESOURCES {}
1680691310914202 235902 TASK 120 WAITING default FIRST_RESOURCES {}
1680691310914225 235902 TASK 121 WAITING default FIRST_RESOURCES {}
1680691310914250 235902 TASK 122 WAITING default FIRST_RESOURCES {}
1680691310914275 235902 TASK 123 WAITING default FIRST_RESOURCES {}
1680691310914300 235902 TASK 124 WAITING default FIRST_RESOURCES {}
1680691310914323 235902 TASK 125 WAITING default FIRST_RESOURCES {}
1680691310914347 235902 TASK 126 WAITING default FIRST_RESOURCES {}
1680691310914374 235902 TASK 127 WAITING default FIRST_RESOURCES {}
1680691310914399 235902 TASK 128 WAITING default FIRST_RESOURCES {}
1680691310914422 235902 TASK 129 WAITING default FIRST_RESOURCES {}
1680691310914448 235902 TASK 130 WAITING default FIRST_RESOURCES {}
1680691310914474 235902 TASK 131 WAITING default FIRST_RESOURCES {}
1680691310914499 235902 TASK 132 WAITING default FIRST_RESOURCES {}
1680691310914522 235902 TASK 133 WAITING default FIRST_RESOURCES {}
1680691310914547 235902 TASK 134 WAITING default FIRST_RESOURCES {}
1680691310914572 235902 TASK 135 WAITING default FIRST_RESOURCES {}
1680691310914600 235902 TASK 136 WAITING default FIRST_RESOURCES {}
1680691310914627 235902 TASK 137 WAITING default FIRST_RESOURCES {}
1680691310914665 235902 TASK 138 WAITING default FIRST_RESOURCES {}
1680691310914692 235902 TASK 139 WAITING default FIRST_RESOURCES {}
1680691310914716 235902 TASK 140 WAITING default FIRST_RESOURCES {}
1680691310914743 235902 TASK 141 WAITING default FIRST_RESOURCES {}
1680691310914770 235902 TASK 142 WAITING default FIRST_RESOURCES {}
1680691310914808 235902 TASK 143 WAITING default FIRST_RESOURCES {}
1680691310914834 235902 TASK 144 WAITING default FIRST_RESOURCES {}
1680691310914860 235902 TASK 145 WAITING default FIRST_RESOURCES {}
1680691310914887 235902 TASK 146 WAITING default FIRST_RESOURCES {}
1680691310914925 235902 TASK 147 WAITING default FIRST_RESOURCES {}
1680691310914948 235902 TASK 148 WAITING default FIRST_RESOURCES {}
1680691310914974 235902 TASK 149 WAITING default FIRST_RESOURCES {}
1680691310915002 235902 TASK 150 WAITING default FIRST_RESOURCES {}
1680691310915041 235902 TASK 151 WAITING default FIRST_RESOURCES {}
1680691310915065 235902 TASK 152 WAITING default FIRST_RESOURCES {}
1680691310915091 235902 TASK 153 WAITING default FIRST_RESOURCES {}
1680691310915118 235902 TASK 154 WAITING default FIRST_RESOURCES {}
1680691310915145 235902 TASK 155 WAITING default FIRST_RESOURCES {}
1680691310915169 235902 TASK 156 WAITING default FIRST_RESOURCES {}
1680691310915195 235902 TASK 157 WAITING default FIRST_RESOURCES {}
1680691310915221 235902 TASK 158 WAITING default FIRST_RESOURCES {}
1680691310915248 235902 TASK 159 WAITING default FIRST_RESOURCES {}
1680691310915273 235902 TASK 160 WAITING default FIRST_RESOURCES {}
1680691310915299 235902 TASK 161 WAITING default FIRST_RESOURCES {}
1680691310915326 235902 TASK 162 WAITING default FIRST_RESOURCES {}
1680691310915353 235902 TASK 163 WAITING default FIRST_RESOURCES {}
1680691310915377 235902 TASK 164 WAITING default FIRST_RESOURCES {}
1680691310915406 235902 TASK 165 WAITING default FIRST_RESOURCES {}
1680691310915454 235902 TASK 166 WAITING default FIRST_RESOURCES {}
1680691310915483 235902 TASK 167 WAITING default FIRST_RESOURCES {}
1680691310915516 235902 TASK 168 WAITING default FIRST_RESOURCES {}
1680691310915550 235902 TASK 169 WAITING default FIRST_RESOURCES {}
1680691310915577 235902 TASK 170 WAITING default FIRST_RESOURCES {}
1680691310915623 235902 TASK 171 WAITING default FIRST_RESOURCES {}
1680691310915650 235902 TASK 172 WAITING default FIRST_RESOURCES {}
1680691310915677 235902 TASK 173 WAITING default FIRST_RESOURCES {}
1680691310915704 235902 TASK 174 WAITING default FIRST_RESOURCES {}
1680691310915730 235902 TASK 175 WAITING default FIRST_RESOURCES {}
1680691310915755 235902 TASK 176 WAITING default FIRST_RESOURCES {}
1680691310915789 235902 TASK 177 WAITING default FIRST_RESOURCES {}
1680691310915819 235902 TASK 178 WAITING default FIRST_RESOURCES {}
1680691310915846 235902 TASK 179 WAITING default FIRST_RESOURCES {}
1680691310915870 235902 TASK 180 WAITING default FIRST_RESOURCES {}
1680691310915900 235902 TASK 181 WAITING default FIRST_RESOURCES {}
1680691310915949 235902 TASK 182 WAITING default FIRST_RESOURCES {}
1680691310915974 235902 TASK 183 WAITING default FIRST_RESOURCES {}
1680691310915997 235902 TASK 184 WAITING default FIRST_RESOURCES {}
1680691310916021 235902 TASK 185 WAITING default FIRST_RESOURCES {}
1680691310916047 235902 TASK 186 WAITING default FIRST_RESOURCES {}
1680691310916084 235902 TASK 187 WAITING default FIRST_RESOURCES {}
1680691310916107 235902 TASK 188 WAITING default FIRST_RESOURCES {}
1680691310916134 235902 TASK 189 WAITING default FIRST_RESOURCES {}
1680691310916160 235902 TASK 190 WAITING default FIRST_RESOURCES {}
1680691310916186 235902 TASK 191 WAITING default FIRST_RESOURCES {}
1680691310916248 235902 TASK 192 WAITING default FIRST_RESOURCES {}
1680691310916273 235902 TASK 193 WAITING default FIRST_RESOURCES {}
1680691310916309 235902 TASK 194 WAITING default FIRST_RESOURCES {}
1680691310916335 235902 TASK 195 WAITING default FIRST_RESOURCES {}
1680691310916360 235902 TASK 196 WAITING default FIRST_RESOURCES {}
1680691310916386 235902 TASK 197 WAITING default FIRST_RESOURCES {}
1680691310916413 235902 TASK 198 WAITING default FIRST_RESOURCES {}
1680691310916437 235902 TASK 199 WAITING default FIRST_RESOURCES {}
1680691310916464 235902 TASK 200 WAITING default FIRST_RESOURCES {}
1680691310916490 235902 TASK 201 WAITING default FIRST_RESOURCES {}
1680691310916515 235902 TASK 202 WAITING default FIRST_RESOURCES {}
1680691310916541 235902 TASK 203 WAITING default FIRST_RESOURCES {}
1680691310916568 235902 TASK 204 WAITING default FIRST_RESOURCES {}
1680691310916593 235902 TASK 205 WAITING default FIRST_RESOURCES {}
1680691310916628 235902 TASK 206 WAITING default FIRST_RESOURCES {}
1680691310916659 235902 TASK 207 WAITING default FIRST_RESOURCES {}
1680691310916684 235902 TASK 208 WAITING default FIRST_RESOURCES {}
1680691310916710 235902 TASK 209 WAITING default FIRST_RESOURCES {}
1680691310916737 235902 TASK 210 WAITING default FIRST_RESOURCES {}
1680691310916764 235902 TASK 211 WAITING default FIRST_RESOURCES {}
1680691310916792 235902 TASK 212 WAITING default FIRST_RESOURCES {}
1680691310916818 235902 TASK 213 WAITING default FIRST_RESOURCES {}
1680691310916846 235902 TASK 214 WAITING default FIRST_RESOURCES {}
1680691310916870 235902 TASK 215 WAITING default FIRST_RESOURCES {}
1680691310916896 235902 TASK 216 WAITING default FIRST_RESOURCES {}
1680691310916923 235902 TASK 217 WAITING default FIRST_RESOURCES {}
1680691310916973 235902 TASK 218 WAITING default FIRST_RESOURCES {}
1680691310916997 235902 TASK 219 WAITING default FIRST_RESOURCES {}
1680691310917023 235902 TASK 220 WAITING default FIRST_RESOURCES {}
1680691310917050 235902 TASK 221 WAITING default FIRST_RESOURCES {}
1680691310917077 235902 TASK 222 WAITING default FIRST_RESOURCES {}
1680691310917114 235902 TASK 223 WAITING default FIRST_RESOURCES {}
1680691310917145 235902 TASK 224 WAITING default FIRST_RESOURCES {}
1680691310917175 235902 TASK 225 WAITING default FIRST_RESOURCES {}
1680691310917204 235902 TASK 226 WAITING default FIRST_RESOURCES {}
1680691310917228 235902 TASK 227 WAITING default FIRST_RESOURCES {}
1680691310917255 235902 TASK 228 WAITING default FIRST_RESOURCES {}
1680691310917281 235902 TASK 229 WAITING default FIRST_RESOURCES {}
1680691310917308 235902 TASK 230 WAITING default FIRST_RESOURCES {}
1680691310917332 235902 TASK 231 WAITING default FIRST_RESOURCES {}
1680691310917359 235902 TASK 232 WAITING default FIRST_RESOURCES {}
1680691310917386 235902 TASK 233 WAITING default FIRST_RESOURCES {}
1680691310917416 235902 TASK 234 WAITING default FIRST_RESOURCES {}
1680691310917441 235902 TASK 235 WAITING default FIRST_RESOURCES {}
1680691310917467 235902 TASK 236 WAITING default FIRST_RESOURCES {}
1680691310917494 235902 TASK 237 WAITING default FIRST_RESOURCES {}
1680691310917520 235902 TASK 238 WAITING default FIRST_RESOURCES {}
1680691310917544 235902 TASK 239 WAITING default FIRST_RESOURCES {}
1680691310917571 235902 TASK 240 WAITING default FIRST_RESOURCES {}
1680691310917597 235902 TASK 241 WAITING default FIRST_RESOURCES {}
1680691310917628 235902 TASK 242 WAITING default FIRST_RESOURCES {}
1680691310917653 235902 TASK 243 WAITING default FIRST_RESOURCES {}
1680691310917680 235902 TASK 244 WAITING default FIRST_RESOURCES {}
1680691310917707 235902 TASK 245 WAITING default FIRST_RESOURCES {}
1680691310917735 235902 TASK 246 WAITING default FIRST_RESOURCES {}
1680691310917760 235902 TASK 247 WAITING default FIRST_RESOURCES {}
1680691310917786 235902 TASK 248 WAITING default FIRST_RESOURCES {}
1680691310917812 235902 TASK 249 WAITING default FIRST_RESOURCES {}
1680691310917839 235902 TASK 250 WAITING default FIRST_RESOURCES {}
1680691310917864 235902 TASK 251 WAITING default FIRST_RESOURCES {}
1680691310917890 235902 TASK 252 WAITING default FIRST_RESOURCES {}
1680691310917920 235902 TASK 253 WAITING default FIRST_RESOURCES {}
1680691310917947 235902 TASK 254 WAITING default FIRST_RESOURCES {}
1680691310917972 235902 TASK 255 WAITING default FIRST_RESOURCES {}
1680691310917998 235902 TASK 256 WAITING default FIRST_RESOURCES {}
1680691310918025 235902 TASK 257 WAITING default FIRST_RESOURCES {}
1680691310918052 235902 TASK 258 WAITING default FIRST_RESOURCES {}
1680691310918076 235902 TASK 259 WAITING default FIRST_RESOURCES {}
1680691310918102 235902 TASK 260 WAITING default FIRST_RESOURCES {}
1680691310918129 235902 TASK 261 WAITING default FIRST_RESOURCES {}
1680691310918156 235902 TASK 262 WAITING default FIRST_RESOURCES {}
1680691310918181 235902 TASK 263 WAITING default FIRST_RESOURCES {}
1680691310918207 235902 TASK 264 WAITING default FIRST_RESOURCES {}
1680691310918234 235902 TASK 265 WAITING default FIRST_RESOURCES {}
1680691310918259 235902 TASK 266 WAITING default FIRST_RESOURCES {}
1680691310918287 235902 TASK 267 WAITING default FIRST_RESOURCES {}
1680691310918316 235902 TASK 268 WAITING default FIRST_RESOURCES {}
1680691310918344 235902 TASK 269 WAITING default FIRST_RESOURCES {}
1680691310918368 235902 TASK 270 WAITING default FIRST_RESOURCES {}
1680691310918396 235902 TASK 271 WAITING default FIRST_RESOURCES {}
1680691310918422 235902 TASK 272 WAITING default FIRST_RESOURCES {}
1680691310918449 235902 TASK 273 WAITING default FIRST_RESOURCES {}
1680691310918497 235902 TASK 274 WAITING default FIRST_RESOURCES {}
1680691310918529 235902 TASK 275 WAITING default FIRST_RESOURCES {}
1680691310918556 235902 TASK 276 WAITING default FIRST_RESOURCES {}
1680691310918583 235902 TASK 277 WAITING default FIRST_RESOURCES {}
1680691310918608 235902 TASK 278 WAITING default FIRST_RESOURCES {}
1680691310918638 235902 TASK 279 WAITING default FIRST_RESOURCES {}
1680691310918666 235902 TASK 280 WAITING default FIRST_RESOURCES {}
1680691310918693 235902 TASK 281 WAITING default FIRST_RESOURCES {}
1680691310918718 235902 TASK 282 WAITING default FIRST_RESOURCES {}
1680691310918744 235902 TASK 283 WAITING default FIRST_RESOURCES {}
1680691310918771 235902 TASK 284 WAITING default FIRST_RESOURCES {}
1680691310918798 235902 TASK 285 WAITING default FIRST_RESOURCES {}
1680691310918827 235902 TASK 286 WAITING default FIRST_RESOURCES {}
1680691310918854 235902 TASK 287 WAITING default FIRST_RESOURCES {}
1680691310918905 235902 TASK 288 WAITING default FIRST_RESOURCES {}
1680691310918960 235902 TASK 289 WAITING default FIRST_RESOURCES {}
1680691310918984 235902 TASK 290 WAITING default FIRST_RESOURCES {}
1680691310919011 235902 TASK 291 WAITING default FIRST_RESOURCES {}
1680691310919036 235902 TASK 292 WAITING default FIRST_RESOURCES {}
1680691310919062 235902 TASK 293 WAITING default FIRST_RESOURCES {}
1680691310919087 235902 TASK 294 WAITING default FIRST_RESOURCES {}
1680691310919113 235902 TASK 295 WAITING default FIRST_RESOURCES {}
1680691310919149 235902 TASK 296 WAITING default FIRST_RESOURCES {}
1680691310919176 235902 TASK 297 WAITING default FIRST_RESOURCES {}
1680691310919223 235902 TASK 298 WAITING default FIRST_RESOURCES {}
1680691310919254 235902 TASK 299 WAITING default FIRST_RESOURCES {}
1680691310919281 235902 TASK 300 WAITING default FIRST_RESOURCES {}
1680691310919308 235902 TASK 301 WAITING default FIRST_RESOURCES {}
1680691310919332 235902 TASK 302 WAITING default FIRST_RESOURCES {}
1680691310919359 235902 TASK 303 WAITING default FIRST_RESOURCES {}
1680691310919386 235902 TASK 304 WAITING default FIRST_RESOURCES {}
1680691310919414 235902 TASK 305 WAITING default FIRST_RESOURCES {}
1680691310919439 235902 TASK 306 WAITING default FIRST_RESOURCES {}
1680691310919466 235902 TASK 307 WAITING default FIRST_RESOURCES {}
1680691310919494 235902 TASK 308 WAITING default FIRST_RESOURCES {}
1680691310919521 235902 TASK 309 WAITING default FIRST_RESOURCES {}
1680691310919545 235902 TASK 310 WAITING default FIRST_RESOURCES {}
1680691310919752 235902 TASK 311 WAITING default FIRST_RESOURCES {}
1680691310919784 235902 TASK 312 WAITING default FIRST_RESOURCES {}
1680691310919813 235902 TASK 313 WAITING default FIRST_RESOURCES {}
1680691310919838 235902 TASK 314 WAITING default FIRST_RESOURCES {}
1680691310919866 235902 TASK 315 WAITING default FIRST_RESOURCES {}
1680691310919893 235902 TASK 316 WAITING default FIRST_RESOURCES {}
1680691310919935 235902 TASK 317 WAITING default FIRST_RESOURCES {}
1680691310919962 235902 TASK 318 WAITING default FIRST_RESOURCES {}
1680691310919989 235902 TASK 319 WAITING default FIRST_RESOURCES {}
1680691310920016 235902 TASK 320 WAITING default FIRST_RESOURCES {}
1680691310920043 235902 TASK 321 WAITING default FIRST_RESOURCES {}
1680691310920079 235902 TASK 322 WAITING default FIRST_RESOURCES {}
1680691310920108 235902 TASK 323 WAITING default FIRST_RESOURCES {}
1680691310920136 235902 TASK 324 WAITING default FIRST_RESOURCES {}
1680691310920163 235902 TASK 325 WAITING default FIRST_RESOURCES {}
1680691310920188 235902 TASK 326 WAITING default FIRST_RESOURCES {}
1680691310920227 235902 TASK 327 WAITING default FIRST_RESOURCES {}
1680691310920279 235902 TASK 328 WAITING default FIRST_RESOURCES {}
1680691310920304 235902 TASK 329 WAITING default FIRST_RESOURCES {}
1680691310920330 235902 TASK 330 WAITING default FIRST_RESOURCES {}
1680691310920357 235902 TASK 331 WAITING default FIRST_RESOURCES {}
1680691310920384 235902 TASK 332 WAITING default FIRST_RESOURCES {}
1680691310920408 235902 TASK 333 WAITING default FIRST_RESOURCES {}
1680691310920437 235902 TASK 334 WAITING default FIRST_RESOURCES {}
1680691310920464 235902 TASK 335 WAITING default FIRST_RESOURCES {}
1680691310920494 235902 TASK 336 WAITING default FIRST_RESOURCES {}
1680691310920519 235902 TASK 337 WAITING default FIRST_RESOURCES {}
1680691310920557 235902 TASK 338 WAITING default FIRST_RESOURCES {}
1680691310920587 235902 TASK 339 WAITING default FIRST_RESOURCES {}
1680691310920614 235902 TASK 340 WAITING default FIRST_RESOURCES {}
1680691310920704 235902 TASK 341 WAITING default FIRST_RESOURCES {}
1680691310920733 235902 TASK 342 WAITING default FIRST_RESOURCES {}
1680691310920761 235902 TASK 343 WAITING default FIRST_RESOURCES {}
1680691310920788 235902 TASK 344 WAITING default FIRST_RESOURCES {}
1680691310920812 235902 TASK 345 WAITING default FIRST_RESOURCES {}
1680691310920843 235902 TASK 346 WAITING default FIRST_RESOURCES {}
1680691310920883 235902 TASK 347 WAITING default FIRST_RESOURCES {}
1680691310920914 235902 TASK 348 WAITING default FIRST_RESOURCES {}
1680691310920938 235902 TASK 349 WAITING default FIRST_RESOURCES {}
1680691310920965 235902 TASK 350 WAITING default FIRST_RESOURCES {}
1680691310920991 235902 TASK 351 WAITING default FIRST_RESOURCES {}
1680691310921035 235902 TASK 352 WAITING default FIRST_RESOURCES {}
1680691310921062 235902 TASK 353 WAITING default FIRST_RESOURCES {}
1680691310921088 235902 TASK 354 WAITING default FIRST_RESOURCES {}
1680691310921115 235902 TASK 355 WAITING default FIRST_RESOURCES {}
1680691310921144 235902 TASK 356 WAITING default FIRST_RESOURCES {}
1680691310921183 235902 TASK 357 WAITING default FIRST_RESOURCES {}
1680691310921212 235902 TASK 358 WAITING default FIRST_RESOURCES {}
1680691310921251 235902 TASK 359 WAITING default FIRST_RESOURCES {}
1680691310921287 235902 TASK 360 WAITING default FIRST_RESOURCES {}
1680691310921310 235902 TASK 361 WAITING default FIRST_RESOURCES {}
