# time manager_pid MANAGER START|END
# time manager_pid WORKER worker_id host:port CONNECTION
# time manager_pid WORKER worker_id host:port DISCONNECTION (UNKNOWN|IDLE_OUT|FAST_ABORT|FAILURE|STATUS_WORKER|EXPLICIT
# time manager_pid WORKER worker_id RESOURCES {resources}
# time manager_pid CATEGORY name MAX {resources_max_per_task}
# time manager_pid CATEGORY name MIN {resources_min_per_task_per_worker}
# time manager_pid CATEGORY name FIRST (FIXED|MAX|MIN_WASTE|MAX_THROUGHPUT) {resources_requested}
# time manager_pid TASK taskid WAITING category_name (FIRST_RESOURCES|MAX_RESOURCES) {resources_requested}
# time manager_pid TASK taskid RUNNING worker_address (FIRST_RESOURCES|MAX_RESOURCES) {resources_allocated}
# time manager_pid TASK taskid WAITING_RETRIEVAL worker_address
# time manager_pid TASK taskid (RETRIEVED|DONE) (SUCCESS|SIGNAL|END_TIME|FORSAKEN|MAX_RETRIES|MAX_WALLTIME|UNKNOWN|RESOURCE_EXHAUSTION) exit_code {limits_exceeded} {resources_measured}
# time manager_pid TRANSFER (INPUT|OUTPUT) taskid cache_flag sizeinmb walltime filename

1681338636358059 749363 MANAGER START
1681338636365052 749363 CATEGORY default MAX {}
1681338636365065 749363 CATEGORY default MIN {}
1681338636365071 749363 CATEGORY default FIRST MAX {}
1681338636368017 749363 TASK 19 WAITING default FIRST_RESOURCES {}
1681338636368035 749363 TASK 20 WAITING default FIRST_RESOURCES {}
1681338636368059 749363 TASK 21 WAITING default FIRST_RESOURCES {}
1681338636368080 749363 TASK 22 WAITING default FIRST_RESOURCES {}
1681338636368103 749363 TASK 23 WAITING default FIRST_RESOURCES {}
1681338636368121 749363 TASK 24 WAITING default FIRST_RESOURCES {}
1681338636368141 749363 TASK 25 WAITING default FIRST_RESOURCES {}
1681338636368163 749363 TASK 26 WAITING default FIRST_RESOURCES {}
1681338636368184 749363 TASK 27 WAITING default FIRST_RESOURCES {}
1681338636368202 749363 TASK 28 WAITING default FIRST_RESOURCES {}
1681338636368220 749363 TASK 29 WAITING default FIRST_RESOURCES {}
1681338636368238 749363 TASK 30 WAITING default FIRST_RESOURCES {}
1681338636368260 749363 TASK 31 WAITING default FIRST_RESOURCES {}
1681338636368281 749363 TASK 32 WAITING default FIRST_RESOURCES {}
1681338636368300 749363 TASK 33 WAITING default FIRST_RESOURCES {}
1681338636368320 749363 TASK 34 WAITING default FIRST_RESOURCES {}
1681338636368377 749363 TASK 35 WAITING default FIRST_RESOURCES {}
1681338636368403 749363 TASK 36 WAITING default FIRST_RESOURCES {}
1681338636368424 749363 TASK 37 WAITING default FIRST_RESOURCES {}
1681338636368447 749363 TASK 38 WAITING default FIRST_RESOURCES {}
1681338636368467 749363 TASK 39 WAITING default FIRST_RESOURCES {}
1681338636368487 749363 TASK 40 WAITING default FIRST_RESOURCES {}
1681338636368506 749363 TASK 41 WAITING default FIRST_RESOURCES {}
1681338636368529 749363 TASK 42 WAITING default FIRST_RESOURCES {}
1681338636368563 749363 TASK 43 WAITING default FIRST_RESOURCES {}
1681338636368596 749363 TASK 44 WAITING default FIRST_RESOURCES {}
1681338636368618 749363 TASK 45 WAITING default FIRST_RESOURCES {}
1681338636368654 749363 TASK 46 WAITING default FIRST_RESOURCES {}
1681338636368677 749363 TASK 47 WAITING default FIRST_RESOURCES {}
1681338636368696 749363 TASK 48 WAITING default FIRST_RESOURCES {}
1681338636368718 749363 TASK 49 WAITING default FIRST_RESOURCES {}
1681338636368738 749363 TASK 50 WAITING default FIRST_RESOURCES {}
1681338636368757 749363 TASK 51 WAITING default FIRST_RESOURCES {}
1681338636368781 749363 TASK 52 WAITING default FIRST_RESOURCES {}
1681338636368804 749363 TASK 53 WAITING default FIRST_RESOURCES {}
1681338636368824 749363 TASK 54 WAITING default FIRST_RESOURCES {}
1681338636368848 749363 TASK 55 WAITING default FIRST_RESOURCES {}
1681338636368871 749363 TASK 56 WAITING default FIRST_RESOURCES {}
1681338636368894 749363 TASK 57 WAITING default FIRST_RESOURCES {}
1681338636368914 749363 TASK 58 WAITING default FIRST_RESOURCES {}
1681338636368941 749363 TASK 59 WAITING default FIRST_RESOURCES {}
1681338636368966 749363 TASK 60 WAITING default FIRST_RESOURCES {}
1681338636368986 749363 TASK 61 WAITING default FIRST_RESOURCES {}
1681338636369005 749363 TASK 62 WAITING default FIRST_RESOURCES {}
1681338636369027 749363 TASK 63 WAITING default FIRST_RESOURCES {}
1681338636369050 749363 TASK 64 WAITING default FIRST_RESOURCES {}
1681338636369074 749363 TASK 65 WAITING default FIRST_RESOURCES {}
1681338636369094 749363 TASK 66 WAITING default FIRST_RESOURCES {}
1681338636369117 749363 TASK 67 WAITING default FIRST_RESOURCES {}
1681338636369141 749363 TASK 68 WAITING default FIRST_RESOURCES {}
1681338636369164 749363 TASK 69 WAITING default FIRST_RESOURCES {}
1681338636369184 749363 TASK 70 WAITING default FIRST_RESOURCES {}
1681338636369206 749363 TASK 71 WAITING default FIRST_RESOURCES {}
1681338636369226 749363 TASK 72 WAITING default FIRST_RESOURCES {}
1681338636369256 749363 TASK 73 WAITING default FIRST_RESOURCES {}
1681338636369276 749363 TASK 74 WAITING default FIRST_RESOURCES {}
1681338636369298 749363 TASK 75 WAITING default FIRST_RESOURCES {}
1681338636369322 749363 TASK 76 WAITING default FIRST_RESOURCES {}
1681338636369367 749363 TASK 77 WAITING default FIRST_RESOURCES {}
1681338636369388 749363 TASK 78 WAITING default FIRST_RESOURCES {}
1681338636369410 749363 TASK 79 WAITING default FIRST_RESOURCES {}
1681338636369434 749363 TASK 80 WAITING default FIRST_RESOURCES {}
1681338636369454 749363 TASK 81 WAITING default FIRST_RESOURCES {}
1681338636369476 749363 TASK 82 WAITING default FIRST_RESOURCES {}
1681338636369497 749363 TASK 83 WAITING default FIRST_RESOURCES {}
1681338636369519 749363 TASK 84 WAITING default FIRST_RESOURCES {}
1681338636369540 749363 TASK 85 WAITING default FIRST_RESOURCES {}
1681338636369566 749363 TASK 86 WAITING default FIRST_RESOURCES {}
1681338636369591 749363 TASK 87 WAITING default FIRST_RESOURCES {}
1681338636369615 749363 TASK 88 WAITING default FIRST_RESOURCES {}
1681338636369648 749363 TASK 89 WAITING default FIRST_RESOURCES {}
1681338636369671 749363 TASK 90 WAITING default FIRST_RESOURCES {}
1681338636369695 749363 TASK 91 WAITING default FIRST_RESOURCES {}
1681338636369718 749363 TASK 92 WAITING default FIRST_RESOURCES {}
1681338636369738 749363 TASK 93 WAITING default FIRST_RESOURCES {}
1681338636369757 749363 TASK 94 WAITING default FIRST_RESOURCES {}
1681338636369785 749363 TASK 95 WAITING default FIRST_RESOURCES {}
1681338636369809 749363 TASK 96 WAITING default FIRST_RESOURCES {}
1681338636369849 749363 TASK 97 WAITING default FIRST_RESOURCES {}
1681338636369873 749363 TASK 98 WAITING default FIRST_RESOURCES {}
1681338636369899 749363 TASK 99 WAITING default FIRST_RESOURCES {}
1681338636369921 749363 TASK 100 WAITING default FIRST_RESOURCES {}
1681338636369944 749363 TASK 101 WAITING default FIRST_RESOURCES {}
1681338636369964 749363 TASK 102 WAITING default FIRST_RESOURCES {}
1681338636369986 749363 TASK 103 WAITING default FIRST_RESOURCES {}
1681338636370009 749363 TASK 104 WAITING default FIRST_RESOURCES {}
1681338636370034 749363 TASK 105 WAITING default FIRST_RESOURCES {}
1681338636370059 749363 TASK 106 WAITING default FIRST_RESOURCES {}
1681338636370081 749363 TASK 107 WAITING default FIRST_RESOURCES {}
1681338636370105 749363 TASK 108 WAITING default FIRST_RESOURCES {}
1681338636370124 749363 TASK 109 WAITING default FIRST_RESOURCES {}
1681338636370148 749363 TASK 110 WAITING default FIRST_RESOURCES {}
1681338636370171 749363 TASK 111 WAITING default FIRST_RESOURCES {}
1681338636370194 749363 TASK 112 WAITING default FIRST_RESOURCES {}
1681338636370214 749363 TASK 113 WAITING default FIRST_RESOURCES {}
1681338636370236 749363 TASK 114 WAITING default FIRST_RESOURCES {}
1681338636370260 749363 TASK 115 WAITING default FIRST_RESOURCES {}
1681338636370283 749363 TASK 116 WAITING default FIRST_RESOURCES {}
1681338636370303 749363 TASK 117 WAITING default FIRST_RESOURCES {}
1681338636370332 749363 TASK 118 WAITING default FIRST_RESOURCES {}
1681338636370372 749363 TASK 119 WAITING default FIRST_RESOURCES {}
1681338636370395 749363 TASK 120 WAITING default FIRST_RESOURCES {}
1681338636370416 749363 TASK 121 WAITING default FIRST_RESOURCES {}
1681338636370439 749363 TASK 122 WAITING default FIRST_RESOURCES {}
1681338636370462 749363 TASK 123 WAITING default FIRST_RESOURCES {}
1681338636370487 749363 TASK 124 WAITING default FIRST_RESOURCES {}
1681338636370508 749363 TASK 125 WAITING default FIRST_RESOURCES {}
1681338636370531 749363 TASK 126 WAITING default FIRST_RESOURCES {}
1681338636370558 749363 TASK 127 WAITING default FIRST_RESOURCES {}
1681338636370582 749363 TASK 128 WAITING default FIRST_RESOURCES {}
1681338636370602 749363 TASK 129 WAITING default FIRST_RESOURCES {}
1681338636370627 749363 TASK 130 WAITING default FIRST_RESOURCES {}
1681338636370664 749363 TASK 131 WAITING default FIRST_RESOURCES {}
1681338636370686 749363 TASK 132 WAITING default FIRST_RESOURCES {}
1681338636370706 749363 TASK 133 WAITING default FIRST_RESOURCES {}
1681338636370730 749363 TASK 134 WAITING default FIRST_RESOURCES {}
1681338636370753 749363 TASK 135 WAITING default FIRST_RESOURCES {}
1681338636370775 749363 TASK 136 WAITING default FIRST_RESOURCES {}
1681338636370795 749363 TASK 137 WAITING default FIRST_RESOURCES {}
1681338636370821 749363 TASK 138 WAITING default FIRST_RESOURCES {}
1681338636370845 749363 TASK 139 WAITING default FIRST_RESOURCES {}
1681338636370868 749363 TASK 140 WAITING default FIRST_RESOURCES {}
1681338636370888 749363 TASK 141 WAITING default FIRST_RESOURCES {}
1681338636370909 749363 TASK 142 WAITING default FIRST_RESOURCES {}
1681338636370934 749363 TASK 143 WAITING default FIRST_RESOURCES {}
1681338636370956 749363 TASK 144 WAITING default FIRST_RESOURCES {}
1681338636370976 749363 TASK 145 WAITING default FIRST_RESOURCES {}
1681338636370998 749363 TASK 146 WAITING default FIRST_RESOURCES {}
1681338636371021 749363 TASK 147 WAITING default FIRST_RESOURCES {}
1681338636371040 749363 TASK 148 WAITING default FIRST_RESOURCES {}
1681338636371062 749363 TASK 149 WAITING default FIRST_RESOURCES {}
1681338636371086 749363 TASK 150 WAITING default FIRST_RESOURCES {}
1681338636371109 749363 TASK 151 WAITING default FIRST_RESOURCES {}
1681338636371129 749363 TASK 152 WAITING default FIRST_RESOURCES {}
1681338636371152 749363 TASK 153 WAITING default FIRST_RESOURCES {}
1681338636371175 749363 TASK 154 WAITING default FIRST_RESOURCES {}
1681338636371197 749363 TASK 155 WAITING default FIRST_RESOURCES {}
1681338636371217 749363 TASK 156 WAITING default FIRST_RESOURCES {}
1681338636371240 749363 TASK 157 WAITING default FIRST_RESOURCES {}
1681338636371262 749363 TASK 158 WAITING default FIRST_RESOURCES {}
1681338636371285 749363 TASK 159 WAITING default FIRST_RESOURCES {}
1681338636371305 749363 TASK 160 WAITING default FIRST_RESOURCES {}
1681338636371331 749363 TASK 161 WAITING default FIRST_RESOURCES {}
1681338636371373 749363 TASK 162 WAITING default FIRST_RESOURCES {}
1681338636371397 749363 TASK 163 WAITING default FIRST_RESOURCES {}
1681338636371417 749363 TASK 164 WAITING default FIRST_RESOURCES {}
1681338636371445 749363 TASK 165 WAITING default FIRST_RESOURCES {}
1681338636371468 749363 TASK 166 WAITING default FIRST_RESOURCES {}
1681338636371492 749363 TASK 167 WAITING default FIRST_RESOURCES {}
1681338636371512 749363 TASK 168 WAITING default FIRST_RESOURCES {}
1681338636371542 749363 TASK 169 WAITING default FIRST_RESOURCES {}
1681338636371566 749363 TASK 170 WAITING default FIRST_RESOURCES {}
1681338636371591 749363 TASK 171 WAITING default FIRST_RESOURCES {}
1681338636371612 749363 TASK 172 WAITING default FIRST_RESOURCES {}
1681338636371648 749363 TASK 173 WAITING default FIRST_RESOURCES {}
1681338636371671 749363 TASK 174 WAITING default FIRST_RESOURCES {}
1681338636371694 749363 TASK 175 WAITING default FIRST_RESOURCES {}
1681338636371714 749363 TASK 176 WAITING default FIRST_RESOURCES {}
1681338636371742 749363 TASK 177 WAITING default FIRST_RESOURCES {}
1681338636371765 749363 TASK 178 WAITING default FIRST_RESOURCES {}
1681338636371788 749363 TASK 179 WAITING default FIRST_RESOURCES {}
1681338636371807 749363 TASK 180 WAITING default FIRST_RESOURCES {}
1681338636371831 749363 TASK 181 WAITING default FIRST_RESOURCES {}
1681338636371857 749363 TASK 182 WAITING default FIRST_RESOURCES {}
1681338636371881 749363 TASK 183 WAITING default FIRST_RESOURCES {}
1681338636371900 749363 TASK 184 WAITING default FIRST_RESOURCES {}
1681338636371922 749363 TASK 185 WAITING default FIRST_RESOURCES {}
1681338636371945 749363 TASK 186 WAITING default FIRST_RESOURCES {}
1681338636371968 749363 TASK 187 WAITING default FIRST_RESOURCES {}
1681338636371987 749363 TASK 188 WAITING default FIRST_RESOURCES {}
1681338636372011 749363 TASK 189 WAITING default FIRST_RESOURCES {}
1681338636372036 749363 TASK 190 WAITING default FIRST_RESOURCES {}
1681338636372058 749363 TASK 191 WAITING default FIRST_RESOURCES {}
1681338636372115 749363 TASK 192 WAITING default FIRST_RESOURCES {}
1681338636372136 749363 TASK 193 WAITING default FIRST_RESOURCES {}
1681338636372155 749363 TASK 194 WAITING default FIRST_RESOURCES {}
1681338636372178 749363 TASK 195 WAITING default FIRST_RESOURCES {}
1681338636372197 749363 TASK 196 WAITING default FIRST_RESOURCES {}
1681338636372221 749363 TASK 197 WAITING default FIRST_RESOURCES {}
1681338636372245 749363 TASK 198 WAITING default FIRST_RESOURCES {}
1681338636372265 749363 TASK 199 WAITING default FIRST_RESOURCES {}
1681338636372286 749363 TASK 200 WAITING default FIRST_RESOURCES {}
1681338636372309 749363 TASK 201 WAITING default FIRST_RESOURCES {}
1681338636372351 749363 TASK 202 WAITING default FIRST_RESOURCES {}
1681338636372376 749363 TASK 203 WAITING default FIRST_RESOURCES {}
1681338636372400 749363 TASK 204 WAITING default FIRST_RESOURCES {}
1681338636372420 749363 TASK 205 WAITING default FIRST_RESOURCES {}
1681338636372443 749363 TASK 206 WAITING default FIRST_RESOURCES {}
1681338636372470 749363 TASK 207 WAITING default FIRST_RESOURCES {}
1681338636372491 749363 TASK 208 WAITING default FIRST_RESOURCES {}
1681338636372513 749363 TASK 209 WAITING default FIRST_RESOURCES {}
1681338636372537 749363 TASK 210 WAITING default FIRST_RESOURCES {}
1681338636372562 749363 TASK 211 WAITING default FIRST_RESOURCES {}
1681338636372585 749363 TASK 212 WAITING default FIRST_RESOURCES {}
1681338636372608 749363 TASK 213 WAITING default FIRST_RESOURCES {}
1681338636372632 749363 TASK 214 WAITING default FIRST_RESOURCES {}
1681338636372665 749363 TASK 215 WAITING default FIRST_RESOURCES {}
1681338636372687 749363 TASK 216 WAITING default FIRST_RESOURCES {}
1681338636372711 749363 TASK 217 WAITING default FIRST_RESOURCES {}
1681338636372733 749363 TASK 218 WAITING default FIRST_RESOURCES {}
1681338636372753 749363 TASK 219 WAITING default FIRST_RESOURCES {}
1681338636372775 749363 TASK 220 WAITING default FIRST_RESOURCES {}
1681338636372797 749363 TASK 221 WAITING default FIRST_RESOURCES {}
1681338636372820 749363 TASK 222 WAITING default FIRST_RESOURCES {}
1681338636372852 749363 TASK 223 WAITING default FIRST_RESOURCES {}
1681338636372876 749363 TASK 224 WAITING default FIRST_RESOURCES {}
1681338636372902 749363 TASK 225 WAITING default FIRST_RESOURCES {}
1681338636372933 749363 TASK 226 WAITING default FIRST_RESOURCES {}
1681338636372954 749363 TASK 227 WAITING default FIRST_RESOURCES {}
1681338636372976 749363 TASK 228 WAITING default FIRST_RESOURCES {}
1681338636373012 749363 TASK 229 WAITING default FIRST_RESOURCES {}
1681338636373035 749363 TASK 230 WAITING default FIRST_RESOURCES {}
1681338636373055 749363 TASK 231 WAITING default FIRST_RESOURCES {}
1681338636373078 749363 TASK 232 WAITING default FIRST_RESOURCES {}
1681338636373102 749363 TASK 233 WAITING default FIRST_RESOURCES {}
1681338636373125 749363 TASK 234 WAITING default FIRST_RESOURCES {}
1681338636373146 749363 TASK 235 WAITING default FIRST_RESOURCES {}
1681338636373170 749363 TASK 236 WAITING default FIRST_RESOURCES {}
1681338636373194 749363 TASK 237 WAITING default FIRST_RESOURCES {}
1681338636373217 749363 TASK 238 WAITING default FIRST_RESOURCES {}
1681338636373237 749363 TASK 239 WAITING default FIRST_RESOURCES {}
1681338636373261 749363 TASK 240 WAITING default FIRST_RESOURCES {}
1681338636373284 749363 TASK 241 WAITING default FIRST_RESOURCES {}
1681338636373307 749363 TASK 242 WAITING default FIRST_RESOURCES {}
1681338636373334 749363 TASK 243 WAITING default FIRST_RESOURCES {}
1681338636373360 749363 TASK 244 WAITING default FIRST_RESOURCES {}
1681338636373386 749363 TASK 245 WAITING default FIRST_RESOURCES {}
1681338636373411 749363 TASK 246 WAITING default FIRST_RESOURCES {}
1681338636373432 749363 TASK 247 WAITING default FIRST_RESOURCES {}
1681338636373455 749363 TASK 248 WAITING default FIRST_RESOURCES {}
1681338636373478 749363 TASK 249 WAITING default FIRST_RESOURCES {}
1681338636373502 749363 TASK 250 WAITING default FIRST_RESOURCES {}
1681338636373523 749363 TASK 251 WAITING default FIRST_RESOURCES {}
1681338636373546 749363 TASK 252 WAITING default FIRST_RESOURCES {}
1681338636373573 749363 TASK 253 WAITING default FIRST_RESOURCES {}
1681338636373598 749363 TASK 254 WAITING default FIRST_RESOURCES {}
1681338636373619 749363 TASK 255 WAITING default FIRST_RESOURCES {}
1681338636373654 749363 TASK 256 WAITING default FIRST_RESOURCES {}
1681338636373676 749363 TASK 257 WAITING default FIRST_RESOURCES {}
1681338636373698 749363 TASK 258 WAITING default FIRST_RESOURCES {}
1681338636373718 749363 TASK 259 WAITING default FIRST_RESOURCES {}
1681338636373739 749363 TASK 260 WAITING default FIRST_RESOURCES {}
1681338636373761 749363 TASK 261 WAITING default FIRST_RESOURCES {}
1681338636373783 749363 TASK 262 WAITING default FIRST_RESOURCES {}
1681338636373803 749363 TASK 263 WAITING default FIRST_RESOURCES {}
1681338636373826 749363 TASK 264 WAITING default FIRST_RESOURCES {}
1681338636373848 749363 TASK 265 WAITING default FIRST_RESOURCES {}
1681338636373872 749363 TASK 266 WAITING default FIRST_RESOURCES {}
1681338636373892 749363 TASK 267 WAITING default FIRST_RESOURCES {}
1681338636373914 749363 TASK 268 WAITING default FIRST_RESOURCES {}
1681338636373953 749363 TASK 269 WAITING default FIRST_RESOURCES {}
1681338636373976 749363 TASK 270 WAITING default FIRST_RESOURCES {}
1681338636373996 749363 TASK 271 WAITING default FIRST_RESOURCES {}
1681338636374018 749363 TASK 272 WAITING default FIRST_RESOURCES {}
1681338636374042 749363 TASK 273 WAITING default FIRST_RESOURCES {}
1681338636374062 749363 TASK 274 WAITING default FIRST_RESOURCES {}
1681338636374084 749363 TASK 275 WAITING default FIRST_RESOURCES {}
1681338636374107 749363 TASK 276 WAITING default FIRST_RESOURCES {}
1681338636374129 749363 TASK 277 WAITING default FIRST_RESOURCES {}
1681338636374149 749363 TASK 278 WAITING default FIRST_RESOURCES {}
1681338636374171 749363 TASK 279 WAITING default FIRST_RESOURCES {}
1681338636374194 749363 TASK 280 WAITING default FIRST_RESOURCES {}
1681338636374217 749363 TASK 281 WAITING default FIRST_RESOURCES {}
1681338636374237 749363 TASK 282 WAITING default FIRST_RESOURCES {}
1681338636374266 749363 TASK 283 WAITING default FIRST_RESOURCES {}
1681338636374289 749363 TASK 284 WAITING default FIRST_RESOURCES {}
1681338636374312 749363 TASK 285 WAITING default FIRST_RESOURCES {}
1681338636374354 749363 TASK 286 WAITING default FIRST_RESOURCES {}
1681338636374379 749363 TASK 287 WAITING default FIRST_RESOURCES {}
1681338636374403 749363 TASK 288 WAITING default FIRST_RESOURCES {}
1681338636374427 749363 TASK 289 WAITING default FIRST_RESOURCES {}
1681338636374447 749363 TASK 290 WAITING default FIRST_RESOURCES {}
1681338636374470 749363 TASK 291 WAITING default FIRST_RESOURCES {}
1681338636374495 749363 TASK 292 WAITING default FIRST_RESOURCES {}
1681338636374518 749363 TASK 293 WAITING default FIRST_RESOURCES {}
1681338636374542 749363 TASK 294 WAITING default FIRST_RESOURCES {}
1681338636374566 749363 TASK 295 WAITING default FIRST_RESOURCES {}
1681338636374589 749363 TASK 296 WAITING default FIRST_RESOURCES {}
1681338636374613 749363 TASK 297 WAITING default FIRST_RESOURCES {}
1681338636374657 749363 TASK 298 WAITING default FIRST_RESOURCES {}
1681338636374678 749363 TASK 299 WAITING default FIRST_RESOURCES {}
1681338636374713 749363 TASK 300 WAITING default FIRST_RESOURCES {}
1681338636374737 749363 TASK 301 WAITING default FIRST_RESOURCES {}
1681338636374757 749363 TASK 302 WAITING default FIRST_RESOURCES {}
1681338636374780 749363 TASK 303 WAITING default FIRST_RESOURCES {}
1681338636374802 749363 TASK 304 WAITING default FIRST_RESOURCES {}
1681338636374827 749363 TASK 305 WAITING default FIRST_RESOURCES {}
1681338636374851 749363 TASK 306 WAITING default FIRST_RESOURCES {}
1681338636374874 749363 TASK 307 WAITING default FIRST_RESOURCES {}
1681338636374896 749363 TASK 308 WAITING default FIRST_RESOURCES {}
1681338636374919 749363 TASK 309 WAITING default FIRST_RESOURCES {}
1681338636374938 749363 TASK 310 WAITING default FIRST_RESOURCES {}
1681338636374962 749363 TASK 311 WAITING default FIRST_RESOURCES {}
1681338636374996 749363 TASK 312 WAITING default FIRST_RESOURCES {}
1681338636375021 749363 TASK 313 WAITING default FIRST_RESOURCES {}
1681338636375041 749363 TASK 314 WAITING default FIRST_RESOURCES {}
1681338636375065 749363 TASK 315 WAITING default FIRST_RESOURCES {}
1681338636375087 749363 TASK 316 WAITING default FIRST_RESOURCES {}
1681338636375109 749363 TASK 317 WAITING default FIRST_RESOURCES {}
1681338636375128 749363 TASK 318 WAITING default FIRST_RESOURCES {}
1681338636375150 749363 TASK 319 WAITING default FIRST_RESOURCES {}
1681338636375175 749363 TASK 320 WAITING default FIRST_RESOURCES {}
1681338636375197 749363 TASK 321 WAITING default FIRST_RESOURCES {}
1681338636375217 749363 TASK 322 WAITING default FIRST_RESOURCES {}
1681338636375238 749363 TASK 323 WAITING default FIRST_RESOURCES {}
1681338636375260 749363 TASK 324 WAITING default FIRST_RESOURCES {}
1681338636375284 749363 TASK 325 WAITING default FIRST_RESOURCES {}
1681338636375303 749363 TASK 326 WAITING default FIRST_RESOURCES {}
1681338636375329 749363 TASK 327 WAITING default FIRST_RESOURCES {}
1681338636375366 749363 TASK 328 WAITING default FIRST_RESOURCES {}
1681338636375391 749363 TASK 329 WAITING default FIRST_RESOURCES {}
1681338636375412 749363 TASK 330 WAITING default FIRST_RESOURCES {}
1681338636375434 749363 TASK 331 WAITING default FIRST_RESOURCES {}
1681338636375458 749363 TASK 332 WAITING default FIRST_RESOURCES {}
1681338636375481 749363 TASK 333 WAITING default FIRST_RESOURCES {}
1681338636375502 749363 TASK 334 WAITING default FIRST_RESOURCES {}
1681338636375524 749363 TASK 335 WAITING default FIRST_RESOURCES {}
1681338636375552 749363 TASK 336 WAITING default FIRST_RESOURCES {}
1681338636375572 749363 TASK 337 WAITING default FIRST_RESOURCES {}
1681338636375595 749363 TASK 338 WAITING default FIRST_RESOURCES {}
1681338636375619 749363 TASK 339 WAITING default FIRST_RESOURCES {}
1681338636375655 749363 TASK 340 WAITING default FIRST_RESOURCES {}
1681338636375674 749363 TASK 341 WAITING default FIRST_RESOURCES {}
1681338636375706 749363 TASK 342 WAITING default FIRST_RESOURCES {}
1681338636375727 749363 TASK 343 WAITING default FIRST_RESOURCES {}
1681338636375748 749363 TASK 344 WAITING default FIRST_RESOURCES {}
1681338636375767 749363 TASK 345 WAITING default FIRST_RESOURCES {}
1681338636375794 749363 TASK 346 WAITING default FIRST_RESOURCES {}
1681338636375815 749363 TASK 347 WAITING default FIRST_RESOURCES {}
1681338636375838 749363 TASK 348 WAITING default FIRST_RESOURCES {}
1681338636375856 749363 TASK 349 WAITING default FIRST_RESOURCES {}
1681338636375876 749363 TASK 350 WAITING default FIRST_RESOURCES {}
1681338636375898 749363 TASK 351 WAITING default FIRST_RESOURCES {}
1681338636375919 749363 TASK 352 WAITING default FIRST_RESOURCES {}
1681338636375937 749363 TASK 353 WAITING default FIRST_RESOURCES {}
1681338636375957 749363 TASK 354 WAITING default FIRST_RESOURCES {}
1681338636375979 749363 TASK 355 WAITING default FIRST_RESOURCES {}
1681338636376000 749363 TASK 356 WAITING default FIRST_RESOURCES {}
1681338636376018 749363 TASK 357 WAITING default FIRST_RESOURCES {}
1681338636376042 749363 TASK 358 WAITING default FIRST_RESOURCES {}
1681338636376065 749363 TASK 359 WAITING default FIRST_RESOURCES {}
1681338636376086 749363 TASK 360 WAITING default FIRST_RESOURCES {}
1681338636376104 749363 TASK 361 WAITING default FIRST_RESOURCES {}
1681338636376125 749363 TASK 362 WAITING default FIRST_RESOURCES {}
