# time manager_pid MANAGER START|END
# time manager_pid WORKER worker_id host:port CONNECTION
# time manager_pid WORKER worker_id host:port DISCONNECTION (UNKNOWN|IDLE_OUT|FAST_ABORT|FAILURE|STATUS_WORKER|EXPLICIT
# time manager_pid WORKER worker_id RESOURCES {resources}
# time manager_pid CATEGORY name MAX {resources_max_per_task}
# time manager_pid CATEGORY name MIN {resources_min_per_task_per_worker}
# time manager_pid CATEGORY name FIRST (FIXED|MAX|MIN_WASTE|MAX_THROUGHPUT) {resources_requested}
# time manager_pid TASK taskid WAITING category_name (FIRST_RESOURCES|MAX_RESOURCES) {resources_requested}
# time manager_pid TASK taskid RUNNING worker_address (FIRST_RESOURCES|MAX_RESOURCES) {resources_allocated}
# time manager_pid TASK taskid WAITING_RETRIEVAL worker_address
# time manager_pid TASK taskid (RETRIEVED|DONE) (SUCCESS|SIGNAL|END_TIME|FORSAKEN|MAX_RETRIES|MAX_WALLTIME|UNKNOWN|RESOURCE_EXHAUSTION) exit_code {limits_exceeded} {resources_measured}
# time manager_pid TRANSFER (INPUT|OUTPUT) taskid cache_flag sizeinmb walltime filename

1680697224101164 246097 MANAGER START
1680697224104648 246097 CATEGORY default MAX {}
1680697224104663 246097 CATEGORY default MIN {}
1680697224104670 246097 CATEGORY default FIRST MAX_THROUGHPUT {}
1680697224105903 246097 TASK 42 WAITING default FIRST_RESOURCES {}
1680697224105948 246097 TASK 43 WAITING default FIRST_RESOURCES {}
1680697224105981 246097 TASK 44 WAITING default FIRST_RESOURCES {}
1680697224106009 246097 TASK 45 WAITING default FIRST_RESOURCES {}
1680697224106040 246097 TASK 46 WAITING default FIRST_RESOURCES {}
1680697224106069 246097 TASK 47 WAITING default FIRST_RESOURCES {}
1680697224106095 246097 TASK 48 WAITING default FIRST_RESOURCES {}
1680697224106123 246097 TASK 49 WAITING default FIRST_RESOURCES {}
1680697224106149 246097 TASK 50 WAITING default FIRST_RESOURCES {}
1680697224106186 246097 TASK 51 WAITING default FIRST_RESOURCES {}
1680697224106215 246097 TASK 52 WAITING default FIRST_RESOURCES {}
1680697224106254 246097 TASK 53 WAITING default FIRST_RESOURCES {}
1680697224106278 246097 TASK 54 WAITING default FIRST_RESOURCES {}
1680697224106305 246097 TASK 55 WAITING default FIRST_RESOURCES {}
1680697224106332 246097 TASK 56 WAITING default FIRST_RESOURCES {}
1680697224106358 246097 TASK 57 WAITING default FIRST_RESOURCES {}
1680697224106382 246097 TASK 58 WAITING default FIRST_RESOURCES {}
1680697224106421 246097 TASK 59 WAITING default FIRST_RESOURCES {}
1680697224106461 246097 TASK 60 WAITING default FIRST_RESOURCES {}
1680697224106511 246097 TASK 61 WAITING default FIRST_RESOURCES {}
1680697224106536 246097 TASK 62 WAITING default FIRST_RESOURCES {}
1680697224106565 246097 TASK 63 WAITING default FIRST_RESOURCES {}
1680697224106594 246097 TASK 64 WAITING default FIRST_RESOURCES {}
1680697224106628 246097 TASK 65 WAITING default FIRST_RESOURCES {}
1680697224106663 246097 TASK 66 WAITING default FIRST_RESOURCES {}
1680697224106691 246097 TASK 67 WAITING default FIRST_RESOURCES {}
1680697224106719 246097 TASK 68 WAITING default FIRST_RESOURCES {}
1680697224106751 246097 TASK 69 WAITING default FIRST_RESOURCES {}
1680697224106777 246097 TASK 70 WAITING default FIRST_RESOURCES {}
1680697224106805 246097 TASK 71 WAITING default FIRST_RESOURCES {}
1680697224106831 246097 TASK 72 WAITING default FIRST_RESOURCES {}
1680697224106859 246097 TASK 73 WAITING default FIRST_RESOURCES {}
1680697224106885 246097 TASK 74 WAITING default FIRST_RESOURCES {}
1680697224106913 246097 TASK 75 WAITING default FIRST_RESOURCES {}
1680697224106954 246097 TASK 76 WAITING default FIRST_RESOURCES {}
1680697224106981 246097 TASK 77 WAITING default FIRST_RESOURCES {}
1680697224107007 246097 TASK 78 WAITING default FIRST_RESOURCES {}
1680697224107034 246097 TASK 79 WAITING default FIRST_RESOURCES {}
1680697224107084 246097 TASK 80 WAITING default FIRST_RESOURCES {}
1680697224107131 246097 TASK 81 WAITING default FIRST_RESOURCES {}
1680697224107156 246097 TASK 82 WAITING default FIRST_RESOURCES {}
1680697224107180 246097 TASK 83 WAITING default FIRST_RESOURCES {}
1680697224107206 246097 TASK 84 WAITING default FIRST_RESOURCES {}
1680697224107233 246097 TASK 85 WAITING default FIRST_RESOURCES {}
1680697224107262 246097 TASK 86 WAITING default FIRST_RESOURCES {}
1680697224107289 246097 TASK 87 WAITING default FIRST_RESOURCES {}
1680697224107316 246097 TASK 88 WAITING default FIRST_RESOURCES {}
1680697224107342 246097 TASK 89 WAITING default FIRST_RESOURCES {}
1680697224107367 246097 TASK 90 WAITING default FIRST_RESOURCES {}
1680697224107394 246097 TASK 91 WAITING default FIRST_RESOURCES {}
1680697224107422 246097 TASK 92 WAITING default FIRST_RESOURCES {}
1680697224107458 246097 TASK 93 WAITING default FIRST_RESOURCES {}
1680697224107495 246097 TASK 94 WAITING default FIRST_RESOURCES {}
1680697224107527 246097 TASK 95 WAITING default FIRST_RESOURCES {}
1680697224107556 246097 TASK 96 WAITING default FIRST_RESOURCES {}
1680697224107603 246097 TASK 97 WAITING default FIRST_RESOURCES {}
1680697224107639 246097 TASK 98 WAITING default FIRST_RESOURCES {}
1680697224107674 246097 TASK 99 WAITING default FIRST_RESOURCES {}
1680697224107701 246097 TASK 100 WAITING default FIRST_RESOURCES {}
1680697224107729 246097 TASK 101 WAITING default FIRST_RESOURCES {}
1680697224107755 246097 TASK 102 WAITING default FIRST_RESOURCES {}
1680697224107784 246097 TASK 103 WAITING default FIRST_RESOURCES {}
1680697224107813 246097 TASK 104 WAITING default FIRST_RESOURCES {}
1680697224107843 246097 TASK 105 WAITING default FIRST_RESOURCES {}
1680697224107872 246097 TASK 106 WAITING default FIRST_RESOURCES {}
1680697224107901 246097 TASK 107 WAITING default FIRST_RESOURCES {}
1680697224107930 246097 TASK 108 WAITING default FIRST_RESOURCES {}
1680697224107955 246097 TASK 109 WAITING default FIRST_RESOURCES {}
1680697224107984 246097 TASK 110 WAITING default FIRST_RESOURCES {}
1680697224108013 246097 TASK 111 WAITING default FIRST_RESOURCES {}
1680697224108042 246097 TASK 112 WAITING default FIRST_RESOURCES {}
1680697224108067 246097 TASK 113 WAITING default FIRST_RESOURCES {}
1680697224108108 246097 TASK 114 WAITING default FIRST_RESOURCES {}
1680697224108145 246097 TASK 115 WAITING default FIRST_RESOURCES {}
1680697224108184 246097 TASK 116 WAITING default FIRST_RESOURCES {}
1680697224108221 246097 TASK 117 WAITING default FIRST_RESOURCES {}
1680697224108249 246097 TASK 118 WAITING default FIRST_RESOURCES {}
1680697224108279 246097 TASK 119 WAITING default FIRST_RESOURCES {}
1680697224108307 246097 TASK 120 WAITING default FIRST_RESOURCES {}
1680697224108333 246097 TASK 121 WAITING default FIRST_RESOURCES {}
1680697224108361 246097 TASK 122 WAITING default FIRST_RESOURCES {}
1680697224108389 246097 TASK 123 WAITING default FIRST_RESOURCES {}
1680697224108417 246097 TASK 124 WAITING default FIRST_RESOURCES {}
1680697224108455 246097 TASK 125 WAITING default FIRST_RESOURCES {}
1680697224108493 246097 TASK 126 WAITING default FIRST_RESOURCES {}
1680697224108534 246097 TASK 127 WAITING default FIRST_RESOURCES {}
1680697224108575 246097 TASK 128 WAITING default FIRST_RESOURCES {}
1680697224108601 246097 TASK 129 WAITING default FIRST_RESOURCES {}
1680697224108634 246097 TASK 130 WAITING default FIRST_RESOURCES {}
1680697224108666 246097 TASK 131 WAITING default FIRST_RESOURCES {}
1680697224108694 246097 TASK 132 WAITING default FIRST_RESOURCES {}
1680697224108720 246097 TASK 133 WAITING default FIRST_RESOURCES {}
1680697224108748 246097 TASK 134 WAITING default FIRST_RESOURCES {}
1680697224108777 246097 TASK 135 WAITING default FIRST_RESOURCES {}
1680697224108806 246097 TASK 136 WAITING default FIRST_RESOURCES {}
1680697224108831 246097 TASK 137 WAITING default FIRST_RESOURCES {}
1680697224108863 246097 TASK 138 WAITING default FIRST_RESOURCES {}
1680697224108897 246097 TASK 139 WAITING default FIRST_RESOURCES {}
1680697224108926 246097 TASK 140 WAITING default FIRST_RESOURCES {}
1680697224108952 246097 TASK 141 WAITING default FIRST_RESOURCES {}
1680697224108980 246097 TASK 142 WAITING default FIRST_RESOURCES {}
1680697224109009 246097 TASK 143 WAITING default FIRST_RESOURCES {}
1680697224109037 246097 TASK 144 WAITING default FIRST_RESOURCES {}
1680697224109063 246097 TASK 145 WAITING default FIRST_RESOURCES {}
1680697224109091 246097 TASK 146 WAITING default FIRST_RESOURCES {}
1680697224109133 246097 TASK 147 WAITING default FIRST_RESOURCES {}
1680697224109172 246097 TASK 148 WAITING default FIRST_RESOURCES {}
1680697224109197 246097 TASK 149 WAITING default FIRST_RESOURCES {}
1680697224109225 246097 TASK 150 WAITING default FIRST_RESOURCES {}
1680697224109255 246097 TASK 151 WAITING default FIRST_RESOURCES {}
1680697224109283 246097 TASK 152 WAITING default FIRST_RESOURCES {}
1680697224109309 246097 TASK 153 WAITING default FIRST_RESOURCES {}
1680697224109337 246097 TASK 154 WAITING default FIRST_RESOURCES {}
1680697224109365 246097 TASK 155 WAITING default FIRST_RESOURCES {}
1680697224109394 246097 TASK 156 WAITING default FIRST_RESOURCES {}
1680697224109444 246097 TASK 157 WAITING default FIRST_RESOURCES {}
1680697224109495 246097 TASK 158 WAITING default FIRST_RESOURCES {}
1680697224109524 246097 TASK 159 WAITING default FIRST_RESOURCES {}
1680697224109549 246097 TASK 160 WAITING default FIRST_RESOURCES {}
1680697224109577 246097 TASK 161 WAITING default FIRST_RESOURCES {}
1680697224109605 246097 TASK 162 WAITING default FIRST_RESOURCES {}
1680697224109638 246097 TASK 163 WAITING default FIRST_RESOURCES {}
1680697224109666 246097 TASK 164 WAITING default FIRST_RESOURCES {}
1680697224109697 246097 TASK 165 WAITING default FIRST_RESOURCES {}
1680697224109727 246097 TASK 166 WAITING default FIRST_RESOURCES {}
1680697224109755 246097 TASK 167 WAITING default FIRST_RESOURCES {}
1680697224109781 246097 TASK 168 WAITING default FIRST_RESOURCES {}
1680697224109813 246097 TASK 169 WAITING default FIRST_RESOURCES {}
1680697224109844 246097 TASK 170 WAITING default FIRST_RESOURCES {}
1680697224109872 246097 TASK 171 WAITING default FIRST_RESOURCES {}
1680697224109902 246097 TASK 172 WAITING default FIRST_RESOURCES {}
1680697224109931 246097 TASK 173 WAITING default FIRST_RESOURCES {}
1680697224109960 246097 TASK 174 WAITING default FIRST_RESOURCES {}
1680697224109989 246097 TASK 175 WAITING default FIRST_RESOURCES {}
1680697224110015 246097 TASK 176 WAITING default FIRST_RESOURCES {}
1680697224110055 246097 TASK 177 WAITING default FIRST_RESOURCES {}
1680697224110093 246097 TASK 178 WAITING default FIRST_RESOURCES {}
1680697224110132 246097 TASK 179 WAITING default FIRST_RESOURCES {}
1680697224110169 246097 TASK 180 WAITING default FIRST_RESOURCES {}
1680697224110197 246097 TASK 181 WAITING default FIRST_RESOURCES {}
1680697224110228 246097 TASK 182 WAITING default FIRST_RESOURCES {}
1680697224110257 246097 TASK 183 WAITING default FIRST_RESOURCES {}
1680697224110282 246097 TASK 184 WAITING default FIRST_RESOURCES {}
1680697224110311 246097 TASK 185 WAITING default FIRST_RESOURCES {}
1680697224110340 246097 TASK 186 WAITING default FIRST_RESOURCES {}
1680697224110369 246097 TASK 187 WAITING default FIRST_RESOURCES {}
1680697224110417 246097 TASK 188 WAITING default FIRST_RESOURCES {}
1680697224110456 246097 TASK 189 WAITING default FIRST_RESOURCES {}
1680697224110497 246097 TASK 190 WAITING default FIRST_RESOURCES {}
1680697224110525 246097 TASK 191 WAITING default FIRST_RESOURCES {}
1680697224110593 246097 TASK 192 WAITING default FIRST_RESOURCES {}
1680697224110663 246097 TASK 193 WAITING default FIRST_RESOURCES {}
1680697224110692 246097 TASK 194 WAITING default FIRST_RESOURCES {}
1680697224110740 246097 TASK 195 WAITING default FIRST_RESOURCES {}
1680697224110770 246097 TASK 196 WAITING default FIRST_RESOURCES {}
1680697224110800 246097 TASK 197 WAITING default FIRST_RESOURCES {}
1680697224110828 246097 TASK 198 WAITING default FIRST_RESOURCES {}
1680697224110855 246097 TASK 199 WAITING default FIRST_RESOURCES {}
1680697224110899 246097 TASK 200 WAITING default FIRST_RESOURCES {}
1680697224110929 246097 TASK 201 WAITING default FIRST_RESOURCES {}
1680697224110955 246097 TASK 202 WAITING default FIRST_RESOURCES {}
1680697224110983 246097 TASK 203 WAITING default FIRST_RESOURCES {}
1680697224111012 246097 TASK 204 WAITING default FIRST_RESOURCES {}
1680697224111072 246097 TASK 205 WAITING default FIRST_RESOURCES {}
1680697224111111 246097 TASK 206 WAITING default FIRST_RESOURCES {}
1680697224111140 246097 TASK 207 WAITING default FIRST_RESOURCES {}
1680697224111166 246097 TASK 208 WAITING default FIRST_RESOURCES {}
1680697224111196 246097 TASK 209 WAITING default FIRST_RESOURCES {}
1680697224111225 246097 TASK 210 WAITING default FIRST_RESOURCES {}
1680697224111258 246097 TASK 211 WAITING default FIRST_RESOURCES {}
1680697224111285 246097 TASK 212 WAITING default FIRST_RESOURCES {}
1680697224111313 246097 TASK 213 WAITING default FIRST_RESOURCES {}
1680697224111354 246097 TASK 214 WAITING default FIRST_RESOURCES {}
1680697224111381 246097 TASK 215 WAITING default FIRST_RESOURCES {}
1680697224111418 246097 TASK 216 WAITING default FIRST_RESOURCES {}
1680697224111446 246097 TASK 217 WAITING default FIRST_RESOURCES {}
1680697224111474 246097 TASK 218 WAITING default FIRST_RESOURCES {}
1680697224111502 246097 TASK 219 WAITING default FIRST_RESOURCES {}
1680697224111528 246097 TASK 220 WAITING default FIRST_RESOURCES {}
1680697224111557 246097 TASK 221 WAITING default FIRST_RESOURCES {}
1680697224111585 246097 TASK 222 WAITING default FIRST_RESOURCES {}
1680697224111627 246097 TASK 223 WAITING default FIRST_RESOURCES {}
1680697224111657 246097 TASK 224 WAITING default FIRST_RESOURCES {}
1680697224111689 246097 TASK 225 WAITING default FIRST_RESOURCES {}
1680697224111722 246097 TASK 226 WAITING default FIRST_RESOURCES {}
1680697224111748 246097 TASK 227 WAITING default FIRST_RESOURCES {}
1680697224111777 246097 TASK 228 WAITING default FIRST_RESOURCES {}
1680697224111806 246097 TASK 229 WAITING default FIRST_RESOURCES {}
1680697224111836 246097 TASK 230 WAITING default FIRST_RESOURCES {}
1680697224111862 246097 TASK 231 WAITING default FIRST_RESOURCES {}
1680697224111889 246097 TASK 232 WAITING default FIRST_RESOURCES {}
1680697224111917 246097 TASK 233 WAITING default FIRST_RESOURCES {}
1680697224111957 246097 TASK 234 WAITING default FIRST_RESOURCES {}
1680697224111994 246097 TASK 235 WAITING default FIRST_RESOURCES {}
1680697224112021 246097 TASK 236 WAITING default FIRST_RESOURCES {}
1680697224112049 246097 TASK 237 WAITING default FIRST_RESOURCES {}
1680697224112078 246097 TASK 238 WAITING default FIRST_RESOURCES {}
1680697224112104 246097 TASK 239 WAITING default FIRST_RESOURCES {}
1680697224112133 246097 TASK 240 WAITING default FIRST_RESOURCES {}
1680697224112161 246097 TASK 241 WAITING default FIRST_RESOURCES {}
1680697224112189 246097 TASK 242 WAITING default FIRST_RESOURCES {}
1680697224112215 246097 TASK 243 WAITING default FIRST_RESOURCES {}
1680697224112265 246097 TASK 244 WAITING default FIRST_RESOURCES {}
1680697224112315 246097 TASK 245 WAITING default FIRST_RESOURCES {}
1680697224112343 246097 TASK 246 WAITING default FIRST_RESOURCES {}
1680697224112369 246097 TASK 247 WAITING default FIRST_RESOURCES {}
1680697224112398 246097 TASK 248 WAITING default FIRST_RESOURCES {}
1680697224112428 246097 TASK 249 WAITING default FIRST_RESOURCES {}
1680697224112456 246097 TASK 250 WAITING default FIRST_RESOURCES {}
1680697224112482 246097 TASK 251 WAITING default FIRST_RESOURCES {}
1680697224112510 246097 TASK 252 WAITING default FIRST_RESOURCES {}
1680697224112544 246097 TASK 253 WAITING default FIRST_RESOURCES {}
1680697224112607 246097 TASK 254 WAITING default FIRST_RESOURCES {}
1680697224112649 246097 TASK 255 WAITING default FIRST_RESOURCES {}
1680697224112677 246097 TASK 256 WAITING default FIRST_RESOURCES {}
1680697224112706 246097 TASK 257 WAITING default FIRST_RESOURCES {}
1680697224112735 246097 TASK 258 WAITING default FIRST_RESOURCES {}
1680697224112761 246097 TASK 259 WAITING default FIRST_RESOURCES {}
1680697224112789 246097 TASK 260 WAITING default FIRST_RESOURCES {}
1680697224112817 246097 TASK 261 WAITING default FIRST_RESOURCES {}
1680697224112845 246097 TASK 262 WAITING default FIRST_RESOURCES {}
1680697224112871 246097 TASK 263 WAITING default FIRST_RESOURCES {}
1680697224112898 246097 TASK 264 WAITING default FIRST_RESOURCES {}
1680697224112927 246097 TASK 265 WAITING default FIRST_RESOURCES {}
1680697224112955 246097 TASK 266 WAITING default FIRST_RESOURCES {}
1680697224112981 246097 TASK 267 WAITING default FIRST_RESOURCES {}
1680697224113011 246097 TASK 268 WAITING default FIRST_RESOURCES {}
1680697224113043 246097 TASK 269 WAITING default FIRST_RESOURCES {}
1680697224113071 246097 TASK 270 WAITING default FIRST_RESOURCES {}
1680697224113097 246097 TASK 271 WAITING default FIRST_RESOURCES {}
1680697224113125 246097 TASK 272 WAITING default FIRST_RESOURCES {}
1680697224113153 246097 TASK 273 WAITING default FIRST_RESOURCES {}
1680697224113205 246097 TASK 274 WAITING default FIRST_RESOURCES {}
1680697224113255 246097 TASK 275 WAITING default FIRST_RESOURCES {}
1680697224113282 246097 TASK 276 WAITING default FIRST_RESOURCES {}
1680697224113311 246097 TASK 277 WAITING default FIRST_RESOURCES {}
1680697224113340 246097 TASK 278 WAITING default FIRST_RESOURCES {}
1680697224113366 246097 TASK 279 WAITING default FIRST_RESOURCES {}
1680697224113394 246097 TASK 280 WAITING default FIRST_RESOURCES {}
1680697224113423 246097 TASK 281 WAITING default FIRST_RESOURCES {}
1680697224113451 246097 TASK 282 WAITING default FIRST_RESOURCES {}
1680697224113477 246097 TASK 283 WAITING default FIRST_RESOURCES {}
1680697224113505 246097 TASK 284 WAITING default FIRST_RESOURCES {}
1680697224113533 246097 TASK 285 WAITING default FIRST_RESOURCES {}
1680697224113562 246097 TASK 286 WAITING default FIRST_RESOURCES {}
1680697224113593 246097 TASK 287 WAITING default FIRST_RESOURCES {}
1680697224113624 246097 TASK 288 WAITING default FIRST_RESOURCES {}
1680697224113655 246097 TASK 289 WAITING default FIRST_RESOURCES {}
1680697224113681 246097 TASK 290 WAITING default FIRST_RESOURCES {}
1680697224113708 246097 TASK 291 WAITING default FIRST_RESOURCES {}
1680697224113737 246097 TASK 292 WAITING default FIRST_RESOURCES {}
1680697224113765 246097 TASK 293 WAITING default FIRST_RESOURCES {}
1680697224113794 246097 TASK 294 WAITING default FIRST_RESOURCES {}
1680697224113823 246097 TASK 295 WAITING default FIRST_RESOURCES {}
1680697224113852 246097 TASK 296 WAITING default FIRST_RESOURCES {}
1680697224113881 246097 TASK 297 WAITING default FIRST_RESOURCES {}
1680697224113906 246097 TASK 298 WAITING default FIRST_RESOURCES {}
1680697224113934 246097 TASK 299 WAITING default FIRST_RESOURCES {}
1680697224113963 246097 TASK 300 WAITING default FIRST_RESOURCES {}
1680697224113991 246097 TASK 301 WAITING default FIRST_RESOURCES {}
1680697224114017 246097 TASK 302 WAITING default FIRST_RESOURCES {}
1680697224114045 246097 TASK 303 WAITING default FIRST_RESOURCES {}
1680697224114073 246097 TASK 304 WAITING default FIRST_RESOURCES {}
1680697224114102 246097 TASK 305 WAITING default FIRST_RESOURCES {}
1680697224114128 246097 TASK 306 WAITING default FIRST_RESOURCES {}
1680697224114158 246097 TASK 307 WAITING default FIRST_RESOURCES {}
1680697224114186 246097 TASK 308 WAITING default FIRST_RESOURCES {}
1680697224114215 246097 TASK 309 WAITING default FIRST_RESOURCES {}
1680697224114240 246097 TASK 310 WAITING default FIRST_RESOURCES {}
1680697224114269 246097 TASK 311 WAITING default FIRST_RESOURCES {}
1680697224114297 246097 TASK 312 WAITING default FIRST_RESOURCES {}
1680697224114332 246097 TASK 313 WAITING default FIRST_RESOURCES {}
1680697224114359 246097 TASK 314 WAITING default FIRST_RESOURCES {}
1680697224114390 246097 TASK 315 WAITING default FIRST_RESOURCES {}
1680697224114419 246097 TASK 316 WAITING default FIRST_RESOURCES {}
1680697224114448 246097 TASK 317 WAITING default FIRST_RESOURCES {}
1680697224114474 246097 TASK 318 WAITING default FIRST_RESOURCES {}
1680697224114502 246097 TASK 319 WAITING default FIRST_RESOURCES {}
1680697224114530 246097 TASK 320 WAITING default FIRST_RESOURCES {}
1680697224114559 246097 TASK 321 WAITING default FIRST_RESOURCES {}
1680697224114584 246097 TASK 322 WAITING default FIRST_RESOURCES {}
1680697224114612 246097 TASK 323 WAITING default FIRST_RESOURCES {}
1680697224114648 246097 TASK 324 WAITING default FIRST_RESOURCES {}
1680697224114677 246097 TASK 325 WAITING default FIRST_RESOURCES {}
1680697224114703 246097 TASK 326 WAITING default FIRST_RESOURCES {}
1680697224114732 246097 TASK 327 WAITING default FIRST_RESOURCES {}
1680697224114761 246097 TASK 328 WAITING default FIRST_RESOURCES {}
1680697224114789 246097 TASK 329 WAITING default FIRST_RESOURCES {}
1680697224114815 246097 TASK 330 WAITING default FIRST_RESOURCES {}
1680697224114843 246097 TASK 331 WAITING default FIRST_RESOURCES {}
1680697224114871 246097 TASK 332 WAITING default FIRST_RESOURCES {}
1680697224114900 246097 TASK 333 WAITING default FIRST_RESOURCES {}
1680697224114926 246097 TASK 334 WAITING default FIRST_RESOURCES {}
1680697224114954 246097 TASK 335 WAITING default FIRST_RESOURCES {}
1680697224114986 246097 TASK 336 WAITING default FIRST_RESOURCES {}
1680697224115015 246097 TASK 337 WAITING default FIRST_RESOURCES {}
1680697224115064 246097 TASK 338 WAITING default FIRST_RESOURCES {}
1680697224115116 246097 TASK 339 WAITING default FIRST_RESOURCES {}
1680697224115144 246097 TASK 340 WAITING default FIRST_RESOURCES {}
1680697224115173 246097 TASK 341 WAITING default FIRST_RESOURCES {}
1680697224115199 246097 TASK 342 WAITING default FIRST_RESOURCES {}
1680697224115228 246097 TASK 343 WAITING default FIRST_RESOURCES {}
1680697224115256 246097 TASK 344 WAITING default FIRST_RESOURCES {}
1680697224115284 246097 TASK 345 WAITING default FIRST_RESOURCES {}
1680697224115315 246097 TASK 346 WAITING default FIRST_RESOURCES {}
1680697224115343 246097 TASK 347 WAITING default FIRST_RESOURCES {}
1680697224115371 246097 TASK 348 WAITING default FIRST_RESOURCES {}
1680697224115397 246097 TASK 349 WAITING default FIRST_RESOURCES {}
1680697224115425 246097 TASK 350 WAITING default FIRST_RESOURCES {}
1680697224115454 246097 TASK 351 WAITING default FIRST_RESOURCES {}
1680697224115483 246097 TASK 352 WAITING default FIRST_RESOURCES {}
1680697224115509 246097 TASK 353 WAITING default FIRST_RESOURCES {}
1680697224115536 246097 TASK 354 WAITING default FIRST_RESOURCES {}
1680697224115565 246097 TASK 355 WAITING default FIRST_RESOURCES {}
1680697224115593 246097 TASK 356 WAITING default FIRST_RESOURCES {}
1680697224115651 246097 TASK 357 WAITING default FIRST_RESOURCES {}
1680697224115684 246097 TASK 358 WAITING default FIRST_RESOURCES {}
1680697224115713 246097 TASK 359 WAITING default FIRST_RESOURCES {}
1680697224115741 246097 TASK 360 WAITING default FIRST_RESOURCES {}
1680697224115767 246097 TASK 361 WAITING default FIRST_RESOURCES {}
