# time manager_pid MANAGER START|END
# time manager_pid WORKER worker_id host:port CONNECTION
# time manager_pid WORKER worker_id host:port DISCONNECTION (UNKNOWN|IDLE_OUT|FAST_ABORT|FAILURE|STATUS_WORKER|EXPLICIT
# time manager_pid WORKER worker_id RESOURCES {resources}
# time manager_pid CATEGORY name MAX {resources_max_per_task}
# time manager_pid CATEGORY name MIN {resources_min_per_task_per_worker}
# time manager_pid CATEGORY name FIRST (FIXED|MAX|MIN_WASTE|MAX_THROUGHPUT) {resources_requested}
# time manager_pid TASK taskid WAITING category_name (FIRST_RESOURCES|MAX_RESOURCES) {resources_requested}
# time manager_pid TASK taskid RUNNING worker_address (FIRST_RESOURCES|MAX_RESOURCES) {resources_allocated}
# time manager_pid TASK taskid WAITING_RETRIEVAL worker_address
# time manager_pid TASK taskid (RETRIEVED|DONE) (SUCCESS|SIGNAL|END_TIME|FORSAKEN|MAX_RETRIES|MAX_WALLTIME|UNKNOWN|RESOURCE_EXHAUSTION) exit_code {limits_exceeded} {resources_measured}
# time manager_pid TRANSFER (INPUT|OUTPUT) taskid cache_flag sizeinmb walltime filename

1681347192353457 763096 MANAGER START
1681347192360816 763096 CATEGORY default MAX {}
1681347192360827 763096 CATEGORY default MIN {}
1681347192360833 763096 CATEGORY default FIRST MAX {}
1681347192365690 763096 TASK 55 WAITING default FIRST_RESOURCES {}
1681347192365723 763096 TASK 56 WAITING default FIRST_RESOURCES {}
1681347192365744 763096 TASK 57 WAITING default FIRST_RESOURCES {}
1681347192365762 763096 TASK 58 WAITING default FIRST_RESOURCES {}
1681347192365782 763096 TASK 59 WAITING default FIRST_RESOURCES {}
1681347192365803 763096 TASK 60 WAITING default FIRST_RESOURCES {}
1681347192365821 763096 TASK 61 WAITING default FIRST_RESOURCES {}
1681347192365840 763096 TASK 62 WAITING default FIRST_RESOURCES {}
1681347192365861 763096 TASK 63 WAITING default FIRST_RESOURCES {}
1681347192365882 763096 TASK 64 WAITING default FIRST_RESOURCES {}
1681347192365903 763096 TASK 65 WAITING default FIRST_RESOURCES {}
1681347192365933 763096 TASK 66 WAITING default FIRST_RESOURCES {}
1681347192365956 763096 TASK 67 WAITING default FIRST_RESOURCES {}
1681347192365989 763096 TASK 68 WAITING default FIRST_RESOURCES {}
1681347192366021 763096 TASK 69 WAITING default FIRST_RESOURCES {}
1681347192366040 763096 TASK 70 WAITING default FIRST_RESOURCES {}
1681347192366061 763096 TASK 71 WAITING default FIRST_RESOURCES {}
1681347192366080 763096 TASK 72 WAITING default FIRST_RESOURCES {}
1681347192366102 763096 TASK 73 WAITING default FIRST_RESOURCES {}
1681347192366122 763096 TASK 74 WAITING default FIRST_RESOURCES {}
1681347192366143 763096 TASK 75 WAITING default FIRST_RESOURCES {}
1681347192366164 763096 TASK 76 WAITING default FIRST_RESOURCES {}
1681347192366185 763096 TASK 77 WAITING default FIRST_RESOURCES {}
1681347192366205 763096 TASK 78 WAITING default FIRST_RESOURCES {}
1681347192366226 763096 TASK 79 WAITING default FIRST_RESOURCES {}
1681347192366247 763096 TASK 80 WAITING default FIRST_RESOURCES {}
1681347192366279 763096 TASK 81 WAITING default FIRST_RESOURCES {}
1681347192366310 763096 TASK 82 WAITING default FIRST_RESOURCES {}
1681347192366333 763096 TASK 83 WAITING default FIRST_RESOURCES {}
1681347192366360 763096 TASK 84 WAITING default FIRST_RESOURCES {}
1681347192366383 763096 TASK 85 WAITING default FIRST_RESOURCES {}
1681347192366405 763096 TASK 86 WAITING default FIRST_RESOURCES {}
1681347192366426 763096 TASK 87 WAITING default FIRST_RESOURCES {}
1681347192366448 763096 TASK 88 WAITING default FIRST_RESOURCES {}
1681347192366467 763096 TASK 89 WAITING default FIRST_RESOURCES {}
1681347192366497 763096 TASK 90 WAITING default FIRST_RESOURCES {}
1681347192366519 763096 TASK 91 WAITING default FIRST_RESOURCES {}
1681347192366540 763096 TASK 92 WAITING default FIRST_RESOURCES {}
1681347192366559 763096 TASK 93 WAITING default FIRST_RESOURCES {}
1681347192366577 763096 TASK 94 WAITING default FIRST_RESOURCES {}
1681347192366603 763096 TASK 95 WAITING default FIRST_RESOURCES {}
1681347192366625 763096 TASK 96 WAITING default FIRST_RESOURCES {}
1681347192366671 763096 TASK 97 WAITING default FIRST_RESOURCES {}
1681347192366692 763096 TASK 98 WAITING default FIRST_RESOURCES {}
1681347192366722 763096 TASK 99 WAITING default FIRST_RESOURCES {}
1681347192366770 763096 TASK 100 WAITING default FIRST_RESOURCES {}
1681347192366791 763096 TASK 101 WAITING default FIRST_RESOURCES {}
1681347192366810 763096 TASK 102 WAITING default FIRST_RESOURCES {}
1681347192366832 763096 TASK 103 WAITING default FIRST_RESOURCES {}
1681347192366853 763096 TASK 104 WAITING default FIRST_RESOURCES {}
1681347192366876 763096 TASK 105 WAITING default FIRST_RESOURCES {}
1681347192366897 763096 TASK 106 WAITING default FIRST_RESOURCES {}
1681347192366918 763096 TASK 107 WAITING default FIRST_RESOURCES {}
1681347192366941 763096 TASK 108 WAITING default FIRST_RESOURCES {}
1681347192366960 763096 TASK 109 WAITING default FIRST_RESOURCES {}
1681347192366981 763096 TASK 110 WAITING default FIRST_RESOURCES {}
1681347192367002 763096 TASK 111 WAITING default FIRST_RESOURCES {}
1681347192367025 763096 TASK 112 WAITING default FIRST_RESOURCES {}
1681347192367054 763096 TASK 113 WAITING default FIRST_RESOURCES {}
1681347192367075 763096 TASK 114 WAITING default FIRST_RESOURCES {}
1681347192367107 763096 TASK 115 WAITING default FIRST_RESOURCES {}
1681347192367129 763096 TASK 116 WAITING default FIRST_RESOURCES {}
1681347192367148 763096 TASK 117 WAITING default FIRST_RESOURCES {}
1681347192367169 763096 TASK 118 WAITING default FIRST_RESOURCES {}
1681347192367190 763096 TASK 119 WAITING default FIRST_RESOURCES {}
1681347192367212 763096 TASK 120 WAITING default FIRST_RESOURCES {}
1681347192367230 763096 TASK 121 WAITING default FIRST_RESOURCES {}
1681347192367253 763096 TASK 122 WAITING default FIRST_RESOURCES {}
1681347192367274 763096 TASK 123 WAITING default FIRST_RESOURCES {}
1681347192367295 763096 TASK 124 WAITING default FIRST_RESOURCES {}
1681347192367314 763096 TASK 125 WAITING default FIRST_RESOURCES {}
1681347192367358 763096 TASK 126 WAITING default FIRST_RESOURCES {}
1681347192367385 763096 TASK 127 WAITING default FIRST_RESOURCES {}
1681347192367409 763096 TASK 128 WAITING default FIRST_RESOURCES {}
1681347192367428 763096 TASK 129 WAITING default FIRST_RESOURCES {}
1681347192367450 763096 TASK 130 WAITING default FIRST_RESOURCES {}
1681347192367473 763096 TASK 131 WAITING default FIRST_RESOURCES {}
1681347192367494 763096 TASK 132 WAITING default FIRST_RESOURCES {}
1681347192367513 763096 TASK 133 WAITING default FIRST_RESOURCES {}
1681347192367534 763096 TASK 134 WAITING default FIRST_RESOURCES {}
1681347192367556 763096 TASK 135 WAITING default FIRST_RESOURCES {}
1681347192367577 763096 TASK 136 WAITING default FIRST_RESOURCES {}
1681347192367597 763096 TASK 137 WAITING default FIRST_RESOURCES {}
1681347192367621 763096 TASK 138 WAITING default FIRST_RESOURCES {}
1681347192367643 763096 TASK 139 WAITING default FIRST_RESOURCES {}
1681347192367666 763096 TASK 140 WAITING default FIRST_RESOURCES {}
1681347192367685 763096 TASK 141 WAITING default FIRST_RESOURCES {}
1681347192367706 763096 TASK 142 WAITING default FIRST_RESOURCES {}
1681347192367738 763096 TASK 143 WAITING default FIRST_RESOURCES {}
1681347192367759 763096 TASK 144 WAITING default FIRST_RESOURCES {}
1681347192367777 763096 TASK 145 WAITING default FIRST_RESOURCES {}
1681347192367797 763096 TASK 146 WAITING default FIRST_RESOURCES {}
1681347192367818 763096 TASK 147 WAITING default FIRST_RESOURCES {}
1681347192367848 763096 TASK 148 WAITING default FIRST_RESOURCES {}
1681347192367870 763096 TASK 149 WAITING default FIRST_RESOURCES {}
1681347192367893 763096 TASK 150 WAITING default FIRST_RESOURCES {}
1681347192367914 763096 TASK 151 WAITING default FIRST_RESOURCES {}
1681347192367933 763096 TASK 152 WAITING default FIRST_RESOURCES {}
1681347192367955 763096 TASK 153 WAITING default FIRST_RESOURCES {}
1681347192367976 763096 TASK 154 WAITING default FIRST_RESOURCES {}
1681347192367997 763096 TASK 155 WAITING default FIRST_RESOURCES {}
1681347192368016 763096 TASK 156 WAITING default FIRST_RESOURCES {}
1681347192368037 763096 TASK 157 WAITING default FIRST_RESOURCES {}
1681347192368059 763096 TASK 158 WAITING default FIRST_RESOURCES {}
1681347192368081 763096 TASK 159 WAITING default FIRST_RESOURCES {}
1681347192368100 763096 TASK 160 WAITING default FIRST_RESOURCES {}
1681347192368121 763096 TASK 161 WAITING default FIRST_RESOURCES {}
1681347192368143 763096 TASK 162 WAITING default FIRST_RESOURCES {}
1681347192368177 763096 TASK 163 WAITING default FIRST_RESOURCES {}
1681347192368206 763096 TASK 164 WAITING default FIRST_RESOURCES {}
1681347192368254 763096 TASK 165 WAITING default FIRST_RESOURCES {}
1681347192368275 763096 TASK 166 WAITING default FIRST_RESOURCES {}
1681347192368298 763096 TASK 167 WAITING default FIRST_RESOURCES {}
1681347192368317 763096 TASK 168 WAITING default FIRST_RESOURCES {}
1681347192368348 763096 TASK 169 WAITING default FIRST_RESOURCES {}
1681347192368371 763096 TASK 170 WAITING default FIRST_RESOURCES {}
1681347192368393 763096 TASK 171 WAITING default FIRST_RESOURCES {}
1681347192368412 763096 TASK 172 WAITING default FIRST_RESOURCES {}
1681347192368433 763096 TASK 173 WAITING default FIRST_RESOURCES {}
1681347192368454 763096 TASK 174 WAITING default FIRST_RESOURCES {}
1681347192368476 763096 TASK 175 WAITING default FIRST_RESOURCES {}
1681347192368495 763096 TASK 176 WAITING default FIRST_RESOURCES {}
1681347192368516 763096 TASK 177 WAITING default FIRST_RESOURCES {}
1681347192368539 763096 TASK 178 WAITING default FIRST_RESOURCES {}
1681347192368560 763096 TASK 179 WAITING default FIRST_RESOURCES {}
1681347192368579 763096 TASK 180 WAITING default FIRST_RESOURCES {}
1681347192368600 763096 TASK 181 WAITING default FIRST_RESOURCES {}
1681347192368625 763096 TASK 182 WAITING default FIRST_RESOURCES {}
1681347192368647 763096 TASK 183 WAITING default FIRST_RESOURCES {}
1681347192368666 763096 TASK 184 WAITING default FIRST_RESOURCES {}
1681347192368687 763096 TASK 185 WAITING default FIRST_RESOURCES {}
1681347192368709 763096 TASK 186 WAITING default FIRST_RESOURCES {}
1681347192368733 763096 TASK 187 WAITING default FIRST_RESOURCES {}
1681347192368752 763096 TASK 188 WAITING default FIRST_RESOURCES {}
1681347192368774 763096 TASK 189 WAITING default FIRST_RESOURCES {}
1681347192368795 763096 TASK 190 WAITING default FIRST_RESOURCES {}
1681347192368840 763096 TASK 191 WAITING default FIRST_RESOURCES {}
1681347192368890 763096 TASK 192 WAITING default FIRST_RESOURCES {}
1681347192368909 763096 TASK 193 WAITING default FIRST_RESOURCES {}
1681347192368939 763096 TASK 194 WAITING default FIRST_RESOURCES {}
1681347192368972 763096 TASK 195 WAITING default FIRST_RESOURCES {}
1681347192368991 763096 TASK 196 WAITING default FIRST_RESOURCES {}
1681347192369012 763096 TASK 197 WAITING default FIRST_RESOURCES {}
1681347192369034 763096 TASK 198 WAITING default FIRST_RESOURCES {}
1681347192369052 763096 TASK 199 WAITING default FIRST_RESOURCES {}
1681347192369074 763096 TASK 200 WAITING default FIRST_RESOURCES {}
1681347192369095 763096 TASK 201 WAITING default FIRST_RESOURCES {}
1681347192369114 763096 TASK 202 WAITING default FIRST_RESOURCES {}
1681347192369135 763096 TASK 203 WAITING default FIRST_RESOURCES {}
1681347192369158 763096 TASK 204 WAITING default FIRST_RESOURCES {}
1681347192369177 763096 TASK 205 WAITING default FIRST_RESOURCES {}
1681347192369212 763096 TASK 206 WAITING default FIRST_RESOURCES {}
1681347192369244 763096 TASK 207 WAITING default FIRST_RESOURCES {}
1681347192369262 763096 TASK 208 WAITING default FIRST_RESOURCES {}
1681347192369294 763096 TASK 209 WAITING default FIRST_RESOURCES {}
1681347192369332 763096 TASK 210 WAITING default FIRST_RESOURCES {}
1681347192369355 763096 TASK 211 WAITING default FIRST_RESOURCES {}
1681347192369377 763096 TASK 212 WAITING default FIRST_RESOURCES {}
1681347192369398 763096 TASK 213 WAITING default FIRST_RESOURCES {}
1681347192369422 763096 TASK 214 WAITING default FIRST_RESOURCES {}
1681347192369441 763096 TASK 215 WAITING default FIRST_RESOURCES {}
1681347192369463 763096 TASK 216 WAITING default FIRST_RESOURCES {}
1681347192369484 763096 TASK 217 WAITING default FIRST_RESOURCES {}
1681347192369506 763096 TASK 218 WAITING default FIRST_RESOURCES {}
1681347192369525 763096 TASK 219 WAITING default FIRST_RESOURCES {}
1681347192369546 763096 TASK 220 WAITING default FIRST_RESOURCES {}
1681347192369567 763096 TASK 221 WAITING default FIRST_RESOURCES {}
1681347192369589 763096 TASK 222 WAITING default FIRST_RESOURCES {}
1681347192369630 763096 TASK 223 WAITING default FIRST_RESOURCES {}
1681347192369674 763096 TASK 224 WAITING default FIRST_RESOURCES {}
1681347192369698 763096 TASK 225 WAITING default FIRST_RESOURCES {}
1681347192369733 763096 TASK 226 WAITING default FIRST_RESOURCES {}
1681347192369753 763096 TASK 227 WAITING default FIRST_RESOURCES {}
1681347192369774 763096 TASK 228 WAITING default FIRST_RESOURCES {}
1681347192369796 763096 TASK 229 WAITING default FIRST_RESOURCES {}
1681347192369818 763096 TASK 230 WAITING default FIRST_RESOURCES {}
1681347192369836 763096 TASK 231 WAITING default FIRST_RESOURCES {}
1681347192369857 763096 TASK 232 WAITING default FIRST_RESOURCES {}
1681347192369880 763096 TASK 233 WAITING default FIRST_RESOURCES {}
1681347192369902 763096 TASK 234 WAITING default FIRST_RESOURCES {}
1681347192369921 763096 TASK 235 WAITING default FIRST_RESOURCES {}
1681347192369954 763096 TASK 236 WAITING default FIRST_RESOURCES {}
1681347192369997 763096 TASK 237 WAITING default FIRST_RESOURCES {}
1681347192370029 763096 TASK 238 WAITING default FIRST_RESOURCES {}
1681347192370048 763096 TASK 239 WAITING default FIRST_RESOURCES {}
1681347192370069 763096 TASK 240 WAITING default FIRST_RESOURCES {}
1681347192370090 763096 TASK 241 WAITING default FIRST_RESOURCES {}
1681347192370113 763096 TASK 242 WAITING default FIRST_RESOURCES {}
1681347192370132 763096 TASK 243 WAITING default FIRST_RESOURCES {}
1681347192370153 763096 TASK 244 WAITING default FIRST_RESOURCES {}
1681347192370176 763096 TASK 245 WAITING default FIRST_RESOURCES {}
1681347192370198 763096 TASK 246 WAITING default FIRST_RESOURCES {}
1681347192370217 763096 TASK 247 WAITING default FIRST_RESOURCES {}
1681347192370239 763096 TASK 248 WAITING default FIRST_RESOURCES {}
1681347192370260 763096 TASK 249 WAITING default FIRST_RESOURCES {}
1681347192370292 763096 TASK 250 WAITING default FIRST_RESOURCES {}
1681347192370311 763096 TASK 251 WAITING default FIRST_RESOURCES {}
1681347192370351 763096 TASK 252 WAITING default FIRST_RESOURCES {}
1681347192370379 763096 TASK 253 WAITING default FIRST_RESOURCES {}
1681347192370400 763096 TASK 254 WAITING default FIRST_RESOURCES {}
1681347192370419 763096 TASK 255 WAITING default FIRST_RESOURCES {}
1681347192370440 763096 TASK 256 WAITING default FIRST_RESOURCES {}
1681347192370462 763096 TASK 257 WAITING default FIRST_RESOURCES {}
1681347192370484 763096 TASK 258 WAITING default FIRST_RESOURCES {}
1681347192370503 763096 TASK 259 WAITING default FIRST_RESOURCES {}
1681347192370524 763096 TASK 260 WAITING default FIRST_RESOURCES {}
1681347192370548 763096 TASK 261 WAITING default FIRST_RESOURCES {}
1681347192370570 763096 TASK 262 WAITING default FIRST_RESOURCES {}
1681347192370589 763096 TASK 263 WAITING default FIRST_RESOURCES {}
1681347192370610 763096 TASK 264 WAITING default FIRST_RESOURCES {}
1681347192370633 763096 TASK 265 WAITING default FIRST_RESOURCES {}
1681347192370655 763096 TASK 266 WAITING default FIRST_RESOURCES {}
1681347192370674 763096 TASK 267 WAITING default FIRST_RESOURCES {}
1681347192370695 763096 TASK 268 WAITING default FIRST_RESOURCES {}
1681347192370730 763096 TASK 269 WAITING default FIRST_RESOURCES {}
1681347192370753 763096 TASK 270 WAITING default FIRST_RESOURCES {}
1681347192370772 763096 TASK 271 WAITING default FIRST_RESOURCES {}
1681347192370792 763096 TASK 272 WAITING default FIRST_RESOURCES {}
1681347192370826 763096 TASK 273 WAITING default FIRST_RESOURCES {}
1681347192370845 763096 TASK 274 WAITING default FIRST_RESOURCES {}
1681347192370866 763096 TASK 275 WAITING default FIRST_RESOURCES {}
1681347192370887 763096 TASK 276 WAITING default FIRST_RESOURCES {}
1681347192370909 763096 TASK 277 WAITING default FIRST_RESOURCES {}
1681347192370928 763096 TASK 278 WAITING default FIRST_RESOURCES {}
1681347192370949 763096 TASK 279 WAITING default FIRST_RESOURCES {}
1681347192370972 763096 TASK 280 WAITING default FIRST_RESOURCES {}
1681347192370994 763096 TASK 281 WAITING default FIRST_RESOURCES {}
1681347192371013 763096 TASK 282 WAITING default FIRST_RESOURCES {}
1681347192371035 763096 TASK 283 WAITING default FIRST_RESOURCES {}
1681347192371056 763096 TASK 284 WAITING default FIRST_RESOURCES {}
1681347192371080 763096 TASK 285 WAITING default FIRST_RESOURCES {}
1681347192371125 763096 TASK 286 WAITING default FIRST_RESOURCES {}
1681347192371157 763096 TASK 287 WAITING default FIRST_RESOURCES {}
1681347192371178 763096 TASK 288 WAITING default FIRST_RESOURCES {}
1681347192371212 763096 TASK 289 WAITING default FIRST_RESOURCES {}
1681347192371231 763096 TASK 290 WAITING default FIRST_RESOURCES {}
1681347192371252 763096 TASK 291 WAITING default FIRST_RESOURCES {}
1681347192371274 763096 TASK 292 WAITING default FIRST_RESOURCES {}
1681347192371296 763096 TASK 293 WAITING default FIRST_RESOURCES {}
1681347192371318 763096 TASK 294 WAITING default FIRST_RESOURCES {}
1681347192371344 763096 TASK 295 WAITING default FIRST_RESOURCES {}
1681347192371366 763096 TASK 296 WAITING default FIRST_RESOURCES {}
1681347192371388 763096 TASK 297 WAITING default FIRST_RESOURCES {}
1681347192371407 763096 TASK 298 WAITING default FIRST_RESOURCES {}
1681347192371430 763096 TASK 299 WAITING default FIRST_RESOURCES {}
1681347192371451 763096 TASK 300 WAITING default FIRST_RESOURCES {}
1681347192371473 763096 TASK 301 WAITING default FIRST_RESOURCES {}
1681347192371492 763096 TASK 302 WAITING default FIRST_RESOURCES {}
1681347192371512 763096 TASK 303 WAITING default FIRST_RESOURCES {}
1681347192371536 763096 TASK 304 WAITING default FIRST_RESOURCES {}
1681347192371557 763096 TASK 305 WAITING default FIRST_RESOURCES {}
1681347192371576 763096 TASK 306 WAITING default FIRST_RESOURCES {}
1681347192371598 763096 TASK 307 WAITING default FIRST_RESOURCES {}
1681347192371621 763096 TASK 308 WAITING default FIRST_RESOURCES {}
1681347192371647 763096 TASK 309 WAITING default FIRST_RESOURCES {}
1681347192371666 763096 TASK 310 WAITING default FIRST_RESOURCES {}
1681347192371687 763096 TASK 311 WAITING default FIRST_RESOURCES {}
1681347192371709 763096 TASK 312 WAITING default FIRST_RESOURCES {}
1681347192371733 763096 TASK 313 WAITING default FIRST_RESOURCES {}
1681347192371752 763096 TASK 314 WAITING default FIRST_RESOURCES {}
1681347192371774 763096 TASK 315 WAITING default FIRST_RESOURCES {}
1681347192371795 763096 TASK 316 WAITING default FIRST_RESOURCES {}
1681347192371818 763096 TASK 317 WAITING default FIRST_RESOURCES {}
1681347192371848 763096 TASK 318 WAITING default FIRST_RESOURCES {}
1681347192371869 763096 TASK 319 WAITING default FIRST_RESOURCES {}
1681347192371890 763096 TASK 320 WAITING default FIRST_RESOURCES {}
1681347192371911 763096 TASK 321 WAITING default FIRST_RESOURCES {}
1681347192371929 763096 TASK 322 WAITING default FIRST_RESOURCES {}
1681347192371962 763096 TASK 323 WAITING default FIRST_RESOURCES {}
1681347192371985 763096 TASK 324 WAITING default FIRST_RESOURCES {}
1681347192372006 763096 TASK 325 WAITING default FIRST_RESOURCES {}
1681347192372026 763096 TASK 326 WAITING default FIRST_RESOURCES {}
1681347192372048 763096 TASK 327 WAITING default FIRST_RESOURCES {}
1681347192372070 763096 TASK 328 WAITING default FIRST_RESOURCES {}
1681347192372091 763096 TASK 329 WAITING default FIRST_RESOURCES {}
1681347192372110 763096 TASK 330 WAITING default FIRST_RESOURCES {}
1681347192372132 763096 TASK 331 WAITING default FIRST_RESOURCES {}
1681347192372153 763096 TASK 332 WAITING default FIRST_RESOURCES {}
1681347192372175 763096 TASK 333 WAITING default FIRST_RESOURCES {}
1681347192372194 763096 TASK 334 WAITING default FIRST_RESOURCES {}
1681347192372216 763096 TASK 335 WAITING default FIRST_RESOURCES {}
1681347192372241 763096 TASK 336 WAITING default FIRST_RESOURCES {}
1681347192372262 763096 TASK 337 WAITING default FIRST_RESOURCES {}
1681347192372282 763096 TASK 338 WAITING default FIRST_RESOURCES {}
1681347192372303 763096 TASK 339 WAITING default FIRST_RESOURCES {}
1681347192372328 763096 TASK 340 WAITING default FIRST_RESOURCES {}
1681347192372348 763096 TASK 341 WAITING default FIRST_RESOURCES {}
1681347192372370 763096 TASK 342 WAITING default FIRST_RESOURCES {}
1681347192372391 763096 TASK 343 WAITING default FIRST_RESOURCES {}
1681347192372414 763096 TASK 344 WAITING default FIRST_RESOURCES {}
1681347192372434 763096 TASK 345 WAITING default FIRST_RESOURCES {}
1681347192372459 763096 TASK 346 WAITING default FIRST_RESOURCES {}
1681347192372481 763096 TASK 347 WAITING default FIRST_RESOURCES {}
1681347192372503 763096 TASK 348 WAITING default FIRST_RESOURCES {}
1681347192372522 763096 TASK 349 WAITING default FIRST_RESOURCES {}
1681347192372543 763096 TASK 350 WAITING default FIRST_RESOURCES {}
1681347192372564 763096 TASK 351 WAITING default FIRST_RESOURCES {}
1681347192372586 763096 TASK 352 WAITING default FIRST_RESOURCES {}
1681347192372605 763096 TASK 353 WAITING default FIRST_RESOURCES {}
1681347192372626 763096 TASK 354 WAITING default FIRST_RESOURCES {}
1681347192372671 763096 TASK 355 WAITING default FIRST_RESOURCES {}
1681347192372703 763096 TASK 356 WAITING default FIRST_RESOURCES {}
1681347192372722 763096 TASK 357 WAITING default FIRST_RESOURCES {}
1681347192372746 763096 TASK 358 WAITING default FIRST_RESOURCES {}
1681347192372768 763096 TASK 359 WAITING default FIRST_RESOURCES {}
1681347192372790 763096 TASK 360 WAITING default FIRST_RESOURCES {}
1681347192372808 763096 TASK 361 WAITING default FIRST_RESOURCES {}
1681347192372829 763096 TASK 362 WAITING default FIRST_RESOURCES {}
