# time manager_pid MANAGER START|END
# time manager_pid WORKER worker_id host:port CONNECTION
# time manager_pid WORKER worker_id host:port DISCONNECTION (UNKNOWN|IDLE_OUT|FAST_ABORT|FAILURE|STATUS_WORKER|EXPLICIT
# time manager_pid WORKER worker_id RESOURCES {resources}
# time manager_pid CATEGORY name MAX {resources_max_per_task}
# time manager_pid CATEGORY name MIN {resources_min_per_task_per_worker}
# time manager_pid CATEGORY name FIRST (FIXED|MAX|MIN_WASTE|MAX_THROUGHPUT) {resources_requested}
# time manager_pid TASK taskid WAITING category_name (FIRST_RESOURCES|MAX_RESOURCES) {resources_requested}
# time manager_pid TASK taskid RUNNING worker_address (FIRST_RESOURCES|MAX_RESOURCES) {resources_allocated}
# time manager_pid TASK taskid WAITING_RETRIEVAL worker_address
# time manager_pid TASK taskid (RETRIEVED|DONE) (SUCCESS|SIGNAL|END_TIME|FORSAKEN|MAX_RETRIES|MAX_WALLTIME|UNKNOWN|RESOURCE_EXHAUSTION) exit_code {limits_exceeded} {resources_measured}
# time manager_pid TRANSFER (INPUT|OUTPUT) taskid cache_flag sizeinmb walltime filename

1680802931786886 529018 MANAGER START
1680802931790880 529018 CATEGORY default MAX {}
1680802931790910 529018 CATEGORY default MIN {}
1680802931790929 529018 CATEGORY default FIRST MAX_THROUGHPUT {}
1680802931794995 529018 TASK 144 WAITING default FIRST_RESOURCES {}
1680802931795018 529018 TASK 145 WAITING default FIRST_RESOURCES {}
1680802931795042 529018 TASK 146 WAITING default FIRST_RESOURCES {}
1680802931795066 529018 TASK 147 WAITING default FIRST_RESOURCES {}
1680802931795090 529018 TASK 148 WAITING default FIRST_RESOURCES {}
1680802931795113 529018 TASK 149 WAITING default FIRST_RESOURCES {}
1680802931795137 529018 TASK 150 WAITING default FIRST_RESOURCES {}
1680802931795163 529018 TASK 151 WAITING default FIRST_RESOURCES {}
1680802931795188 529018 TASK 152 WAITING default FIRST_RESOURCES {}
1680802931795211 529018 TASK 153 WAITING default FIRST_RESOURCES {}
1680802931795235 529018 TASK 154 WAITING default FIRST_RESOURCES {}
1680802931795260 529018 TASK 155 WAITING default FIRST_RESOURCES {}
1680802931795284 529018 TASK 156 WAITING default FIRST_RESOURCES {}
1680802931795307 529018 TASK 157 WAITING default FIRST_RESOURCES {}
1680802931795332 529018 TASK 158 WAITING default FIRST_RESOURCES {}
1680802931795356 529018 TASK 159 WAITING default FIRST_RESOURCES {}
1680802931795379 529018 TASK 160 WAITING default FIRST_RESOURCES {}
1680802931795403 529018 TASK 161 WAITING default FIRST_RESOURCES {}
1680802931795427 529018 TASK 162 WAITING default FIRST_RESOURCES {}
1680802931795452 529018 TASK 163 WAITING default FIRST_RESOURCES {}
1680802931795475 529018 TASK 164 WAITING default FIRST_RESOURCES {}
1680802931795502 529018 TASK 165 WAITING default FIRST_RESOURCES {}
1680802931795527 529018 TASK 166 WAITING default FIRST_RESOURCES {}
1680802931795552 529018 TASK 167 WAITING default FIRST_RESOURCES {}
1680802931795574 529018 TASK 168 WAITING default FIRST_RESOURCES {}
1680802931795615 529018 TASK 169 WAITING default FIRST_RESOURCES {}
1680802931795662 529018 TASK 170 WAITING default FIRST_RESOURCES {}
1680802931795691 529018 TASK 171 WAITING default FIRST_RESOURCES {}
1680802931795717 529018 TASK 172 WAITING default FIRST_RESOURCES {}
1680802931795745 529018 TASK 173 WAITING default FIRST_RESOURCES {}
1680802931795773 529018 TASK 174 WAITING default FIRST_RESOURCES {}
1680802931795801 529018 TASK 175 WAITING default FIRST_RESOURCES {}
1680802931795827 529018 TASK 176 WAITING default FIRST_RESOURCES {}
1680802931795854 529018 TASK 177 WAITING default FIRST_RESOURCES {}
1680802931795883 529018 TASK 178 WAITING default FIRST_RESOURCES {}
1680802931795910 529018 TASK 179 WAITING default FIRST_RESOURCES {}
1680802931795959 529018 TASK 180 WAITING default FIRST_RESOURCES {}
1680802931795996 529018 TASK 181 WAITING default FIRST_RESOURCES {}
1680802931796025 529018 TASK 182 WAITING default FIRST_RESOURCES {}
1680802931796050 529018 TASK 183 WAITING default FIRST_RESOURCES {}
1680802931796073 529018 TASK 184 WAITING default FIRST_RESOURCES {}
1680802931796098 529018 TASK 185 WAITING default FIRST_RESOURCES {}
1680802931796122 529018 TASK 186 WAITING default FIRST_RESOURCES {}
1680802931796147 529018 TASK 187 WAITING default FIRST_RESOURCES {}
1680802931796170 529018 TASK 188 WAITING default FIRST_RESOURCES {}
1680802931796194 529018 TASK 189 WAITING default FIRST_RESOURCES {}
1680802931796221 529018 TASK 190 WAITING default FIRST_RESOURCES {}
1680802931796246 529018 TASK 191 WAITING default FIRST_RESOURCES {}
1680802931796305 529018 TASK 192 WAITING default FIRST_RESOURCES {}
1680802931796330 529018 TASK 193 WAITING default FIRST_RESOURCES {}
1680802931796353 529018 TASK 194 WAITING default FIRST_RESOURCES {}
1680802931796378 529018 TASK 195 WAITING default FIRST_RESOURCES {}
1680802931796401 529018 TASK 196 WAITING default FIRST_RESOURCES {}
1680802931796426 529018 TASK 197 WAITING default FIRST_RESOURCES {}
1680802931796450 529018 TASK 198 WAITING default FIRST_RESOURCES {}
1680802931796473 529018 TASK 199 WAITING default FIRST_RESOURCES {}
1680802931796498 529018 TASK 200 WAITING default FIRST_RESOURCES {}
1680802931796522 529018 TASK 201 WAITING default FIRST_RESOURCES {}
1680802931796545 529018 TASK 202 WAITING default FIRST_RESOURCES {}
1680802931796569 529018 TASK 203 WAITING default FIRST_RESOURCES {}
1680802931796594 529018 TASK 204 WAITING default FIRST_RESOURCES {}
1680802931796617 529018 TASK 205 WAITING default FIRST_RESOURCES {}
1680802931796660 529018 TASK 206 WAITING default FIRST_RESOURCES {}
1680802931796689 529018 TASK 207 WAITING default FIRST_RESOURCES {}
1680802931796715 529018 TASK 208 WAITING default FIRST_RESOURCES {}
1680802931796744 529018 TASK 209 WAITING default FIRST_RESOURCES {}
1680802931796773 529018 TASK 210 WAITING default FIRST_RESOURCES {}
1680802931796805 529018 TASK 211 WAITING default FIRST_RESOURCES {}
1680802931796832 529018 TASK 212 WAITING default FIRST_RESOURCES {}
1680802931796859 529018 TASK 213 WAITING default FIRST_RESOURCES {}
1680802931796887 529018 TASK 214 WAITING default FIRST_RESOURCES {}
1680802931796915 529018 TASK 215 WAITING default FIRST_RESOURCES {}
1680802931796952 529018 TASK 216 WAITING default FIRST_RESOURCES {}
1680802931796989 529018 TASK 217 WAITING default FIRST_RESOURCES {}
1680802931797015 529018 TASK 218 WAITING default FIRST_RESOURCES {}
1680802931797041 529018 TASK 219 WAITING default FIRST_RESOURCES {}
1680802931797065 529018 TASK 220 WAITING default FIRST_RESOURCES {}
1680802931797091 529018 TASK 221 WAITING default FIRST_RESOURCES {}
1680802931797117 529018 TASK 222 WAITING default FIRST_RESOURCES {}
1680802931797164 529018 TASK 223 WAITING default FIRST_RESOURCES {}
1680802931797190 529018 TASK 224 WAITING default FIRST_RESOURCES {}
1680802931797218 529018 TASK 225 WAITING default FIRST_RESOURCES {}
1680802931797248 529018 TASK 226 WAITING default FIRST_RESOURCES {}
1680802931797272 529018 TASK 227 WAITING default FIRST_RESOURCES {}
1680802931797298 529018 TASK 228 WAITING default FIRST_RESOURCES {}
1680802931797324 529018 TASK 229 WAITING default FIRST_RESOURCES {}
1680802931797349 529018 TASK 230 WAITING default FIRST_RESOURCES {}
1680802931797372 529018 TASK 231 WAITING default FIRST_RESOURCES {}
1680802931797396 529018 TASK 232 WAITING default FIRST_RESOURCES {}
1680802931797421 529018 TASK 233 WAITING default FIRST_RESOURCES {}
1680802931797446 529018 TASK 234 WAITING default FIRST_RESOURCES {}
1680802931797469 529018 TASK 235 WAITING default FIRST_RESOURCES {}
1680802931797494 529018 TASK 236 WAITING default FIRST_RESOURCES {}
1680802931797519 529018 TASK 237 WAITING default FIRST_RESOURCES {}
1680802931797544 529018 TASK 238 WAITING default FIRST_RESOURCES {}
1680802931797567 529018 TASK 239 WAITING default FIRST_RESOURCES {}
1680802931797591 529018 TASK 240 WAITING default FIRST_RESOURCES {}
1680802931797616 529018 TASK 241 WAITING default FIRST_RESOURCES {}
1680802931797665 529018 TASK 242 WAITING default FIRST_RESOURCES {}
1680802931797692 529018 TASK 243 WAITING default FIRST_RESOURCES {}
1680802931797720 529018 TASK 244 WAITING default FIRST_RESOURCES {}
1680802931797749 529018 TASK 245 WAITING default FIRST_RESOURCES {}
1680802931797777 529018 TASK 246 WAITING default FIRST_RESOURCES {}
1680802931797803 529018 TASK 247 WAITING default FIRST_RESOURCES {}
1680802931797832 529018 TASK 248 WAITING default FIRST_RESOURCES {}
1680802931797861 529018 TASK 249 WAITING default FIRST_RESOURCES {}
1680802931797888 529018 TASK 250 WAITING default FIRST_RESOURCES {}
1680802931797914 529018 TASK 251 WAITING default FIRST_RESOURCES {}
1680802931797965 529018 TASK 252 WAITING default FIRST_RESOURCES {}
1680802931798007 529018 TASK 253 WAITING default FIRST_RESOURCES {}
1680802931798035 529018 TASK 254 WAITING default FIRST_RESOURCES {}
1680802931798060 529018 TASK 255 WAITING default FIRST_RESOURCES {}
1680802931798086 529018 TASK 256 WAITING default FIRST_RESOURCES {}
1680802931798112 529018 TASK 257 WAITING default FIRST_RESOURCES {}
1680802931798138 529018 TASK 258 WAITING default FIRST_RESOURCES {}
1680802931798163 529018 TASK 259 WAITING default FIRST_RESOURCES {}
1680802931798189 529018 TASK 260 WAITING default FIRST_RESOURCES {}
1680802931798215 529018 TASK 261 WAITING default FIRST_RESOURCES {}
1680802931798242 529018 TASK 262 WAITING default FIRST_RESOURCES {}
1680802931798266 529018 TASK 263 WAITING default FIRST_RESOURCES {}
1680802931798292 529018 TASK 264 WAITING default FIRST_RESOURCES {}
1680802931798331 529018 TASK 265 WAITING default FIRST_RESOURCES {}
1680802931798356 529018 TASK 266 WAITING default FIRST_RESOURCES {}
1680802931798379 529018 TASK 267 WAITING default FIRST_RESOURCES {}
1680802931798405 529018 TASK 268 WAITING default FIRST_RESOURCES {}
1680802931798433 529018 TASK 269 WAITING default FIRST_RESOURCES {}
1680802931798459 529018 TASK 270 WAITING default FIRST_RESOURCES {}
1680802931798482 529018 TASK 271 WAITING default FIRST_RESOURCES {}
1680802931798506 529018 TASK 272 WAITING default FIRST_RESOURCES {}
1680802931798532 529018 TASK 273 WAITING default FIRST_RESOURCES {}
1680802931798557 529018 TASK 274 WAITING default FIRST_RESOURCES {}
1680802931798580 529018 TASK 275 WAITING default FIRST_RESOURCES {}
1680802931798604 529018 TASK 276 WAITING default FIRST_RESOURCES {}
1680802931798654 529018 TASK 277 WAITING default FIRST_RESOURCES {}
1680802931798684 529018 TASK 278 WAITING default FIRST_RESOURCES {}
1680802931798710 529018 TASK 279 WAITING default FIRST_RESOURCES {}
1680802931798738 529018 TASK 280 WAITING default FIRST_RESOURCES {}
1680802931798766 529018 TASK 281 WAITING default FIRST_RESOURCES {}
1680802931798794 529018 TASK 282 WAITING default FIRST_RESOURCES {}
1680802931798820 529018 TASK 283 WAITING default FIRST_RESOURCES {}
1680802931798848 529018 TASK 284 WAITING default FIRST_RESOURCES {}
1680802931798876 529018 TASK 285 WAITING default FIRST_RESOURCES {}
1680802931798918 529018 TASK 286 WAITING default FIRST_RESOURCES {}
1680802931798969 529018 TASK 287 WAITING default FIRST_RESOURCES {}
1680802931798994 529018 TASK 288 WAITING default FIRST_RESOURCES {}
1680802931799019 529018 TASK 289 WAITING default FIRST_RESOURCES {}
1680802931799042 529018 TASK 290 WAITING default FIRST_RESOURCES {}
1680802931799067 529018 TASK 291 WAITING default FIRST_RESOURCES {}
1680802931799092 529018 TASK 292 WAITING default FIRST_RESOURCES {}
1680802931799117 529018 TASK 293 WAITING default FIRST_RESOURCES {}
1680802931799156 529018 TASK 294 WAITING default FIRST_RESOURCES {}
1680802931799183 529018 TASK 295 WAITING default FIRST_RESOURCES {}
1680802931799209 529018 TASK 296 WAITING default FIRST_RESOURCES {}
1680802931799235 529018 TASK 297 WAITING default FIRST_RESOURCES {}
1680802931799275 529018 TASK 298 WAITING default FIRST_RESOURCES {}
1680802931799300 529018 TASK 299 WAITING default FIRST_RESOURCES {}
1680802931799326 529018 TASK 300 WAITING default FIRST_RESOURCES {}
1680802931799352 529018 TASK 301 WAITING default FIRST_RESOURCES {}
1680802931799377 529018 TASK 302 WAITING default FIRST_RESOURCES {}
1680802931799402 529018 TASK 303 WAITING default FIRST_RESOURCES {}
1680802931799428 529018 TASK 304 WAITING default FIRST_RESOURCES {}
1680802931799455 529018 TASK 305 WAITING default FIRST_RESOURCES {}
1680802931799489 529018 TASK 306 WAITING default FIRST_RESOURCES {}
1680802931799515 529018 TASK 307 WAITING default FIRST_RESOURCES {}
1680802931799540 529018 TASK 308 WAITING default FIRST_RESOURCES {}
1680802931799565 529018 TASK 309 WAITING default FIRST_RESOURCES {}
1680802931799588 529018 TASK 310 WAITING default FIRST_RESOURCES {}
1680802931799613 529018 TASK 311 WAITING default FIRST_RESOURCES {}
1680802931799657 529018 TASK 312 WAITING default FIRST_RESOURCES {}
1680802931799690 529018 TASK 313 WAITING default FIRST_RESOURCES {}
1680802931799717 529018 TASK 314 WAITING default FIRST_RESOURCES {}
1680802931799744 529018 TASK 315 WAITING default FIRST_RESOURCES {}
1680802931799772 529018 TASK 316 WAITING default FIRST_RESOURCES {}
1680802931799801 529018 TASK 317 WAITING default FIRST_RESOURCES {}
1680802931799827 529018 TASK 318 WAITING default FIRST_RESOURCES {}
1680802931799854 529018 TASK 319 WAITING default FIRST_RESOURCES {}
1680802931799883 529018 TASK 320 WAITING default FIRST_RESOURCES {}
1680802931799911 529018 TASK 321 WAITING default FIRST_RESOURCES {}
1680802931799945 529018 TASK 322 WAITING default FIRST_RESOURCES {}
1680802931799969 529018 TASK 323 WAITING default FIRST_RESOURCES {}
1680802931799994 529018 TASK 324 WAITING default FIRST_RESOURCES {}
1680802931800018 529018 TASK 325 WAITING default FIRST_RESOURCES {}
1680802931800042 529018 TASK 326 WAITING default FIRST_RESOURCES {}
1680802931800080 529018 TASK 327 WAITING default FIRST_RESOURCES {}
1680802931800107 529018 TASK 328 WAITING default FIRST_RESOURCES {}
1680802931800134 529018 TASK 329 WAITING default FIRST_RESOURCES {}
1680802931800158 529018 TASK 330 WAITING default FIRST_RESOURCES {}
1680802931800184 529018 TASK 331 WAITING default FIRST_RESOURCES {}
1680802931800210 529018 TASK 332 WAITING default FIRST_RESOURCES {}
1680802931800236 529018 TASK 333 WAITING default FIRST_RESOURCES {}
1680802931800260 529018 TASK 334 WAITING default FIRST_RESOURCES {}
1680802931800286 529018 TASK 335 WAITING default FIRST_RESOURCES {}
1680802931800328 529018 TASK 336 WAITING default FIRST_RESOURCES {}
1680802931800356 529018 TASK 337 WAITING default FIRST_RESOURCES {}
1680802931800380 529018 TASK 338 WAITING default FIRST_RESOURCES {}
1680802931800407 529018 TASK 339 WAITING default FIRST_RESOURCES {}
1680802931800434 529018 TASK 340 WAITING default FIRST_RESOURCES {}
1680802931800461 529018 TASK 341 WAITING default FIRST_RESOURCES {}
1680802931800486 529018 TASK 342 WAITING default FIRST_RESOURCES {}
1680802931800513 529018 TASK 343 WAITING default FIRST_RESOURCES {}
1680802931800540 529018 TASK 344 WAITING default FIRST_RESOURCES {}
1680802931800566 529018 TASK 345 WAITING default FIRST_RESOURCES {}
1680802931800598 529018 TASK 346 WAITING default FIRST_RESOURCES {}
1680802931800642 529018 TASK 347 WAITING default FIRST_RESOURCES {}
1680802931800677 529018 TASK 348 WAITING default FIRST_RESOURCES {}
1680802931800705 529018 TASK 349 WAITING default FIRST_RESOURCES {}
1680802931800733 529018 TASK 350 WAITING default FIRST_RESOURCES {}
1680802931800761 529018 TASK 351 WAITING default FIRST_RESOURCES {}
1680802931800789 529018 TASK 352 WAITING default FIRST_RESOURCES {}
1680802931800814 529018 TASK 353 WAITING default FIRST_RESOURCES {}
1680802931800842 529018 TASK 354 WAITING default FIRST_RESOURCES {}
1680802931800870 529018 TASK 355 WAITING default FIRST_RESOURCES {}
1680802931800898 529018 TASK 356 WAITING default FIRST_RESOURCES {}
1680802931800934 529018 TASK 357 WAITING default FIRST_RESOURCES {}
1680802931800962 529018 TASK 358 WAITING default FIRST_RESOURCES {}
1680802931800988 529018 TASK 359 WAITING default FIRST_RESOURCES {}
1680802931801025 529018 TASK 360 WAITING default FIRST_RESOURCES {}
1680802931801049 529018 TASK 361 WAITING default FIRST_RESOURCES {}
