# time manager_pid MANAGER START|END
# time manager_pid WORKER worker_id host:port CONNECTION
# time manager_pid WORKER worker_id host:port DISCONNECTION (UNKNOWN|IDLE_OUT|FAST_ABORT|FAILURE|STATUS_WORKER|EXPLICIT
# time manager_pid WORKER worker_id RESOURCES {resources}
# time manager_pid CATEGORY name MAX {resources_max_per_task}
# time manager_pid CATEGORY name MIN {resources_min_per_task_per_worker}
# time manager_pid CATEGORY name FIRST (FIXED|MAX|MIN_WASTE|MAX_THROUGHPUT) {resources_requested}
# time manager_pid TASK taskid WAITING category_name (FIRST_RESOURCES|MAX_RESOURCES) {resources_requested}
# time manager_pid TASK taskid RUNNING worker_address (FIRST_RESOURCES|MAX_RESOURCES) {resources_allocated}
# time manager_pid TASK taskid WAITING_RETRIEVAL worker_address
# time manager_pid TASK taskid (RETRIEVED|DONE) (SUCCESS|SIGNAL|END_TIME|FORSAKEN|MAX_RETRIES|MAX_WALLTIME|UNKNOWN|RESOURCE_EXHAUSTION) exit_code {limits_exceeded} {resources_measured}
# time manager_pid TRANSFER (INPUT|OUTPUT) taskid cache_flag sizeinmb walltime filename

1680726256253887 330513 MANAGER START
1680726256258240 330513 CATEGORY default MAX {}
1680726256258254 330513 CATEGORY default MIN {}
1680726256258260 330513 CATEGORY default FIRST MIN_WASTE {}
1680726256262174 330513 TASK 41 WAITING default FIRST_RESOURCES {}
1680726256262202 330513 TASK 42 WAITING default FIRST_RESOURCES {}
1680726256262237 330513 TASK 43 WAITING default FIRST_RESOURCES {}
1680726256262268 330513 TASK 44 WAITING default FIRST_RESOURCES {}
1680726256262296 330513 TASK 45 WAITING default FIRST_RESOURCES {}
1680726256262324 330513 TASK 46 WAITING default FIRST_RESOURCES {}
1680726256262352 330513 TASK 47 WAITING default FIRST_RESOURCES {}
1680726256262377 330513 TASK 48 WAITING default FIRST_RESOURCES {}
1680726256262407 330513 TASK 49 WAITING default FIRST_RESOURCES {}
1680726256262433 330513 TASK 50 WAITING default FIRST_RESOURCES {}
1680726256262458 330513 TASK 51 WAITING default FIRST_RESOURCES {}
1680726256262487 330513 TASK 52 WAITING default FIRST_RESOURCES {}
1680726256262516 330513 TASK 53 WAITING default FIRST_RESOURCES {}
1680726256262541 330513 TASK 54 WAITING default FIRST_RESOURCES {}
1680726256262569 330513 TASK 55 WAITING default FIRST_RESOURCES {}
1680726256262597 330513 TASK 56 WAITING default FIRST_RESOURCES {}
1680726256262647 330513 TASK 57 WAITING default FIRST_RESOURCES {}
1680726256262676 330513 TASK 58 WAITING default FIRST_RESOURCES {}
1680726256262705 330513 TASK 59 WAITING default FIRST_RESOURCES {}
1680726256262733 330513 TASK 60 WAITING default FIRST_RESOURCES {}
1680726256262759 330513 TASK 61 WAITING default FIRST_RESOURCES {}
1680726256262784 330513 TASK 62 WAITING default FIRST_RESOURCES {}
1680726256262812 330513 TASK 63 WAITING default FIRST_RESOURCES {}
1680726256262839 330513 TASK 64 WAITING default FIRST_RESOURCES {}
1680726256262867 330513 TASK 65 WAITING default FIRST_RESOURCES {}
1680726256262893 330513 TASK 66 WAITING default FIRST_RESOURCES {}
1680726256262920 330513 TASK 67 WAITING default FIRST_RESOURCES {}
1680726256262948 330513 TASK 68 WAITING default FIRST_RESOURCES {}
1680726256262976 330513 TASK 69 WAITING default FIRST_RESOURCES {}
1680726256263001 330513 TASK 70 WAITING default FIRST_RESOURCES {}
1680726256263030 330513 TASK 71 WAITING default FIRST_RESOURCES {}
1680726256263055 330513 TASK 72 WAITING default FIRST_RESOURCES {}
1680726256263085 330513 TASK 73 WAITING default FIRST_RESOURCES {}
1680726256263111 330513 TASK 74 WAITING default FIRST_RESOURCES {}
1680726256263138 330513 TASK 75 WAITING default FIRST_RESOURCES {}
1680726256263165 330513 TASK 76 WAITING default FIRST_RESOURCES {}
1680726256263202 330513 TASK 77 WAITING default FIRST_RESOURCES {}
1680726256263230 330513 TASK 78 WAITING default FIRST_RESOURCES {}
1680726256263258 330513 TASK 79 WAITING default FIRST_RESOURCES {}
1680726256263287 330513 TASK 80 WAITING default FIRST_RESOURCES {}
1680726256263315 330513 TASK 81 WAITING default FIRST_RESOURCES {}
1680726256263341 330513 TASK 82 WAITING default FIRST_RESOURCES {}
1680726256263370 330513 TASK 83 WAITING default FIRST_RESOURCES {}
1680726256263398 330513 TASK 84 WAITING default FIRST_RESOURCES {}
1680726256263430 330513 TASK 85 WAITING default FIRST_RESOURCES {}
1680726256263456 330513 TASK 86 WAITING default FIRST_RESOURCES {}
1680726256263484 330513 TASK 87 WAITING default FIRST_RESOURCES {}
1680726256263512 330513 TASK 88 WAITING default FIRST_RESOURCES {}
1680726256263540 330513 TASK 89 WAITING default FIRST_RESOURCES {}
1680726256263566 330513 TASK 90 WAITING default FIRST_RESOURCES {}
1680726256263593 330513 TASK 91 WAITING default FIRST_RESOURCES {}
1680726256263626 330513 TASK 92 WAITING default FIRST_RESOURCES {}
1680726256263653 330513 TASK 93 WAITING default FIRST_RESOURCES {}
1680726256263679 330513 TASK 94 WAITING default FIRST_RESOURCES {}
1680726256263710 330513 TASK 95 WAITING default FIRST_RESOURCES {}
1680726256263741 330513 TASK 96 WAITING default FIRST_RESOURCES {}
1680726256263788 330513 TASK 97 WAITING default FIRST_RESOURCES {}
1680726256263817 330513 TASK 98 WAITING default FIRST_RESOURCES {}
1680726256263845 330513 TASK 99 WAITING default FIRST_RESOURCES {}
1680726256263871 330513 TASK 100 WAITING default FIRST_RESOURCES {}
1680726256263912 330513 TASK 101 WAITING default FIRST_RESOURCES {}
1680726256263939 330513 TASK 102 WAITING default FIRST_RESOURCES {}
1680726256263967 330513 TASK 103 WAITING default FIRST_RESOURCES {}
1680726256263999 330513 TASK 104 WAITING default FIRST_RESOURCES {}
1680726256264028 330513 TASK 105 WAITING default FIRST_RESOURCES {}
1680726256264057 330513 TASK 106 WAITING default FIRST_RESOURCES {}
1680726256264085 330513 TASK 107 WAITING default FIRST_RESOURCES {}
1680726256264113 330513 TASK 108 WAITING default FIRST_RESOURCES {}
1680726256264139 330513 TASK 109 WAITING default FIRST_RESOURCES {}
1680726256264167 330513 TASK 110 WAITING default FIRST_RESOURCES {}
1680726256264195 330513 TASK 111 WAITING default FIRST_RESOURCES {}
1680726256264223 330513 TASK 112 WAITING default FIRST_RESOURCES {}
1680726256264261 330513 TASK 113 WAITING default FIRST_RESOURCES {}
1680726256264294 330513 TASK 114 WAITING default FIRST_RESOURCES {}
1680726256264323 330513 TASK 115 WAITING default FIRST_RESOURCES {}
1680726256264351 330513 TASK 116 WAITING default FIRST_RESOURCES {}
1680726256264377 330513 TASK 117 WAITING default FIRST_RESOURCES {}
1680726256264404 330513 TASK 118 WAITING default FIRST_RESOURCES {}
1680726256264433 330513 TASK 119 WAITING default FIRST_RESOURCES {}
1680726256264461 330513 TASK 120 WAITING default FIRST_RESOURCES {}
1680726256264487 330513 TASK 121 WAITING default FIRST_RESOURCES {}
1680726256264515 330513 TASK 122 WAITING default FIRST_RESOURCES {}
1680726256264542 330513 TASK 123 WAITING default FIRST_RESOURCES {}
1680726256264570 330513 TASK 124 WAITING default FIRST_RESOURCES {}
1680726256264596 330513 TASK 125 WAITING default FIRST_RESOURCES {}
1680726256264662 330513 TASK 126 WAITING default FIRST_RESOURCES {}
1680726256264698 330513 TASK 127 WAITING default FIRST_RESOURCES {}
1680726256264727 330513 TASK 128 WAITING default FIRST_RESOURCES {}
1680726256264753 330513 TASK 129 WAITING default FIRST_RESOURCES {}
1680726256264782 330513 TASK 130 WAITING default FIRST_RESOURCES {}
1680726256264810 330513 TASK 131 WAITING default FIRST_RESOURCES {}
1680726256264838 330513 TASK 132 WAITING default FIRST_RESOURCES {}
1680726256264864 330513 TASK 133 WAITING default FIRST_RESOURCES {}
1680726256264893 330513 TASK 134 WAITING default FIRST_RESOURCES {}
1680726256264921 330513 TASK 135 WAITING default FIRST_RESOURCES {}
1680726256264949 330513 TASK 136 WAITING default FIRST_RESOURCES {}
1680726256264975 330513 TASK 137 WAITING default FIRST_RESOURCES {}
1680726256265006 330513 TASK 138 WAITING default FIRST_RESOURCES {}
1680726256265035 330513 TASK 139 WAITING default FIRST_RESOURCES {}
1680726256265064 330513 TASK 140 WAITING default FIRST_RESOURCES {}
1680726256265089 330513 TASK 141 WAITING default FIRST_RESOURCES {}
1680726256265117 330513 TASK 142 WAITING default FIRST_RESOURCES {}
1680726256265144 330513 TASK 143 WAITING default FIRST_RESOURCES {}
1680726256265172 330513 TASK 144 WAITING default FIRST_RESOURCES {}
1680726256265198 330513 TASK 145 WAITING default FIRST_RESOURCES {}
1680726256265225 330513 TASK 146 WAITING default FIRST_RESOURCES {}
1680726256265252 330513 TASK 147 WAITING default FIRST_RESOURCES {}
1680726256265281 330513 TASK 148 WAITING default FIRST_RESOURCES {}
1680726256265306 330513 TASK 149 WAITING default FIRST_RESOURCES {}
1680726256265334 330513 TASK 150 WAITING default FIRST_RESOURCES {}
1680726256265361 330513 TASK 151 WAITING default FIRST_RESOURCES {}
1680726256265389 330513 TASK 152 WAITING default FIRST_RESOURCES {}
1680726256265415 330513 TASK 153 WAITING default FIRST_RESOURCES {}
1680726256265444 330513 TASK 154 WAITING default FIRST_RESOURCES {}
1680726256265472 330513 TASK 155 WAITING default FIRST_RESOURCES {}
1680726256265500 330513 TASK 156 WAITING default FIRST_RESOURCES {}
1680726256265526 330513 TASK 157 WAITING default FIRST_RESOURCES {}
1680726256265554 330513 TASK 158 WAITING default FIRST_RESOURCES {}
1680726256265582 330513 TASK 159 WAITING default FIRST_RESOURCES {}
1680726256265608 330513 TASK 160 WAITING default FIRST_RESOURCES {}
1680726256265643 330513 TASK 161 WAITING default FIRST_RESOURCES {}
1680726256265672 330513 TASK 162 WAITING default FIRST_RESOURCES {}
1680726256265700 330513 TASK 163 WAITING default FIRST_RESOURCES {}
1680726256265726 330513 TASK 164 WAITING default FIRST_RESOURCES {}
1680726256265758 330513 TASK 165 WAITING default FIRST_RESOURCES {}
1680726256265786 330513 TASK 166 WAITING default FIRST_RESOURCES {}
1680726256265815 330513 TASK 167 WAITING default FIRST_RESOURCES {}
1680726256265841 330513 TASK 168 WAITING default FIRST_RESOURCES {}
1680726256265872 330513 TASK 169 WAITING default FIRST_RESOURCES {}
1680726256265900 330513 TASK 170 WAITING default FIRST_RESOURCES {}
1680726256265928 330513 TASK 171 WAITING default FIRST_RESOURCES {}
1680726256265961 330513 TASK 172 WAITING default FIRST_RESOURCES {}
1680726256265990 330513 TASK 173 WAITING default FIRST_RESOURCES {}
1680726256266018 330513 TASK 174 WAITING default FIRST_RESOURCES {}
1680726256266046 330513 TASK 175 WAITING default FIRST_RESOURCES {}
1680726256266071 330513 TASK 176 WAITING default FIRST_RESOURCES {}
1680726256266100 330513 TASK 177 WAITING default FIRST_RESOURCES {}
1680726256266128 330513 TASK 178 WAITING default FIRST_RESOURCES {}
1680726256266155 330513 TASK 179 WAITING default FIRST_RESOURCES {}
1680726256266181 330513 TASK 180 WAITING default FIRST_RESOURCES {}
1680726256266208 330513 TASK 181 WAITING default FIRST_RESOURCES {}
1680726256266238 330513 TASK 182 WAITING default FIRST_RESOURCES {}
1680726256266267 330513 TASK 183 WAITING default FIRST_RESOURCES {}
1680726256266292 330513 TASK 184 WAITING default FIRST_RESOURCES {}
1680726256266320 330513 TASK 185 WAITING default FIRST_RESOURCES {}
1680726256266349 330513 TASK 186 WAITING default FIRST_RESOURCES {}
1680726256266377 330513 TASK 187 WAITING default FIRST_RESOURCES {}
1680726256266403 330513 TASK 188 WAITING default FIRST_RESOURCES {}
1680726256266430 330513 TASK 189 WAITING default FIRST_RESOURCES {}
1680726256266458 330513 TASK 190 WAITING default FIRST_RESOURCES {}
1680726256266490 330513 TASK 191 WAITING default FIRST_RESOURCES {}
1680726256266556 330513 TASK 192 WAITING default FIRST_RESOURCES {}
1680726256266584 330513 TASK 193 WAITING default FIRST_RESOURCES {}
1680726256266610 330513 TASK 194 WAITING default FIRST_RESOURCES {}
1680726256266645 330513 TASK 195 WAITING default FIRST_RESOURCES {}
1680726256266671 330513 TASK 196 WAITING default FIRST_RESOURCES {}
1680726256266699 330513 TASK 197 WAITING default FIRST_RESOURCES {}
1680726256266727 330513 TASK 198 WAITING default FIRST_RESOURCES {}
1680726256266753 330513 TASK 199 WAITING default FIRST_RESOURCES {}
1680726256266780 330513 TASK 200 WAITING default FIRST_RESOURCES {}
1680726256266808 330513 TASK 201 WAITING default FIRST_RESOURCES {}
1680726256266834 330513 TASK 202 WAITING default FIRST_RESOURCES {}
1680726256266862 330513 TASK 203 WAITING default FIRST_RESOURCES {}
1680726256266890 330513 TASK 204 WAITING default FIRST_RESOURCES {}
1680726256266916 330513 TASK 205 WAITING default FIRST_RESOURCES {}
1680726256266944 330513 TASK 206 WAITING default FIRST_RESOURCES {}
1680726256266972 330513 TASK 207 WAITING default FIRST_RESOURCES {}
1680726256266997 330513 TASK 208 WAITING default FIRST_RESOURCES {}
1680726256267026 330513 TASK 209 WAITING default FIRST_RESOURCES {}
1680726256267054 330513 TASK 210 WAITING default FIRST_RESOURCES {}
1680726256267086 330513 TASK 211 WAITING default FIRST_RESOURCES {}
1680726256267113 330513 TASK 212 WAITING default FIRST_RESOURCES {}
1680726256267141 330513 TASK 213 WAITING default FIRST_RESOURCES {}
1680726256267170 330513 TASK 214 WAITING default FIRST_RESOURCES {}
1680726256267198 330513 TASK 215 WAITING default FIRST_RESOURCES {}
1680726256267223 330513 TASK 216 WAITING default FIRST_RESOURCES {}
1680726256267251 330513 TASK 217 WAITING default FIRST_RESOURCES {}
1680726256267280 330513 TASK 218 WAITING default FIRST_RESOURCES {}
1680726256267313 330513 TASK 219 WAITING default FIRST_RESOURCES {}
1680726256267339 330513 TASK 220 WAITING default FIRST_RESOURCES {}
1680726256267366 330513 TASK 221 WAITING default FIRST_RESOURCES {}
1680726256267395 330513 TASK 222 WAITING default FIRST_RESOURCES {}
1680726256267433 330513 TASK 223 WAITING default FIRST_RESOURCES {}
1680726256267461 330513 TASK 224 WAITING default FIRST_RESOURCES {}
1680726256267492 330513 TASK 225 WAITING default FIRST_RESOURCES {}
1680726256267523 330513 TASK 226 WAITING default FIRST_RESOURCES {}
1680726256267549 330513 TASK 227 WAITING default FIRST_RESOURCES {}
1680726256267577 330513 TASK 228 WAITING default FIRST_RESOURCES {}
1680726256267605 330513 TASK 229 WAITING default FIRST_RESOURCES {}
1680726256267641 330513 TASK 230 WAITING default FIRST_RESOURCES {}
1680726256267680 330513 TASK 231 WAITING default FIRST_RESOURCES {}
1680726256267711 330513 TASK 232 WAITING default FIRST_RESOURCES {}
1680726256267739 330513 TASK 233 WAITING default FIRST_RESOURCES {}
1680726256267767 330513 TASK 234 WAITING default FIRST_RESOURCES {}
1680726256267793 330513 TASK 235 WAITING default FIRST_RESOURCES {}
1680726256267821 330513 TASK 236 WAITING default FIRST_RESOURCES {}
1680726256267849 330513 TASK 237 WAITING default FIRST_RESOURCES {}
1680726256267878 330513 TASK 238 WAITING default FIRST_RESOURCES {}
1680726256267903 330513 TASK 239 WAITING default FIRST_RESOURCES {}
1680726256267931 330513 TASK 240 WAITING default FIRST_RESOURCES {}
1680726256267960 330513 TASK 241 WAITING default FIRST_RESOURCES {}
1680726256267988 330513 TASK 242 WAITING default FIRST_RESOURCES {}
1680726256268014 330513 TASK 243 WAITING default FIRST_RESOURCES {}
1680726256268042 330513 TASK 244 WAITING default FIRST_RESOURCES {}
1680726256268070 330513 TASK 245 WAITING default FIRST_RESOURCES {}
1680726256268098 330513 TASK 246 WAITING default FIRST_RESOURCES {}
1680726256268124 330513 TASK 247 WAITING default FIRST_RESOURCES {}
1680726256268152 330513 TASK 248 WAITING default FIRST_RESOURCES {}
1680726256268181 330513 TASK 249 WAITING default FIRST_RESOURCES {}
1680726256268211 330513 TASK 250 WAITING default FIRST_RESOURCES {}
1680726256268237 330513 TASK 251 WAITING default FIRST_RESOURCES {}
1680726256268265 330513 TASK 252 WAITING default FIRST_RESOURCES {}
1680726256268297 330513 TASK 253 WAITING default FIRST_RESOURCES {}
1680726256268326 330513 TASK 254 WAITING default FIRST_RESOURCES {}
1680726256268352 330513 TASK 255 WAITING default FIRST_RESOURCES {}
1680726256268379 330513 TASK 256 WAITING default FIRST_RESOURCES {}
1680726256268408 330513 TASK 257 WAITING default FIRST_RESOURCES {}
1680726256268436 330513 TASK 258 WAITING default FIRST_RESOURCES {}
1680726256268462 330513 TASK 259 WAITING default FIRST_RESOURCES {}
1680726256268490 330513 TASK 260 WAITING default FIRST_RESOURCES {}
1680726256268518 330513 TASK 261 WAITING default FIRST_RESOURCES {}
1680726256268547 330513 TASK 262 WAITING default FIRST_RESOURCES {}
1680726256268573 330513 TASK 263 WAITING default FIRST_RESOURCES {}
1680726256268600 330513 TASK 264 WAITING default FIRST_RESOURCES {}
1680726256268633 330513 TASK 265 WAITING default FIRST_RESOURCES {}
1680726256268662 330513 TASK 266 WAITING default FIRST_RESOURCES {}
1680726256268689 330513 TASK 267 WAITING default FIRST_RESOURCES {}
1680726256268716 330513 TASK 268 WAITING default FIRST_RESOURCES {}
1680726256268748 330513 TASK 269 WAITING default FIRST_RESOURCES {}
1680726256268778 330513 TASK 270 WAITING default FIRST_RESOURCES {}
1680726256268804 330513 TASK 271 WAITING default FIRST_RESOURCES {}
1680726256268832 330513 TASK 272 WAITING default FIRST_RESOURCES {}
1680726256268860 330513 TASK 273 WAITING default FIRST_RESOURCES {}
1680726256268888 330513 TASK 274 WAITING default FIRST_RESOURCES {}
1680726256268914 330513 TASK 275 WAITING default FIRST_RESOURCES {}
1680726256268942 330513 TASK 276 WAITING default FIRST_RESOURCES {}
1680726256268976 330513 TASK 277 WAITING default FIRST_RESOURCES {}
1680726256269005 330513 TASK 278 WAITING default FIRST_RESOURCES {}
1680726256269031 330513 TASK 279 WAITING default FIRST_RESOURCES {}
1680726256269059 330513 TASK 280 WAITING default FIRST_RESOURCES {}
1680726256269087 330513 TASK 281 WAITING default FIRST_RESOURCES {}
1680726256269115 330513 TASK 282 WAITING default FIRST_RESOURCES {}
1680726256269141 330513 TASK 283 WAITING default FIRST_RESOURCES {}
1680726256269169 330513 TASK 284 WAITING default FIRST_RESOURCES {}
1680726256269197 330513 TASK 285 WAITING default FIRST_RESOURCES {}
1680726256269226 330513 TASK 286 WAITING default FIRST_RESOURCES {}
1680726256269255 330513 TASK 287 WAITING default FIRST_RESOURCES {}
1680726256269284 330513 TASK 288 WAITING default FIRST_RESOURCES {}
1680726256269314 330513 TASK 289 WAITING default FIRST_RESOURCES {}
1680726256269339 330513 TASK 290 WAITING default FIRST_RESOURCES {}
1680726256269367 330513 TASK 291 WAITING default FIRST_RESOURCES {}
1680726256269395 330513 TASK 292 WAITING default FIRST_RESOURCES {}
1680726256269423 330513 TASK 293 WAITING default FIRST_RESOURCES {}
1680726256269453 330513 TASK 294 WAITING default FIRST_RESOURCES {}
1680726256269482 330513 TASK 295 WAITING default FIRST_RESOURCES {}
1680726256269514 330513 TASK 296 WAITING default FIRST_RESOURCES {}
1680726256269543 330513 TASK 297 WAITING default FIRST_RESOURCES {}
1680726256269569 330513 TASK 298 WAITING default FIRST_RESOURCES {}
1680726256269597 330513 TASK 299 WAITING default FIRST_RESOURCES {}
1680726256269634 330513 TASK 300 WAITING default FIRST_RESOURCES {}
1680726256269663 330513 TASK 301 WAITING default FIRST_RESOURCES {}
1680726256269690 330513 TASK 302 WAITING default FIRST_RESOURCES {}
1680726256269718 330513 TASK 303 WAITING default FIRST_RESOURCES {}
1680726256269746 330513 TASK 304 WAITING default FIRST_RESOURCES {}
1680726256269774 330513 TASK 305 WAITING default FIRST_RESOURCES {}
1680726256269800 330513 TASK 306 WAITING default FIRST_RESOURCES {}
1680726256269828 330513 TASK 307 WAITING default FIRST_RESOURCES {}
1680726256269856 330513 TASK 308 WAITING default FIRST_RESOURCES {}
1680726256269886 330513 TASK 309 WAITING default FIRST_RESOURCES {}
1680726256269912 330513 TASK 310 WAITING default FIRST_RESOURCES {}
1680726256269940 330513 TASK 311 WAITING default FIRST_RESOURCES {}
1680726256269968 330513 TASK 312 WAITING default FIRST_RESOURCES {}
1680726256269999 330513 TASK 313 WAITING default FIRST_RESOURCES {}
1680726256270025 330513 TASK 314 WAITING default FIRST_RESOURCES {}
1680726256270053 330513 TASK 315 WAITING default FIRST_RESOURCES {}
1680726256270082 330513 TASK 316 WAITING default FIRST_RESOURCES {}
1680726256270110 330513 TASK 317 WAITING default FIRST_RESOURCES {}
1680726256270136 330513 TASK 318 WAITING default FIRST_RESOURCES {}
1680726256270164 330513 TASK 319 WAITING default FIRST_RESOURCES {}
1680726256270192 330513 TASK 320 WAITING default FIRST_RESOURCES {}
1680726256270221 330513 TASK 321 WAITING default FIRST_RESOURCES {}
1680726256270247 330513 TASK 322 WAITING default FIRST_RESOURCES {}
1680726256270275 330513 TASK 323 WAITING default FIRST_RESOURCES {}
1680726256270303 330513 TASK 324 WAITING default FIRST_RESOURCES {}
1680726256270332 330513 TASK 325 WAITING default FIRST_RESOURCES {}
1680726256270358 330513 TASK 326 WAITING default FIRST_RESOURCES {}
1680726256270386 330513 TASK 327 WAITING default FIRST_RESOURCES {}
1680726256270414 330513 TASK 328 WAITING default FIRST_RESOURCES {}
1680726256270443 330513 TASK 329 WAITING default FIRST_RESOURCES {}
1680726256270469 330513 TASK 330 WAITING default FIRST_RESOURCES {}
1680726256270498 330513 TASK 331 WAITING default FIRST_RESOURCES {}
1680726256270529 330513 TASK 332 WAITING default FIRST_RESOURCES {}
1680726256270557 330513 TASK 333 WAITING default FIRST_RESOURCES {}
1680726256270583 330513 TASK 334 WAITING default FIRST_RESOURCES {}
1680726256270611 330513 TASK 335 WAITING default FIRST_RESOURCES {}
1680726256270647 330513 TASK 336 WAITING default FIRST_RESOURCES {}
1680726256270677 330513 TASK 337 WAITING default FIRST_RESOURCES {}
1680726256270702 330513 TASK 338 WAITING default FIRST_RESOURCES {}
1680726256270730 330513 TASK 339 WAITING default FIRST_RESOURCES {}
1680726256270758 330513 TASK 340 WAITING default FIRST_RESOURCES {}
1680726256270786 330513 TASK 341 WAITING default FIRST_RESOURCES {}
1680726256270812 330513 TASK 342 WAITING default FIRST_RESOURCES {}
1680726256270840 330513 TASK 343 WAITING default FIRST_RESOURCES {}
1680726256270869 330513 TASK 344 WAITING default FIRST_RESOURCES {}
1680726256270914 330513 TASK 345 WAITING default FIRST_RESOURCES {}
1680726256270945 330513 TASK 346 WAITING default FIRST_RESOURCES {}
1680726256270987 330513 TASK 347 WAITING default FIRST_RESOURCES {}
1680726256271020 330513 TASK 348 WAITING default FIRST_RESOURCES {}
1680726256271047 330513 TASK 349 WAITING default FIRST_RESOURCES {}
1680726256271075 330513 TASK 350 WAITING default FIRST_RESOURCES {}
1680726256271103 330513 TASK 351 WAITING default FIRST_RESOURCES {}
1680726256271131 330513 TASK 352 WAITING default FIRST_RESOURCES {}
1680726256271157 330513 TASK 353 WAITING default FIRST_RESOURCES {}
1680726256271186 330513 TASK 354 WAITING default FIRST_RESOURCES {}
1680726256271214 330513 TASK 355 WAITING default FIRST_RESOURCES {}
1680726256271242 330513 TASK 356 WAITING default FIRST_RESOURCES {}
1680726256271268 330513 TASK 357 WAITING default FIRST_RESOURCES {}
1680726256271308 330513 TASK 358 WAITING default FIRST_RESOURCES {}
1680726256271339 330513 TASK 359 WAITING default FIRST_RESOURCES {}
1680726256271367 330513 TASK 360 WAITING default FIRST_RESOURCES {}
1680726256271393 330513 TASK 361 WAITING default FIRST_RESOURCES {}
1680726256271421 330513 TASK 362 WAITING default FIRST_RESOURCES {}
