# time manager_pid MANAGER START|END
# time manager_pid WORKER worker_id host:port CONNECTION
# time manager_pid WORKER worker_id host:port DISCONNECTION (UNKNOWN|IDLE_OUT|FAST_ABORT|FAILURE|STATUS_WORKER|EXPLICIT
# time manager_pid WORKER worker_id RESOURCES {resources}
# time manager_pid CATEGORY name MAX {resources_max_per_task}
# time manager_pid CATEGORY name MIN {resources_min_per_task_per_worker}
# time manager_pid CATEGORY name FIRST (FIXED|MAX|MIN_WASTE|MAX_THROUGHPUT) {resources_requested}
# time manager_pid TASK taskid WAITING category_name (FIRST_RESOURCES|MAX_RESOURCES) {resources_requested}
# time manager_pid TASK taskid RUNNING worker_address (FIRST_RESOURCES|MAX_RESOURCES) {resources_allocated}
# time manager_pid TASK taskid WAITING_RETRIEVAL worker_address
# time manager_pid TASK taskid (RETRIEVED|DONE) (SUCCESS|SIGNAL|END_TIME|FORSAKEN|MAX_RETRIES|MAX_WALLTIME|UNKNOWN|RESOURCE_EXHAUSTION) exit_code {limits_exceeded} {resources_measured}
# time manager_pid TRANSFER (INPUT|OUTPUT) taskid cache_flag sizeinmb walltime filename

1680722313773670 322621 MANAGER START
1680722313777863 322621 CATEGORY default MAX {}
1680722313777880 322621 CATEGORY default MIN {}
1680722313777887 322621 CATEGORY default FIRST EXHAUSTIVE_BUCKETING {}
1680722313778421 322621 TASK 20 WAITING default FIRST_RESOURCES {}
1680722313778446 322621 TASK 21 WAITING default FIRST_RESOURCES {}
1680722313778471 322621 TASK 22 WAITING default FIRST_RESOURCES {}
1680722313778492 322621 TASK 23 WAITING default FIRST_RESOURCES {}
1680722313778516 322621 TASK 24 WAITING default FIRST_RESOURCES {}
1680722313778540 322621 TASK 25 WAITING default FIRST_RESOURCES {}
1680722313778564 322621 TASK 26 WAITING default FIRST_RESOURCES {}
1680722313778586 322621 TASK 27 WAITING default FIRST_RESOURCES {}
1680722313778608 322621 TASK 28 WAITING default FIRST_RESOURCES {}
1680722313778654 322621 TASK 29 WAITING default FIRST_RESOURCES {}
1680722313778683 322621 TASK 30 WAITING default FIRST_RESOURCES {}
1680722313778710 322621 TASK 31 WAITING default FIRST_RESOURCES {}
1680722313778734 322621 TASK 32 WAITING default FIRST_RESOURCES {}
1680722313778760 322621 TASK 33 WAITING default FIRST_RESOURCES {}
1680722313778787 322621 TASK 34 WAITING default FIRST_RESOURCES {}
1680722313778814 322621 TASK 35 WAITING default FIRST_RESOURCES {}
1680722313778838 322621 TASK 36 WAITING default FIRST_RESOURCES {}
1680722313778864 322621 TASK 37 WAITING default FIRST_RESOURCES {}
1680722313778889 322621 TASK 38 WAITING default FIRST_RESOURCES {}
1680722313778913 322621 TASK 39 WAITING default FIRST_RESOURCES {}
1680722313778947 322621 TASK 40 WAITING default FIRST_RESOURCES {}
1680722313778971 322621 TASK 41 WAITING default FIRST_RESOURCES {}
1680722313778995 322621 TASK 42 WAITING default FIRST_RESOURCES {}
1680722313779037 322621 TASK 43 WAITING default FIRST_RESOURCES {}
1680722313779066 322621 TASK 44 WAITING default FIRST_RESOURCES {}
1680722313779092 322621 TASK 45 WAITING default FIRST_RESOURCES {}
1680722313779117 322621 TASK 46 WAITING default FIRST_RESOURCES {}
1680722313779140 322621 TASK 47 WAITING default FIRST_RESOURCES {}
1680722313779162 322621 TASK 48 WAITING default FIRST_RESOURCES {}
1680722313779184 322621 TASK 49 WAITING default FIRST_RESOURCES {}
1680722313779206 322621 TASK 50 WAITING default FIRST_RESOURCES {}
1680722313779230 322621 TASK 51 WAITING default FIRST_RESOURCES {}
1680722313779255 322621 TASK 52 WAITING default FIRST_RESOURCES {}
1680722313779279 322621 TASK 53 WAITING default FIRST_RESOURCES {}
1680722313779301 322621 TASK 54 WAITING default FIRST_RESOURCES {}
1680722313779324 322621 TASK 55 WAITING default FIRST_RESOURCES {}
1680722313779348 322621 TASK 56 WAITING default FIRST_RESOURCES {}
1680722313779372 322621 TASK 57 WAITING default FIRST_RESOURCES {}
1680722313779394 322621 TASK 58 WAITING default FIRST_RESOURCES {}
1680722313779417 322621 TASK 59 WAITING default FIRST_RESOURCES {}
1680722313779439 322621 TASK 60 WAITING default FIRST_RESOURCES {}
1680722313779463 322621 TASK 61 WAITING default FIRST_RESOURCES {}
1680722313779485 322621 TASK 62 WAITING default FIRST_RESOURCES {}
1680722313779509 322621 TASK 63 WAITING default FIRST_RESOURCES {}
1680722313779533 322621 TASK 64 WAITING default FIRST_RESOURCES {}
1680722313779557 322621 TASK 65 WAITING default FIRST_RESOURCES {}
1680722313779578 322621 TASK 66 WAITING default FIRST_RESOURCES {}
1680722313779602 322621 TASK 67 WAITING default FIRST_RESOURCES {}
1680722313779647 322621 TASK 68 WAITING default FIRST_RESOURCES {}
1680722313779677 322621 TASK 69 WAITING default FIRST_RESOURCES {}
1680722313779702 322621 TASK 70 WAITING default FIRST_RESOURCES {}
1680722313779726 322621 TASK 71 WAITING default FIRST_RESOURCES {}
1680722313779753 322621 TASK 72 WAITING default FIRST_RESOURCES {}
1680722313779781 322621 TASK 73 WAITING default FIRST_RESOURCES {}
1680722313779805 322621 TASK 74 WAITING default FIRST_RESOURCES {}
1680722313779832 322621 TASK 75 WAITING default FIRST_RESOURCES {}
1680722313779859 322621 TASK 76 WAITING default FIRST_RESOURCES {}
1680722313779883 322621 TASK 77 WAITING default FIRST_RESOURCES {}
1680722313779910 322621 TASK 78 WAITING default FIRST_RESOURCES {}
1680722313779962 322621 TASK 79 WAITING default FIRST_RESOURCES {}
1680722313779992 322621 TASK 80 WAITING default FIRST_RESOURCES {}
1680722313780014 322621 TASK 81 WAITING default FIRST_RESOURCES {}
1680722313780035 322621 TASK 82 WAITING default FIRST_RESOURCES {}
1680722313780058 322621 TASK 83 WAITING default FIRST_RESOURCES {}
1680722313780097 322621 TASK 84 WAITING default FIRST_RESOURCES {}
1680722313780124 322621 TASK 85 WAITING default FIRST_RESOURCES {}
1680722313780149 322621 TASK 86 WAITING default FIRST_RESOURCES {}
1680722313780174 322621 TASK 87 WAITING default FIRST_RESOURCES {}
1680722313780199 322621 TASK 88 WAITING default FIRST_RESOURCES {}
1680722313780222 322621 TASK 89 WAITING default FIRST_RESOURCES {}
1680722313780247 322621 TASK 90 WAITING default FIRST_RESOURCES {}
1680722313780273 322621 TASK 91 WAITING default FIRST_RESOURCES {}
1680722313780296 322621 TASK 92 WAITING default FIRST_RESOURCES {}
1680722313780319 322621 TASK 93 WAITING default FIRST_RESOURCES {}
1680722313780347 322621 TASK 94 WAITING default FIRST_RESOURCES {}
1680722313780374 322621 TASK 95 WAITING default FIRST_RESOURCES {}
1680722313780400 322621 TASK 96 WAITING default FIRST_RESOURCES {}
1680722313780471 322621 TASK 97 WAITING default FIRST_RESOURCES {}
1680722313780498 322621 TASK 98 WAITING default FIRST_RESOURCES {}
1680722313780534 322621 TASK 99 WAITING default FIRST_RESOURCES {}
1680722313780560 322621 TASK 100 WAITING default FIRST_RESOURCES {}
1680722313780586 322621 TASK 101 WAITING default FIRST_RESOURCES {}
1680722313780610 322621 TASK 102 WAITING default FIRST_RESOURCES {}
1680722313780664 322621 TASK 103 WAITING default FIRST_RESOURCES {}
1680722313780694 322621 TASK 104 WAITING default FIRST_RESOURCES {}
1680722313780723 322621 TASK 105 WAITING default FIRST_RESOURCES {}
1680722313780750 322621 TASK 106 WAITING default FIRST_RESOURCES {}
1680722313780777 322621 TASK 107 WAITING default FIRST_RESOURCES {}
1680722313780804 322621 TASK 108 WAITING default FIRST_RESOURCES {}
1680722313780829 322621 TASK 109 WAITING default FIRST_RESOURCES {}
1680722313780857 322621 TASK 110 WAITING default FIRST_RESOURCES {}
1680722313780884 322621 TASK 111 WAITING default FIRST_RESOURCES {}
1680722313780913 322621 TASK 112 WAITING default FIRST_RESOURCES {}
1680722313780937 322621 TASK 113 WAITING default FIRST_RESOURCES {}
1680722313780988 322621 TASK 114 WAITING default FIRST_RESOURCES {}
1680722313781015 322621 TASK 115 WAITING default FIRST_RESOURCES {}
1680722313781042 322621 TASK 116 WAITING default FIRST_RESOURCES {}
1680722313781067 322621 TASK 117 WAITING default FIRST_RESOURCES {}
1680722313781094 322621 TASK 118 WAITING default FIRST_RESOURCES {}
1680722313781121 322621 TASK 119 WAITING default FIRST_RESOURCES {}
1680722313781147 322621 TASK 120 WAITING default FIRST_RESOURCES {}
1680722313781172 322621 TASK 121 WAITING default FIRST_RESOURCES {}
1680722313781200 322621 TASK 122 WAITING default FIRST_RESOURCES {}
1680722313781226 322621 TASK 123 WAITING default FIRST_RESOURCES {}
1680722313781254 322621 TASK 124 WAITING default FIRST_RESOURCES {}
1680722313781278 322621 TASK 125 WAITING default FIRST_RESOURCES {}
1680722313781304 322621 TASK 126 WAITING default FIRST_RESOURCES {}
1680722313781335 322621 TASK 127 WAITING default FIRST_RESOURCES {}
1680722313781362 322621 TASK 128 WAITING default FIRST_RESOURCES {}
1680722313781387 322621 TASK 129 WAITING default FIRST_RESOURCES {}
1680722313781415 322621 TASK 130 WAITING default FIRST_RESOURCES {}
1680722313781442 322621 TASK 131 WAITING default FIRST_RESOURCES {}
1680722313781469 322621 TASK 132 WAITING default FIRST_RESOURCES {}
1680722313781493 322621 TASK 133 WAITING default FIRST_RESOURCES {}
1680722313781520 322621 TASK 134 WAITING default FIRST_RESOURCES {}
1680722313781551 322621 TASK 135 WAITING default FIRST_RESOURCES {}
1680722313781581 322621 TASK 136 WAITING default FIRST_RESOURCES {}
1680722313781606 322621 TASK 137 WAITING default FIRST_RESOURCES {}
1680722313781638 322621 TASK 138 WAITING default FIRST_RESOURCES {}
1680722313781672 322621 TASK 139 WAITING default FIRST_RESOURCES {}
1680722313781697 322621 TASK 140 WAITING default FIRST_RESOURCES {}
1680722313781725 322621 TASK 141 WAITING default FIRST_RESOURCES {}
1680722313781751 322621 TASK 142 WAITING default FIRST_RESOURCES {}
1680722313781778 322621 TASK 143 WAITING default FIRST_RESOURCES {}
1680722313781803 322621 TASK 144 WAITING default FIRST_RESOURCES {}
1680722313781829 322621 TASK 145 WAITING default FIRST_RESOURCES {}
1680722313781856 322621 TASK 146 WAITING default FIRST_RESOURCES {}
1680722313781883 322621 TASK 147 WAITING default FIRST_RESOURCES {}
1680722313781908 322621 TASK 148 WAITING default FIRST_RESOURCES {}
1680722313781955 322621 TASK 149 WAITING default FIRST_RESOURCES {}
1680722313781995 322621 TASK 150 WAITING default FIRST_RESOURCES {}
1680722313782020 322621 TASK 151 WAITING default FIRST_RESOURCES {}
1680722313782055 322621 TASK 152 WAITING default FIRST_RESOURCES {}
1680722313782080 322621 TASK 153 WAITING default FIRST_RESOURCES {}
1680722313782106 322621 TASK 154 WAITING default FIRST_RESOURCES {}
1680722313782132 322621 TASK 155 WAITING default FIRST_RESOURCES {}
1680722313782155 322621 TASK 156 WAITING default FIRST_RESOURCES {}
1680722313782181 322621 TASK 157 WAITING default FIRST_RESOURCES {}
1680722313782207 322621 TASK 158 WAITING default FIRST_RESOURCES {}
1680722313782234 322621 TASK 159 WAITING default FIRST_RESOURCES {}
1680722313782258 322621 TASK 160 WAITING default FIRST_RESOURCES {}
1680722313782283 322621 TASK 161 WAITING default FIRST_RESOURCES {}
1680722313782309 322621 TASK 162 WAITING default FIRST_RESOURCES {}
1680722313782336 322621 TASK 163 WAITING default FIRST_RESOURCES {}
1680722313782360 322621 TASK 164 WAITING default FIRST_RESOURCES {}
1680722313782388 322621 TASK 165 WAITING default FIRST_RESOURCES {}
1680722313782415 322621 TASK 166 WAITING default FIRST_RESOURCES {}
1680722313782441 322621 TASK 167 WAITING default FIRST_RESOURCES {}
1680722313782477 322621 TASK 168 WAITING default FIRST_RESOURCES {}
1680722313782510 322621 TASK 169 WAITING default FIRST_RESOURCES {}
1680722313782537 322621 TASK 170 WAITING default FIRST_RESOURCES {}
1680722313782564 322621 TASK 171 WAITING default FIRST_RESOURCES {}
1680722313782589 322621 TASK 172 WAITING default FIRST_RESOURCES {}
1680722313782616 322621 TASK 173 WAITING default FIRST_RESOURCES {}
1680722313782656 322621 TASK 174 WAITING default FIRST_RESOURCES {}
1680722313782684 322621 TASK 175 WAITING default FIRST_RESOURCES {}
1680722313782708 322621 TASK 176 WAITING default FIRST_RESOURCES {}
1680722313782735 322621 TASK 177 WAITING default FIRST_RESOURCES {}
1680722313782764 322621 TASK 178 WAITING default FIRST_RESOURCES {}
1680722313782791 322621 TASK 179 WAITING default FIRST_RESOURCES {}
1680722313782815 322621 TASK 180 WAITING default FIRST_RESOURCES {}
1680722313782844 322621 TASK 181 WAITING default FIRST_RESOURCES {}
1680722313782872 322621 TASK 182 WAITING default FIRST_RESOURCES {}
1680722313782899 322621 TASK 183 WAITING default FIRST_RESOURCES {}
1680722313782923 322621 TASK 184 WAITING default FIRST_RESOURCES {}
1680722313782950 322621 TASK 185 WAITING default FIRST_RESOURCES {}
1680722313782977 322621 TASK 186 WAITING default FIRST_RESOURCES {}
1680722313783004 322621 TASK 187 WAITING default FIRST_RESOURCES {}
1680722313783029 322621 TASK 188 WAITING default FIRST_RESOURCES {}
1680722313783057 322621 TASK 189 WAITING default FIRST_RESOURCES {}
1680722313783084 322621 TASK 190 WAITING default FIRST_RESOURCES {}
1680722313783111 322621 TASK 191 WAITING default FIRST_RESOURCES {}
1680722313783200 322621 TASK 192 WAITING default FIRST_RESOURCES {}
1680722313783224 322621 TASK 193 WAITING default FIRST_RESOURCES {}
1680722313783259 322621 TASK 194 WAITING default FIRST_RESOURCES {}
1680722313783285 322621 TASK 195 WAITING default FIRST_RESOURCES {}
1680722313783309 322621 TASK 196 WAITING default FIRST_RESOURCES {}
1680722313783334 322621 TASK 197 WAITING default FIRST_RESOURCES {}
1680722313783361 322621 TASK 198 WAITING default FIRST_RESOURCES {}
1680722313783384 322621 TASK 199 WAITING default FIRST_RESOURCES {}
1680722313783410 322621 TASK 200 WAITING default FIRST_RESOURCES {}
1680722313783436 322621 TASK 201 WAITING default FIRST_RESOURCES {}
1680722313783460 322621 TASK 202 WAITING default FIRST_RESOURCES {}
1680722313783485 322621 TASK 203 WAITING default FIRST_RESOURCES {}
1680722313783512 322621 TASK 204 WAITING default FIRST_RESOURCES {}
1680722313783535 322621 TASK 205 WAITING default FIRST_RESOURCES {}
1680722313783577 322621 TASK 206 WAITING default FIRST_RESOURCES {}
1680722313783604 322621 TASK 207 WAITING default FIRST_RESOURCES {}
1680722313783654 322621 TASK 208 WAITING default FIRST_RESOURCES {}
1680722313783682 322621 TASK 209 WAITING default FIRST_RESOURCES {}
1680722313783709 322621 TASK 210 WAITING default FIRST_RESOURCES {}
1680722313783736 322621 TASK 211 WAITING default FIRST_RESOURCES {}
1680722313783764 322621 TASK 212 WAITING default FIRST_RESOURCES {}
1680722313783790 322621 TASK 213 WAITING default FIRST_RESOURCES {}
1680722313783817 322621 TASK 214 WAITING default FIRST_RESOURCES {}
1680722313783841 322621 TASK 215 WAITING default FIRST_RESOURCES {}
1680722313783867 322621 TASK 216 WAITING default FIRST_RESOURCES {}
1680722313783894 322621 TASK 217 WAITING default FIRST_RESOURCES {}
1680722313783920 322621 TASK 218 WAITING default FIRST_RESOURCES {}
1680722313783956 322621 TASK 219 WAITING default FIRST_RESOURCES {}
1680722313783982 322621 TASK 220 WAITING default FIRST_RESOURCES {}
1680722313784008 322621 TASK 221 WAITING default FIRST_RESOURCES {}
1680722313784047 322621 TASK 222 WAITING default FIRST_RESOURCES {}
1680722313784083 322621 TASK 223 WAITING default FIRST_RESOURCES {}
1680722313784115 322621 TASK 224 WAITING default FIRST_RESOURCES {}
1680722313784146 322621 TASK 225 WAITING default FIRST_RESOURCES {}
1680722313784174 322621 TASK 226 WAITING default FIRST_RESOURCES {}
1680722313784198 322621 TASK 227 WAITING default FIRST_RESOURCES {}
1680722313784225 322621 TASK 228 WAITING default FIRST_RESOURCES {}
1680722313784251 322621 TASK 229 WAITING default FIRST_RESOURCES {}
1680722313784278 322621 TASK 230 WAITING default FIRST_RESOURCES {}
1680722313784302 322621 TASK 231 WAITING default FIRST_RESOURCES {}
1680722313784341 322621 TASK 232 WAITING default FIRST_RESOURCES {}
1680722313784367 322621 TASK 233 WAITING default FIRST_RESOURCES {}
1680722313784393 322621 TASK 234 WAITING default FIRST_RESOURCES {}
1680722313784428 322621 TASK 235 WAITING default FIRST_RESOURCES {}
1680722313784453 322621 TASK 236 WAITING default FIRST_RESOURCES {}
1680722313784478 322621 TASK 237 WAITING default FIRST_RESOURCES {}
1680722313784504 322621 TASK 238 WAITING default FIRST_RESOURCES {}
1680722313784527 322621 TASK 239 WAITING default FIRST_RESOURCES {}
1680722313784563 322621 TASK 240 WAITING default FIRST_RESOURCES {}
1680722313784589 322621 TASK 241 WAITING default FIRST_RESOURCES {}
1680722313784616 322621 TASK 242 WAITING default FIRST_RESOURCES {}
1680722313784657 322621 TASK 243 WAITING default FIRST_RESOURCES {}
1680722313784684 322621 TASK 244 WAITING default FIRST_RESOURCES {}
1680722313784711 322621 TASK 245 WAITING default FIRST_RESOURCES {}
1680722313784739 322621 TASK 246 WAITING default FIRST_RESOURCES {}
1680722313784764 322621 TASK 247 WAITING default FIRST_RESOURCES {}
1680722313784791 322621 TASK 248 WAITING default FIRST_RESOURCES {}
1680722313784817 322621 TASK 249 WAITING default FIRST_RESOURCES {}
1680722313784844 322621 TASK 250 WAITING default FIRST_RESOURCES {}
1680722313784868 322621 TASK 251 WAITING default FIRST_RESOURCES {}
1680722313784895 322621 TASK 252 WAITING default FIRST_RESOURCES {}
1680722313784937 322621 TASK 253 WAITING default FIRST_RESOURCES {}
1680722313784964 322621 TASK 254 WAITING default FIRST_RESOURCES {}
1680722313784988 322621 TASK 255 WAITING default FIRST_RESOURCES {}
1680722313785013 322621 TASK 256 WAITING default FIRST_RESOURCES {}
1680722313785039 322621 TASK 257 WAITING default FIRST_RESOURCES {}
1680722313785066 322621 TASK 258 WAITING default FIRST_RESOURCES {}
1680722313785090 322621 TASK 259 WAITING default FIRST_RESOURCES {}
1680722313785115 322621 TASK 260 WAITING default FIRST_RESOURCES {}
1680722313785142 322621 TASK 261 WAITING default FIRST_RESOURCES {}
1680722313785168 322621 TASK 262 WAITING default FIRST_RESOURCES {}
1680722313785191 322621 TASK 263 WAITING default FIRST_RESOURCES {}
1680722313785227 322621 TASK 264 WAITING default FIRST_RESOURCES {}
1680722313785252 322621 TASK 265 WAITING default FIRST_RESOURCES {}
1680722313785275 322621 TASK 266 WAITING default FIRST_RESOURCES {}
1680722313785302 322621 TASK 267 WAITING default FIRST_RESOURCES {}
1680722313785331 322621 TASK 268 WAITING default FIRST_RESOURCES {}
1680722313785356 322621 TASK 269 WAITING default FIRST_RESOURCES {}
1680722313785379 322621 TASK 270 WAITING default FIRST_RESOURCES {}
1680722313785405 322621 TASK 271 WAITING default FIRST_RESOURCES {}
1680722313785431 322621 TASK 272 WAITING default FIRST_RESOURCES {}
1680722313785456 322621 TASK 273 WAITING default FIRST_RESOURCES {}
1680722313785479 322621 TASK 274 WAITING default FIRST_RESOURCES {}
1680722313785504 322621 TASK 275 WAITING default FIRST_RESOURCES {}
1680722313785529 322621 TASK 276 WAITING default FIRST_RESOURCES {}
1680722313785566 322621 TASK 277 WAITING default FIRST_RESOURCES {}
1680722313785590 322621 TASK 278 WAITING default FIRST_RESOURCES {}
1680722313785615 322621 TASK 279 WAITING default FIRST_RESOURCES {}
1680722313785660 322621 TASK 280 WAITING default FIRST_RESOURCES {}
1680722313785688 322621 TASK 281 WAITING default FIRST_RESOURCES {}
1680722313785712 322621 TASK 282 WAITING default FIRST_RESOURCES {}
1680722313785738 322621 TASK 283 WAITING default FIRST_RESOURCES {}
1680722313785765 322621 TASK 284 WAITING default FIRST_RESOURCES {}
1680722313785792 322621 TASK 285 WAITING default FIRST_RESOURCES {}
1680722313785820 322621 TASK 286 WAITING default FIRST_RESOURCES {}
1680722313785847 322621 TASK 287 WAITING default FIRST_RESOURCES {}
1680722313785874 322621 TASK 288 WAITING default FIRST_RESOURCES {}
1680722313785902 322621 TASK 289 WAITING default FIRST_RESOURCES {}
1680722313785939 322621 TASK 290 WAITING default FIRST_RESOURCES {}
1680722313785965 322621 TASK 291 WAITING default FIRST_RESOURCES {}
1680722313785991 322621 TASK 292 WAITING default FIRST_RESOURCES {}
1680722313786017 322621 TASK 293 WAITING default FIRST_RESOURCES {}
1680722313786044 322621 TASK 294 WAITING default FIRST_RESOURCES {}
1680722313786070 322621 TASK 295 WAITING default FIRST_RESOURCES {}
1680722313786096 322621 TASK 296 WAITING default FIRST_RESOURCES {}
1680722313786122 322621 TASK 297 WAITING default FIRST_RESOURCES {}
1680722313786145 322621 TASK 298 WAITING default FIRST_RESOURCES {}
1680722313786173 322621 TASK 299 WAITING default FIRST_RESOURCES {}
1680722313786199 322621 TASK 300 WAITING default FIRST_RESOURCES {}
1680722313786225 322621 TASK 301 WAITING default FIRST_RESOURCES {}
1680722313786259 322621 TASK 302 WAITING default FIRST_RESOURCES {}
1680722313786284 322621 TASK 303 WAITING default FIRST_RESOURCES {}
1680722313786309 322621 TASK 304 WAITING default FIRST_RESOURCES {}
1680722313786336 322621 TASK 305 WAITING default FIRST_RESOURCES {}
1680722313786360 322621 TASK 306 WAITING default FIRST_RESOURCES {}
1680722313786385 322621 TASK 307 WAITING default FIRST_RESOURCES {}
1680722313786411 322621 TASK 308 WAITING default FIRST_RESOURCES {}
1680722313786449 322621 TASK 309 WAITING default FIRST_RESOURCES {}
1680722313786473 322621 TASK 310 WAITING default FIRST_RESOURCES {}
1680722313786498 322621 TASK 311 WAITING default FIRST_RESOURCES {}
1680722313786527 322621 TASK 312 WAITING default FIRST_RESOURCES {}
1680722313786553 322621 TASK 313 WAITING default FIRST_RESOURCES {}
1680722313786577 322621 TASK 314 WAITING default FIRST_RESOURCES {}
1680722313786602 322621 TASK 315 WAITING default FIRST_RESOURCES {}
1680722313786645 322621 TASK 316 WAITING default FIRST_RESOURCES {}
1680722313786674 322621 TASK 317 WAITING default FIRST_RESOURCES {}
1680722313786699 322621 TASK 318 WAITING default FIRST_RESOURCES {}
1680722313786725 322621 TASK 319 WAITING default FIRST_RESOURCES {}
1680722313786752 322621 TASK 320 WAITING default FIRST_RESOURCES {}
1680722313786779 322621 TASK 321 WAITING default FIRST_RESOURCES {}
1680722313786803 322621 TASK 322 WAITING default FIRST_RESOURCES {}
1680722313786830 322621 TASK 323 WAITING default FIRST_RESOURCES {}
1680722313786856 322621 TASK 324 WAITING default FIRST_RESOURCES {}
1680722313786885 322621 TASK 325 WAITING default FIRST_RESOURCES {}
1680722313786909 322621 TASK 326 WAITING default FIRST_RESOURCES {}
1680722313786935 322621 TASK 327 WAITING default FIRST_RESOURCES {}
1680722313786962 322621 TASK 328 WAITING default FIRST_RESOURCES {}
1680722313786986 322621 TASK 329 WAITING default FIRST_RESOURCES {}
1680722313787025 322621 TASK 330 WAITING default FIRST_RESOURCES {}
1680722313787051 322621 TASK 331 WAITING default FIRST_RESOURCES {}
1680722313787076 322621 TASK 332 WAITING default FIRST_RESOURCES {}
1680722313787100 322621 TASK 333 WAITING default FIRST_RESOURCES {}
1680722313787125 322621 TASK 334 WAITING default FIRST_RESOURCES {}
1680722313787151 322621 TASK 335 WAITING default FIRST_RESOURCES {}
1680722313787179 322621 TASK 336 WAITING default FIRST_RESOURCES {}
1680722313787203 322621 TASK 337 WAITING default FIRST_RESOURCES {}
1680722313787228 322621 TASK 338 WAITING default FIRST_RESOURCES {}
1680722313787253 322621 TASK 339 WAITING default FIRST_RESOURCES {}
1680722313787279 322621 TASK 340 WAITING default FIRST_RESOURCES {}
1680722313787303 322621 TASK 341 WAITING default FIRST_RESOURCES {}
1680722313787329 322621 TASK 342 WAITING default FIRST_RESOURCES {}
1680722313787354 322621 TASK 343 WAITING default FIRST_RESOURCES {}
1680722313787380 322621 TASK 344 WAITING default FIRST_RESOURCES {}
1680722313787403 322621 TASK 345 WAITING default FIRST_RESOURCES {}
1680722313787432 322621 TASK 346 WAITING default FIRST_RESOURCES {}
1680722313787459 322621 TASK 347 WAITING default FIRST_RESOURCES {}
1680722313787484 322621 TASK 348 WAITING default FIRST_RESOURCES {}
1680722313787508 322621 TASK 349 WAITING default FIRST_RESOURCES {}
1680722313787534 322621 TASK 350 WAITING default FIRST_RESOURCES {}
1680722313787560 322621 TASK 351 WAITING default FIRST_RESOURCES {}
1680722313787586 322621 TASK 352 WAITING default FIRST_RESOURCES {}
1680722313787610 322621 TASK 353 WAITING default FIRST_RESOURCES {}
1680722313787653 322621 TASK 354 WAITING default FIRST_RESOURCES {}
1680722313787680 322621 TASK 355 WAITING default FIRST_RESOURCES {}
1680722313787710 322621 TASK 356 WAITING default FIRST_RESOURCES {}
1680722313787735 322621 TASK 357 WAITING default FIRST_RESOURCES {}
1680722313787761 322621 TASK 358 WAITING default FIRST_RESOURCES {}
1680722313787788 322621 TASK 359 WAITING default FIRST_RESOURCES {}
1680722313787815 322621 TASK 360 WAITING default FIRST_RESOURCES {}
1680722313787839 322621 TASK 361 WAITING default FIRST_RESOURCES {}
