# time manager_pid MANAGER START|END
# time manager_pid WORKER worker_id host:port CONNECTION
# time manager_pid WORKER worker_id host:port DISCONNECTION (UNKNOWN|IDLE_OUT|FAST_ABORT|FAILURE|STATUS_WORKER|EXPLICIT
# time manager_pid WORKER worker_id RESOURCES {resources}
# time manager_pid CATEGORY name MAX {resources_max_per_task}
# time manager_pid CATEGORY name MIN {resources_min_per_task_per_worker}
# time manager_pid CATEGORY name FIRST (FIXED|MAX|MIN_WASTE|MAX_THROUGHPUT) {resources_requested}
# time manager_pid TASK taskid WAITING category_name (FIRST_RESOURCES|MAX_RESOURCES) {resources_requested}
# time manager_pid TASK taskid RUNNING worker_address (FIRST_RESOURCES|MAX_RESOURCES) {resources_allocated}
# time manager_pid TASK taskid WAITING_RETRIEVAL worker_address
# time manager_pid TASK taskid (RETRIEVED|DONE) (SUCCESS|SIGNAL|END_TIME|FORSAKEN|MAX_RETRIES|MAX_WALLTIME|UNKNOWN|RESOURCE_EXHAUSTION) exit_code {limits_exceeded} {resources_measured}
# time manager_pid TRANSFER (INPUT|OUTPUT) taskid cache_flag sizeinmb walltime filename

1680634608145741 108464 MANAGER START
1680634608178952 108464 CATEGORY default MAX {}
1680634608178969 108464 CATEGORY default MIN {}
1680634608178976 108464 CATEGORY default FIRST GREEDY_BUCKETING {}
1680634608183487 108464 TASK 157 WAITING default FIRST_RESOURCES {}
1680634608183513 108464 TASK 158 WAITING default FIRST_RESOURCES {}
1680634608183540 108464 TASK 159 WAITING default FIRST_RESOURCES {}
1680634608183564 108464 TASK 160 WAITING default FIRST_RESOURCES {}
1680634608183589 108464 TASK 161 WAITING default FIRST_RESOURCES {}
1680634608183616 108464 TASK 162 WAITING default FIRST_RESOURCES {}
1680634608183647 108464 TASK 163 WAITING default FIRST_RESOURCES {}
1680634608183671 108464 TASK 164 WAITING default FIRST_RESOURCES {}
1680634608183701 108464 TASK 165 WAITING default FIRST_RESOURCES {}
1680634608183728 108464 TASK 166 WAITING default FIRST_RESOURCES {}
1680634608183755 108464 TASK 167 WAITING default FIRST_RESOURCES {}
1680634608183783 108464 TASK 168 WAITING default FIRST_RESOURCES {}
1680634608183812 108464 TASK 169 WAITING default FIRST_RESOURCES {}
1680634608183838 108464 TASK 170 WAITING default FIRST_RESOURCES {}
1680634608183865 108464 TASK 171 WAITING default FIRST_RESOURCES {}
1680634608183902 108464 TASK 172 WAITING default FIRST_RESOURCES {}
1680634608183937 108464 TASK 173 WAITING default FIRST_RESOURCES {}
1680634608183961 108464 TASK 174 WAITING default FIRST_RESOURCES {}
1680634608183987 108464 TASK 175 WAITING default FIRST_RESOURCES {}
1680634608184009 108464 TASK 176 WAITING default FIRST_RESOURCES {}
1680634608184033 108464 TASK 177 WAITING default FIRST_RESOURCES {}
1680634608184058 108464 TASK 178 WAITING default FIRST_RESOURCES {}
1680634608184082 108464 TASK 179 WAITING default FIRST_RESOURCES {}
1680634608184105 108464 TASK 180 WAITING default FIRST_RESOURCES {}
1680634608184131 108464 TASK 181 WAITING default FIRST_RESOURCES {}
1680634608184156 108464 TASK 182 WAITING default FIRST_RESOURCES {}
1680634608184181 108464 TASK 183 WAITING default FIRST_RESOURCES {}
1680634608184204 108464 TASK 184 WAITING default FIRST_RESOURCES {}
1680634608184228 108464 TASK 185 WAITING default FIRST_RESOURCES {}
1680634608184253 108464 TASK 186 WAITING default FIRST_RESOURCES {}
1680634608184278 108464 TASK 187 WAITING default FIRST_RESOURCES {}
1680634608184310 108464 TASK 188 WAITING default FIRST_RESOURCES {}
1680634608184335 108464 TASK 189 WAITING default FIRST_RESOURCES {}
1680634608184359 108464 TASK 190 WAITING default FIRST_RESOURCES {}
1680634608184383 108464 TASK 191 WAITING default FIRST_RESOURCES {}
1680634608184441 108464 TASK 192 WAITING default FIRST_RESOURCES {}
1680634608184465 108464 TASK 193 WAITING default FIRST_RESOURCES {}
1680634608184487 108464 TASK 194 WAITING default FIRST_RESOURCES {}
1680634608184511 108464 TASK 195 WAITING default FIRST_RESOURCES {}
1680634608184533 108464 TASK 196 WAITING default FIRST_RESOURCES {}
1680634608184567 108464 TASK 197 WAITING default FIRST_RESOURCES {}
1680634608184591 108464 TASK 198 WAITING default FIRST_RESOURCES {}
1680634608184613 108464 TASK 199 WAITING default FIRST_RESOURCES {}
1680634608184652 108464 TASK 200 WAITING default FIRST_RESOURCES {}
1680634608184679 108464 TASK 201 WAITING default FIRST_RESOURCES {}
1680634608184703 108464 TASK 202 WAITING default FIRST_RESOURCES {}
1680634608184728 108464 TASK 203 WAITING default FIRST_RESOURCES {}
1680634608184753 108464 TASK 204 WAITING default FIRST_RESOURCES {}
1680634608184777 108464 TASK 205 WAITING default FIRST_RESOURCES {}
1680634608184802 108464 TASK 206 WAITING default FIRST_RESOURCES {}
1680634608184829 108464 TASK 207 WAITING default FIRST_RESOURCES {}
1680634608184852 108464 TASK 208 WAITING default FIRST_RESOURCES {}
1680634608184881 108464 TASK 209 WAITING default FIRST_RESOURCES {}
1680634608184918 108464 TASK 210 WAITING default FIRST_RESOURCES {}
1680634608184941 108464 TASK 211 WAITING default FIRST_RESOURCES {}
1680634608184966 108464 TASK 212 WAITING default FIRST_RESOURCES {}
1680634608184990 108464 TASK 213 WAITING default FIRST_RESOURCES {}
1680634608185015 108464 TASK 214 WAITING default FIRST_RESOURCES {}
1680634608185037 108464 TASK 215 WAITING default FIRST_RESOURCES {}
1680634608185062 108464 TASK 216 WAITING default FIRST_RESOURCES {}
1680634608185087 108464 TASK 217 WAITING default FIRST_RESOURCES {}
1680634608185121 108464 TASK 218 WAITING default FIRST_RESOURCES {}
1680634608185145 108464 TASK 219 WAITING default FIRST_RESOURCES {}
1680634608185170 108464 TASK 220 WAITING default FIRST_RESOURCES {}
1680634608185205 108464 TASK 221 WAITING default FIRST_RESOURCES {}
1680634608185229 108464 TASK 222 WAITING default FIRST_RESOURCES {}
1680634608185250 108464 TASK 223 WAITING default FIRST_RESOURCES {}
1680634608185277 108464 TASK 224 WAITING default FIRST_RESOURCES {}
1680634608185301 108464 TASK 225 WAITING default FIRST_RESOURCES {}
1680634608185330 108464 TASK 226 WAITING default FIRST_RESOURCES {}
1680634608185352 108464 TASK 227 WAITING default FIRST_RESOURCES {}
1680634608185376 108464 TASK 228 WAITING default FIRST_RESOURCES {}
1680634608185400 108464 TASK 229 WAITING default FIRST_RESOURCES {}
1680634608185424 108464 TASK 230 WAITING default FIRST_RESOURCES {}
1680634608185446 108464 TASK 231 WAITING default FIRST_RESOURCES {}
1680634608185470 108464 TASK 232 WAITING default FIRST_RESOURCES {}
1680634608185494 108464 TASK 233 WAITING default FIRST_RESOURCES {}
1680634608185526 108464 TASK 234 WAITING default FIRST_RESOURCES {}
1680634608185548 108464 TASK 235 WAITING default FIRST_RESOURCES {}
1680634608185571 108464 TASK 236 WAITING default FIRST_RESOURCES {}
1680634608185594 108464 TASK 237 WAITING default FIRST_RESOURCES {}
1680634608185617 108464 TASK 238 WAITING default FIRST_RESOURCES {}
1680634608185666 108464 TASK 239 WAITING default FIRST_RESOURCES {}
1680634608185692 108464 TASK 240 WAITING default FIRST_RESOURCES {}
1680634608185718 108464 TASK 241 WAITING default FIRST_RESOURCES {}
1680634608185743 108464 TASK 242 WAITING default FIRST_RESOURCES {}
1680634608185767 108464 TASK 243 WAITING default FIRST_RESOURCES {}
1680634608185792 108464 TASK 244 WAITING default FIRST_RESOURCES {}
1680634608185817 108464 TASK 245 WAITING default FIRST_RESOURCES {}
1680634608185844 108464 TASK 246 WAITING default FIRST_RESOURCES {}
1680634608185868 108464 TASK 247 WAITING default FIRST_RESOURCES {}
1680634608185893 108464 TASK 248 WAITING default FIRST_RESOURCES {}
1680634608185931 108464 TASK 249 WAITING default FIRST_RESOURCES {}
1680634608185964 108464 TASK 250 WAITING default FIRST_RESOURCES {}
1680634608186000 108464 TASK 251 WAITING default FIRST_RESOURCES {}
1680634608186026 108464 TASK 252 WAITING default FIRST_RESOURCES {}
1680634608186051 108464 TASK 253 WAITING default FIRST_RESOURCES {}
1680634608186076 108464 TASK 254 WAITING default FIRST_RESOURCES {}
1680634608186099 108464 TASK 255 WAITING default FIRST_RESOURCES {}
1680634608186123 108464 TASK 256 WAITING default FIRST_RESOURCES {}
1680634608186148 108464 TASK 257 WAITING default FIRST_RESOURCES {}
1680634608186174 108464 TASK 258 WAITING default FIRST_RESOURCES {}
1680634608186197 108464 TASK 259 WAITING default FIRST_RESOURCES {}
1680634608186222 108464 TASK 260 WAITING default FIRST_RESOURCES {}
1680634608186246 108464 TASK 261 WAITING default FIRST_RESOURCES {}
1680634608186271 108464 TASK 262 WAITING default FIRST_RESOURCES {}
1680634608186294 108464 TASK 263 WAITING default FIRST_RESOURCES {}
1680634608186327 108464 TASK 264 WAITING default FIRST_RESOURCES {}
1680634608186351 108464 TASK 265 WAITING default FIRST_RESOURCES {}
1680634608186373 108464 TASK 266 WAITING default FIRST_RESOURCES {}
1680634608186397 108464 TASK 267 WAITING default FIRST_RESOURCES {}
1680634608186423 108464 TASK 268 WAITING default FIRST_RESOURCES {}
1680634608186447 108464 TASK 269 WAITING default FIRST_RESOURCES {}
1680634608186468 108464 TASK 270 WAITING default FIRST_RESOURCES {}
1680634608186493 108464 TASK 271 WAITING default FIRST_RESOURCES {}
1680634608186517 108464 TASK 272 WAITING default FIRST_RESOURCES {}
1680634608186540 108464 TASK 273 WAITING default FIRST_RESOURCES {}
1680634608186562 108464 TASK 274 WAITING default FIRST_RESOURCES {}
1680634608186584 108464 TASK 275 WAITING default FIRST_RESOURCES {}
1680634608186608 108464 TASK 276 WAITING default FIRST_RESOURCES {}
1680634608186647 108464 TASK 277 WAITING default FIRST_RESOURCES {}
1680634608186671 108464 TASK 278 WAITING default FIRST_RESOURCES {}
1680634608186696 108464 TASK 279 WAITING default FIRST_RESOURCES {}
1680634608186722 108464 TASK 280 WAITING default FIRST_RESOURCES {}
1680634608186748 108464 TASK 281 WAITING default FIRST_RESOURCES {}
1680634608186771 108464 TASK 282 WAITING default FIRST_RESOURCES {}
1680634608186796 108464 TASK 283 WAITING default FIRST_RESOURCES {}
1680634608186822 108464 TASK 284 WAITING default FIRST_RESOURCES {}
1680634608186847 108464 TASK 285 WAITING default FIRST_RESOURCES {}
1680634608186875 108464 TASK 286 WAITING default FIRST_RESOURCES {}
1680634608186901 108464 TASK 287 WAITING default FIRST_RESOURCES {}
1680634608186945 108464 TASK 288 WAITING default FIRST_RESOURCES {}
1680634608186969 108464 TASK 289 WAITING default FIRST_RESOURCES {}
1680634608186991 108464 TASK 290 WAITING default FIRST_RESOURCES {}
1680634608187014 108464 TASK 291 WAITING default FIRST_RESOURCES {}
1680634608187052 108464 TASK 292 WAITING default FIRST_RESOURCES {}
1680634608187077 108464 TASK 293 WAITING default FIRST_RESOURCES {}
1680634608187100 108464 TASK 294 WAITING default FIRST_RESOURCES {}
1680634608187124 108464 TASK 295 WAITING default FIRST_RESOURCES {}
1680634608187149 108464 TASK 296 WAITING default FIRST_RESOURCES {}
1680634608187175 108464 TASK 297 WAITING default FIRST_RESOURCES {}
1680634608187197 108464 TASK 298 WAITING default FIRST_RESOURCES {}
1680634608187222 108464 TASK 299 WAITING default FIRST_RESOURCES {}
1680634608187247 108464 TASK 300 WAITING default FIRST_RESOURCES {}
1680634608187271 108464 TASK 301 WAITING default FIRST_RESOURCES {}
1680634608187294 108464 TASK 302 WAITING default FIRST_RESOURCES {}
1680634608187318 108464 TASK 303 WAITING default FIRST_RESOURCES {}
1680634608187343 108464 TASK 304 WAITING default FIRST_RESOURCES {}
1680634608187379 108464 TASK 305 WAITING default FIRST_RESOURCES {}
1680634608187401 108464 TASK 306 WAITING default FIRST_RESOURCES {}
1680634608187424 108464 TASK 307 WAITING default FIRST_RESOURCES {}
1680634608187447 108464 TASK 308 WAITING default FIRST_RESOURCES {}
1680634608187471 108464 TASK 309 WAITING default FIRST_RESOURCES {}
1680634608187492 108464 TASK 310 WAITING default FIRST_RESOURCES {}
1680634608187515 108464 TASK 311 WAITING default FIRST_RESOURCES {}
1680634608187541 108464 TASK 312 WAITING default FIRST_RESOURCES {}
1680634608187564 108464 TASK 313 WAITING default FIRST_RESOURCES {}
1680634608187586 108464 TASK 314 WAITING default FIRST_RESOURCES {}
1680634608187609 108464 TASK 315 WAITING default FIRST_RESOURCES {}
1680634608187665 108464 TASK 316 WAITING default FIRST_RESOURCES {}
1680634608187692 108464 TASK 317 WAITING default FIRST_RESOURCES {}
1680634608187715 108464 TASK 318 WAITING default FIRST_RESOURCES {}
1680634608187741 108464 TASK 319 WAITING default FIRST_RESOURCES {}
1680634608187766 108464 TASK 320 WAITING default FIRST_RESOURCES {}
1680634608187792 108464 TASK 321 WAITING default FIRST_RESOURCES {}
1680634608187815 108464 TASK 322 WAITING default FIRST_RESOURCES {}
1680634608187841 108464 TASK 323 WAITING default FIRST_RESOURCES {}
1680634608187867 108464 TASK 324 WAITING default FIRST_RESOURCES {}
1680634608187894 108464 TASK 325 WAITING default FIRST_RESOURCES {}
1680634608187933 108464 TASK 326 WAITING default FIRST_RESOURCES {}
1680634608187966 108464 TASK 327 WAITING default FIRST_RESOURCES {}
1680634608187989 108464 TASK 328 WAITING default FIRST_RESOURCES {}
1680634608188011 108464 TASK 329 WAITING default FIRST_RESOURCES {}
1680634608188034 108464 TASK 330 WAITING default FIRST_RESOURCES {}
1680634608188057 108464 TASK 331 WAITING default FIRST_RESOURCES {}
1680634608188081 108464 TASK 332 WAITING default FIRST_RESOURCES {}
1680634608188102 108464 TASK 333 WAITING default FIRST_RESOURCES {}
1680634608188140 108464 TASK 334 WAITING default FIRST_RESOURCES {}
1680634608188165 108464 TASK 335 WAITING default FIRST_RESOURCES {}
1680634608188190 108464 TASK 336 WAITING default FIRST_RESOURCES {}
1680634608188212 108464 TASK 337 WAITING default FIRST_RESOURCES {}
1680634608188237 108464 TASK 338 WAITING default FIRST_RESOURCES {}
1680634608188261 108464 TASK 339 WAITING default FIRST_RESOURCES {}
1680634608188286 108464 TASK 340 WAITING default FIRST_RESOURCES {}
1680634608188308 108464 TASK 341 WAITING default FIRST_RESOURCES {}
1680634608188333 108464 TASK 342 WAITING default FIRST_RESOURCES {}
1680634608188358 108464 TASK 343 WAITING default FIRST_RESOURCES {}
1680634608188383 108464 TASK 344 WAITING default FIRST_RESOURCES {}
1680634608188406 108464 TASK 345 WAITING default FIRST_RESOURCES {}
1680634608188435 108464 TASK 346 WAITING default FIRST_RESOURCES {}
1680634608188469 108464 TASK 347 WAITING default FIRST_RESOURCES {}
1680634608188492 108464 TASK 348 WAITING default FIRST_RESOURCES {}
1680634608188514 108464 TASK 349 WAITING default FIRST_RESOURCES {}
1680634608188537 108464 TASK 350 WAITING default FIRST_RESOURCES {}
1680634608188561 108464 TASK 351 WAITING default FIRST_RESOURCES {}
1680634608188585 108464 TASK 352 WAITING default FIRST_RESOURCES {}
1680634608188607 108464 TASK 353 WAITING default FIRST_RESOURCES {}
1680634608188645 108464 TASK 354 WAITING default FIRST_RESOURCES {}
1680634608188694 108464 TASK 355 WAITING default FIRST_RESOURCES {}
1680634608188724 108464 TASK 356 WAITING default FIRST_RESOURCES {}
1680634608188748 108464 TASK 357 WAITING default FIRST_RESOURCES {}
1680634608188774 108464 TASK 358 WAITING default FIRST_RESOURCES {}
1680634608188800 108464 TASK 359 WAITING default FIRST_RESOURCES {}
1680634608188827 108464 TASK 360 WAITING default FIRST_RESOURCES {}
1680634608188851 108464 TASK 361 WAITING default FIRST_RESOURCES {}
