# time manager_pid MANAGER START|END
# time manager_pid WORKER worker_id host:port CONNECTION
# time manager_pid WORKER worker_id host:port DISCONNECTION (UNKNOWN|IDLE_OUT|FAST_ABORT|FAILURE|STATUS_WORKER|EXPLICIT
# time manager_pid WORKER worker_id RESOURCES {resources}
# time manager_pid CATEGORY name MAX {resources_max_per_task}
# time manager_pid CATEGORY name MIN {resources_min_per_task_per_worker}
# time manager_pid CATEGORY name FIRST (FIXED|MAX|MIN_WASTE|MAX_THROUGHPUT) {resources_requested}
# time manager_pid TASK taskid WAITING category_name (FIRST_RESOURCES|MAX_RESOURCES) {resources_requested}
# time manager_pid TASK taskid RUNNING worker_address (FIRST_RESOURCES|MAX_RESOURCES) {resources_allocated}
# time manager_pid TASK taskid WAITING_RETRIEVAL worker_address
# time manager_pid TASK taskid (RETRIEVED|DONE) (SUCCESS|SIGNAL|END_TIME|FORSAKEN|MAX_RETRIES|MAX_WALLTIME|UNKNOWN|RESOURCE_EXHAUSTION) exit_code {limits_exceeded} {resources_measured}
# time manager_pid TRANSFER (INPUT|OUTPUT) taskid cache_flag sizeinmb walltime filename

1680638937539508 115100 MANAGER START
1680638937543296 115100 CATEGORY default MAX {}
1680638937543312 115100 CATEGORY default MIN {}
1680638937543320 115100 CATEGORY default FIRST EXHAUSTIVE_BUCKETING {}
1680638937545479 115100 TASK 77 WAITING default FIRST_RESOURCES {}
1680638937545506 115100 TASK 78 WAITING default FIRST_RESOURCES {}
1680638937545532 115100 TASK 79 WAITING default FIRST_RESOURCES {}
1680638937545559 115100 TASK 80 WAITING default FIRST_RESOURCES {}
1680638937545583 115100 TASK 81 WAITING default FIRST_RESOURCES {}
1680638937545608 115100 TASK 82 WAITING default FIRST_RESOURCES {}
1680638937545639 115100 TASK 83 WAITING default FIRST_RESOURCES {}
1680638937545669 115100 TASK 84 WAITING default FIRST_RESOURCES {}
1680638937545698 115100 TASK 85 WAITING default FIRST_RESOURCES {}
1680638937545726 115100 TASK 86 WAITING default FIRST_RESOURCES {}
1680638937545752 115100 TASK 87 WAITING default FIRST_RESOURCES {}
1680638937545779 115100 TASK 88 WAITING default FIRST_RESOURCES {}
1680638937545803 115100 TASK 89 WAITING default FIRST_RESOURCES {}
1680638937545830 115100 TASK 90 WAITING default FIRST_RESOURCES {}
1680638937545858 115100 TASK 91 WAITING default FIRST_RESOURCES {}
1680638937545882 115100 TASK 92 WAITING default FIRST_RESOURCES {}
1680638937545906 115100 TASK 93 WAITING default FIRST_RESOURCES {}
1680638937545936 115100 TASK 94 WAITING default FIRST_RESOURCES {}
1680638937545963 115100 TASK 95 WAITING default FIRST_RESOURCES {}
1680638937545991 115100 TASK 96 WAITING default FIRST_RESOURCES {}
1680638937546035 115100 TASK 97 WAITING default FIRST_RESOURCES {}
1680638937546063 115100 TASK 98 WAITING default FIRST_RESOURCES {}
1680638937546088 115100 TASK 99 WAITING default FIRST_RESOURCES {}
1680638937546114 115100 TASK 100 WAITING default FIRST_RESOURCES {}
1680638937546141 115100 TASK 101 WAITING default FIRST_RESOURCES {}
1680638937546166 115100 TASK 102 WAITING default FIRST_RESOURCES {}
1680638937546193 115100 TASK 103 WAITING default FIRST_RESOURCES {}
1680638937546219 115100 TASK 104 WAITING default FIRST_RESOURCES {}
1680638937546247 115100 TASK 105 WAITING default FIRST_RESOURCES {}
1680638937546274 115100 TASK 106 WAITING default FIRST_RESOURCES {}
1680638937546300 115100 TASK 107 WAITING default FIRST_RESOURCES {}
1680638937546339 115100 TASK 108 WAITING default FIRST_RESOURCES {}
1680638937546365 115100 TASK 109 WAITING default FIRST_RESOURCES {}
1680638937546394 115100 TASK 110 WAITING default FIRST_RESOURCES {}
1680638937546420 115100 TASK 111 WAITING default FIRST_RESOURCES {}
1680638937546447 115100 TASK 112 WAITING default FIRST_RESOURCES {}
1680638937546472 115100 TASK 113 WAITING default FIRST_RESOURCES {}
1680638937546498 115100 TASK 114 WAITING default FIRST_RESOURCES {}
1680638937546524 115100 TASK 115 WAITING default FIRST_RESOURCES {}
1680638937546551 115100 TASK 116 WAITING default FIRST_RESOURCES {}
1680638937546576 115100 TASK 117 WAITING default FIRST_RESOURCES {}
1680638937546602 115100 TASK 118 WAITING default FIRST_RESOURCES {}
1680638937546645 115100 TASK 119 WAITING default FIRST_RESOURCES {}
1680638937546674 115100 TASK 120 WAITING default FIRST_RESOURCES {}
1680638937546698 115100 TASK 121 WAITING default FIRST_RESOURCES {}
1680638937546725 115100 TASK 122 WAITING default FIRST_RESOURCES {}
1680638937546751 115100 TASK 123 WAITING default FIRST_RESOURCES {}
1680638937546778 115100 TASK 124 WAITING default FIRST_RESOURCES {}
1680638937546802 115100 TASK 125 WAITING default FIRST_RESOURCES {}
1680638937546833 115100 TASK 126 WAITING default FIRST_RESOURCES {}
1680638937546860 115100 TASK 127 WAITING default FIRST_RESOURCES {}
1680638937546887 115100 TASK 128 WAITING default FIRST_RESOURCES {}
1680638937546911 115100 TASK 129 WAITING default FIRST_RESOURCES {}
1680638937546939 115100 TASK 130 WAITING default FIRST_RESOURCES {}
1680638937546972 115100 TASK 131 WAITING default FIRST_RESOURCES {}
1680638937546999 115100 TASK 132 WAITING default FIRST_RESOURCES {}
1680638937547023 115100 TASK 133 WAITING default FIRST_RESOURCES {}
1680638937547049 115100 TASK 134 WAITING default FIRST_RESOURCES {}
1680638937547075 115100 TASK 135 WAITING default FIRST_RESOURCES {}
1680638937547105 115100 TASK 136 WAITING default FIRST_RESOURCES {}
1680638937547131 115100 TASK 137 WAITING default FIRST_RESOURCES {}
1680638937547157 115100 TASK 138 WAITING default FIRST_RESOURCES {}
1680638937547184 115100 TASK 139 WAITING default FIRST_RESOURCES {}
1680638937547208 115100 TASK 140 WAITING default FIRST_RESOURCES {}
1680638937547235 115100 TASK 141 WAITING default FIRST_RESOURCES {}
1680638937547262 115100 TASK 142 WAITING default FIRST_RESOURCES {}
1680638937547288 115100 TASK 143 WAITING default FIRST_RESOURCES {}
1680638937547313 115100 TASK 144 WAITING default FIRST_RESOURCES {}
1680638937547345 115100 TASK 145 WAITING default FIRST_RESOURCES {}
1680638937547372 115100 TASK 146 WAITING default FIRST_RESOURCES {}
1680638937547410 115100 TASK 147 WAITING default FIRST_RESOURCES {}
1680638937547434 115100 TASK 148 WAITING default FIRST_RESOURCES {}
1680638937547459 115100 TASK 149 WAITING default FIRST_RESOURCES {}
1680638937547486 115100 TASK 150 WAITING default FIRST_RESOURCES {}
1680638937547523 115100 TASK 151 WAITING default FIRST_RESOURCES {}
1680638937547546 115100 TASK 152 WAITING default FIRST_RESOURCES {}
1680638937547571 115100 TASK 153 WAITING default FIRST_RESOURCES {}
1680638937547596 115100 TASK 154 WAITING default FIRST_RESOURCES {}
1680638937547624 115100 TASK 155 WAITING default FIRST_RESOURCES {}
1680638937547660 115100 TASK 156 WAITING default FIRST_RESOURCES {}
1680638937547686 115100 TASK 157 WAITING default FIRST_RESOURCES {}
1680638937547713 115100 TASK 158 WAITING default FIRST_RESOURCES {}
1680638937547740 115100 TASK 159 WAITING default FIRST_RESOURCES {}
1680638937547764 115100 TASK 160 WAITING default FIRST_RESOURCES {}
1680638937547791 115100 TASK 161 WAITING default FIRST_RESOURCES {}
1680638937547817 115100 TASK 162 WAITING default FIRST_RESOURCES {}
1680638937547844 115100 TASK 163 WAITING default FIRST_RESOURCES {}
1680638937547868 115100 TASK 164 WAITING default FIRST_RESOURCES {}
1680638937547899 115100 TASK 165 WAITING default FIRST_RESOURCES {}
1680638937547925 115100 TASK 166 WAITING default FIRST_RESOURCES {}
1680638937547952 115100 TASK 167 WAITING default FIRST_RESOURCES {}
1680638937547980 115100 TASK 168 WAITING default FIRST_RESOURCES {}
1680638937548008 115100 TASK 169 WAITING default FIRST_RESOURCES {}
1680638937548035 115100 TASK 170 WAITING default FIRST_RESOURCES {}
1680638937548062 115100 TASK 171 WAITING default FIRST_RESOURCES {}
1680638937548087 115100 TASK 172 WAITING default FIRST_RESOURCES {}
1680638937548113 115100 TASK 173 WAITING default FIRST_RESOURCES {}
1680638937548150 115100 TASK 174 WAITING default FIRST_RESOURCES {}
1680638937548176 115100 TASK 175 WAITING default FIRST_RESOURCES {}
1680638937548200 115100 TASK 176 WAITING default FIRST_RESOURCES {}
1680638937548225 115100 TASK 177 WAITING default FIRST_RESOURCES {}
1680638937548252 115100 TASK 178 WAITING default FIRST_RESOURCES {}
1680638937548278 115100 TASK 179 WAITING default FIRST_RESOURCES {}
1680638937548302 115100 TASK 180 WAITING default FIRST_RESOURCES {}
1680638937548330 115100 TASK 181 WAITING default FIRST_RESOURCES {}
1680638937548356 115100 TASK 182 WAITING default FIRST_RESOURCES {}
1680638937548393 115100 TASK 183 WAITING default FIRST_RESOURCES {}
1680638937548416 115100 TASK 184 WAITING default FIRST_RESOURCES {}
1680638937548441 115100 TASK 185 WAITING default FIRST_RESOURCES {}
1680638937548466 115100 TASK 186 WAITING default FIRST_RESOURCES {}
1680638937548501 115100 TASK 187 WAITING default FIRST_RESOURCES {}
1680638937548523 115100 TASK 188 WAITING default FIRST_RESOURCES {}
1680638937548547 115100 TASK 189 WAITING default FIRST_RESOURCES {}
1680638937548571 115100 TASK 190 WAITING default FIRST_RESOURCES {}
1680638937548595 115100 TASK 191 WAITING default FIRST_RESOURCES {}
1680638937548669 115100 TASK 192 WAITING default FIRST_RESOURCES {}
1680638937548695 115100 TASK 193 WAITING default FIRST_RESOURCES {}
1680638937548720 115100 TASK 194 WAITING default FIRST_RESOURCES {}
1680638937548747 115100 TASK 195 WAITING default FIRST_RESOURCES {}
1680638937548772 115100 TASK 196 WAITING default FIRST_RESOURCES {}
1680638937548798 115100 TASK 197 WAITING default FIRST_RESOURCES {}
1680638937548825 115100 TASK 198 WAITING default FIRST_RESOURCES {}
1680638937548849 115100 TASK 199 WAITING default FIRST_RESOURCES {}
1680638937548881 115100 TASK 200 WAITING default FIRST_RESOURCES {}
1680638937548907 115100 TASK 201 WAITING default FIRST_RESOURCES {}
1680638937548940 115100 TASK 202 WAITING default FIRST_RESOURCES {}
1680638937548973 115100 TASK 203 WAITING default FIRST_RESOURCES {}
1680638937549004 115100 TASK 204 WAITING default FIRST_RESOURCES {}
1680638937549026 115100 TASK 205 WAITING default FIRST_RESOURCES {}
1680638937549049 115100 TASK 206 WAITING default FIRST_RESOURCES {}
1680638937549074 115100 TASK 207 WAITING default FIRST_RESOURCES {}
1680638937549096 115100 TASK 208 WAITING default FIRST_RESOURCES {}
1680638937549123 115100 TASK 209 WAITING default FIRST_RESOURCES {}
1680638937549148 115100 TASK 210 WAITING default FIRST_RESOURCES {}
1680638937549170 115100 TASK 211 WAITING default FIRST_RESOURCES {}
1680638937549193 115100 TASK 212 WAITING default FIRST_RESOURCES {}
1680638937549217 115100 TASK 213 WAITING default FIRST_RESOURCES {}
1680638937549241 115100 TASK 214 WAITING default FIRST_RESOURCES {}
1680638937549262 115100 TASK 215 WAITING default FIRST_RESOURCES {}
1680638937549285 115100 TASK 216 WAITING default FIRST_RESOURCES {}
1680638937549309 115100 TASK 217 WAITING default FIRST_RESOURCES {}
1680638937549343 115100 TASK 218 WAITING default FIRST_RESOURCES {}
1680638937549365 115100 TASK 219 WAITING default FIRST_RESOURCES {}
1680638937549388 115100 TASK 220 WAITING default FIRST_RESOURCES {}
1680638937549412 115100 TASK 221 WAITING default FIRST_RESOURCES {}
1680638937549435 115100 TASK 222 WAITING default FIRST_RESOURCES {}
1680638937549457 115100 TASK 223 WAITING default FIRST_RESOURCES {}
1680638937549483 115100 TASK 224 WAITING default FIRST_RESOURCES {}
1680638937549510 115100 TASK 225 WAITING default FIRST_RESOURCES {}
1680638937549535 115100 TASK 226 WAITING default FIRST_RESOURCES {}
1680638937549557 115100 TASK 227 WAITING default FIRST_RESOURCES {}
1680638937549580 115100 TASK 228 WAITING default FIRST_RESOURCES {}
1680638937549603 115100 TASK 229 WAITING default FIRST_RESOURCES {}
1680638937549632 115100 TASK 230 WAITING default FIRST_RESOURCES {}
1680638937549670 115100 TASK 231 WAITING default FIRST_RESOURCES {}
1680638937549697 115100 TASK 232 WAITING default FIRST_RESOURCES {}
1680638937549724 115100 TASK 233 WAITING default FIRST_RESOURCES {}
1680638937549751 115100 TASK 234 WAITING default FIRST_RESOURCES {}
1680638937549775 115100 TASK 235 WAITING default FIRST_RESOURCES {}
1680638937549801 115100 TASK 236 WAITING default FIRST_RESOURCES {}
1680638937549828 115100 TASK 237 WAITING default FIRST_RESOURCES {}
1680638937549855 115100 TASK 238 WAITING default FIRST_RESOURCES {}
1680638937549879 115100 TASK 239 WAITING default FIRST_RESOURCES {}
1680638937549905 115100 TASK 240 WAITING default FIRST_RESOURCES {}
1680638937549956 115100 TASK 241 WAITING default FIRST_RESOURCES {}
1680638937549980 115100 TASK 242 WAITING default FIRST_RESOURCES {}
1680638937550002 115100 TASK 243 WAITING default FIRST_RESOURCES {}
1680638937550025 115100 TASK 244 WAITING default FIRST_RESOURCES {}
1680638937550048 115100 TASK 245 WAITING default FIRST_RESOURCES {}
1680638937550086 115100 TASK 246 WAITING default FIRST_RESOURCES {}
1680638937550109 115100 TASK 247 WAITING default FIRST_RESOURCES {}
1680638937550156 115100 TASK 248 WAITING default FIRST_RESOURCES {}
1680638937550185 115100 TASK 249 WAITING default FIRST_RESOURCES {}
1680638937550212 115100 TASK 250 WAITING default FIRST_RESOURCES {}
1680638937550240 115100 TASK 251 WAITING default FIRST_RESOURCES {}
1680638937550267 115100 TASK 252 WAITING default FIRST_RESOURCES {}
1680638937550294 115100 TASK 253 WAITING default FIRST_RESOURCES {}
1680638937550321 115100 TASK 254 WAITING default FIRST_RESOURCES {}
1680638937550345 115100 TASK 255 WAITING default FIRST_RESOURCES {}
1680638937550371 115100 TASK 256 WAITING default FIRST_RESOURCES {}
1680638937550398 115100 TASK 257 WAITING default FIRST_RESOURCES {}
1680638937550425 115100 TASK 258 WAITING default FIRST_RESOURCES {}
1680638937550449 115100 TASK 259 WAITING default FIRST_RESOURCES {}
1680638937550475 115100 TASK 260 WAITING default FIRST_RESOURCES {}
1680638937550503 115100 TASK 261 WAITING default FIRST_RESOURCES {}
1680638937550530 115100 TASK 262 WAITING default FIRST_RESOURCES {}
1680638937550554 115100 TASK 263 WAITING default FIRST_RESOURCES {}
1680638937550581 115100 TASK 264 WAITING default FIRST_RESOURCES {}
1680638937550607 115100 TASK 265 WAITING default FIRST_RESOURCES {}
1680638937550644 115100 TASK 266 WAITING default FIRST_RESOURCES {}
1680638937550674 115100 TASK 267 WAITING default FIRST_RESOURCES {}
1680638937550703 115100 TASK 268 WAITING default FIRST_RESOURCES {}
1680638937550730 115100 TASK 269 WAITING default FIRST_RESOURCES {}
1680638937550755 115100 TASK 270 WAITING default FIRST_RESOURCES {}
1680638937550781 115100 TASK 271 WAITING default FIRST_RESOURCES {}
1680638937550808 115100 TASK 272 WAITING default FIRST_RESOURCES {}
1680638937550835 115100 TASK 273 WAITING default FIRST_RESOURCES {}
1680638937550861 115100 TASK 274 WAITING default FIRST_RESOURCES {}
1680638937550888 115100 TASK 275 WAITING default FIRST_RESOURCES {}
1680638937550929 115100 TASK 276 WAITING default FIRST_RESOURCES {}
1680638937550959 115100 TASK 277 WAITING default FIRST_RESOURCES {}
1680638937550984 115100 TASK 278 WAITING default FIRST_RESOURCES {}
1680638937551010 115100 TASK 279 WAITING default FIRST_RESOURCES {}
1680638937551049 115100 TASK 280 WAITING default FIRST_RESOURCES {}
1680638937551085 115100 TASK 281 WAITING default FIRST_RESOURCES {}
1680638937551108 115100 TASK 282 WAITING default FIRST_RESOURCES {}
1680638937551132 115100 TASK 283 WAITING default FIRST_RESOURCES {}
1680638937551157 115100 TASK 284 WAITING default FIRST_RESOURCES {}
1680638937551193 115100 TASK 285 WAITING default FIRST_RESOURCES {}
1680638937551221 115100 TASK 286 WAITING default FIRST_RESOURCES {}
1680638937551247 115100 TASK 287 WAITING default FIRST_RESOURCES {}
1680638937551284 115100 TASK 288 WAITING default FIRST_RESOURCES {}
1680638937551311 115100 TASK 289 WAITING default FIRST_RESOURCES {}
1680638937551335 115100 TASK 290 WAITING default FIRST_RESOURCES {}
1680638937551370 115100 TASK 291 WAITING default FIRST_RESOURCES {}
1680638937551414 115100 TASK 292 WAITING default FIRST_RESOURCES {}
1680638937551452 115100 TASK 293 WAITING default FIRST_RESOURCES {}
1680638937551475 115100 TASK 294 WAITING default FIRST_RESOURCES {}
1680638937551511 115100 TASK 295 WAITING default FIRST_RESOURCES {}
1680638937551548 115100 TASK 296 WAITING default FIRST_RESOURCES {}
1680638937551573 115100 TASK 297 WAITING default FIRST_RESOURCES {}
1680638937551596 115100 TASK 298 WAITING default FIRST_RESOURCES {}
1680638937551625 115100 TASK 299 WAITING default FIRST_RESOURCES {}
1680638937551664 115100 TASK 300 WAITING default FIRST_RESOURCES {}
1680638937551690 115100 TASK 301 WAITING default FIRST_RESOURCES {}
1680638937551715 115100 TASK 302 WAITING default FIRST_RESOURCES {}
1680638937551741 115100 TASK 303 WAITING default FIRST_RESOURCES {}
1680638937551768 115100 TASK 304 WAITING default FIRST_RESOURCES {}
1680638937551809 115100 TASK 305 WAITING default FIRST_RESOURCES {}
1680638937551835 115100 TASK 306 WAITING default FIRST_RESOURCES {}
1680638937551862 115100 TASK 307 WAITING default FIRST_RESOURCES {}
1680638937551889 115100 TASK 308 WAITING default FIRST_RESOURCES {}
1680638937551915 115100 TASK 309 WAITING default FIRST_RESOURCES {}
1680638937551940 115100 TASK 310 WAITING default FIRST_RESOURCES {}
1680638937551972 115100 TASK 311 WAITING default FIRST_RESOURCES {}
1680638937552001 115100 TASK 312 WAITING default FIRST_RESOURCES {}
1680638937552028 115100 TASK 313 WAITING default FIRST_RESOURCES {}
1680638937552052 115100 TASK 314 WAITING default FIRST_RESOURCES {}
1680638937552079 115100 TASK 315 WAITING default FIRST_RESOURCES {}
1680638937552105 115100 TASK 316 WAITING default FIRST_RESOURCES {}
1680638937552132 115100 TASK 317 WAITING default FIRST_RESOURCES {}
1680638937552157 115100 TASK 318 WAITING default FIRST_RESOURCES {}
1680638937552191 115100 TASK 319 WAITING default FIRST_RESOURCES {}
1680638937552221 115100 TASK 320 WAITING default FIRST_RESOURCES {}
1680638937552260 115100 TASK 321 WAITING default FIRST_RESOURCES {}
1680638937552283 115100 TASK 322 WAITING default FIRST_RESOURCES {}
1680638937552309 115100 TASK 323 WAITING default FIRST_RESOURCES {}
1680638937552335 115100 TASK 324 WAITING default FIRST_RESOURCES {}
1680638937552362 115100 TASK 325 WAITING default FIRST_RESOURCES {}
1680638937552386 115100 TASK 326 WAITING default FIRST_RESOURCES {}
1680638937552412 115100 TASK 327 WAITING default FIRST_RESOURCES {}
1680638937552438 115100 TASK 328 WAITING default FIRST_RESOURCES {}
1680638937552461 115100 TASK 329 WAITING default FIRST_RESOURCES {}
1680638937552487 115100 TASK 330 WAITING default FIRST_RESOURCES {}
1680638937552513 115100 TASK 331 WAITING default FIRST_RESOURCES {}
1680638937552538 115100 TASK 332 WAITING default FIRST_RESOURCES {}
1680638937552562 115100 TASK 333 WAITING default FIRST_RESOURCES {}
1680638937552591 115100 TASK 334 WAITING default FIRST_RESOURCES {}
1680638937552633 115100 TASK 335 WAITING default FIRST_RESOURCES {}
1680638937552661 115100 TASK 336 WAITING default FIRST_RESOURCES {}
1680638937552685 115100 TASK 337 WAITING default FIRST_RESOURCES {}
1680638937552712 115100 TASK 338 WAITING default FIRST_RESOURCES {}
1680638937552738 115100 TASK 339 WAITING default FIRST_RESOURCES {}
1680638937552765 115100 TASK 340 WAITING default FIRST_RESOURCES {}
1680638937552789 115100 TASK 341 WAITING default FIRST_RESOURCES {}
1680638937552816 115100 TASK 342 WAITING default FIRST_RESOURCES {}
1680638937552842 115100 TASK 343 WAITING default FIRST_RESOURCES {}
1680638937552868 115100 TASK 344 WAITING default FIRST_RESOURCES {}
1680638937552892 115100 TASK 345 WAITING default FIRST_RESOURCES {}
1680638937552935 115100 TASK 346 WAITING default FIRST_RESOURCES {}
1680638937552971 115100 TASK 347 WAITING default FIRST_RESOURCES {}
1680638937552996 115100 TASK 348 WAITING default FIRST_RESOURCES {}
1680638937553019 115100 TASK 349 WAITING default FIRST_RESOURCES {}
1680638937553043 115100 TASK 350 WAITING default FIRST_RESOURCES {}
1680638937553068 115100 TASK 351 WAITING default FIRST_RESOURCES {}
1680638937553093 115100 TASK 352 WAITING default FIRST_RESOURCES {}
1680638937553116 115100 TASK 353 WAITING default FIRST_RESOURCES {}
1680638937553141 115100 TASK 354 WAITING default FIRST_RESOURCES {}
1680638937553166 115100 TASK 355 WAITING default FIRST_RESOURCES {}
1680638937553193 115100 TASK 356 WAITING default FIRST_RESOURCES {}
1680638937553217 115100 TASK 357 WAITING default FIRST_RESOURCES {}
1680638937553241 115100 TASK 358 WAITING default FIRST_RESOURCES {}
1680638937553266 115100 TASK 359 WAITING default FIRST_RESOURCES {}
1680638937553291 115100 TASK 360 WAITING default FIRST_RESOURCES {}
1680638937553314 115100 TASK 361 WAITING default FIRST_RESOURCES {}
