# time manager_pid MANAGER START|END
# time manager_pid WORKER worker_id host:port CONNECTION
# time manager_pid WORKER worker_id host:port DISCONNECTION (UNKNOWN|IDLE_OUT|FAST_ABORT|FAILURE|STATUS_WORKER|EXPLICIT
# time manager_pid WORKER worker_id RESOURCES {resources}
# time manager_pid CATEGORY name MAX {resources_max_per_task}
# time manager_pid CATEGORY name MIN {resources_min_per_task_per_worker}
# time manager_pid CATEGORY name FIRST (FIXED|MAX|MIN_WASTE|MAX_THROUGHPUT) {resources_requested}
# time manager_pid TASK taskid WAITING category_name (FIRST_RESOURCES|MAX_RESOURCES) {resources_requested}
# time manager_pid TASK taskid RUNNING worker_address (FIRST_RESOURCES|MAX_RESOURCES) {resources_allocated}
# time manager_pid TASK taskid WAITING_RETRIEVAL worker_address
# time manager_pid TASK taskid (RETRIEVED|DONE) (SUCCESS|SIGNAL|END_TIME|FORSAKEN|MAX_RETRIES|MAX_WALLTIME|UNKNOWN|RESOURCE_EXHAUSTION) exit_code {limits_exceeded} {resources_measured}
# time manager_pid TRANSFER (INPUT|OUTPUT) taskid cache_flag sizeinmb walltime filename

1680643311924426 123044 MANAGER START
1680643311927873 123044 CATEGORY default MAX {}
1680643311927886 123044 CATEGORY default MIN {}
1680643311927893 123044 CATEGORY default FIRST MIN_WASTE {}
1680643311928962 123044 TASK 35 WAITING default FIRST_RESOURCES {}
1680643311928984 123044 TASK 36 WAITING default FIRST_RESOURCES {}
1680643311929007 123044 TASK 37 WAITING default FIRST_RESOURCES {}
1680643311929032 123044 TASK 38 WAITING default FIRST_RESOURCES {}
1680643311929054 123044 TASK 39 WAITING default FIRST_RESOURCES {}
1680643311929075 123044 TASK 40 WAITING default FIRST_RESOURCES {}
1680643311929096 123044 TASK 41 WAITING default FIRST_RESOURCES {}
1680643311929119 123044 TASK 42 WAITING default FIRST_RESOURCES {}
1680643311929151 123044 TASK 43 WAITING default FIRST_RESOURCES {}
1680643311929178 123044 TASK 44 WAITING default FIRST_RESOURCES {}
1680643311929202 123044 TASK 45 WAITING default FIRST_RESOURCES {}
1680643311929227 123044 TASK 46 WAITING default FIRST_RESOURCES {}
1680643311929251 123044 TASK 47 WAITING default FIRST_RESOURCES {}
1680643311929272 123044 TASK 48 WAITING default FIRST_RESOURCES {}
1680643311929296 123044 TASK 49 WAITING default FIRST_RESOURCES {}
1680643311929318 123044 TASK 50 WAITING default FIRST_RESOURCES {}
1680643311929339 123044 TASK 51 WAITING default FIRST_RESOURCES {}
1680643311929364 123044 TASK 52 WAITING default FIRST_RESOURCES {}
1680643311929388 123044 TASK 53 WAITING default FIRST_RESOURCES {}
1680643311929410 123044 TASK 54 WAITING default FIRST_RESOURCES {}
1680643311929433 123044 TASK 55 WAITING default FIRST_RESOURCES {}
1680643311929457 123044 TASK 56 WAITING default FIRST_RESOURCES {}
1680643311929480 123044 TASK 57 WAITING default FIRST_RESOURCES {}
1680643311929502 123044 TASK 58 WAITING default FIRST_RESOURCES {}
1680643311929537 123044 TASK 59 WAITING default FIRST_RESOURCES {}
1680643311929562 123044 TASK 60 WAITING default FIRST_RESOURCES {}
1680643311929597 123044 TASK 61 WAITING default FIRST_RESOURCES {}
1680643311929624 123044 TASK 62 WAITING default FIRST_RESOURCES {}
1680643311929674 123044 TASK 63 WAITING default FIRST_RESOURCES {}
1680643311929700 123044 TASK 64 WAITING default FIRST_RESOURCES {}
1680643311929728 123044 TASK 65 WAITING default FIRST_RESOURCES {}
1680643311929752 123044 TASK 66 WAITING default FIRST_RESOURCES {}
1680643311929778 123044 TASK 67 WAITING default FIRST_RESOURCES {}
1680643311929805 123044 TASK 68 WAITING default FIRST_RESOURCES {}
1680643311929833 123044 TASK 69 WAITING default FIRST_RESOURCES {}
1680643311929857 123044 TASK 70 WAITING default FIRST_RESOURCES {}
1680643311929884 123044 TASK 71 WAITING default FIRST_RESOURCES {}
1680643311929908 123044 TASK 72 WAITING default FIRST_RESOURCES {}
1680643311929935 123044 TASK 73 WAITING default FIRST_RESOURCES {}
1680643311929959 123044 TASK 74 WAITING default FIRST_RESOURCES {}
1680643311930001 123044 TASK 75 WAITING default FIRST_RESOURCES {}
1680643311930039 123044 TASK 76 WAITING default FIRST_RESOURCES {}
1680643311930066 123044 TASK 77 WAITING default FIRST_RESOURCES {}
1680643311930090 123044 TASK 78 WAITING default FIRST_RESOURCES {}
1680643311930116 123044 TASK 79 WAITING default FIRST_RESOURCES {}
1680643311930142 123044 TASK 80 WAITING default FIRST_RESOURCES {}
1680643311930169 123044 TASK 81 WAITING default FIRST_RESOURCES {}
1680643311930193 123044 TASK 82 WAITING default FIRST_RESOURCES {}
1680643311930217 123044 TASK 83 WAITING default FIRST_RESOURCES {}
1680643311930244 123044 TASK 84 WAITING default FIRST_RESOURCES {}
1680643311930274 123044 TASK 85 WAITING default FIRST_RESOURCES {}
1680643311930299 123044 TASK 86 WAITING default FIRST_RESOURCES {}
1680643311930325 123044 TASK 87 WAITING default FIRST_RESOURCES {}
1680643311930351 123044 TASK 88 WAITING default FIRST_RESOURCES {}
1680643311930377 123044 TASK 89 WAITING default FIRST_RESOURCES {}
1680643311930401 123044 TASK 90 WAITING default FIRST_RESOURCES {}
1680643311930440 123044 TASK 91 WAITING default FIRST_RESOURCES {}
1680643311930478 123044 TASK 92 WAITING default FIRST_RESOURCES {}
1680643311930502 123044 TASK 93 WAITING default FIRST_RESOURCES {}
1680643311930526 123044 TASK 94 WAITING default FIRST_RESOURCES {}
1680643311930558 123044 TASK 95 WAITING default FIRST_RESOURCES {}
1680643311930585 123044 TASK 96 WAITING default FIRST_RESOURCES {}
1680643311930760 123044 TASK 97 WAITING default FIRST_RESOURCES {}
1680643311930795 123044 TASK 98 WAITING default FIRST_RESOURCES {}
1680643311930822 123044 TASK 99 WAITING default FIRST_RESOURCES {}
1680643311930847 123044 TASK 100 WAITING default FIRST_RESOURCES {}
1680643311930874 123044 TASK 101 WAITING default FIRST_RESOURCES {}
1680643311930902 123044 TASK 102 WAITING default FIRST_RESOURCES {}
1680643311930926 123044 TASK 103 WAITING default FIRST_RESOURCES {}
1680643311930953 123044 TASK 104 WAITING default FIRST_RESOURCES {}
1680643311930996 123044 TASK 105 WAITING default FIRST_RESOURCES {}
1680643311931022 123044 TASK 106 WAITING default FIRST_RESOURCES {}
1680643311931068 123044 TASK 107 WAITING default FIRST_RESOURCES {}
1680643311931095 123044 TASK 108 WAITING default FIRST_RESOURCES {}
1680643311931118 123044 TASK 109 WAITING default FIRST_RESOURCES {}
1680643311931143 123044 TASK 110 WAITING default FIRST_RESOURCES {}
1680643311931169 123044 TASK 111 WAITING default FIRST_RESOURCES {}
1680643311931196 123044 TASK 112 WAITING default FIRST_RESOURCES {}
1680643311931230 123044 TASK 113 WAITING default FIRST_RESOURCES {}
1680643311931267 123044 TASK 114 WAITING default FIRST_RESOURCES {}
1680643311931293 123044 TASK 115 WAITING default FIRST_RESOURCES {}
1680643311931333 123044 TASK 116 WAITING default FIRST_RESOURCES {}
1680643311931356 123044 TASK 117 WAITING default FIRST_RESOURCES {}
1680643311931382 123044 TASK 118 WAITING default FIRST_RESOURCES {}
1680643311931419 123044 TASK 119 WAITING default FIRST_RESOURCES {}
1680643311931446 123044 TASK 120 WAITING default FIRST_RESOURCES {}
1680643311931470 123044 TASK 121 WAITING default FIRST_RESOURCES {}
1680643311931497 123044 TASK 122 WAITING default FIRST_RESOURCES {}
1680643311931523 123044 TASK 123 WAITING default FIRST_RESOURCES {}
1680643311931562 123044 TASK 124 WAITING default FIRST_RESOURCES {}
1680643311931585 123044 TASK 125 WAITING default FIRST_RESOURCES {}
1680643311931614 123044 TASK 126 WAITING default FIRST_RESOURCES {}
1680643311931658 123044 TASK 127 WAITING default FIRST_RESOURCES {}
1680643311931685 123044 TASK 128 WAITING default FIRST_RESOURCES {}
1680643311931710 123044 TASK 129 WAITING default FIRST_RESOURCES {}
1680643311931736 123044 TASK 130 WAITING default FIRST_RESOURCES {}
1680643311931765 123044 TASK 131 WAITING default FIRST_RESOURCES {}
1680643311931793 123044 TASK 132 WAITING default FIRST_RESOURCES {}
1680643311931817 123044 TASK 133 WAITING default FIRST_RESOURCES {}
1680643311931843 123044 TASK 134 WAITING default FIRST_RESOURCES {}
1680643311931882 123044 TASK 135 WAITING default FIRST_RESOURCES {}
1680643311931913 123044 TASK 136 WAITING default FIRST_RESOURCES {}
1680643311931937 123044 TASK 137 WAITING default FIRST_RESOURCES {}
1680643311931967 123044 TASK 138 WAITING default FIRST_RESOURCES {}
1680643311931995 123044 TASK 139 WAITING default FIRST_RESOURCES {}
1680643311932022 123044 TASK 140 WAITING default FIRST_RESOURCES {}
1680643311932047 123044 TASK 141 WAITING default FIRST_RESOURCES {}
1680643311932073 123044 TASK 142 WAITING default FIRST_RESOURCES {}
1680643311932100 123044 TASK 143 WAITING default FIRST_RESOURCES {}
1680643311932126 123044 TASK 144 WAITING default FIRST_RESOURCES {}
1680643311932162 123044 TASK 145 WAITING default FIRST_RESOURCES {}
1680643311932188 123044 TASK 146 WAITING default FIRST_RESOURCES {}
1680643311932214 123044 TASK 147 WAITING default FIRST_RESOURCES {}
1680643311932251 123044 TASK 148 WAITING default FIRST_RESOURCES {}
1680643311932275 123044 TASK 149 WAITING default FIRST_RESOURCES {}
1680643311932302 123044 TASK 150 WAITING default FIRST_RESOURCES {}
1680643311932330 123044 TASK 151 WAITING default FIRST_RESOURCES {}
1680643311932358 123044 TASK 152 WAITING default FIRST_RESOURCES {}
1680643311932382 123044 TASK 153 WAITING default FIRST_RESOURCES {}
1680643311932408 123044 TASK 154 WAITING default FIRST_RESOURCES {}
1680643311932435 123044 TASK 155 WAITING default FIRST_RESOURCES {}
1680643311932461 123044 TASK 156 WAITING default FIRST_RESOURCES {}
1680643311932486 123044 TASK 157 WAITING default FIRST_RESOURCES {}
1680643311932512 123044 TASK 158 WAITING default FIRST_RESOURCES {}
1680643311932539 123044 TASK 159 WAITING default FIRST_RESOURCES {}
1680643311932566 123044 TASK 160 WAITING default FIRST_RESOURCES {}
1680643311932590 123044 TASK 161 WAITING default FIRST_RESOURCES {}
1680643311932617 123044 TASK 162 WAITING default FIRST_RESOURCES {}
1680643311932648 123044 TASK 163 WAITING default FIRST_RESOURCES {}
1680643311932672 123044 TASK 164 WAITING default FIRST_RESOURCES {}
1680643311932702 123044 TASK 165 WAITING default FIRST_RESOURCES {}
1680643311932729 123044 TASK 166 WAITING default FIRST_RESOURCES {}
1680643311932768 123044 TASK 167 WAITING default FIRST_RESOURCES {}
1680643311932799 123044 TASK 168 WAITING default FIRST_RESOURCES {}
1680643311932827 123044 TASK 169 WAITING default FIRST_RESOURCES {}
1680643311932856 123044 TASK 170 WAITING default FIRST_RESOURCES {}
1680643311932883 123044 TASK 171 WAITING default FIRST_RESOURCES {}
1680643311932907 123044 TASK 172 WAITING default FIRST_RESOURCES {}
1680643311932933 123044 TASK 173 WAITING default FIRST_RESOURCES {}
1680643311932960 123044 TASK 174 WAITING default FIRST_RESOURCES {}
1680643311932986 123044 TASK 175 WAITING default FIRST_RESOURCES {}
1680643311933011 123044 TASK 176 WAITING default FIRST_RESOURCES {}
1680643311933037 123044 TASK 177 WAITING default FIRST_RESOURCES {}
1680643311933064 123044 TASK 178 WAITING default FIRST_RESOURCES {}
1680643311933091 123044 TASK 179 WAITING default FIRST_RESOURCES {}
1680643311933119 123044 TASK 180 WAITING default FIRST_RESOURCES {}
1680643311933146 123044 TASK 181 WAITING default FIRST_RESOURCES {}
1680643311933176 123044 TASK 182 WAITING default FIRST_RESOURCES {}
1680643311933203 123044 TASK 183 WAITING default FIRST_RESOURCES {}
1680643311933227 123044 TASK 184 WAITING default FIRST_RESOURCES {}
1680643311933253 123044 TASK 185 WAITING default FIRST_RESOURCES {}
1680643311933280 123044 TASK 186 WAITING default FIRST_RESOURCES {}
1680643311933308 123044 TASK 187 WAITING default FIRST_RESOURCES {}
1680643311933332 123044 TASK 188 WAITING default FIRST_RESOURCES {}
1680643311933358 123044 TASK 189 WAITING default FIRST_RESOURCES {}
1680643311933386 123044 TASK 190 WAITING default FIRST_RESOURCES {}
1680643311933413 123044 TASK 191 WAITING default FIRST_RESOURCES {}
1680643311933479 123044 TASK 192 WAITING default FIRST_RESOURCES {}
1680643311933504 123044 TASK 193 WAITING default FIRST_RESOURCES {}
1680643311933529 123044 TASK 194 WAITING default FIRST_RESOURCES {}
1680643311933559 123044 TASK 195 WAITING default FIRST_RESOURCES {}
1680643311933584 123044 TASK 196 WAITING default FIRST_RESOURCES {}
1680643311933611 123044 TASK 197 WAITING default FIRST_RESOURCES {}
1680643311933642 123044 TASK 198 WAITING default FIRST_RESOURCES {}
1680643311933666 123044 TASK 199 WAITING default FIRST_RESOURCES {}
1680643311933693 123044 TASK 200 WAITING default FIRST_RESOURCES {}
1680643311933720 123044 TASK 201 WAITING default FIRST_RESOURCES {}
1680643311933744 123044 TASK 202 WAITING default FIRST_RESOURCES {}
1680643311933771 123044 TASK 203 WAITING default FIRST_RESOURCES {}
1680643311933798 123044 TASK 204 WAITING default FIRST_RESOURCES {}
1680643311933822 123044 TASK 205 WAITING default FIRST_RESOURCES {}
1680643311933859 123044 TASK 206 WAITING default FIRST_RESOURCES {}
1680643311933888 123044 TASK 207 WAITING default FIRST_RESOURCES {}
1680643311933912 123044 TASK 208 WAITING default FIRST_RESOURCES {}
1680643311933945 123044 TASK 209 WAITING default FIRST_RESOURCES {}
1680643311933973 123044 TASK 210 WAITING default FIRST_RESOURCES {}
1680643311933999 123044 TASK 211 WAITING default FIRST_RESOURCES {}
1680643311934024 123044 TASK 212 WAITING default FIRST_RESOURCES {}
1680643311934052 123044 TASK 213 WAITING default FIRST_RESOURCES {}
1680643311934079 123044 TASK 214 WAITING default FIRST_RESOURCES {}
1680643311934106 123044 TASK 215 WAITING default FIRST_RESOURCES {}
1680643311934130 123044 TASK 216 WAITING default FIRST_RESOURCES {}
1680643311934156 123044 TASK 217 WAITING default FIRST_RESOURCES {}
1680643311934194 123044 TASK 218 WAITING default FIRST_RESOURCES {}
1680643311934221 123044 TASK 219 WAITING default FIRST_RESOURCES {}
1680643311934246 123044 TASK 220 WAITING default FIRST_RESOURCES {}
1680643311934272 123044 TASK 221 WAITING default FIRST_RESOURCES {}
1680643311934299 123044 TASK 222 WAITING default FIRST_RESOURCES {}
1680643311934329 123044 TASK 223 WAITING default FIRST_RESOURCES {}
1680643311934353 123044 TASK 224 WAITING default FIRST_RESOURCES {}
1680643311934383 123044 TASK 225 WAITING default FIRST_RESOURCES {}
1680643311934414 123044 TASK 226 WAITING default FIRST_RESOURCES {}
1680643311934438 123044 TASK 227 WAITING default FIRST_RESOURCES {}
1680643311934466 123044 TASK 228 WAITING default FIRST_RESOURCES {}
1680643311934492 123044 TASK 229 WAITING default FIRST_RESOURCES {}
1680643311934519 123044 TASK 230 WAITING default FIRST_RESOURCES {}
1680643311934543 123044 TASK 231 WAITING default FIRST_RESOURCES {}
1680643311934569 123044 TASK 232 WAITING default FIRST_RESOURCES {}
1680643311934597 123044 TASK 233 WAITING default FIRST_RESOURCES {}
1680643311934636 123044 TASK 234 WAITING default FIRST_RESOURCES {}
1680643311934667 123044 TASK 235 WAITING default FIRST_RESOURCES {}
1680643311934695 123044 TASK 236 WAITING default FIRST_RESOURCES {}
1680643311934721 123044 TASK 237 WAITING default FIRST_RESOURCES {}
1680643311934748 123044 TASK 238 WAITING default FIRST_RESOURCES {}
1680643311934772 123044 TASK 239 WAITING default FIRST_RESOURCES {}
1680643311934815 123044 TASK 240 WAITING default FIRST_RESOURCES {}
1680643311934843 123044 TASK 241 WAITING default FIRST_RESOURCES {}
1680643311934870 123044 TASK 242 WAITING default FIRST_RESOURCES {}
1680643311934898 123044 TASK 243 WAITING default FIRST_RESOURCES {}
1680643311934925 123044 TASK 244 WAITING default FIRST_RESOURCES {}
1680643311934952 123044 TASK 245 WAITING default FIRST_RESOURCES {}
1680643311934978 123044 TASK 246 WAITING default FIRST_RESOURCES {}
1680643311935002 123044 TASK 247 WAITING default FIRST_RESOURCES {}
1680643311935030 123044 TASK 248 WAITING default FIRST_RESOURCES {}
1680643311935057 123044 TASK 249 WAITING default FIRST_RESOURCES {}
1680643311935084 123044 TASK 250 WAITING default FIRST_RESOURCES {}
1680643311935111 123044 TASK 251 WAITING default FIRST_RESOURCES {}
1680643311935139 123044 TASK 252 WAITING default FIRST_RESOURCES {}
1680643311935174 123044 TASK 253 WAITING default FIRST_RESOURCES {}
1680643311935202 123044 TASK 254 WAITING default FIRST_RESOURCES {}
1680643311935227 123044 TASK 255 WAITING default FIRST_RESOURCES {}
1680643311935253 123044 TASK 256 WAITING default FIRST_RESOURCES {}
1680643311935282 123044 TASK 257 WAITING default FIRST_RESOURCES {}
1680643311935309 123044 TASK 258 WAITING default FIRST_RESOURCES {}
1680643311935334 123044 TASK 259 WAITING default FIRST_RESOURCES {}
1680643311935360 123044 TASK 260 WAITING default FIRST_RESOURCES {}
1680643311935388 123044 TASK 261 WAITING default FIRST_RESOURCES {}
1680643311935415 123044 TASK 262 WAITING default FIRST_RESOURCES {}
1680643311935439 123044 TASK 263 WAITING default FIRST_RESOURCES {}
1680643311935466 123044 TASK 264 WAITING default FIRST_RESOURCES {}
1680643311935492 123044 TASK 265 WAITING default FIRST_RESOURCES {}
1680643311935519 123044 TASK 266 WAITING default FIRST_RESOURCES {}
1680643311935543 123044 TASK 267 WAITING default FIRST_RESOURCES {}
1680643311935580 123044 TASK 268 WAITING default FIRST_RESOURCES {}
1680643311935611 123044 TASK 269 WAITING default FIRST_RESOURCES {}
1680643311935647 123044 TASK 270 WAITING default FIRST_RESOURCES {}
1680643311935673 123044 TASK 271 WAITING default FIRST_RESOURCES {}
1680643311935699 123044 TASK 272 WAITING default FIRST_RESOURCES {}
1680643311935726 123044 TASK 273 WAITING default FIRST_RESOURCES {}
1680643311935752 123044 TASK 274 WAITING default FIRST_RESOURCES {}
1680643311935777 123044 TASK 275 WAITING default FIRST_RESOURCES {}
1680643311935803 123044 TASK 276 WAITING default FIRST_RESOURCES {}
1680643311935830 123044 TASK 277 WAITING default FIRST_RESOURCES {}
1680643311935856 123044 TASK 278 WAITING default FIRST_RESOURCES {}
1680643311935881 123044 TASK 279 WAITING default FIRST_RESOURCES {}
1680643311935911 123044 TASK 280 WAITING default FIRST_RESOURCES {}
1680643311935938 123044 TASK 281 WAITING default FIRST_RESOURCES {}
1680643311935965 123044 TASK 282 WAITING default FIRST_RESOURCES {}
1680643311935989 123044 TASK 283 WAITING default FIRST_RESOURCES {}
1680643311936016 123044 TASK 284 WAITING default FIRST_RESOURCES {}
1680643311936042 123044 TASK 285 WAITING default FIRST_RESOURCES {}
1680643311936074 123044 TASK 286 WAITING default FIRST_RESOURCES {}
1680643311936099 123044 TASK 287 WAITING default FIRST_RESOURCES {}
1680643311936125 123044 TASK 288 WAITING default FIRST_RESOURCES {}
1680643311936152 123044 TASK 289 WAITING default FIRST_RESOURCES {}
1680643311936177 123044 TASK 290 WAITING default FIRST_RESOURCES {}
1680643311936213 123044 TASK 291 WAITING default FIRST_RESOURCES {}
1680643311936246 123044 TASK 292 WAITING default FIRST_RESOURCES {}
1680643311936273 123044 TASK 293 WAITING default FIRST_RESOURCES {}
1680643311936297 123044 TASK 294 WAITING default FIRST_RESOURCES {}
1680643311936324 123044 TASK 295 WAITING default FIRST_RESOURCES {}
1680643311936350 123044 TASK 296 WAITING default FIRST_RESOURCES {}
1680643311936377 123044 TASK 297 WAITING default FIRST_RESOURCES {}
1680643311936401 123044 TASK 298 WAITING default FIRST_RESOURCES {}
1680643311936428 123044 TASK 299 WAITING default FIRST_RESOURCES {}
1680643311936455 123044 TASK 300 WAITING default FIRST_RESOURCES {}
1680643311936482 123044 TASK 301 WAITING default FIRST_RESOURCES {}
1680643311936506 123044 TASK 302 WAITING default FIRST_RESOURCES {}
1680643311936533 123044 TASK 303 WAITING default FIRST_RESOURCES {}
1680643311936559 123044 TASK 304 WAITING default FIRST_RESOURCES {}
1680643311936586 123044 TASK 305 WAITING default FIRST_RESOURCES {}
1680643311936610 123044 TASK 306 WAITING default FIRST_RESOURCES {}
1680643311936644 123044 TASK 307 WAITING default FIRST_RESOURCES {}
1680643311936673 123044 TASK 308 WAITING default FIRST_RESOURCES {}
1680643311936700 123044 TASK 309 WAITING default FIRST_RESOURCES {}
1680643311936724 123044 TASK 310 WAITING default FIRST_RESOURCES {}
1680643311936751 123044 TASK 311 WAITING default FIRST_RESOURCES {}
1680643311936778 123044 TASK 312 WAITING default FIRST_RESOURCES {}
1680643311936807 123044 TASK 313 WAITING default FIRST_RESOURCES {}
1680643311936832 123044 TASK 314 WAITING default FIRST_RESOURCES {}
1680643311936859 123044 TASK 315 WAITING default FIRST_RESOURCES {}
1680643311937257 123044 TASK 316 WAITING default FIRST_RESOURCES {}
1680643311937293 123044 TASK 317 WAITING default FIRST_RESOURCES {}
1680643311937318 123044 TASK 318 WAITING default FIRST_RESOURCES {}
1680643311937345 123044 TASK 319 WAITING default FIRST_RESOURCES {}
1680643311937372 123044 TASK 320 WAITING default FIRST_RESOURCES {}
1680643311937400 123044 TASK 321 WAITING default FIRST_RESOURCES {}
1680643311937425 123044 TASK 322 WAITING default FIRST_RESOURCES {}
1680643311937451 123044 TASK 323 WAITING default FIRST_RESOURCES {}
1680643311937478 123044 TASK 324 WAITING default FIRST_RESOURCES {}
1680643311937505 123044 TASK 325 WAITING default FIRST_RESOURCES {}
1680643311937534 123044 TASK 326 WAITING default FIRST_RESOURCES {}
1680643311937563 123044 TASK 327 WAITING default FIRST_RESOURCES {}
1680643311937590 123044 TASK 328 WAITING default FIRST_RESOURCES {}
1680643311937617 123044 TASK 329 WAITING default FIRST_RESOURCES {}
1680643311937678 123044 TASK 330 WAITING default FIRST_RESOURCES {}
1680643311937707 123044 TASK 331 WAITING default FIRST_RESOURCES {}
1680643311937734 123044 TASK 332 WAITING default FIRST_RESOURCES {}
1680643311937761 123044 TASK 333 WAITING default FIRST_RESOURCES {}
1680643311937789 123044 TASK 334 WAITING default FIRST_RESOURCES {}
1680643311937816 123044 TASK 335 WAITING default FIRST_RESOURCES {}
1680643311937843 123044 TASK 336 WAITING default FIRST_RESOURCES {}
1680643311937885 123044 TASK 337 WAITING default FIRST_RESOURCES {}
1680643311937925 123044 TASK 338 WAITING default FIRST_RESOURCES {}
1680643311937953 123044 TASK 339 WAITING default FIRST_RESOURCES {}
1680643311937981 123044 TASK 340 WAITING default FIRST_RESOURCES {}
1680643311938008 123044 TASK 341 WAITING default FIRST_RESOURCES {}
1680643311938033 123044 TASK 342 WAITING default FIRST_RESOURCES {}
1680643311938060 123044 TASK 343 WAITING default FIRST_RESOURCES {}
1680643311938086 123044 TASK 344 WAITING default FIRST_RESOURCES {}
1680643311938114 123044 TASK 345 WAITING default FIRST_RESOURCES {}
1680643311938145 123044 TASK 346 WAITING default FIRST_RESOURCES {}
1680643311938172 123044 TASK 347 WAITING default FIRST_RESOURCES {}
1680643311938199 123044 TASK 348 WAITING default FIRST_RESOURCES {}
1680643311938229 123044 TASK 349 WAITING default FIRST_RESOURCES {}
1680643311938262 123044 TASK 350 WAITING default FIRST_RESOURCES {}
1680643311938291 123044 TASK 351 WAITING default FIRST_RESOURCES {}
1680643311938318 123044 TASK 352 WAITING default FIRST_RESOURCES {}
1680643311938360 123044 TASK 353 WAITING default FIRST_RESOURCES {}
1680643311938400 123044 TASK 354 WAITING default FIRST_RESOURCES {}
1680643311938428 123044 TASK 355 WAITING default FIRST_RESOURCES {}
1680643311938455 123044 TASK 356 WAITING default FIRST_RESOURCES {}
1680643311938479 123044 TASK 357 WAITING default FIRST_RESOURCES {}
1680643311938509 123044 TASK 358 WAITING default FIRST_RESOURCES {}
1680643311938536 123044 TASK 359 WAITING default FIRST_RESOURCES {}
1680643311938563 123044 TASK 360 WAITING default FIRST_RESOURCES {}
1680643311938588 123044 TASK 361 WAITING default FIRST_RESOURCES {}
1680643311938614 123044 TASK 362 WAITING default FIRST_RESOURCES {}
