# time manager_pid MANAGER START|END
# time manager_pid WORKER worker_id host:port CONNECTION
# time manager_pid WORKER worker_id host:port DISCONNECTION (UNKNOWN|IDLE_OUT|FAST_ABORT|FAILURE|STATUS_WORKER|EXPLICIT
# time manager_pid WORKER worker_id RESOURCES {resources}
# time manager_pid CATEGORY name MAX {resources_max_per_task}
# time manager_pid CATEGORY name MIN {resources_min_per_task_per_worker}
# time manager_pid CATEGORY name FIRST (FIXED|MAX|MIN_WASTE|MAX_THROUGHPUT) {resources_requested}
# time manager_pid TASK taskid WAITING category_name (FIRST_RESOURCES|MAX_RESOURCES) {resources_requested}
# time manager_pid TASK taskid RUNNING worker_address (FIRST_RESOURCES|MAX_RESOURCES) {resources_allocated}
# time manager_pid TASK taskid WAITING_RETRIEVAL worker_address
# time manager_pid TASK taskid (RETRIEVED|DONE) (SUCCESS|SIGNAL|END_TIME|FORSAKEN|MAX_RETRIES|MAX_WALLTIME|UNKNOWN|RESOURCE_EXHAUSTION) exit_code {limits_exceeded} {resources_measured}
# time manager_pid TRANSFER (INPUT|OUTPUT) taskid cache_flag sizeinmb walltime filename

1681326597001904 702739 MANAGER START
1681326597098963 702739 CATEGORY default MAX {}
1681326597098975 702739 CATEGORY default MIN {}
1681326597098980 702739 CATEGORY default FIRST MAX {}
1681326597101276 702739 TASK 36 WAITING default FIRST_RESOURCES {}
1681326597101295 702739 TASK 37 WAITING default FIRST_RESOURCES {}
1681326597101316 702739 TASK 38 WAITING default FIRST_RESOURCES {}
1681326597101342 702739 TASK 39 WAITING default FIRST_RESOURCES {}
1681326597101361 702739 TASK 40 WAITING default FIRST_RESOURCES {}
1681326597101380 702739 TASK 41 WAITING default FIRST_RESOURCES {}
1681326597101401 702739 TASK 42 WAITING default FIRST_RESOURCES {}
1681326597101433 702739 TASK 43 WAITING default FIRST_RESOURCES {}
1681326597101461 702739 TASK 44 WAITING default FIRST_RESOURCES {}
1681326597101481 702739 TASK 45 WAITING default FIRST_RESOURCES {}
1681326597101502 702739 TASK 46 WAITING default FIRST_RESOURCES {}
1681326597101524 702739 TASK 47 WAITING default FIRST_RESOURCES {}
1681326597101543 702739 TASK 48 WAITING default FIRST_RESOURCES {}
1681326597101564 702739 TASK 49 WAITING default FIRST_RESOURCES {}
1681326597101583 702739 TASK 50 WAITING default FIRST_RESOURCES {}
1681326597101601 702739 TASK 51 WAITING default FIRST_RESOURCES {}
1681326597101645 702739 TASK 52 WAITING default FIRST_RESOURCES {}
1681326597101665 702739 TASK 53 WAITING default FIRST_RESOURCES {}
1681326597101682 702739 TASK 54 WAITING default FIRST_RESOURCES {}
1681326597101702 702739 TASK 55 WAITING default FIRST_RESOURCES {}
1681326597101722 702739 TASK 56 WAITING default FIRST_RESOURCES {}
1681326597101742 702739 TASK 57 WAITING default FIRST_RESOURCES {}
1681326597101759 702739 TASK 58 WAITING default FIRST_RESOURCES {}
1681326597101789 702739 TASK 59 WAITING default FIRST_RESOURCES {}
1681326597101807 702739 TASK 60 WAITING default FIRST_RESOURCES {}
1681326597101823 702739 TASK 61 WAITING default FIRST_RESOURCES {}
1681326597101839 702739 TASK 62 WAITING default FIRST_RESOURCES {}
1681326597101857 702739 TASK 63 WAITING default FIRST_RESOURCES {}
1681326597101876 702739 TASK 64 WAITING default FIRST_RESOURCES {}
1681326597101895 702739 TASK 65 WAITING default FIRST_RESOURCES {}
1681326597101911 702739 TASK 66 WAITING default FIRST_RESOURCES {}
1681326597101931 702739 TASK 67 WAITING default FIRST_RESOURCES {}
1681326597101949 702739 TASK 68 WAITING default FIRST_RESOURCES {}
1681326597101968 702739 TASK 69 WAITING default FIRST_RESOURCES {}
1681326597101985 702739 TASK 70 WAITING default FIRST_RESOURCES {}
1681326597102003 702739 TASK 71 WAITING default FIRST_RESOURCES {}
1681326597102020 702739 TASK 72 WAITING default FIRST_RESOURCES {}
1681326597102039 702739 TASK 73 WAITING default FIRST_RESOURCES {}
1681326597102055 702739 TASK 74 WAITING default FIRST_RESOURCES {}
1681326597102086 702739 TASK 75 WAITING default FIRST_RESOURCES {}
1681326597102117 702739 TASK 76 WAITING default FIRST_RESOURCES {}
1681326597102137 702739 TASK 77 WAITING default FIRST_RESOURCES {}
1681326597102155 702739 TASK 78 WAITING default FIRST_RESOURCES {}
1681326597102175 702739 TASK 79 WAITING default FIRST_RESOURCES {}
1681326597102196 702739 TASK 80 WAITING default FIRST_RESOURCES {}
1681326597102215 702739 TASK 81 WAITING default FIRST_RESOURCES {}
1681326597102247 702739 TASK 82 WAITING default FIRST_RESOURCES {}
1681326597102265 702739 TASK 83 WAITING default FIRST_RESOURCES {}
1681326597102286 702739 TASK 84 WAITING default FIRST_RESOURCES {}
1681326597102308 702739 TASK 85 WAITING default FIRST_RESOURCES {}
1681326597102335 702739 TASK 86 WAITING default FIRST_RESOURCES {}
1681326597102357 702739 TASK 87 WAITING default FIRST_RESOURCES {}
1681326597102379 702739 TASK 88 WAITING default FIRST_RESOURCES {}
1681326597102398 702739 TASK 89 WAITING default FIRST_RESOURCES {}
1681326597102421 702739 TASK 90 WAITING default FIRST_RESOURCES {}
1681326597102443 702739 TASK 91 WAITING default FIRST_RESOURCES {}
1681326597102465 702739 TASK 92 WAITING default FIRST_RESOURCES {}
1681326597102483 702739 TASK 93 WAITING default FIRST_RESOURCES {}
1681326597102502 702739 TASK 94 WAITING default FIRST_RESOURCES {}
1681326597102526 702739 TASK 95 WAITING default FIRST_RESOURCES {}
1681326597102548 702739 TASK 96 WAITING default FIRST_RESOURCES {}
1681326597102584 702739 TASK 97 WAITING default FIRST_RESOURCES {}
1681326597102606 702739 TASK 98 WAITING default FIRST_RESOURCES {}
1681326597102625 702739 TASK 99 WAITING default FIRST_RESOURCES {}
1681326597102656 702739 TASK 100 WAITING default FIRST_RESOURCES {}
1681326597102687 702739 TASK 101 WAITING default FIRST_RESOURCES {}
1681326597102705 702739 TASK 102 WAITING default FIRST_RESOURCES {}
1681326597102740 702739 TASK 103 WAITING default FIRST_RESOURCES {}
1681326597102761 702739 TASK 104 WAITING default FIRST_RESOURCES {}
1681326597102782 702739 TASK 105 WAITING default FIRST_RESOURCES {}
1681326597102803 702739 TASK 106 WAITING default FIRST_RESOURCES {}
1681326597102824 702739 TASK 107 WAITING default FIRST_RESOURCES {}
1681326597102845 702739 TASK 108 WAITING default FIRST_RESOURCES {}
1681326597102864 702739 TASK 109 WAITING default FIRST_RESOURCES {}
1681326597102885 702739 TASK 110 WAITING default FIRST_RESOURCES {}
1681326597102905 702739 TASK 111 WAITING default FIRST_RESOURCES {}
1681326597102925 702739 TASK 112 WAITING default FIRST_RESOURCES {}
1681326597102943 702739 TASK 113 WAITING default FIRST_RESOURCES {}
1681326597102964 702739 TASK 114 WAITING default FIRST_RESOURCES {}
1681326597102984 702739 TASK 115 WAITING default FIRST_RESOURCES {}
1681326597103026 702739 TASK 116 WAITING default FIRST_RESOURCES {}
1681326597103054 702739 TASK 117 WAITING default FIRST_RESOURCES {}
1681326597103085 702739 TASK 118 WAITING default FIRST_RESOURCES {}
1681326597103106 702739 TASK 119 WAITING default FIRST_RESOURCES {}
1681326597103126 702739 TASK 120 WAITING default FIRST_RESOURCES {}
1681326597103145 702739 TASK 121 WAITING default FIRST_RESOURCES {}
1681326597103165 702739 TASK 122 WAITING default FIRST_RESOURCES {}
1681326597103185 702739 TASK 123 WAITING default FIRST_RESOURCES {}
1681326597103206 702739 TASK 124 WAITING default FIRST_RESOURCES {}
1681326597103224 702739 TASK 125 WAITING default FIRST_RESOURCES {}
1681326597103259 702739 TASK 126 WAITING default FIRST_RESOURCES {}
1681326597103280 702739 TASK 127 WAITING default FIRST_RESOURCES {}
1681326597103303 702739 TASK 128 WAITING default FIRST_RESOURCES {}
1681326597103341 702739 TASK 129 WAITING default FIRST_RESOURCES {}
1681326597103374 702739 TASK 130 WAITING default FIRST_RESOURCES {}
1681326597103396 702739 TASK 131 WAITING default FIRST_RESOURCES {}
1681326597103417 702739 TASK 132 WAITING default FIRST_RESOURCES {}
1681326597103436 702739 TASK 133 WAITING default FIRST_RESOURCES {}
1681326597103457 702739 TASK 134 WAITING default FIRST_RESOURCES {}
1681326597103477 702739 TASK 135 WAITING default FIRST_RESOURCES {}
1681326597103499 702739 TASK 136 WAITING default FIRST_RESOURCES {}
1681326597103517 702739 TASK 137 WAITING default FIRST_RESOURCES {}
1681326597103542 702739 TASK 138 WAITING default FIRST_RESOURCES {}
1681326597103564 702739 TASK 139 WAITING default FIRST_RESOURCES {}
1681326597103585 702739 TASK 140 WAITING default FIRST_RESOURCES {}
1681326597103604 702739 TASK 141 WAITING default FIRST_RESOURCES {}
1681326597103641 702739 TASK 142 WAITING default FIRST_RESOURCES {}
1681326597103671 702739 TASK 143 WAITING default FIRST_RESOURCES {}
1681326597103689 702739 TASK 144 WAITING default FIRST_RESOURCES {}
1681326597103706 702739 TASK 145 WAITING default FIRST_RESOURCES {}
1681326597103725 702739 TASK 146 WAITING default FIRST_RESOURCES {}
1681326597103744 702739 TASK 147 WAITING default FIRST_RESOURCES {}
1681326597103761 702739 TASK 148 WAITING default FIRST_RESOURCES {}
1681326597103781 702739 TASK 149 WAITING default FIRST_RESOURCES {}
1681326597103800 702739 TASK 150 WAITING default FIRST_RESOURCES {}
1681326597103819 702739 TASK 151 WAITING default FIRST_RESOURCES {}
1681326597103835 702739 TASK 152 WAITING default FIRST_RESOURCES {}
1681326597103855 702739 TASK 153 WAITING default FIRST_RESOURCES {}
1681326597103874 702739 TASK 154 WAITING default FIRST_RESOURCES {}
1681326597103893 702739 TASK 155 WAITING default FIRST_RESOURCES {}
1681326597103921 702739 TASK 156 WAITING default FIRST_RESOURCES {}
1681326597103943 702739 TASK 157 WAITING default FIRST_RESOURCES {}
1681326597103963 702739 TASK 158 WAITING default FIRST_RESOURCES {}
1681326597103983 702739 TASK 159 WAITING default FIRST_RESOURCES {}
1681326597104001 702739 TASK 160 WAITING default FIRST_RESOURCES {}
1681326597104021 702739 TASK 161 WAITING default FIRST_RESOURCES {}
1681326597104041 702739 TASK 162 WAITING default FIRST_RESOURCES {}
1681326597104060 702739 TASK 163 WAITING default FIRST_RESOURCES {}
1681326597104078 702739 TASK 164 WAITING default FIRST_RESOURCES {}
1681326597104100 702739 TASK 165 WAITING default FIRST_RESOURCES {}
1681326597104127 702739 TASK 166 WAITING default FIRST_RESOURCES {}
1681326597104149 702739 TASK 167 WAITING default FIRST_RESOURCES {}
1681326597104181 702739 TASK 168 WAITING default FIRST_RESOURCES {}
1681326597104202 702739 TASK 169 WAITING default FIRST_RESOURCES {}
1681326597104233 702739 TASK 170 WAITING default FIRST_RESOURCES {}
1681326597104252 702739 TASK 171 WAITING default FIRST_RESOURCES {}
1681326597104270 702739 TASK 172 WAITING default FIRST_RESOURCES {}
1681326597104289 702739 TASK 173 WAITING default FIRST_RESOURCES {}
1681326597104309 702739 TASK 174 WAITING default FIRST_RESOURCES {}
1681326597104333 702739 TASK 175 WAITING default FIRST_RESOURCES {}
1681326597104364 702739 TASK 176 WAITING default FIRST_RESOURCES {}
1681326597104385 702739 TASK 177 WAITING default FIRST_RESOURCES {}
1681326597104406 702739 TASK 178 WAITING default FIRST_RESOURCES {}
1681326597104427 702739 TASK 179 WAITING default FIRST_RESOURCES {}
1681326597104446 702739 TASK 180 WAITING default FIRST_RESOURCES {}
1681326597104466 702739 TASK 181 WAITING default FIRST_RESOURCES {}
1681326597104490 702739 TASK 182 WAITING default FIRST_RESOURCES {}
1681326597104523 702739 TASK 183 WAITING default FIRST_RESOURCES {}
1681326597104541 702739 TASK 184 WAITING default FIRST_RESOURCES {}
1681326597104562 702739 TASK 185 WAITING default FIRST_RESOURCES {}
1681326597104582 702739 TASK 186 WAITING default FIRST_RESOURCES {}
1681326597104604 702739 TASK 187 WAITING default FIRST_RESOURCES {}
1681326597104632 702739 TASK 188 WAITING default FIRST_RESOURCES {}
1681326597104651 702739 TASK 189 WAITING default FIRST_RESOURCES {}
1681326597104671 702739 TASK 190 WAITING default FIRST_RESOURCES {}
1681326597104690 702739 TASK 191 WAITING default FIRST_RESOURCES {}
1681326597104737 702739 TASK 192 WAITING default FIRST_RESOURCES {}
1681326597104755 702739 TASK 193 WAITING default FIRST_RESOURCES {}
1681326597104772 702739 TASK 194 WAITING default FIRST_RESOURCES {}
1681326597104791 702739 TASK 195 WAITING default FIRST_RESOURCES {}
1681326597104808 702739 TASK 196 WAITING default FIRST_RESOURCES {}
1681326597104827 702739 TASK 197 WAITING default FIRST_RESOURCES {}
1681326597104846 702739 TASK 198 WAITING default FIRST_RESOURCES {}
1681326597104863 702739 TASK 199 WAITING default FIRST_RESOURCES {}
1681326597104882 702739 TASK 200 WAITING default FIRST_RESOURCES {}
1681326597104901 702739 TASK 201 WAITING default FIRST_RESOURCES {}
1681326597104919 702739 TASK 202 WAITING default FIRST_RESOURCES {}
1681326597104938 702739 TASK 203 WAITING default FIRST_RESOURCES {}
1681326597104957 702739 TASK 204 WAITING default FIRST_RESOURCES {}
1681326597104974 702739 TASK 205 WAITING default FIRST_RESOURCES {}
1681326597104994 702739 TASK 206 WAITING default FIRST_RESOURCES {}
1681326597105014 702739 TASK 207 WAITING default FIRST_RESOURCES {}
1681326597105031 702739 TASK 208 WAITING default FIRST_RESOURCES {}
1681326597105064 702739 TASK 209 WAITING default FIRST_RESOURCES {}
1681326597105084 702739 TASK 210 WAITING default FIRST_RESOURCES {}
1681326597105102 702739 TASK 211 WAITING default FIRST_RESOURCES {}
1681326597105122 702739 TASK 212 WAITING default FIRST_RESOURCES {}
1681326597105142 702739 TASK 213 WAITING default FIRST_RESOURCES {}
1681326597105161 702739 TASK 214 WAITING default FIRST_RESOURCES {}
1681326597105179 702739 TASK 215 WAITING default FIRST_RESOURCES {}
1681326597105199 702739 TASK 216 WAITING default FIRST_RESOURCES {}
1681326597105218 702739 TASK 217 WAITING default FIRST_RESOURCES {}
1681326597105246 702739 TASK 218 WAITING default FIRST_RESOURCES {}
1681326597105264 702739 TASK 219 WAITING default FIRST_RESOURCES {}
1681326597105284 702739 TASK 220 WAITING default FIRST_RESOURCES {}
1681326597105304 702739 TASK 221 WAITING default FIRST_RESOURCES {}
1681326597105324 702739 TASK 222 WAITING default FIRST_RESOURCES {}
1681326597105360 702739 TASK 223 WAITING default FIRST_RESOURCES {}
1681326597105381 702739 TASK 224 WAITING default FIRST_RESOURCES {}
1681326597105406 702739 TASK 225 WAITING default FIRST_RESOURCES {}
1681326597105432 702739 TASK 226 WAITING default FIRST_RESOURCES {}
1681326597105452 702739 TASK 227 WAITING default FIRST_RESOURCES {}
1681326597105473 702739 TASK 228 WAITING default FIRST_RESOURCES {}
1681326597105494 702739 TASK 229 WAITING default FIRST_RESOURCES {}
1681326597105516 702739 TASK 230 WAITING default FIRST_RESOURCES {}
1681326597105535 702739 TASK 231 WAITING default FIRST_RESOURCES {}
1681326597105556 702739 TASK 232 WAITING default FIRST_RESOURCES {}
1681326597105577 702739 TASK 233 WAITING default FIRST_RESOURCES {}
1681326597105598 702739 TASK 234 WAITING default FIRST_RESOURCES {}
1681326597105616 702739 TASK 235 WAITING default FIRST_RESOURCES {}
1681326597105637 702739 TASK 236 WAITING default FIRST_RESOURCES {}
1681326597105658 702739 TASK 237 WAITING default FIRST_RESOURCES {}
1681326597105690 702739 TASK 238 WAITING default FIRST_RESOURCES {}
1681326597105709 702739 TASK 239 WAITING default FIRST_RESOURCES {}
1681326597105729 702739 TASK 240 WAITING default FIRST_RESOURCES {}
1681326597105760 702739 TASK 241 WAITING default FIRST_RESOURCES {}
1681326597105788 702739 TASK 242 WAITING default FIRST_RESOURCES {}
1681326597105816 702739 TASK 243 WAITING default FIRST_RESOURCES {}
1681326597105836 702739 TASK 244 WAITING default FIRST_RESOURCES {}
1681326597105857 702739 TASK 245 WAITING default FIRST_RESOURCES {}
1681326597105876 702739 TASK 246 WAITING default FIRST_RESOURCES {}
1681326597105894 702739 TASK 247 WAITING default FIRST_RESOURCES {}
1681326597105913 702739 TASK 248 WAITING default FIRST_RESOURCES {}
1681326597105934 702739 TASK 249 WAITING default FIRST_RESOURCES {}
1681326597105954 702739 TASK 250 WAITING default FIRST_RESOURCES {}
1681326597105986 702739 TASK 251 WAITING default FIRST_RESOURCES {}
1681326597106006 702739 TASK 252 WAITING default FIRST_RESOURCES {}
1681326597106027 702739 TASK 253 WAITING default FIRST_RESOURCES {}
1681326597106048 702739 TASK 254 WAITING default FIRST_RESOURCES {}
1681326597106066 702739 TASK 255 WAITING default FIRST_RESOURCES {}
1681326597106086 702739 TASK 256 WAITING default FIRST_RESOURCES {}
1681326597106117 702739 TASK 257 WAITING default FIRST_RESOURCES {}
1681326597106138 702739 TASK 258 WAITING default FIRST_RESOURCES {}
1681326597106155 702739 TASK 259 WAITING default FIRST_RESOURCES {}
1681326597106175 702739 TASK 260 WAITING default FIRST_RESOURCES {}
1681326597106195 702739 TASK 261 WAITING default FIRST_RESOURCES {}
1681326597106226 702739 TASK 262 WAITING default FIRST_RESOURCES {}
1681326597106244 702739 TASK 263 WAITING default FIRST_RESOURCES {}
1681326597106264 702739 TASK 264 WAITING default FIRST_RESOURCES {}
1681326597106286 702739 TASK 265 WAITING default FIRST_RESOURCES {}
1681326597106317 702739 TASK 266 WAITING default FIRST_RESOURCES {}
1681326597106351 702739 TASK 267 WAITING default FIRST_RESOURCES {}
1681326597106373 702739 TASK 268 WAITING default FIRST_RESOURCES {}
1681326597106397 702739 TASK 269 WAITING default FIRST_RESOURCES {}
1681326597106419 702739 TASK 270 WAITING default FIRST_RESOURCES {}
1681326597106438 702739 TASK 271 WAITING default FIRST_RESOURCES {}
1681326597106459 702739 TASK 272 WAITING default FIRST_RESOURCES {}
1681326597106481 702739 TASK 273 WAITING default FIRST_RESOURCES {}
1681326597106500 702739 TASK 274 WAITING default FIRST_RESOURCES {}
1681326597106520 702739 TASK 275 WAITING default FIRST_RESOURCES {}
1681326597106541 702739 TASK 276 WAITING default FIRST_RESOURCES {}
1681326597106563 702739 TASK 277 WAITING default FIRST_RESOURCES {}
1681326597106582 702739 TASK 278 WAITING default FIRST_RESOURCES {}
1681326597106603 702739 TASK 279 WAITING default FIRST_RESOURCES {}
1681326597106635 702739 TASK 280 WAITING default FIRST_RESOURCES {}
1681326597106672 702739 TASK 281 WAITING default FIRST_RESOURCES {}
1681326597106689 702739 TASK 282 WAITING default FIRST_RESOURCES {}
1681326597106709 702739 TASK 283 WAITING default FIRST_RESOURCES {}
1681326597106728 702739 TASK 284 WAITING default FIRST_RESOURCES {}
1681326597106750 702739 TASK 285 WAITING default FIRST_RESOURCES {}
1681326597106770 702739 TASK 286 WAITING default FIRST_RESOURCES {}
1681326597106790 702739 TASK 287 WAITING default FIRST_RESOURCES {}
1681326597106811 702739 TASK 288 WAITING default FIRST_RESOURCES {}
1681326597106830 702739 TASK 289 WAITING default FIRST_RESOURCES {}
1681326597106848 702739 TASK 290 WAITING default FIRST_RESOURCES {}
1681326597106878 702739 TASK 291 WAITING default FIRST_RESOURCES {}
1681326597106911 702739 TASK 292 WAITING default FIRST_RESOURCES {}
1681326597106943 702739 TASK 293 WAITING default FIRST_RESOURCES {}
1681326597106961 702739 TASK 294 WAITING default FIRST_RESOURCES {}
1681326597106982 702739 TASK 295 WAITING default FIRST_RESOURCES {}
1681326597107003 702739 TASK 296 WAITING default FIRST_RESOURCES {}
1681326597107023 702739 TASK 297 WAITING default FIRST_RESOURCES {}
1681326597107042 702739 TASK 298 WAITING default FIRST_RESOURCES {}
1681326597107062 702739 TASK 299 WAITING default FIRST_RESOURCES {}
1681326597107082 702739 TASK 300 WAITING default FIRST_RESOURCES {}
1681326597107102 702739 TASK 301 WAITING default FIRST_RESOURCES {}
1681326597107121 702739 TASK 302 WAITING default FIRST_RESOURCES {}
1681326597107141 702739 TASK 303 WAITING default FIRST_RESOURCES {}
1681326597107163 702739 TASK 304 WAITING default FIRST_RESOURCES {}
1681326597107184 702739 TASK 305 WAITING default FIRST_RESOURCES {}
1681326597107203 702739 TASK 306 WAITING default FIRST_RESOURCES {}
1681326597107223 702739 TASK 307 WAITING default FIRST_RESOURCES {}
1681326597107263 702739 TASK 308 WAITING default FIRST_RESOURCES {}
1681326597107293 702739 TASK 309 WAITING default FIRST_RESOURCES {}
1681326597107311 702739 TASK 310 WAITING default FIRST_RESOURCES {}
1681326597107345 702739 TASK 311 WAITING default FIRST_RESOURCES {}
1681326597107367 702739 TASK 312 WAITING default FIRST_RESOURCES {}
1681326597107391 702739 TASK 313 WAITING default FIRST_RESOURCES {}
1681326597107410 702739 TASK 314 WAITING default FIRST_RESOURCES {}
1681326597107432 702739 TASK 315 WAITING default FIRST_RESOURCES {}
1681326597107453 702739 TASK 316 WAITING default FIRST_RESOURCES {}
1681326597107475 702739 TASK 317 WAITING default FIRST_RESOURCES {}
1681326597107493 702739 TASK 318 WAITING default FIRST_RESOURCES {}
1681326597107514 702739 TASK 319 WAITING default FIRST_RESOURCES {}
1681326597107535 702739 TASK 320 WAITING default FIRST_RESOURCES {}
1681326597107556 702739 TASK 321 WAITING default FIRST_RESOURCES {}
1681326597107575 702739 TASK 322 WAITING default FIRST_RESOURCES {}
1681326597107596 702739 TASK 323 WAITING default FIRST_RESOURCES {}
1681326597107629 702739 TASK 324 WAITING default FIRST_RESOURCES {}
1681326597107658 702739 TASK 325 WAITING default FIRST_RESOURCES {}
1681326597107676 702739 TASK 326 WAITING default FIRST_RESOURCES {}
1681326597107706 702739 TASK 327 WAITING default FIRST_RESOURCES {}
1681326597107726 702739 TASK 328 WAITING default FIRST_RESOURCES {}
1681326597107746 702739 TASK 329 WAITING default FIRST_RESOURCES {}
1681326597107763 702739 TASK 330 WAITING default FIRST_RESOURCES {}
1681326597107783 702739 TASK 331 WAITING default FIRST_RESOURCES {}
1681326597107803 702739 TASK 332 WAITING default FIRST_RESOURCES {}
1681326597107823 702739 TASK 333 WAITING default FIRST_RESOURCES {}
1681326597107855 702739 TASK 334 WAITING default FIRST_RESOURCES {}
1681326597107875 702739 TASK 335 WAITING default FIRST_RESOURCES {}
1681326597107907 702739 TASK 336 WAITING default FIRST_RESOURCES {}
1681326597107926 702739 TASK 337 WAITING default FIRST_RESOURCES {}
1681326597107947 702739 TASK 338 WAITING default FIRST_RESOURCES {}
1681326597107980 702739 TASK 339 WAITING default FIRST_RESOURCES {}
1681326597108000 702739 TASK 340 WAITING default FIRST_RESOURCES {}
1681326597108018 702739 TASK 341 WAITING default FIRST_RESOURCES {}
1681326597108038 702739 TASK 342 WAITING default FIRST_RESOURCES {}
1681326597108059 702739 TASK 343 WAITING default FIRST_RESOURCES {}
1681326597108084 702739 TASK 344 WAITING default FIRST_RESOURCES {}
1681326597108102 702739 TASK 345 WAITING default FIRST_RESOURCES {}
1681326597108125 702739 TASK 346 WAITING default FIRST_RESOURCES {}
1681326597108146 702739 TASK 347 WAITING default FIRST_RESOURCES {}
1681326597108166 702739 TASK 348 WAITING default FIRST_RESOURCES {}
1681326597108194 702739 TASK 349 WAITING default FIRST_RESOURCES {}
1681326597108214 702739 TASK 350 WAITING default FIRST_RESOURCES {}
1681326597108233 702739 TASK 351 WAITING default FIRST_RESOURCES {}
1681326597108254 702739 TASK 352 WAITING default FIRST_RESOURCES {}
1681326597108271 702739 TASK 353 WAITING default FIRST_RESOURCES {}
1681326597108291 702739 TASK 354 WAITING default FIRST_RESOURCES {}
1681326597108322 702739 TASK 355 WAITING default FIRST_RESOURCES {}
1681326597108358 702739 TASK 356 WAITING default FIRST_RESOURCES {}
1681326597108377 702739 TASK 357 WAITING default FIRST_RESOURCES {}
1681326597108401 702739 TASK 358 WAITING default FIRST_RESOURCES {}
1681326597108423 702739 TASK 359 WAITING default FIRST_RESOURCES {}
1681326597108444 702739 TASK 360 WAITING default FIRST_RESOURCES {}
1681326597108463 702739 TASK 361 WAITING default FIRST_RESOURCES {}
1681326597108484 702739 TASK 362 WAITING default FIRST_RESOURCES {}
