# time manager_pid MANAGER START|END
# time manager_pid WORKER worker_id host:port CONNECTION
# time manager_pid WORKER worker_id host:port DISCONNECTION (UNKNOWN|IDLE_OUT|FAST_ABORT|FAILURE|STATUS_WORKER|EXPLICIT
# time manager_pid WORKER worker_id RESOURCES {resources}
# time manager_pid CATEGORY name MAX {resources_max_per_task}
# time manager_pid CATEGORY name MIN {resources_min_per_task_per_worker}
# time manager_pid CATEGORY name FIRST (FIXED|MAX|MIN_WASTE|MAX_THROUGHPUT) {resources_requested}
# time manager_pid TASK taskid WAITING category_name (FIRST_RESOURCES|MAX_RESOURCES) {resources_requested}
# time manager_pid TASK taskid RUNNING worker_address (FIRST_RESOURCES|MAX_RESOURCES) {resources_allocated}
# time manager_pid TASK taskid WAITING_RETRIEVAL worker_address
# time manager_pid TASK taskid (RETRIEVED|DONE) (SUCCESS|SIGNAL|END_TIME|FORSAKEN|MAX_RETRIES|MAX_WALLTIME|UNKNOWN|RESOURCE_EXHAUSTION) exit_code {limits_exceeded} {resources_measured}
# time manager_pid TRANSFER (INPUT|OUTPUT) taskid cache_flag sizeinmb walltime filename

1680650292568441 132852 MANAGER START
1680650292572010 132852 CATEGORY default MAX {}
1680650292572024 132852 CATEGORY default MIN {}
1680650292572033 132852 CATEGORY default FIRST MAX_THROUGHPUT {}
1680650292573045 132852 TASK 36 WAITING default FIRST_RESOURCES {}
1680650292573070 132852 TASK 37 WAITING default FIRST_RESOURCES {}
1680650292573095 132852 TASK 38 WAITING default FIRST_RESOURCES {}
1680650292573117 132852 TASK 39 WAITING default FIRST_RESOURCES {}
1680650292573140 132852 TASK 40 WAITING default FIRST_RESOURCES {}
1680650292573163 132852 TASK 41 WAITING default FIRST_RESOURCES {}
1680650292573189 132852 TASK 42 WAITING default FIRST_RESOURCES {}
1680650292573241 132852 TASK 43 WAITING default FIRST_RESOURCES {}
1680650292573273 132852 TASK 44 WAITING default FIRST_RESOURCES {}
1680650292573300 132852 TASK 45 WAITING default FIRST_RESOURCES {}
1680650292573329 132852 TASK 46 WAITING default FIRST_RESOURCES {}
1680650292573356 132852 TASK 47 WAITING default FIRST_RESOURCES {}
1680650292573380 132852 TASK 48 WAITING default FIRST_RESOURCES {}
1680650292573407 132852 TASK 49 WAITING default FIRST_RESOURCES {}
1680650292573432 132852 TASK 50 WAITING default FIRST_RESOURCES {}
1680650292573456 132852 TASK 51 WAITING default FIRST_RESOURCES {}
1680650292573483 132852 TASK 52 WAITING default FIRST_RESOURCES {}
1680650292573511 132852 TASK 53 WAITING default FIRST_RESOURCES {}
1680650292573536 132852 TASK 54 WAITING default FIRST_RESOURCES {}
1680650292573562 132852 TASK 55 WAITING default FIRST_RESOURCES {}
1680650292573599 132852 TASK 56 WAITING default FIRST_RESOURCES {}
1680650292573643 132852 TASK 57 WAITING default FIRST_RESOURCES {}
1680650292573671 132852 TASK 58 WAITING default FIRST_RESOURCES {}
1680650292573699 132852 TASK 59 WAITING default FIRST_RESOURCES {}
1680650292573727 132852 TASK 60 WAITING default FIRST_RESOURCES {}
1680650292573753 132852 TASK 61 WAITING default FIRST_RESOURCES {}
1680650292573778 132852 TASK 62 WAITING default FIRST_RESOURCES {}
1680650292573806 132852 TASK 63 WAITING default FIRST_RESOURCES {}
1680650292573835 132852 TASK 64 WAITING default FIRST_RESOURCES {}
1680650292573864 132852 TASK 65 WAITING default FIRST_RESOURCES {}
1680650292573889 132852 TASK 66 WAITING default FIRST_RESOURCES {}
1680650292573928 132852 TASK 67 WAITING default FIRST_RESOURCES {}
1680650292573953 132852 TASK 68 WAITING default FIRST_RESOURCES {}
1680650292573980 132852 TASK 69 WAITING default FIRST_RESOURCES {}
1680650292574003 132852 TASK 70 WAITING default FIRST_RESOURCES {}
1680650292574031 132852 TASK 71 WAITING default FIRST_RESOURCES {}
1680650292574067 132852 TASK 72 WAITING default FIRST_RESOURCES {}
1680650292574093 132852 TASK 73 WAITING default FIRST_RESOURCES {}
1680650292574117 132852 TASK 74 WAITING default FIRST_RESOURCES {}
1680650292574144 132852 TASK 75 WAITING default FIRST_RESOURCES {}
1680650292574171 132852 TASK 76 WAITING default FIRST_RESOURCES {}
1680650292574198 132852 TASK 77 WAITING default FIRST_RESOURCES {}
1680650292574222 132852 TASK 78 WAITING default FIRST_RESOURCES {}
1680650292574248 132852 TASK 79 WAITING default FIRST_RESOURCES {}
1680650292574274 132852 TASK 80 WAITING default FIRST_RESOURCES {}
1680650292574304 132852 TASK 81 WAITING default FIRST_RESOURCES {}
1680650292574328 132852 TASK 82 WAITING default FIRST_RESOURCES {}
1680650292574352 132852 TASK 83 WAITING default FIRST_RESOURCES {}
1680650292574378 132852 TASK 84 WAITING default FIRST_RESOURCES {}
1680650292574420 132852 TASK 85 WAITING default FIRST_RESOURCES {}
1680650292574456 132852 TASK 86 WAITING default FIRST_RESOURCES {}
1680650292574482 132852 TASK 87 WAITING default FIRST_RESOURCES {}
1680650292574508 132852 TASK 88 WAITING default FIRST_RESOURCES {}
1680650292574535 132852 TASK 89 WAITING default FIRST_RESOURCES {}
1680650292574559 132852 TASK 90 WAITING default FIRST_RESOURCES {}
1680650292574585 132852 TASK 91 WAITING default FIRST_RESOURCES {}
1680650292574613 132852 TASK 92 WAITING default FIRST_RESOURCES {}
1680650292574683 132852 TASK 93 WAITING default FIRST_RESOURCES {}
1680650292574711 132852 TASK 94 WAITING default FIRST_RESOURCES {}
1680650292574744 132852 TASK 95 WAITING default FIRST_RESOURCES {}
1680650292574775 132852 TASK 96 WAITING default FIRST_RESOURCES {}
1680650292574824 132852 TASK 97 WAITING default FIRST_RESOURCES {}
1680650292574853 132852 TASK 98 WAITING default FIRST_RESOURCES {}
1680650292574882 132852 TASK 99 WAITING default FIRST_RESOURCES {}
1680650292574908 132852 TASK 100 WAITING default FIRST_RESOURCES {}
1680650292574945 132852 TASK 101 WAITING default FIRST_RESOURCES {}
1680650292574968 132852 TASK 102 WAITING default FIRST_RESOURCES {}
1680650292574993 132852 TASK 103 WAITING default FIRST_RESOURCES {}
1680650292575020 132852 TASK 104 WAITING default FIRST_RESOURCES {}
1680650292575047 132852 TASK 105 WAITING default FIRST_RESOURCES {}
1680650292575073 132852 TASK 106 WAITING default FIRST_RESOURCES {}
1680650292575098 132852 TASK 107 WAITING default FIRST_RESOURCES {}
1680650292575123 132852 TASK 108 WAITING default FIRST_RESOURCES {}
1680650292575146 132852 TASK 109 WAITING default FIRST_RESOURCES {}
1680650292575171 132852 TASK 110 WAITING default FIRST_RESOURCES {}
1680650292575198 132852 TASK 111 WAITING default FIRST_RESOURCES {}
1680650292575224 132852 TASK 112 WAITING default FIRST_RESOURCES {}
1680650292575247 132852 TASK 113 WAITING default FIRST_RESOURCES {}
1680650292575273 132852 TASK 114 WAITING default FIRST_RESOURCES {}
1680650292575298 132852 TASK 115 WAITING default FIRST_RESOURCES {}
1680650292575323 132852 TASK 116 WAITING default FIRST_RESOURCES {}
1680650292575346 132852 TASK 117 WAITING default FIRST_RESOURCES {}
1680650292575371 132852 TASK 118 WAITING default FIRST_RESOURCES {}
1680650292575396 132852 TASK 119 WAITING default FIRST_RESOURCES {}
1680650292575421 132852 TASK 120 WAITING default FIRST_RESOURCES {}
1680650292575444 132852 TASK 121 WAITING default FIRST_RESOURCES {}
1680650292575468 132852 TASK 122 WAITING default FIRST_RESOURCES {}
1680650292575494 132852 TASK 123 WAITING default FIRST_RESOURCES {}
1680650292575519 132852 TASK 124 WAITING default FIRST_RESOURCES {}
1680650292575542 132852 TASK 125 WAITING default FIRST_RESOURCES {}
1680650292575570 132852 TASK 126 WAITING default FIRST_RESOURCES {}
1680650292575597 132852 TASK 127 WAITING default FIRST_RESOURCES {}
1680650292575628 132852 TASK 128 WAITING default FIRST_RESOURCES {}
1680650292575670 132852 TASK 129 WAITING default FIRST_RESOURCES {}
1680650292575699 132852 TASK 130 WAITING default FIRST_RESOURCES {}
1680650292575728 132852 TASK 131 WAITING default FIRST_RESOURCES {}
1680650292575758 132852 TASK 132 WAITING default FIRST_RESOURCES {}
1680650292575784 132852 TASK 133 WAITING default FIRST_RESOURCES {}
1680650292575812 132852 TASK 134 WAITING default FIRST_RESOURCES {}
1680650292575840 132852 TASK 135 WAITING default FIRST_RESOURCES {}
1680650292575868 132852 TASK 136 WAITING default FIRST_RESOURCES {}
1680650292575894 132852 TASK 137 WAITING default FIRST_RESOURCES {}
1680650292575935 132852 TASK 138 WAITING default FIRST_RESOURCES {}
1680650292575961 132852 TASK 139 WAITING default FIRST_RESOURCES {}
1680650292575986 132852 TASK 140 WAITING default FIRST_RESOURCES {}
1680650292576009 132852 TASK 141 WAITING default FIRST_RESOURCES {}
1680650292576034 132852 TASK 142 WAITING default FIRST_RESOURCES {}
1680650292576060 132852 TASK 143 WAITING default FIRST_RESOURCES {}
1680650292576085 132852 TASK 144 WAITING default FIRST_RESOURCES {}
1680650292576108 132852 TASK 145 WAITING default FIRST_RESOURCES {}
1680650292576132 132852 TASK 146 WAITING default FIRST_RESOURCES {}
1680650292576157 132852 TASK 147 WAITING default FIRST_RESOURCES {}
1680650292576182 132852 TASK 148 WAITING default FIRST_RESOURCES {}
1680650292576205 132852 TASK 149 WAITING default FIRST_RESOURCES {}
1680650292576230 132852 TASK 150 WAITING default FIRST_RESOURCES {}
1680650292576257 132852 TASK 151 WAITING default FIRST_RESOURCES {}
1680650292576282 132852 TASK 152 WAITING default FIRST_RESOURCES {}
1680650292576305 132852 TASK 153 WAITING default FIRST_RESOURCES {}
1680650292576330 132852 TASK 154 WAITING default FIRST_RESOURCES {}
1680650292576355 132852 TASK 155 WAITING default FIRST_RESOURCES {}
1680650292576392 132852 TASK 156 WAITING default FIRST_RESOURCES {}
1680650292576416 132852 TASK 157 WAITING default FIRST_RESOURCES {}
1680650292576443 132852 TASK 158 WAITING default FIRST_RESOURCES {}
1680650292576469 132852 TASK 159 WAITING default FIRST_RESOURCES {}
1680650292576497 132852 TASK 160 WAITING default FIRST_RESOURCES {}
1680650292576521 132852 TASK 161 WAITING default FIRST_RESOURCES {}
1680650292576548 132852 TASK 162 WAITING default FIRST_RESOURCES {}
1680650292576575 132852 TASK 163 WAITING default FIRST_RESOURCES {}
1680650292576599 132852 TASK 164 WAITING default FIRST_RESOURCES {}
1680650292576653 132852 TASK 165 WAITING default FIRST_RESOURCES {}
1680650292576682 132852 TASK 166 WAITING default FIRST_RESOURCES {}
1680650292576711 132852 TASK 167 WAITING default FIRST_RESOURCES {}
1680650292576740 132852 TASK 168 WAITING default FIRST_RESOURCES {}
1680650292576769 132852 TASK 169 WAITING default FIRST_RESOURCES {}
1680650292576799 132852 TASK 170 WAITING default FIRST_RESOURCES {}
1680650292576828 132852 TASK 171 WAITING default FIRST_RESOURCES {}
1680650292576853 132852 TASK 172 WAITING default FIRST_RESOURCES {}
1680650292576881 132852 TASK 173 WAITING default FIRST_RESOURCES {}
1680650292576909 132852 TASK 174 WAITING default FIRST_RESOURCES {}
1680650292576946 132852 TASK 175 WAITING default FIRST_RESOURCES {}
1680650292576969 132852 TASK 176 WAITING default FIRST_RESOURCES {}
1680650292576994 132852 TASK 177 WAITING default FIRST_RESOURCES {}
1680650292577018 132852 TASK 178 WAITING default FIRST_RESOURCES {}
1680650292577044 132852 TASK 179 WAITING default FIRST_RESOURCES {}
1680650292577067 132852 TASK 180 WAITING default FIRST_RESOURCES {}
1680650292577092 132852 TASK 181 WAITING default FIRST_RESOURCES {}
1680650292577119 132852 TASK 182 WAITING default FIRST_RESOURCES {}
1680650292577145 132852 TASK 183 WAITING default FIRST_RESOURCES {}
1680650292577167 132852 TASK 184 WAITING default FIRST_RESOURCES {}
1680650292577192 132852 TASK 185 WAITING default FIRST_RESOURCES {}
1680650292577217 132852 TASK 186 WAITING default FIRST_RESOURCES {}
1680650292577242 132852 TASK 187 WAITING default FIRST_RESOURCES {}
1680650292577265 132852 TASK 188 WAITING default FIRST_RESOURCES {}
1680650292577291 132852 TASK 189 WAITING default FIRST_RESOURCES {}
1680650292577318 132852 TASK 190 WAITING default FIRST_RESOURCES {}
1680650292577343 132852 TASK 191 WAITING default FIRST_RESOURCES {}
1680650292577405 132852 TASK 192 WAITING default FIRST_RESOURCES {}
1680650292577429 132852 TASK 193 WAITING default FIRST_RESOURCES {}
1680650292577452 132852 TASK 194 WAITING default FIRST_RESOURCES {}
1680650292577491 132852 TASK 195 WAITING default FIRST_RESOURCES {}
1680650292577516 132852 TASK 196 WAITING default FIRST_RESOURCES {}
1680650292577543 132852 TASK 197 WAITING default FIRST_RESOURCES {}
1680650292577569 132852 TASK 198 WAITING default FIRST_RESOURCES {}
1680650292577594 132852 TASK 199 WAITING default FIRST_RESOURCES {}
1680650292577625 132852 TASK 200 WAITING default FIRST_RESOURCES {}
1680650292577669 132852 TASK 201 WAITING default FIRST_RESOURCES {}
1680650292577695 132852 TASK 202 WAITING default FIRST_RESOURCES {}
1680650292577723 132852 TASK 203 WAITING default FIRST_RESOURCES {}
1680650292577752 132852 TASK 204 WAITING default FIRST_RESOURCES {}
1680650292577777 132852 TASK 205 WAITING default FIRST_RESOURCES {}
1680650292577806 132852 TASK 206 WAITING default FIRST_RESOURCES {}
1680650292577835 132852 TASK 207 WAITING default FIRST_RESOURCES {}
1680650292577860 132852 TASK 208 WAITING default FIRST_RESOURCES {}
1680650292577894 132852 TASK 209 WAITING default FIRST_RESOURCES {}
1680650292577923 132852 TASK 210 WAITING default FIRST_RESOURCES {}
1680650292577962 132852 TASK 211 WAITING default FIRST_RESOURCES {}
1680650292577986 132852 TASK 212 WAITING default FIRST_RESOURCES {}
1680650292578012 132852 TASK 213 WAITING default FIRST_RESOURCES {}
1680650292578039 132852 TASK 214 WAITING default FIRST_RESOURCES {}
1680650292578067 132852 TASK 215 WAITING default FIRST_RESOURCES {}
1680650292578091 132852 TASK 216 WAITING default FIRST_RESOURCES {}
1680650292578118 132852 TASK 217 WAITING default FIRST_RESOURCES {}
1680650292578156 132852 TASK 218 WAITING default FIRST_RESOURCES {}
1680650292578184 132852 TASK 219 WAITING default FIRST_RESOURCES {}
1680650292578208 132852 TASK 220 WAITING default FIRST_RESOURCES {}
1680650292578235 132852 TASK 221 WAITING default FIRST_RESOURCES {}
1680650292578261 132852 TASK 222 WAITING default FIRST_RESOURCES {}
1680650292578285 132852 TASK 223 WAITING default FIRST_RESOURCES {}
1680650292578324 132852 TASK 224 WAITING default FIRST_RESOURCES {}
1680650292578356 132852 TASK 225 WAITING default FIRST_RESOURCES {}
1680650292578388 132852 TASK 226 WAITING default FIRST_RESOURCES {}
1680650292578413 132852 TASK 227 WAITING default FIRST_RESOURCES {}
1680650292578442 132852 TASK 228 WAITING default FIRST_RESOURCES {}
1680650292578470 132852 TASK 229 WAITING default FIRST_RESOURCES {}
1680650292578497 132852 TASK 230 WAITING default FIRST_RESOURCES {}
1680650292578522 132852 TASK 231 WAITING default FIRST_RESOURCES {}
1680650292578549 132852 TASK 232 WAITING default FIRST_RESOURCES {}
1680650292578576 132852 TASK 233 WAITING default FIRST_RESOURCES {}
1680650292578615 132852 TASK 234 WAITING default FIRST_RESOURCES {}
1680650292578660 132852 TASK 235 WAITING default FIRST_RESOURCES {}
1680650292578689 132852 TASK 236 WAITING default FIRST_RESOURCES {}
1680650292578718 132852 TASK 237 WAITING default FIRST_RESOURCES {}
1680650292578747 132852 TASK 238 WAITING default FIRST_RESOURCES {}
1680650292578772 132852 TASK 239 WAITING default FIRST_RESOURCES {}
1680650292578800 132852 TASK 240 WAITING default FIRST_RESOURCES {}
1680650292578828 132852 TASK 241 WAITING default FIRST_RESOURCES {}
1680650292578856 132852 TASK 242 WAITING default FIRST_RESOURCES {}
1680650292578882 132852 TASK 243 WAITING default FIRST_RESOURCES {}
1680650292578911 132852 TASK 244 WAITING default FIRST_RESOURCES {}
1680650292578939 132852 TASK 245 WAITING default FIRST_RESOURCES {}
1680650292578980 132852 TASK 246 WAITING default FIRST_RESOURCES {}
1680650292579005 132852 TASK 247 WAITING default FIRST_RESOURCES {}
1680650292579034 132852 TASK 248 WAITING default FIRST_RESOURCES {}
1680650292579061 132852 TASK 249 WAITING default FIRST_RESOURCES {}
1680650292579089 132852 TASK 250 WAITING default FIRST_RESOURCES {}
1680650292579117 132852 TASK 251 WAITING default FIRST_RESOURCES {}
1680650292579147 132852 TASK 252 WAITING default FIRST_RESOURCES {}
1680650292579176 132852 TASK 253 WAITING default FIRST_RESOURCES {}
1680650292579204 132852 TASK 254 WAITING default FIRST_RESOURCES {}
1680650292579229 132852 TASK 255 WAITING default FIRST_RESOURCES {}
1680650292579256 132852 TASK 256 WAITING default FIRST_RESOURCES {}
1680650292579284 132852 TASK 257 WAITING default FIRST_RESOURCES {}
1680650292579311 132852 TASK 258 WAITING default FIRST_RESOURCES {}
1680650292579336 132852 TASK 259 WAITING default FIRST_RESOURCES {}
1680650292579363 132852 TASK 260 WAITING default FIRST_RESOURCES {}
1680650292579415 132852 TASK 261 WAITING default FIRST_RESOURCES {}
1680650292579467 132852 TASK 262 WAITING default FIRST_RESOURCES {}
1680650292579491 132852 TASK 263 WAITING default FIRST_RESOURCES {}
1680650292579518 132852 TASK 264 WAITING default FIRST_RESOURCES {}
1680650292579546 132852 TASK 265 WAITING default FIRST_RESOURCES {}
1680650292579573 132852 TASK 266 WAITING default FIRST_RESOURCES {}
1680650292579598 132852 TASK 267 WAITING default FIRST_RESOURCES {}
1680650292579670 132852 TASK 268 WAITING default FIRST_RESOURCES {}
1680650292579708 132852 TASK 269 WAITING default FIRST_RESOURCES {}
1680650292579737 132852 TASK 270 WAITING default FIRST_RESOURCES {}
1680650292579763 132852 TASK 271 WAITING default FIRST_RESOURCES {}
1680650292579793 132852 TASK 272 WAITING default FIRST_RESOURCES {}
1680650292579821 132852 TASK 273 WAITING default FIRST_RESOURCES {}
1680650292579849 132852 TASK 274 WAITING default FIRST_RESOURCES {}
1680650292579875 132852 TASK 275 WAITING default FIRST_RESOURCES {}
1680650292579903 132852 TASK 276 WAITING default FIRST_RESOURCES {}
1680650292579931 132852 TASK 277 WAITING default FIRST_RESOURCES {}
1680650292579960 132852 TASK 278 WAITING default FIRST_RESOURCES {}
1680650292580001 132852 TASK 279 WAITING default FIRST_RESOURCES {}
1680650292580029 132852 TASK 280 WAITING default FIRST_RESOURCES {}
1680650292580058 132852 TASK 281 WAITING default FIRST_RESOURCES {}
1680650292580086 132852 TASK 282 WAITING default FIRST_RESOURCES {}
1680650292580135 132852 TASK 283 WAITING default FIRST_RESOURCES {}
1680650292580173 132852 TASK 284 WAITING default FIRST_RESOURCES {}
1680650292580200 132852 TASK 285 WAITING default FIRST_RESOURCES {}
1680650292580238 132852 TASK 286 WAITING default FIRST_RESOURCES {}
1680650292580263 132852 TASK 287 WAITING default FIRST_RESOURCES {}
1680650292580291 132852 TASK 288 WAITING default FIRST_RESOURCES {}
1680650292580318 132852 TASK 289 WAITING default FIRST_RESOURCES {}
1680650292580343 132852 TASK 290 WAITING default FIRST_RESOURCES {}
1680650292580371 132852 TASK 291 WAITING default FIRST_RESOURCES {}
1680650292580403 132852 TASK 292 WAITING default FIRST_RESOURCES {}
1680650292580431 132852 TASK 293 WAITING default FIRST_RESOURCES {}
1680650292580456 132852 TASK 294 WAITING default FIRST_RESOURCES {}
1680650292580494 132852 TASK 295 WAITING default FIRST_RESOURCES {}
1680650292580520 132852 TASK 296 WAITING default FIRST_RESOURCES {}
1680650292580546 132852 TASK 297 WAITING default FIRST_RESOURCES {}
1680650292580582 132852 TASK 298 WAITING default FIRST_RESOURCES {}
1680650292580633 132852 TASK 299 WAITING default FIRST_RESOURCES {}
1680650292580663 132852 TASK 300 WAITING default FIRST_RESOURCES {}
1680650292580692 132852 TASK 301 WAITING default FIRST_RESOURCES {}
1680650292580718 132852 TASK 302 WAITING default FIRST_RESOURCES {}
1680650292580746 132852 TASK 303 WAITING default FIRST_RESOURCES {}
1680650292580774 132852 TASK 304 WAITING default FIRST_RESOURCES {}
1680650292580802 132852 TASK 305 WAITING default FIRST_RESOURCES {}
1680650292580828 132852 TASK 306 WAITING default FIRST_RESOURCES {}
1680650292580857 132852 TASK 307 WAITING default FIRST_RESOURCES {}
1680650292580885 132852 TASK 308 WAITING default FIRST_RESOURCES {}
1680650292580914 132852 TASK 309 WAITING default FIRST_RESOURCES {}
1680650292580966 132852 TASK 310 WAITING default FIRST_RESOURCES {}
1680650292581004 132852 TASK 311 WAITING default FIRST_RESOURCES {}
1680650292581036 132852 TASK 312 WAITING default FIRST_RESOURCES {}
1680650292581074 132852 TASK 313 WAITING default FIRST_RESOURCES {}
1680650292581099 132852 TASK 314 WAITING default FIRST_RESOURCES {}
1680650292581139 132852 TASK 315 WAITING default FIRST_RESOURCES {}
1680650292581167 132852 TASK 316 WAITING default FIRST_RESOURCES {}
1680650292581196 132852 TASK 317 WAITING default FIRST_RESOURCES {}
1680650292581221 132852 TASK 318 WAITING default FIRST_RESOURCES {}
1680650292581250 132852 TASK 319 WAITING default FIRST_RESOURCES {}
1680650292581278 132852 TASK 320 WAITING default FIRST_RESOURCES {}
1680650292581306 132852 TASK 321 WAITING default FIRST_RESOURCES {}
1680650292581332 132852 TASK 322 WAITING default FIRST_RESOURCES {}
1680650292581359 132852 TASK 323 WAITING default FIRST_RESOURCES {}
1680650292581388 132852 TASK 324 WAITING default FIRST_RESOURCES {}
1680650292581427 132852 TASK 325 WAITING default FIRST_RESOURCES {}
1680650292581463 132852 TASK 326 WAITING default FIRST_RESOURCES {}
1680650292581491 132852 TASK 327 WAITING default FIRST_RESOURCES {}
1680650292581518 132852 TASK 328 WAITING default FIRST_RESOURCES {}
1680650292581545 132852 TASK 329 WAITING default FIRST_RESOURCES {}
1680650292581569 132852 TASK 330 WAITING default FIRST_RESOURCES {}
1680650292581595 132852 TASK 331 WAITING default FIRST_RESOURCES {}
1680650292581628 132852 TASK 332 WAITING default FIRST_RESOURCES {}
1680650292581671 132852 TASK 333 WAITING default FIRST_RESOURCES {}
1680650292581701 132852 TASK 334 WAITING default FIRST_RESOURCES {}
1680650292581729 132852 TASK 335 WAITING default FIRST_RESOURCES {}
1680650292581758 132852 TASK 336 WAITING default FIRST_RESOURCES {}
1680650292581787 132852 TASK 337 WAITING default FIRST_RESOURCES {}
1680650292581812 132852 TASK 338 WAITING default FIRST_RESOURCES {}
1680650292581840 132852 TASK 339 WAITING default FIRST_RESOURCES {}
1680650292581868 132852 TASK 340 WAITING default FIRST_RESOURCES {}
1680650292581896 132852 TASK 341 WAITING default FIRST_RESOURCES {}
1680650292581934 132852 TASK 342 WAITING default FIRST_RESOURCES {}
1680650292581972 132852 TASK 343 WAITING default FIRST_RESOURCES {}
1680650292581998 132852 TASK 344 WAITING default FIRST_RESOURCES {}
1680650292582025 132852 TASK 345 WAITING default FIRST_RESOURCES {}
1680650292582054 132852 TASK 346 WAITING default FIRST_RESOURCES {}
1680650292582081 132852 TASK 347 WAITING default FIRST_RESOURCES {}
1680650292582108 132852 TASK 348 WAITING default FIRST_RESOURCES {}
1680650292582134 132852 TASK 349 WAITING default FIRST_RESOURCES {}
1680650292582159 132852 TASK 350 WAITING default FIRST_RESOURCES {}
1680650292582185 132852 TASK 351 WAITING default FIRST_RESOURCES {}
1680650292582212 132852 TASK 352 WAITING default FIRST_RESOURCES {}
1680650292582236 132852 TASK 353 WAITING default FIRST_RESOURCES {}
1680650292582262 132852 TASK 354 WAITING default FIRST_RESOURCES {}
1680650292582288 132852 TASK 355 WAITING default FIRST_RESOURCES {}
1680650292582316 132852 TASK 356 WAITING default FIRST_RESOURCES {}
1680650292582340 132852 TASK 357 WAITING default FIRST_RESOURCES {}
1680650292582369 132852 TASK 358 WAITING default FIRST_RESOURCES {}
1680650292582396 132852 TASK 359 WAITING default FIRST_RESOURCES {}
1680650292582434 132852 TASK 360 WAITING default FIRST_RESOURCES {}
1680650292582457 132852 TASK 361 WAITING default FIRST_RESOURCES {}
