# time manager_pid MANAGER START|END
# time manager_pid WORKER worker_id host:port CONNECTION
# time manager_pid WORKER worker_id host:port DISCONNECTION (UNKNOWN|IDLE_OUT|FAST_ABORT|FAILURE|STATUS_WORKER|EXPLICIT
# time manager_pid WORKER worker_id RESOURCES {resources}
# time manager_pid CATEGORY name MAX {resources_max_per_task}
# time manager_pid CATEGORY name MIN {resources_min_per_task_per_worker}
# time manager_pid CATEGORY name FIRST (FIXED|MAX|MIN_WASTE|MAX_THROUGHPUT) {resources_requested}
# time manager_pid TASK taskid WAITING category_name (FIRST_RESOURCES|MAX_RESOURCES) {resources_requested}
# time manager_pid TASK taskid RUNNING worker_address (FIRST_RESOURCES|MAX_RESOURCES) {resources_allocated}
# time manager_pid TASK taskid WAITING_RETRIEVAL worker_address
# time manager_pid TASK taskid (RETRIEVED|DONE) (SUCCESS|SIGNAL|END_TIME|FORSAKEN|MAX_RETRIES|MAX_WALLTIME|UNKNOWN|RESOURCE_EXHAUSTION) exit_code {limits_exceeded} {resources_measured}
# time manager_pid TRANSFER (INPUT|OUTPUT) taskid cache_flag sizeinmb walltime filename

1680709913177778 298372 MANAGER START
1680709913188892 298372 CATEGORY default MAX {}
1680709913188908 298372 CATEGORY default MIN {}
1680709913188927 298372 CATEGORY default FIRST MAX_THROUGHPUT {}
1680709913190427 298372 TASK 55 WAITING default FIRST_RESOURCES {}
1680709913190454 298372 TASK 56 WAITING default FIRST_RESOURCES {}
1680709913190480 298372 TASK 57 WAITING default FIRST_RESOURCES {}
1680709913190504 298372 TASK 58 WAITING default FIRST_RESOURCES {}
1680709913190529 298372 TASK 59 WAITING default FIRST_RESOURCES {}
1680709913190555 298372 TASK 60 WAITING default FIRST_RESOURCES {}
1680709913190578 298372 TASK 61 WAITING default FIRST_RESOURCES {}
1680709913190601 298372 TASK 62 WAITING default FIRST_RESOURCES {}
1680709913190662 298372 TASK 63 WAITING default FIRST_RESOURCES {}
1680709913190693 298372 TASK 64 WAITING default FIRST_RESOURCES {}
1680709913190721 298372 TASK 65 WAITING default FIRST_RESOURCES {}
1680709913190747 298372 TASK 66 WAITING default FIRST_RESOURCES {}
1680709913190774 298372 TASK 67 WAITING default FIRST_RESOURCES {}
1680709913190801 298372 TASK 68 WAITING default FIRST_RESOURCES {}
1680709913190831 298372 TASK 69 WAITING default FIRST_RESOURCES {}
1680709913190856 298372 TASK 70 WAITING default FIRST_RESOURCES {}
1680709913190883 298372 TASK 71 WAITING default FIRST_RESOURCES {}
1680709913190908 298372 TASK 72 WAITING default FIRST_RESOURCES {}
1680709913190958 298372 TASK 73 WAITING default FIRST_RESOURCES {}
1680709913190981 298372 TASK 74 WAITING default FIRST_RESOURCES {}
1680709913191007 298372 TASK 75 WAITING default FIRST_RESOURCES {}
1680709913191033 298372 TASK 76 WAITING default FIRST_RESOURCES {}
1680709913191059 298372 TASK 77 WAITING default FIRST_RESOURCES {}
1680709913191083 298372 TASK 78 WAITING default FIRST_RESOURCES {}
1680709913191108 298372 TASK 79 WAITING default FIRST_RESOURCES {}
1680709913191133 298372 TASK 80 WAITING default FIRST_RESOURCES {}
1680709913191159 298372 TASK 81 WAITING default FIRST_RESOURCES {}
1680709913191183 298372 TASK 82 WAITING default FIRST_RESOURCES {}
1680709913191206 298372 TASK 83 WAITING default FIRST_RESOURCES {}
1680709913191232 298372 TASK 84 WAITING default FIRST_RESOURCES {}
1680709913191258 298372 TASK 85 WAITING default FIRST_RESOURCES {}
1680709913191286 298372 TASK 86 WAITING default FIRST_RESOURCES {}
1680709913191312 298372 TASK 87 WAITING default FIRST_RESOURCES {}
1680709913191339 298372 TASK 88 WAITING default FIRST_RESOURCES {}
1680709913191365 298372 TASK 89 WAITING default FIRST_RESOURCES {}
1680709913191389 298372 TASK 90 WAITING default FIRST_RESOURCES {}
1680709913191414 298372 TASK 91 WAITING default FIRST_RESOURCES {}
1680709913191441 298372 TASK 92 WAITING default FIRST_RESOURCES {}
1680709913191465 298372 TASK 93 WAITING default FIRST_RESOURCES {}
1680709913191488 298372 TASK 94 WAITING default FIRST_RESOURCES {}
1680709913191518 298372 TASK 95 WAITING default FIRST_RESOURCES {}
1680709913191544 298372 TASK 96 WAITING default FIRST_RESOURCES {}
1680709913191591 298372 TASK 97 WAITING default FIRST_RESOURCES {}
1680709913191623 298372 TASK 98 WAITING default FIRST_RESOURCES {}
1680709913191665 298372 TASK 99 WAITING default FIRST_RESOURCES {}
1680709913191690 298372 TASK 100 WAITING default FIRST_RESOURCES {}
1680709913191718 298372 TASK 101 WAITING default FIRST_RESOURCES {}
1680709913191743 298372 TASK 102 WAITING default FIRST_RESOURCES {}
1680709913191770 298372 TASK 103 WAITING default FIRST_RESOURCES {}
1680709913191798 298372 TASK 104 WAITING default FIRST_RESOURCES {}
1680709913191829 298372 TASK 105 WAITING default FIRST_RESOURCES {}
1680709913191856 298372 TASK 106 WAITING default FIRST_RESOURCES {}
1680709913191885 298372 TASK 107 WAITING default FIRST_RESOURCES {}
1680709913191912 298372 TASK 108 WAITING default FIRST_RESOURCES {}
1680709913191960 298372 TASK 109 WAITING default FIRST_RESOURCES {}
1680709913191985 298372 TASK 110 WAITING default FIRST_RESOURCES {}
1680709913192012 298372 TASK 111 WAITING default FIRST_RESOURCES {}
1680709913192038 298372 TASK 112 WAITING default FIRST_RESOURCES {}
1680709913192062 298372 TASK 113 WAITING default FIRST_RESOURCES {}
1680709913192087 298372 TASK 114 WAITING default FIRST_RESOURCES {}
1680709913192113 298372 TASK 115 WAITING default FIRST_RESOURCES {}
1680709913192140 298372 TASK 116 WAITING default FIRST_RESOURCES {}
1680709913192163 298372 TASK 117 WAITING default FIRST_RESOURCES {}
1680709913192189 298372 TASK 118 WAITING default FIRST_RESOURCES {}
1680709913192214 298372 TASK 119 WAITING default FIRST_RESOURCES {}
1680709913192241 298372 TASK 120 WAITING default FIRST_RESOURCES {}
1680709913192264 298372 TASK 121 WAITING default FIRST_RESOURCES {}
1680709913192290 298372 TASK 122 WAITING default FIRST_RESOURCES {}
1680709913192315 298372 TASK 123 WAITING default FIRST_RESOURCES {}
1680709913192342 298372 TASK 124 WAITING default FIRST_RESOURCES {}
1680709913192365 298372 TASK 125 WAITING default FIRST_RESOURCES {}
1680709913192391 298372 TASK 126 WAITING default FIRST_RESOURCES {}
1680709913192420 298372 TASK 127 WAITING default FIRST_RESOURCES {}
1680709913192446 298372 TASK 128 WAITING default FIRST_RESOURCES {}
1680709913192470 298372 TASK 129 WAITING default FIRST_RESOURCES {}
1680709913192495 298372 TASK 130 WAITING default FIRST_RESOURCES {}
1680709913192523 298372 TASK 131 WAITING default FIRST_RESOURCES {}
1680709913192550 298372 TASK 132 WAITING default FIRST_RESOURCES {}
1680709913192573 298372 TASK 133 WAITING default FIRST_RESOURCES {}
1680709913192598 298372 TASK 134 WAITING default FIRST_RESOURCES {}
1680709913192640 298372 TASK 135 WAITING default FIRST_RESOURCES {}
1680709913192669 298372 TASK 136 WAITING default FIRST_RESOURCES {}
1680709913192694 298372 TASK 137 WAITING default FIRST_RESOURCES {}
1680709913192725 298372 TASK 138 WAITING default FIRST_RESOURCES {}
1680709913192752 298372 TASK 139 WAITING default FIRST_RESOURCES {}
1680709913192780 298372 TASK 140 WAITING default FIRST_RESOURCES {}
1680709913192805 298372 TASK 141 WAITING default FIRST_RESOURCES {}
1680709913192832 298372 TASK 142 WAITING default FIRST_RESOURCES {}
1680709913192859 298372 TASK 143 WAITING default FIRST_RESOURCES {}
1680709913192887 298372 TASK 144 WAITING default FIRST_RESOURCES {}
1680709913192913 298372 TASK 145 WAITING default FIRST_RESOURCES {}
1680709913192958 298372 TASK 146 WAITING default FIRST_RESOURCES {}
1680709913192984 298372 TASK 147 WAITING default FIRST_RESOURCES {}
1680709913193010 298372 TASK 148 WAITING default FIRST_RESOURCES {}
1680709913193033 298372 TASK 149 WAITING default FIRST_RESOURCES {}
1680709913193059 298372 TASK 150 WAITING default FIRST_RESOURCES {}
1680709913193087 298372 TASK 151 WAITING default FIRST_RESOURCES {}
1680709913193113 298372 TASK 152 WAITING default FIRST_RESOURCES {}
1680709913193136 298372 TASK 153 WAITING default FIRST_RESOURCES {}
1680709913193163 298372 TASK 154 WAITING default FIRST_RESOURCES {}
1680709913193189 298372 TASK 155 WAITING default FIRST_RESOURCES {}
1680709913193212 298372 TASK 156 WAITING default FIRST_RESOURCES {}
1680709913193237 298372 TASK 157 WAITING default FIRST_RESOURCES {}
1680709913193264 298372 TASK 158 WAITING default FIRST_RESOURCES {}
1680709913193290 298372 TASK 159 WAITING default FIRST_RESOURCES {}
1680709913193313 298372 TASK 160 WAITING default FIRST_RESOURCES {}
1680709913193338 298372 TASK 161 WAITING default FIRST_RESOURCES {}
1680709913193364 298372 TASK 162 WAITING default FIRST_RESOURCES {}
1680709913193390 298372 TASK 163 WAITING default FIRST_RESOURCES {}
1680709913193414 298372 TASK 164 WAITING default FIRST_RESOURCES {}
1680709913193442 298372 TASK 165 WAITING default FIRST_RESOURCES {}
1680709913193468 298372 TASK 166 WAITING default FIRST_RESOURCES {}
1680709913193493 298372 TASK 167 WAITING default FIRST_RESOURCES {}
1680709913193517 298372 TASK 168 WAITING default FIRST_RESOURCES {}
1680709913193546 298372 TASK 169 WAITING default FIRST_RESOURCES {}
1680709913193574 298372 TASK 170 WAITING default FIRST_RESOURCES {}
1680709913193600 298372 TASK 171 WAITING default FIRST_RESOURCES {}
1680709913193643 298372 TASK 172 WAITING default FIRST_RESOURCES {}
1680709913193675 298372 TASK 173 WAITING default FIRST_RESOURCES {}
1680709913193702 298372 TASK 174 WAITING default FIRST_RESOURCES {}
1680709913193730 298372 TASK 175 WAITING default FIRST_RESOURCES {}
1680709913193755 298372 TASK 176 WAITING default FIRST_RESOURCES {}
1680709913193782 298372 TASK 177 WAITING default FIRST_RESOURCES {}
1680709913193810 298372 TASK 178 WAITING default FIRST_RESOURCES {}
1680709913193838 298372 TASK 179 WAITING default FIRST_RESOURCES {}
1680709913193863 298372 TASK 180 WAITING default FIRST_RESOURCES {}
1680709913193890 298372 TASK 181 WAITING default FIRST_RESOURCES {}
1680709913193934 298372 TASK 182 WAITING default FIRST_RESOURCES {}
1680709913193960 298372 TASK 183 WAITING default FIRST_RESOURCES {}
1680709913193984 298372 TASK 184 WAITING default FIRST_RESOURCES {}
1680709913194009 298372 TASK 185 WAITING default FIRST_RESOURCES {}
1680709913194035 298372 TASK 186 WAITING default FIRST_RESOURCES {}
1680709913194061 298372 TASK 187 WAITING default FIRST_RESOURCES {}
1680709913194085 298372 TASK 188 WAITING default FIRST_RESOURCES {}
1680709913194111 298372 TASK 189 WAITING default FIRST_RESOURCES {}
1680709913194139 298372 TASK 190 WAITING default FIRST_RESOURCES {}
1680709913194166 298372 TASK 191 WAITING default FIRST_RESOURCES {}
1680709913194231 298372 TASK 192 WAITING default FIRST_RESOURCES {}
1680709913194256 298372 TASK 193 WAITING default FIRST_RESOURCES {}
1680709913194280 298372 TASK 194 WAITING default FIRST_RESOURCES {}
1680709913194306 298372 TASK 195 WAITING default FIRST_RESOURCES {}
1680709913194330 298372 TASK 196 WAITING default FIRST_RESOURCES {}
1680709913194355 298372 TASK 197 WAITING default FIRST_RESOURCES {}
1680709913194384 298372 TASK 198 WAITING default FIRST_RESOURCES {}
1680709913194407 298372 TASK 199 WAITING default FIRST_RESOURCES {}
1680709913194433 298372 TASK 200 WAITING default FIRST_RESOURCES {}
1680709913194459 298372 TASK 201 WAITING default FIRST_RESOURCES {}
1680709913194482 298372 TASK 202 WAITING default FIRST_RESOURCES {}
1680709913194507 298372 TASK 203 WAITING default FIRST_RESOURCES {}
1680709913194534 298372 TASK 204 WAITING default FIRST_RESOURCES {}
1680709913194557 298372 TASK 205 WAITING default FIRST_RESOURCES {}
1680709913194583 298372 TASK 206 WAITING default FIRST_RESOURCES {}
1680709913194609 298372 TASK 207 WAITING default FIRST_RESOURCES {}
1680709913194651 298372 TASK 208 WAITING default FIRST_RESOURCES {}
1680709913194681 298372 TASK 209 WAITING default FIRST_RESOURCES {}
1680709913194710 298372 TASK 210 WAITING default FIRST_RESOURCES {}
1680709913194741 298372 TASK 211 WAITING default FIRST_RESOURCES {}
1680709913194766 298372 TASK 212 WAITING default FIRST_RESOURCES {}
1680709913194793 298372 TASK 213 WAITING default FIRST_RESOURCES {}
1680709913194820 298372 TASK 214 WAITING default FIRST_RESOURCES {}
1680709913194847 298372 TASK 215 WAITING default FIRST_RESOURCES {}
1680709913194872 298372 TASK 216 WAITING default FIRST_RESOURCES {}
1680709913194899 298372 TASK 217 WAITING default FIRST_RESOURCES {}
1680709913194954 298372 TASK 218 WAITING default FIRST_RESOURCES {}
1680709913194977 298372 TASK 219 WAITING default FIRST_RESOURCES {}
1680709913195002 298372 TASK 220 WAITING default FIRST_RESOURCES {}
1680709913195028 298372 TASK 221 WAITING default FIRST_RESOURCES {}
1680709913195054 298372 TASK 222 WAITING default FIRST_RESOURCES {}
1680709913195077 298372 TASK 223 WAITING default FIRST_RESOURCES {}
1680709913195116 298372 TASK 224 WAITING default FIRST_RESOURCES {}
1680709913195147 298372 TASK 225 WAITING default FIRST_RESOURCES {}
1680709913195177 298372 TASK 226 WAITING default FIRST_RESOURCES {}
1680709913195201 298372 TASK 227 WAITING default FIRST_RESOURCES {}
1680709913195229 298372 TASK 228 WAITING default FIRST_RESOURCES {}
1680709913195255 298372 TASK 229 WAITING default FIRST_RESOURCES {}
1680709913195281 298372 TASK 230 WAITING default FIRST_RESOURCES {}
1680709913195304 298372 TASK 231 WAITING default FIRST_RESOURCES {}
1680709913195329 298372 TASK 232 WAITING default FIRST_RESOURCES {}
1680709913195354 298372 TASK 233 WAITING default FIRST_RESOURCES {}
1680709913195380 298372 TASK 234 WAITING default FIRST_RESOURCES {}
1680709913195403 298372 TASK 235 WAITING default FIRST_RESOURCES {}
1680709913195429 298372 TASK 236 WAITING default FIRST_RESOURCES {}
1680709913195456 298372 TASK 237 WAITING default FIRST_RESOURCES {}
1680709913195481 298372 TASK 238 WAITING default FIRST_RESOURCES {}
1680709913195504 298372 TASK 239 WAITING default FIRST_RESOURCES {}
1680709913195530 298372 TASK 240 WAITING default FIRST_RESOURCES {}
1680709913195555 298372 TASK 241 WAITING default FIRST_RESOURCES {}
1680709913195581 298372 TASK 242 WAITING default FIRST_RESOURCES {}
1680709913195605 298372 TASK 243 WAITING default FIRST_RESOURCES {}
1680709913195660 298372 TASK 244 WAITING default FIRST_RESOURCES {}
1680709913195690 298372 TASK 245 WAITING default FIRST_RESOURCES {}
1680709913195719 298372 TASK 246 WAITING default FIRST_RESOURCES {}
1680709913195744 298372 TASK 247 WAITING default FIRST_RESOURCES {}
1680709913195773 298372 TASK 248 WAITING default FIRST_RESOURCES {}
1680709913195801 298372 TASK 249 WAITING default FIRST_RESOURCES {}
1680709913195828 298372 TASK 250 WAITING default FIRST_RESOURCES {}
1680709913195854 298372 TASK 251 WAITING default FIRST_RESOURCES {}
1680709913195881 298372 TASK 252 WAITING default FIRST_RESOURCES {}
1680709913195934 298372 TASK 253 WAITING default FIRST_RESOURCES {}
1680709913195973 298372 TASK 254 WAITING default FIRST_RESOURCES {}
1680709913195997 298372 TASK 255 WAITING default FIRST_RESOURCES {}
1680709913196023 298372 TASK 256 WAITING default FIRST_RESOURCES {}
1680709913196049 298372 TASK 257 WAITING default FIRST_RESOURCES {}
1680709913196075 298372 TASK 258 WAITING default FIRST_RESOURCES {}
1680709913196099 298372 TASK 259 WAITING default FIRST_RESOURCES {}
1680709913196124 298372 TASK 260 WAITING default FIRST_RESOURCES {}
1680709913196150 298372 TASK 261 WAITING default FIRST_RESOURCES {}
1680709913196176 298372 TASK 262 WAITING default FIRST_RESOURCES {}
1680709913196200 298372 TASK 263 WAITING default FIRST_RESOURCES {}
1680709913196226 298372 TASK 264 WAITING default FIRST_RESOURCES {}
1680709913196253 298372 TASK 265 WAITING default FIRST_RESOURCES {}
1680709913196279 298372 TASK 266 WAITING default FIRST_RESOURCES {}
1680709913196302 298372 TASK 267 WAITING default FIRST_RESOURCES {}
1680709913196330 298372 TASK 268 WAITING default FIRST_RESOURCES {}
1680709913196359 298372 TASK 269 WAITING default FIRST_RESOURCES {}
1680709913196386 298372 TASK 270 WAITING default FIRST_RESOURCES {}
1680709913196409 298372 TASK 271 WAITING default FIRST_RESOURCES {}
1680709913196435 298372 TASK 272 WAITING default FIRST_RESOURCES {}
1680709913196460 298372 TASK 273 WAITING default FIRST_RESOURCES {}
1680709913196488 298372 TASK 274 WAITING default FIRST_RESOURCES {}
1680709913196511 298372 TASK 275 WAITING default FIRST_RESOURCES {}
1680709913196537 298372 TASK 276 WAITING default FIRST_RESOURCES {}
1680709913196563 298372 TASK 277 WAITING default FIRST_RESOURCES {}
1680709913196589 298372 TASK 278 WAITING default FIRST_RESOURCES {}
1680709913196612 298372 TASK 279 WAITING default FIRST_RESOURCES {}
1680709913196656 298372 TASK 280 WAITING default FIRST_RESOURCES {}
1680709913196685 298372 TASK 281 WAITING default FIRST_RESOURCES {}
1680709913196710 298372 TASK 282 WAITING default FIRST_RESOURCES {}
1680709913196737 298372 TASK 283 WAITING default FIRST_RESOURCES {}
1680709913196766 298372 TASK 284 WAITING default FIRST_RESOURCES {}
1680709913196793 298372 TASK 285 WAITING default FIRST_RESOURCES {}
1680709913196822 298372 TASK 286 WAITING default FIRST_RESOURCES {}
1680709913196854 298372 TASK 287 WAITING default FIRST_RESOURCES {}
1680709913196881 298372 TASK 288 WAITING default FIRST_RESOURCES {}
1680709913196921 298372 TASK 289 WAITING default FIRST_RESOURCES {}
1680709913196956 298372 TASK 290 WAITING default FIRST_RESOURCES {}
1680709913196982 298372 TASK 291 WAITING default FIRST_RESOURCES {}
1680709913197008 298372 TASK 292 WAITING default FIRST_RESOURCES {}
1680709913197034 298372 TASK 293 WAITING default FIRST_RESOURCES {}
1680709913197058 298372 TASK 294 WAITING default FIRST_RESOURCES {}
1680709913197087 298372 TASK 295 WAITING default FIRST_RESOURCES {}
1680709913197113 298372 TASK 296 WAITING default FIRST_RESOURCES {}
1680709913197140 298372 TASK 297 WAITING default FIRST_RESOURCES {}
1680709913197163 298372 TASK 298 WAITING default FIRST_RESOURCES {}
1680709913197189 298372 TASK 299 WAITING default FIRST_RESOURCES {}
1680709913197215 298372 TASK 300 WAITING default FIRST_RESOURCES {}
1680709913197241 298372 TASK 301 WAITING default FIRST_RESOURCES {}
1680709913197264 298372 TASK 302 WAITING default FIRST_RESOURCES {}
1680709913197290 298372 TASK 303 WAITING default FIRST_RESOURCES {}
1680709913197316 298372 TASK 304 WAITING default FIRST_RESOURCES {}
1680709913197343 298372 TASK 305 WAITING default FIRST_RESOURCES {}
1680709913197366 298372 TASK 306 WAITING default FIRST_RESOURCES {}
1680709913197393 298372 TASK 307 WAITING default FIRST_RESOURCES {}
1680709913197419 298372 TASK 308 WAITING default FIRST_RESOURCES {}
1680709913197445 298372 TASK 309 WAITING default FIRST_RESOURCES {}
1680709913197469 298372 TASK 310 WAITING default FIRST_RESOURCES {}
1680709913197494 298372 TASK 311 WAITING default FIRST_RESOURCES {}
1680709913197521 298372 TASK 312 WAITING default FIRST_RESOURCES {}
1680709913197550 298372 TASK 313 WAITING default FIRST_RESOURCES {}
1680709913197574 298372 TASK 314 WAITING default FIRST_RESOURCES {}
1680709913197600 298372 TASK 315 WAITING default FIRST_RESOURCES {}
1680709913197642 298372 TASK 316 WAITING default FIRST_RESOURCES {}
1680709913197671 298372 TASK 317 WAITING default FIRST_RESOURCES {}
1680709913197696 298372 TASK 318 WAITING default FIRST_RESOURCES {}
1680709913197723 298372 TASK 319 WAITING default FIRST_RESOURCES {}
1680709913197751 298372 TASK 320 WAITING default FIRST_RESOURCES {}
1680709913197780 298372 TASK 321 WAITING default FIRST_RESOURCES {}
1680709913197805 298372 TASK 322 WAITING default FIRST_RESOURCES {}
1680709913197832 298372 TASK 323 WAITING default FIRST_RESOURCES {}
1680709913197860 298372 TASK 324 WAITING default FIRST_RESOURCES {}
1680709913197888 298372 TASK 325 WAITING default FIRST_RESOURCES {}
1680709913197924 298372 TASK 326 WAITING default FIRST_RESOURCES {}
1680709913197951 298372 TASK 327 WAITING default FIRST_RESOURCES {}
1680709913197977 298372 TASK 328 WAITING default FIRST_RESOURCES {}
1680709913198003 298372 TASK 329 WAITING default FIRST_RESOURCES {}
1680709913198027 298372 TASK 330 WAITING default FIRST_RESOURCES {}
1680709913198053 298372 TASK 331 WAITING default FIRST_RESOURCES {}
1680709913198080 298372 TASK 332 WAITING default FIRST_RESOURCES {}
1680709913198118 298372 TASK 333 WAITING default FIRST_RESOURCES {}
1680709913198142 298372 TASK 334 WAITING default FIRST_RESOURCES {}
1680709913198168 298372 TASK 335 WAITING default FIRST_RESOURCES {}
1680709913198199 298372 TASK 336 WAITING default FIRST_RESOURCES {}
1680709913198226 298372 TASK 337 WAITING default FIRST_RESOURCES {}
1680709913198250 298372 TASK 338 WAITING default FIRST_RESOURCES {}
1680709913198277 298372 TASK 339 WAITING default FIRST_RESOURCES {}
1680709913198304 298372 TASK 340 WAITING default FIRST_RESOURCES {}
1680709913198331 298372 TASK 341 WAITING default FIRST_RESOURCES {}
1680709913198355 298372 TASK 342 WAITING default FIRST_RESOURCES {}
1680709913198382 298372 TASK 343 WAITING default FIRST_RESOURCES {}
1680709913198408 298372 TASK 344 WAITING default FIRST_RESOURCES {}
1680709913198435 298372 TASK 345 WAITING default FIRST_RESOURCES {}
1680709913198465 298372 TASK 346 WAITING default FIRST_RESOURCES {}
1680709913198492 298372 TASK 347 WAITING default FIRST_RESOURCES {}
1680709913198519 298372 TASK 348 WAITING default FIRST_RESOURCES {}
1680709913198543 298372 TASK 349 WAITING default FIRST_RESOURCES {}
1680709913198581 298372 TASK 350 WAITING default FIRST_RESOURCES {}
1680709913198607 298372 TASK 351 WAITING default FIRST_RESOURCES {}
1680709913198650 298372 TASK 352 WAITING default FIRST_RESOURCES {}
1680709913198675 298372 TASK 353 WAITING default FIRST_RESOURCES {}
1680709913198702 298372 TASK 354 WAITING default FIRST_RESOURCES {}
1680709913198730 298372 TASK 355 WAITING default FIRST_RESOURCES {}
1680709913198757 298372 TASK 356 WAITING default FIRST_RESOURCES {}
1680709913198783 298372 TASK 357 WAITING default FIRST_RESOURCES {}
1680709913198813 298372 TASK 358 WAITING default FIRST_RESOURCES {}
1680709913198842 298372 TASK 359 WAITING default FIRST_RESOURCES {}
1680709913198870 298372 TASK 360 WAITING default FIRST_RESOURCES {}
1680709913198895 298372 TASK 361 WAITING default FIRST_RESOURCES {}
