# time manager_pid MANAGER START|END
# time manager_pid WORKER worker_id host:port CONNECTION
# time manager_pid WORKER worker_id host:port DISCONNECTION (UNKNOWN|IDLE_OUT|FAST_ABORT|FAILURE|STATUS_WORKER|EXPLICIT
# time manager_pid WORKER worker_id RESOURCES {resources}
# time manager_pid CATEGORY name MAX {resources_max_per_task}
# time manager_pid CATEGORY name MIN {resources_min_per_task_per_worker}
# time manager_pid CATEGORY name FIRST (FIXED|MAX|MIN_WASTE|MAX_THROUGHPUT) {resources_requested}
# time manager_pid TASK taskid WAITING category_name (FIRST_RESOURCES|MAX_RESOURCES) {resources_requested}
# time manager_pid TASK taskid RUNNING worker_address (FIRST_RESOURCES|MAX_RESOURCES) {resources_allocated}
# time manager_pid TASK taskid WAITING_RETRIEVAL worker_address
# time manager_pid TASK taskid (RETRIEVED|DONE) (SUCCESS|SIGNAL|END_TIME|FORSAKEN|MAX_RETRIES|MAX_WALLTIME|UNKNOWN|RESOURCE_EXHAUSTION) exit_code {limits_exceeded} {resources_measured}
# time manager_pid TRANSFER (INPUT|OUTPUT) taskid cache_flag sizeinmb walltime filename

1681342995085440 756266 MANAGER START
1681342995091625 756266 CATEGORY default MAX {}
1681342995091639 756266 CATEGORY default MIN {}
1681342995091646 756266 CATEGORY default FIRST MAX {}
1681342995097486 756266 TASK 114 WAITING default FIRST_RESOURCES {}
1681342995097509 756266 TASK 115 WAITING default FIRST_RESOURCES {}
1681342995097531 756266 TASK 116 WAITING default FIRST_RESOURCES {}
1681342995097551 756266 TASK 117 WAITING default FIRST_RESOURCES {}
1681342995097577 756266 TASK 118 WAITING default FIRST_RESOURCES {}
1681342995097600 756266 TASK 119 WAITING default FIRST_RESOURCES {}
1681342995097622 756266 TASK 120 WAITING default FIRST_RESOURCES {}
1681342995097665 756266 TASK 121 WAITING default FIRST_RESOURCES {}
1681342995097691 756266 TASK 122 WAITING default FIRST_RESOURCES {}
1681342995097713 756266 TASK 123 WAITING default FIRST_RESOURCES {}
1681342995097733 756266 TASK 124 WAITING default FIRST_RESOURCES {}
1681342995097750 756266 TASK 125 WAITING default FIRST_RESOURCES {}
1681342995097770 756266 TASK 126 WAITING default FIRST_RESOURCES {}
1681342995097810 756266 TASK 127 WAITING default FIRST_RESOURCES {}
1681342995097832 756266 TASK 128 WAITING default FIRST_RESOURCES {}
1681342995097850 756266 TASK 129 WAITING default FIRST_RESOURCES {}
1681342995097869 756266 TASK 130 WAITING default FIRST_RESOURCES {}
1681342995097889 756266 TASK 131 WAITING default FIRST_RESOURCES {}
1681342995097910 756266 TASK 132 WAITING default FIRST_RESOURCES {}
1681342995097927 756266 TASK 133 WAITING default FIRST_RESOURCES {}
1681342995097946 756266 TASK 134 WAITING default FIRST_RESOURCES {}
1681342995097966 756266 TASK 135 WAITING default FIRST_RESOURCES {}
1681342995097986 756266 TASK 136 WAITING default FIRST_RESOURCES {}
1681342995098003 756266 TASK 137 WAITING default FIRST_RESOURCES {}
1681342995098027 756266 TASK 138 WAITING default FIRST_RESOURCES {}
1681342995098048 756266 TASK 139 WAITING default FIRST_RESOURCES {}
1681342995098067 756266 TASK 140 WAITING default FIRST_RESOURCES {}
1681342995098085 756266 TASK 141 WAITING default FIRST_RESOURCES {}
1681342995098105 756266 TASK 142 WAITING default FIRST_RESOURCES {}
1681342995098125 756266 TASK 143 WAITING default FIRST_RESOURCES {}
1681342995098145 756266 TASK 144 WAITING default FIRST_RESOURCES {}
1681342995098162 756266 TASK 145 WAITING default FIRST_RESOURCES {}
1681342995098182 756266 TASK 146 WAITING default FIRST_RESOURCES {}
1681342995098202 756266 TASK 147 WAITING default FIRST_RESOURCES {}
1681342995098219 756266 TASK 148 WAITING default FIRST_RESOURCES {}
1681342995098252 756266 TASK 149 WAITING default FIRST_RESOURCES {}
1681342995098273 756266 TASK 150 WAITING default FIRST_RESOURCES {}
1681342995098295 756266 TASK 151 WAITING default FIRST_RESOURCES {}
1681342995098313 756266 TASK 152 WAITING default FIRST_RESOURCES {}
1681342995098364 756266 TASK 153 WAITING default FIRST_RESOURCES {}
1681342995098389 756266 TASK 154 WAITING default FIRST_RESOURCES {}
1681342995098412 756266 TASK 155 WAITING default FIRST_RESOURCES {}
1681342995098432 756266 TASK 156 WAITING default FIRST_RESOURCES {}
1681342995098453 756266 TASK 157 WAITING default FIRST_RESOURCES {}
1681342995098475 756266 TASK 158 WAITING default FIRST_RESOURCES {}
1681342995098498 756266 TASK 159 WAITING default FIRST_RESOURCES {}
1681342995098517 756266 TASK 160 WAITING default FIRST_RESOURCES {}
1681342995098540 756266 TASK 161 WAITING default FIRST_RESOURCES {}
1681342995098563 756266 TASK 162 WAITING default FIRST_RESOURCES {}
1681342995098585 756266 TASK 163 WAITING default FIRST_RESOURCES {}
1681342995098605 756266 TASK 164 WAITING default FIRST_RESOURCES {}
1681342995098630 756266 TASK 165 WAITING default FIRST_RESOURCES {}
1681342995098653 756266 TASK 166 WAITING default FIRST_RESOURCES {}
1681342995098701 756266 TASK 167 WAITING default FIRST_RESOURCES {}
1681342995098719 756266 TASK 168 WAITING default FIRST_RESOURCES {}
1681342995098743 756266 TASK 169 WAITING default FIRST_RESOURCES {}
1681342995098766 756266 TASK 170 WAITING default FIRST_RESOURCES {}
1681342995098787 756266 TASK 171 WAITING default FIRST_RESOURCES {}
1681342995098806 756266 TASK 172 WAITING default FIRST_RESOURCES {}
1681342995098826 756266 TASK 173 WAITING default FIRST_RESOURCES {}
1681342995098847 756266 TASK 174 WAITING default FIRST_RESOURCES {}
1681342995098881 756266 TASK 175 WAITING default FIRST_RESOURCES {}
1681342995098899 756266 TASK 176 WAITING default FIRST_RESOURCES {}
1681342995098921 756266 TASK 177 WAITING default FIRST_RESOURCES {}
1681342995098943 756266 TASK 178 WAITING default FIRST_RESOURCES {}
1681342995098966 756266 TASK 179 WAITING default FIRST_RESOURCES {}
1681342995098985 756266 TASK 180 WAITING default FIRST_RESOURCES {}
1681342995099006 756266 TASK 181 WAITING default FIRST_RESOURCES {}
1681342995099031 756266 TASK 182 WAITING default FIRST_RESOURCES {}
1681342995099053 756266 TASK 183 WAITING default FIRST_RESOURCES {}
1681342995099072 756266 TASK 184 WAITING default FIRST_RESOURCES {}
1681342995099093 756266 TASK 185 WAITING default FIRST_RESOURCES {}
1681342995099115 756266 TASK 186 WAITING default FIRST_RESOURCES {}
1681342995099139 756266 TASK 187 WAITING default FIRST_RESOURCES {}
1681342995099158 756266 TASK 188 WAITING default FIRST_RESOURCES {}
1681342995099180 756266 TASK 189 WAITING default FIRST_RESOURCES {}
1681342995099201 756266 TASK 190 WAITING default FIRST_RESOURCES {}
1681342995099223 756266 TASK 191 WAITING default FIRST_RESOURCES {}
1681342995099288 756266 TASK 192 WAITING default FIRST_RESOURCES {}
1681342995099308 756266 TASK 193 WAITING default FIRST_RESOURCES {}
1681342995099334 756266 TASK 194 WAITING default FIRST_RESOURCES {}
1681342995099373 756266 TASK 195 WAITING default FIRST_RESOURCES {}
1681342995099393 756266 TASK 196 WAITING default FIRST_RESOURCES {}
1681342995099414 756266 TASK 197 WAITING default FIRST_RESOURCES {}
1681342995099437 756266 TASK 198 WAITING default FIRST_RESOURCES {}
1681342995099456 756266 TASK 199 WAITING default FIRST_RESOURCES {}
1681342995099478 756266 TASK 200 WAITING default FIRST_RESOURCES {}
1681342995099500 756266 TASK 201 WAITING default FIRST_RESOURCES {}
1681342995099519 756266 TASK 202 WAITING default FIRST_RESOURCES {}
1681342995099541 756266 TASK 203 WAITING default FIRST_RESOURCES {}
1681342995099563 756266 TASK 204 WAITING default FIRST_RESOURCES {}
1681342995099583 756266 TASK 205 WAITING default FIRST_RESOURCES {}
1681342995099608 756266 TASK 206 WAITING default FIRST_RESOURCES {}
1681342995099630 756266 TASK 207 WAITING default FIRST_RESOURCES {}
1681342995099662 756266 TASK 208 WAITING default FIRST_RESOURCES {}
1681342995099683 756266 TASK 209 WAITING default FIRST_RESOURCES {}
1681342995099705 756266 TASK 210 WAITING default FIRST_RESOURCES {}
1681342995099727 756266 TASK 211 WAITING default FIRST_RESOURCES {}
1681342995099749 756266 TASK 212 WAITING default FIRST_RESOURCES {}
1681342995099770 756266 TASK 213 WAITING default FIRST_RESOURCES {}
1681342995099792 756266 TASK 214 WAITING default FIRST_RESOURCES {}
1681342995099811 756266 TASK 215 WAITING default FIRST_RESOURCES {}
1681342995099857 756266 TASK 216 WAITING default FIRST_RESOURCES {}
1681342995099890 756266 TASK 217 WAITING default FIRST_RESOURCES {}
1681342995099912 756266 TASK 218 WAITING default FIRST_RESOURCES {}
1681342995099931 756266 TASK 219 WAITING default FIRST_RESOURCES {}
1681342995099952 756266 TASK 220 WAITING default FIRST_RESOURCES {}
1681342995099973 756266 TASK 221 WAITING default FIRST_RESOURCES {}
1681342995099995 756266 TASK 222 WAITING default FIRST_RESOURCES {}
1681342995100013 756266 TASK 223 WAITING default FIRST_RESOURCES {}
1681342995100049 756266 TASK 224 WAITING default FIRST_RESOURCES {}
1681342995100075 756266 TASK 225 WAITING default FIRST_RESOURCES {}
1681342995100103 756266 TASK 226 WAITING default FIRST_RESOURCES {}
1681342995100122 756266 TASK 227 WAITING default FIRST_RESOURCES {}
1681342995100143 756266 TASK 228 WAITING default FIRST_RESOURCES {}
1681342995100165 756266 TASK 229 WAITING default FIRST_RESOURCES {}
1681342995100187 756266 TASK 230 WAITING default FIRST_RESOURCES {}
1681342995100206 756266 TASK 231 WAITING default FIRST_RESOURCES {}
1681342995100227 756266 TASK 232 WAITING default FIRST_RESOURCES {}
1681342995100261 756266 TASK 233 WAITING default FIRST_RESOURCES {}
1681342995100284 756266 TASK 234 WAITING default FIRST_RESOURCES {}
1681342995100304 756266 TASK 235 WAITING default FIRST_RESOURCES {}
1681342995100332 756266 TASK 236 WAITING default FIRST_RESOURCES {}
1681342995100356 756266 TASK 237 WAITING default FIRST_RESOURCES {}
1681342995100378 756266 TASK 238 WAITING default FIRST_RESOURCES {}
1681342995100398 756266 TASK 239 WAITING default FIRST_RESOURCES {}
1681342995100420 756266 TASK 240 WAITING default FIRST_RESOURCES {}
1681342995100442 756266 TASK 241 WAITING default FIRST_RESOURCES {}
1681342995100465 756266 TASK 242 WAITING default FIRST_RESOURCES {}
1681342995100484 756266 TASK 243 WAITING default FIRST_RESOURCES {}
1681342995100507 756266 TASK 244 WAITING default FIRST_RESOURCES {}
1681342995100531 756266 TASK 245 WAITING default FIRST_RESOURCES {}
1681342995100553 756266 TASK 246 WAITING default FIRST_RESOURCES {}
1681342995100572 756266 TASK 247 WAITING default FIRST_RESOURCES {}
1681342995100594 756266 TASK 248 WAITING default FIRST_RESOURCES {}
1681342995100616 756266 TASK 249 WAITING default FIRST_RESOURCES {}
1681342995100663 756266 TASK 250 WAITING default FIRST_RESOURCES {}
1681342995100682 756266 TASK 251 WAITING default FIRST_RESOURCES {}
1681342995100702 756266 TASK 252 WAITING default FIRST_RESOURCES {}
1681342995100730 756266 TASK 253 WAITING default FIRST_RESOURCES {}
1681342995100751 756266 TASK 254 WAITING default FIRST_RESOURCES {}
1681342995100770 756266 TASK 255 WAITING default FIRST_RESOURCES {}
1681342995100790 756266 TASK 256 WAITING default FIRST_RESOURCES {}
1681342995100824 756266 TASK 257 WAITING default FIRST_RESOURCES {}
1681342995100846 756266 TASK 258 WAITING default FIRST_RESOURCES {}
1681342995100878 756266 TASK 259 WAITING default FIRST_RESOURCES {}
1681342995100900 756266 TASK 260 WAITING default FIRST_RESOURCES {}
1681342995100922 756266 TASK 261 WAITING default FIRST_RESOURCES {}
1681342995100946 756266 TASK 262 WAITING default FIRST_RESOURCES {}
1681342995100966 756266 TASK 263 WAITING default FIRST_RESOURCES {}
1681342995100988 756266 TASK 264 WAITING default FIRST_RESOURCES {}
1681342995101012 756266 TASK 265 WAITING default FIRST_RESOURCES {}
1681342995101034 756266 TASK 266 WAITING default FIRST_RESOURCES {}
1681342995101054 756266 TASK 267 WAITING default FIRST_RESOURCES {}
1681342995101075 756266 TASK 268 WAITING default FIRST_RESOURCES {}
1681342995101101 756266 TASK 269 WAITING default FIRST_RESOURCES {}
1681342995101123 756266 TASK 270 WAITING default FIRST_RESOURCES {}
1681342995101157 756266 TASK 271 WAITING default FIRST_RESOURCES {}
1681342995101180 756266 TASK 272 WAITING default FIRST_RESOURCES {}
1681342995101202 756266 TASK 273 WAITING default FIRST_RESOURCES {}
1681342995101221 756266 TASK 274 WAITING default FIRST_RESOURCES {}
1681342995101243 756266 TASK 275 WAITING default FIRST_RESOURCES {}
1681342995101265 756266 TASK 276 WAITING default FIRST_RESOURCES {}
1681342995101286 756266 TASK 277 WAITING default FIRST_RESOURCES {}
1681342995101305 756266 TASK 278 WAITING default FIRST_RESOURCES {}
1681342995101331 756266 TASK 279 WAITING default FIRST_RESOURCES {}
1681342995101368 756266 TASK 280 WAITING default FIRST_RESOURCES {}
1681342995101392 756266 TASK 281 WAITING default FIRST_RESOURCES {}
1681342995101412 756266 TASK 282 WAITING default FIRST_RESOURCES {}
1681342995101433 756266 TASK 283 WAITING default FIRST_RESOURCES {}
1681342995101456 756266 TASK 284 WAITING default FIRST_RESOURCES {}
1681342995101479 756266 TASK 285 WAITING default FIRST_RESOURCES {}
1681342995101504 756266 TASK 286 WAITING default FIRST_RESOURCES {}
1681342995101526 756266 TASK 287 WAITING default FIRST_RESOURCES {}
1681342995101549 756266 TASK 288 WAITING default FIRST_RESOURCES {}
1681342995101571 756266 TASK 289 WAITING default FIRST_RESOURCES {}
1681342995101590 756266 TASK 290 WAITING default FIRST_RESOURCES {}
1681342995101614 756266 TASK 291 WAITING default FIRST_RESOURCES {}
1681342995101649 756266 TASK 292 WAITING default FIRST_RESOURCES {}
1681342995101685 756266 TASK 293 WAITING default FIRST_RESOURCES {}
1681342995101716 756266 TASK 294 WAITING default FIRST_RESOURCES {}
1681342995101741 756266 TASK 295 WAITING default FIRST_RESOURCES {}
1681342995101767 756266 TASK 296 WAITING default FIRST_RESOURCES {}
1681342995101789 756266 TASK 297 WAITING default FIRST_RESOURCES {}
1681342995101808 756266 TASK 298 WAITING default FIRST_RESOURCES {}
1681342995101830 756266 TASK 299 WAITING default FIRST_RESOURCES {}
1681342995101853 756266 TASK 300 WAITING default FIRST_RESOURCES {}
1681342995101875 756266 TASK 301 WAITING default FIRST_RESOURCES {}
1681342995101894 756266 TASK 302 WAITING default FIRST_RESOURCES {}
1681342995101915 756266 TASK 303 WAITING default FIRST_RESOURCES {}
1681342995101938 756266 TASK 304 WAITING default FIRST_RESOURCES {}
1681342995101960 756266 TASK 305 WAITING default FIRST_RESOURCES {}
1681342995101978 756266 TASK 306 WAITING default FIRST_RESOURCES {}
1681342995102000 756266 TASK 307 WAITING default FIRST_RESOURCES {}
1681342995102021 756266 TASK 308 WAITING default FIRST_RESOURCES {}
1681342995102044 756266 TASK 309 WAITING default FIRST_RESOURCES {}
1681342995102063 756266 TASK 310 WAITING default FIRST_RESOURCES {}
1681342995102084 756266 TASK 311 WAITING default FIRST_RESOURCES {}
1681342995102118 756266 TASK 312 WAITING default FIRST_RESOURCES {}
1681342995102158 756266 TASK 313 WAITING default FIRST_RESOURCES {}
1681342995102177 756266 TASK 314 WAITING default FIRST_RESOURCES {}
1681342995102199 756266 TASK 315 WAITING default FIRST_RESOURCES {}
1681342995102221 756266 TASK 316 WAITING default FIRST_RESOURCES {}
1681342995102242 756266 TASK 317 WAITING default FIRST_RESOURCES {}
1681342995102261 756266 TASK 318 WAITING default FIRST_RESOURCES {}
1681342995102284 756266 TASK 319 WAITING default FIRST_RESOURCES {}
1681342995102305 756266 TASK 320 WAITING default FIRST_RESOURCES {}
1681342995102330 756266 TASK 321 WAITING default FIRST_RESOURCES {}
1681342995102364 756266 TASK 322 WAITING default FIRST_RESOURCES {}
1681342995102386 756266 TASK 323 WAITING default FIRST_RESOURCES {}
1681342995102410 756266 TASK 324 WAITING default FIRST_RESOURCES {}
1681342995102432 756266 TASK 325 WAITING default FIRST_RESOURCES {}
1681342995102451 756266 TASK 326 WAITING default FIRST_RESOURCES {}
1681342995102473 756266 TASK 327 WAITING default FIRST_RESOURCES {}
1681342995102497 756266 TASK 328 WAITING default FIRST_RESOURCES {}
1681342995102519 756266 TASK 329 WAITING default FIRST_RESOURCES {}
1681342995102538 756266 TASK 330 WAITING default FIRST_RESOURCES {}
1681342995102560 756266 TASK 331 WAITING default FIRST_RESOURCES {}
1681342995102582 756266 TASK 332 WAITING default FIRST_RESOURCES {}
1681342995102604 756266 TASK 333 WAITING default FIRST_RESOURCES {}
1681342995102623 756266 TASK 334 WAITING default FIRST_RESOURCES {}
1681342995102658 756266 TASK 335 WAITING default FIRST_RESOURCES {}
1681342995102683 756266 TASK 336 WAITING default FIRST_RESOURCES {}
1681342995102702 756266 TASK 337 WAITING default FIRST_RESOURCES {}
1681342995102725 756266 TASK 338 WAITING default FIRST_RESOURCES {}
1681342995102746 756266 TASK 339 WAITING default FIRST_RESOURCES {}
1681342995102776 756266 TASK 340 WAITING default FIRST_RESOURCES {}
1681342995102795 756266 TASK 341 WAITING default FIRST_RESOURCES {}
1681342995102830 756266 TASK 342 WAITING default FIRST_RESOURCES {}
1681342995102852 756266 TASK 343 WAITING default FIRST_RESOURCES {}
1681342995102875 756266 TASK 344 WAITING default FIRST_RESOURCES {}
1681342995102895 756266 TASK 345 WAITING default FIRST_RESOURCES {}
1681342995102920 756266 TASK 346 WAITING default FIRST_RESOURCES {}
1681342995102944 756266 TASK 347 WAITING default FIRST_RESOURCES {}
1681342995102966 756266 TASK 348 WAITING default FIRST_RESOURCES {}
1681342995102986 756266 TASK 349 WAITING default FIRST_RESOURCES {}
1681342995103007 756266 TASK 350 WAITING default FIRST_RESOURCES {}
1681342995103029 756266 TASK 351 WAITING default FIRST_RESOURCES {}
1681342995103052 756266 TASK 352 WAITING default FIRST_RESOURCES {}
1681342995103072 756266 TASK 353 WAITING default FIRST_RESOURCES {}
1681342995103093 756266 TASK 354 WAITING default FIRST_RESOURCES {}
1681342995103117 756266 TASK 355 WAITING default FIRST_RESOURCES {}
1681342995103141 756266 TASK 356 WAITING default FIRST_RESOURCES {}
1681342995103160 756266 TASK 357 WAITING default FIRST_RESOURCES {}
1681342995103185 756266 TASK 358 WAITING default FIRST_RESOURCES {}
1681342995103208 756266 TASK 359 WAITING default FIRST_RESOURCES {}
1681342995103230 756266 TASK 360 WAITING default FIRST_RESOURCES {}
1681342995103250 756266 TASK 361 WAITING default FIRST_RESOURCES {}
1681342995103272 756266 TASK 362 WAITING default FIRST_RESOURCES {}
