# time manager_pid MANAGER START|END
# time manager_pid WORKER worker_id host:port CONNECTION
# time manager_pid WORKER worker_id host:port DISCONNECTION (UNKNOWN|IDLE_OUT|FAST_ABORT|FAILURE|STATUS_WORKER|EXPLICIT
# time manager_pid WORKER worker_id RESOURCES {resources}
# time manager_pid CATEGORY name MAX {resources_max_per_task}
# time manager_pid CATEGORY name MIN {resources_min_per_task_per_worker}
# time manager_pid CATEGORY name FIRST (FIXED|MAX|MIN_WASTE|MAX_THROUGHPUT) {resources_requested}
# time manager_pid TASK taskid WAITING category_name (FIRST_RESOURCES|MAX_RESOURCES) {resources_requested}
# time manager_pid TASK taskid RUNNING worker_address (FIRST_RESOURCES|MAX_RESOURCES) {resources_allocated}
# time manager_pid TASK taskid WAITING_RETRIEVAL worker_address
# time manager_pid TASK taskid (RETRIEVED|DONE) (SUCCESS|SIGNAL|END_TIME|FORSAKEN|MAX_RETRIES|MAX_WALLTIME|UNKNOWN|RESOURCE_EXHAUSTION) exit_code {limits_exceeded} {resources_measured}
# time manager_pid TRANSFER (INPUT|OUTPUT) taskid cache_flag sizeinmb walltime filename

1680703874291707 261314 MANAGER START
1680703874296902 261314 CATEGORY default MAX {}
1680703874296929 261314 CATEGORY default MIN {}
1680703874296947 261314 CATEGORY default FIRST GREEDY_BUCKETING {}
1680703874298313 261314 TASK 52 WAITING default FIRST_RESOURCES {}
1680703874298337 261314 TASK 53 WAITING default FIRST_RESOURCES {}
1680703874298359 261314 TASK 54 WAITING default FIRST_RESOURCES {}
1680703874298385 261314 TASK 55 WAITING default FIRST_RESOURCES {}
1680703874298408 261314 TASK 56 WAITING default FIRST_RESOURCES {}
1680703874298432 261314 TASK 57 WAITING default FIRST_RESOURCES {}
1680703874298454 261314 TASK 58 WAITING default FIRST_RESOURCES {}
1680703874298477 261314 TASK 59 WAITING default FIRST_RESOURCES {}
1680703874298499 261314 TASK 60 WAITING default FIRST_RESOURCES {}
1680703874298522 261314 TASK 61 WAITING default FIRST_RESOURCES {}
1680703874298544 261314 TASK 62 WAITING default FIRST_RESOURCES {}
1680703874298568 261314 TASK 63 WAITING default FIRST_RESOURCES {}
1680703874298592 261314 TASK 64 WAITING default FIRST_RESOURCES {}
1680703874298617 261314 TASK 65 WAITING default FIRST_RESOURCES {}
1680703874298657 261314 TASK 66 WAITING default FIRST_RESOURCES {}
1680703874298684 261314 TASK 67 WAITING default FIRST_RESOURCES {}
1680703874298713 261314 TASK 68 WAITING default FIRST_RESOURCES {}
1680703874298740 261314 TASK 69 WAITING default FIRST_RESOURCES {}
1680703874298765 261314 TASK 70 WAITING default FIRST_RESOURCES {}
1680703874298789 261314 TASK 71 WAITING default FIRST_RESOURCES {}
1680703874298816 261314 TASK 72 WAITING default FIRST_RESOURCES {}
1680703874298843 261314 TASK 73 WAITING default FIRST_RESOURCES {}
1680703874298868 261314 TASK 74 WAITING default FIRST_RESOURCES {}
1680703874298894 261314 TASK 75 WAITING default FIRST_RESOURCES {}
1680703874298948 261314 TASK 76 WAITING default FIRST_RESOURCES {}
1680703874298970 261314 TASK 77 WAITING default FIRST_RESOURCES {}
1680703874298993 261314 TASK 78 WAITING default FIRST_RESOURCES {}
1680703874299017 261314 TASK 79 WAITING default FIRST_RESOURCES {}
1680703874299040 261314 TASK 80 WAITING default FIRST_RESOURCES {}
1680703874299062 261314 TASK 81 WAITING default FIRST_RESOURCES {}
1680703874299084 261314 TASK 82 WAITING default FIRST_RESOURCES {}
1680703874299107 261314 TASK 83 WAITING default FIRST_RESOURCES {}
1680703874299131 261314 TASK 84 WAITING default FIRST_RESOURCES {}
1680703874299153 261314 TASK 85 WAITING default FIRST_RESOURCES {}
1680703874299180 261314 TASK 86 WAITING default FIRST_RESOURCES {}
1680703874299205 261314 TASK 87 WAITING default FIRST_RESOURCES {}
1680703874299229 261314 TASK 88 WAITING default FIRST_RESOURCES {}
1680703874299250 261314 TASK 89 WAITING default FIRST_RESOURCES {}
1680703874299273 261314 TASK 90 WAITING default FIRST_RESOURCES {}
1680703874299298 261314 TASK 91 WAITING default FIRST_RESOURCES {}
1680703874299320 261314 TASK 92 WAITING default FIRST_RESOURCES {}
1680703874299342 261314 TASK 93 WAITING default FIRST_RESOURCES {}
1680703874299382 261314 TASK 94 WAITING default FIRST_RESOURCES {}
1680703874299422 261314 TASK 95 WAITING default FIRST_RESOURCES {}
1680703874299449 261314 TASK 96 WAITING default FIRST_RESOURCES {}
1680703874299496 261314 TASK 97 WAITING default FIRST_RESOURCES {}
1680703874299523 261314 TASK 98 WAITING default FIRST_RESOURCES {}
1680703874299547 261314 TASK 99 WAITING default FIRST_RESOURCES {}
1680703874299584 261314 TASK 100 WAITING default FIRST_RESOURCES {}
1680703874299610 261314 TASK 101 WAITING default FIRST_RESOURCES {}
1680703874299651 261314 TASK 102 WAITING default FIRST_RESOURCES {}
1680703874299678 261314 TASK 103 WAITING default FIRST_RESOURCES {}
1680703874299705 261314 TASK 104 WAITING default FIRST_RESOURCES {}
1680703874299734 261314 TASK 105 WAITING default FIRST_RESOURCES {}
1680703874299762 261314 TASK 106 WAITING default FIRST_RESOURCES {}
1680703874299789 261314 TASK 107 WAITING default FIRST_RESOURCES {}
1680703874299816 261314 TASK 108 WAITING default FIRST_RESOURCES {}
1680703874299841 261314 TASK 109 WAITING default FIRST_RESOURCES {}
1680703874299869 261314 TASK 110 WAITING default FIRST_RESOURCES {}
1680703874299907 261314 TASK 111 WAITING default FIRST_RESOURCES {}
1680703874299945 261314 TASK 112 WAITING default FIRST_RESOURCES {}
1680703874299967 261314 TASK 113 WAITING default FIRST_RESOURCES {}
1680703874299991 261314 TASK 114 WAITING default FIRST_RESOURCES {}
1680703874300015 261314 TASK 115 WAITING default FIRST_RESOURCES {}
1680703874300040 261314 TASK 116 WAITING default FIRST_RESOURCES {}
1680703874300062 261314 TASK 117 WAITING default FIRST_RESOURCES {}
1680703874300085 261314 TASK 118 WAITING default FIRST_RESOURCES {}
1680703874300109 261314 TASK 119 WAITING default FIRST_RESOURCES {}
1680703874300133 261314 TASK 120 WAITING default FIRST_RESOURCES {}
1680703874300155 261314 TASK 121 WAITING default FIRST_RESOURCES {}
1680703874300179 261314 TASK 122 WAITING default FIRST_RESOURCES {}
1680703874300203 261314 TASK 123 WAITING default FIRST_RESOURCES {}
1680703874300228 261314 TASK 124 WAITING default FIRST_RESOURCES {}
1680703874300250 261314 TASK 125 WAITING default FIRST_RESOURCES {}
1680703874300274 261314 TASK 126 WAITING default FIRST_RESOURCES {}
1680703874300302 261314 TASK 127 WAITING default FIRST_RESOURCES {}
1680703874300327 261314 TASK 128 WAITING default FIRST_RESOURCES {}
1680703874300349 261314 TASK 129 WAITING default FIRST_RESOURCES {}
1680703874300374 261314 TASK 130 WAITING default FIRST_RESOURCES {}
1680703874300398 261314 TASK 131 WAITING default FIRST_RESOURCES {}
1680703874300422 261314 TASK 132 WAITING default FIRST_RESOURCES {}
1680703874300444 261314 TASK 133 WAITING default FIRST_RESOURCES {}
1680703874300468 261314 TASK 134 WAITING default FIRST_RESOURCES {}
1680703874300492 261314 TASK 135 WAITING default FIRST_RESOURCES {}
1680703874300519 261314 TASK 136 WAITING default FIRST_RESOURCES {}
1680703874300542 261314 TASK 137 WAITING default FIRST_RESOURCES {}
1680703874300565 261314 TASK 138 WAITING default FIRST_RESOURCES {}
1680703874300590 261314 TASK 139 WAITING default FIRST_RESOURCES {}
1680703874300612 261314 TASK 140 WAITING default FIRST_RESOURCES {}
1680703874300656 261314 TASK 141 WAITING default FIRST_RESOURCES {}
1680703874300685 261314 TASK 142 WAITING default FIRST_RESOURCES {}
1680703874300713 261314 TASK 143 WAITING default FIRST_RESOURCES {}
1680703874300738 261314 TASK 144 WAITING default FIRST_RESOURCES {}
1680703874300764 261314 TASK 145 WAITING default FIRST_RESOURCES {}
1680703874300791 261314 TASK 146 WAITING default FIRST_RESOURCES {}
1680703874300818 261314 TASK 147 WAITING default FIRST_RESOURCES {}
1680703874300843 261314 TASK 148 WAITING default FIRST_RESOURCES {}
1680703874300869 261314 TASK 149 WAITING default FIRST_RESOURCES {}
1680703874300898 261314 TASK 150 WAITING default FIRST_RESOURCES {}
1680703874300947 261314 TASK 151 WAITING default FIRST_RESOURCES {}
1680703874300969 261314 TASK 152 WAITING default FIRST_RESOURCES {}
1680703874300993 261314 TASK 153 WAITING default FIRST_RESOURCES {}
1680703874301017 261314 TASK 154 WAITING default FIRST_RESOURCES {}
1680703874301041 261314 TASK 155 WAITING default FIRST_RESOURCES {}
1680703874301063 261314 TASK 156 WAITING default FIRST_RESOURCES {}
1680703874301086 261314 TASK 157 WAITING default FIRST_RESOURCES {}
1680703874301109 261314 TASK 158 WAITING default FIRST_RESOURCES {}
1680703874301133 261314 TASK 159 WAITING default FIRST_RESOURCES {}
1680703874301155 261314 TASK 160 WAITING default FIRST_RESOURCES {}
1680703874301178 261314 TASK 161 WAITING default FIRST_RESOURCES {}
1680703874301203 261314 TASK 162 WAITING default FIRST_RESOURCES {}
1680703874301227 261314 TASK 163 WAITING default FIRST_RESOURCES {}
1680703874301249 261314 TASK 164 WAITING default FIRST_RESOURCES {}
1680703874301275 261314 TASK 165 WAITING default FIRST_RESOURCES {}
1680703874301299 261314 TASK 166 WAITING default FIRST_RESOURCES {}
1680703874301323 261314 TASK 167 WAITING default FIRST_RESOURCES {}
1680703874301345 261314 TASK 168 WAITING default FIRST_RESOURCES {}
1680703874301374 261314 TASK 169 WAITING default FIRST_RESOURCES {}
1680703874301398 261314 TASK 170 WAITING default FIRST_RESOURCES {}
1680703874301424 261314 TASK 171 WAITING default FIRST_RESOURCES {}
1680703874301446 261314 TASK 172 WAITING default FIRST_RESOURCES {}
1680703874301469 261314 TASK 173 WAITING default FIRST_RESOURCES {}
1680703874301493 261314 TASK 174 WAITING default FIRST_RESOURCES {}
1680703874301517 261314 TASK 175 WAITING default FIRST_RESOURCES {}
1680703874301539 261314 TASK 176 WAITING default FIRST_RESOURCES {}
1680703874301562 261314 TASK 177 WAITING default FIRST_RESOURCES {}
1680703874301585 261314 TASK 178 WAITING default FIRST_RESOURCES {}
1680703874301609 261314 TASK 179 WAITING default FIRST_RESOURCES {}
1680703874301647 261314 TASK 180 WAITING default FIRST_RESOURCES {}
1680703874301678 261314 TASK 181 WAITING default FIRST_RESOURCES {}
1680703874301705 261314 TASK 182 WAITING default FIRST_RESOURCES {}
1680703874301732 261314 TASK 183 WAITING default FIRST_RESOURCES {}
1680703874301757 261314 TASK 184 WAITING default FIRST_RESOURCES {}
1680703874301783 261314 TASK 185 WAITING default FIRST_RESOURCES {}
1680703874301810 261314 TASK 186 WAITING default FIRST_RESOURCES {}
1680703874301837 261314 TASK 187 WAITING default FIRST_RESOURCES {}
1680703874301862 261314 TASK 188 WAITING default FIRST_RESOURCES {}
1680703874301890 261314 TASK 189 WAITING default FIRST_RESOURCES {}
1680703874301928 261314 TASK 190 WAITING default FIRST_RESOURCES {}
1680703874301953 261314 TASK 191 WAITING default FIRST_RESOURCES {}
1680703874302018 261314 TASK 192 WAITING default FIRST_RESOURCES {}
1680703874302041 261314 TASK 193 WAITING default FIRST_RESOURCES {}
1680703874302063 261314 TASK 194 WAITING default FIRST_RESOURCES {}
1680703874302087 261314 TASK 195 WAITING default FIRST_RESOURCES {}
1680703874302110 261314 TASK 196 WAITING default FIRST_RESOURCES {}
1680703874302134 261314 TASK 197 WAITING default FIRST_RESOURCES {}
1680703874302159 261314 TASK 198 WAITING default FIRST_RESOURCES {}
1680703874302180 261314 TASK 199 WAITING default FIRST_RESOURCES {}
1680703874302204 261314 TASK 200 WAITING default FIRST_RESOURCES {}
1680703874302229 261314 TASK 201 WAITING default FIRST_RESOURCES {}
1680703874302251 261314 TASK 202 WAITING default FIRST_RESOURCES {}
1680703874302275 261314 TASK 203 WAITING default FIRST_RESOURCES {}
1680703874302300 261314 TASK 204 WAITING default FIRST_RESOURCES {}
1680703874302321 261314 TASK 205 WAITING default FIRST_RESOURCES {}
1680703874302345 261314 TASK 206 WAITING default FIRST_RESOURCES {}
1680703874302372 261314 TASK 207 WAITING default FIRST_RESOURCES {}
1680703874302394 261314 TASK 208 WAITING default FIRST_RESOURCES {}
1680703874302418 261314 TASK 209 WAITING default FIRST_RESOURCES {}
1680703874302443 261314 TASK 210 WAITING default FIRST_RESOURCES {}
1680703874302469 261314 TASK 211 WAITING default FIRST_RESOURCES {}
1680703874302493 261314 TASK 212 WAITING default FIRST_RESOURCES {}
1680703874302517 261314 TASK 213 WAITING default FIRST_RESOURCES {}
1680703874302541 261314 TASK 214 WAITING default FIRST_RESOURCES {}
1680703874302570 261314 TASK 215 WAITING default FIRST_RESOURCES {}
1680703874302593 261314 TASK 216 WAITING default FIRST_RESOURCES {}
1680703874302621 261314 TASK 217 WAITING default FIRST_RESOURCES {}
1680703874302660 261314 TASK 218 WAITING default FIRST_RESOURCES {}
1680703874302686 261314 TASK 219 WAITING default FIRST_RESOURCES {}
1680703874302712 261314 TASK 220 WAITING default FIRST_RESOURCES {}
1680703874302739 261314 TASK 221 WAITING default FIRST_RESOURCES {}
1680703874302767 261314 TASK 222 WAITING default FIRST_RESOURCES {}
1680703874302791 261314 TASK 223 WAITING default FIRST_RESOURCES {}
1680703874302835 261314 TASK 224 WAITING default FIRST_RESOURCES {}
1680703874302864 261314 TASK 225 WAITING default FIRST_RESOURCES {}
1680703874302897 261314 TASK 226 WAITING default FIRST_RESOURCES {}
1680703874302952 261314 TASK 227 WAITING default FIRST_RESOURCES {}
1680703874302975 261314 TASK 228 WAITING default FIRST_RESOURCES {}
1680703874303000 261314 TASK 229 WAITING default FIRST_RESOURCES {}
1680703874303024 261314 TASK 230 WAITING default FIRST_RESOURCES {}
1680703874303046 261314 TASK 231 WAITING default FIRST_RESOURCES {}
1680703874303070 261314 TASK 232 WAITING default FIRST_RESOURCES {}
1680703874303094 261314 TASK 233 WAITING default FIRST_RESOURCES {}
1680703874303117 261314 TASK 234 WAITING default FIRST_RESOURCES {}
1680703874303139 261314 TASK 235 WAITING default FIRST_RESOURCES {}
1680703874303163 261314 TASK 236 WAITING default FIRST_RESOURCES {}
1680703874303187 261314 TASK 237 WAITING default FIRST_RESOURCES {}
1680703874303211 261314 TASK 238 WAITING default FIRST_RESOURCES {}
1680703874303232 261314 TASK 239 WAITING default FIRST_RESOURCES {}
1680703874303255 261314 TASK 240 WAITING default FIRST_RESOURCES {}
1680703874303279 261314 TASK 241 WAITING default FIRST_RESOURCES {}
1680703874303303 261314 TASK 242 WAITING default FIRST_RESOURCES {}
1680703874303325 261314 TASK 243 WAITING default FIRST_RESOURCES {}
1680703874303348 261314 TASK 244 WAITING default FIRST_RESOURCES {}
1680703874303373 261314 TASK 245 WAITING default FIRST_RESOURCES {}
1680703874303398 261314 TASK 246 WAITING default FIRST_RESOURCES {}
1680703874303420 261314 TASK 247 WAITING default FIRST_RESOURCES {}
1680703874303443 261314 TASK 248 WAITING default FIRST_RESOURCES {}
1680703874303467 261314 TASK 249 WAITING default FIRST_RESOURCES {}
1680703874303490 261314 TASK 250 WAITING default FIRST_RESOURCES {}
1680703874303513 261314 TASK 251 WAITING default FIRST_RESOURCES {}
1680703874303536 261314 TASK 252 WAITING default FIRST_RESOURCES {}
1680703874303564 261314 TASK 253 WAITING default FIRST_RESOURCES {}
1680703874303590 261314 TASK 254 WAITING default FIRST_RESOURCES {}
1680703874303612 261314 TASK 255 WAITING default FIRST_RESOURCES {}
1680703874303663 261314 TASK 256 WAITING default FIRST_RESOURCES {}
1680703874303692 261314 TASK 257 WAITING default FIRST_RESOURCES {}
1680703874303719 261314 TASK 258 WAITING default FIRST_RESOURCES {}
1680703874303744 261314 TASK 259 WAITING default FIRST_RESOURCES {}
1680703874303771 261314 TASK 260 WAITING default FIRST_RESOURCES {}
1680703874303798 261314 TASK 261 WAITING default FIRST_RESOURCES {}
1680703874303824 261314 TASK 262 WAITING default FIRST_RESOURCES {}
1680703874303849 261314 TASK 263 WAITING default FIRST_RESOURCES {}
1680703874303876 261314 TASK 264 WAITING default FIRST_RESOURCES {}
1680703874303903 261314 TASK 265 WAITING default FIRST_RESOURCES {}
1680703874303949 261314 TASK 266 WAITING default FIRST_RESOURCES {}
1680703874303975 261314 TASK 267 WAITING default FIRST_RESOURCES {}
1680703874304001 261314 TASK 268 WAITING default FIRST_RESOURCES {}
1680703874304025 261314 TASK 269 WAITING default FIRST_RESOURCES {}
1680703874304048 261314 TASK 270 WAITING default FIRST_RESOURCES {}
1680703874304071 261314 TASK 271 WAITING default FIRST_RESOURCES {}
1680703874304094 261314 TASK 272 WAITING default FIRST_RESOURCES {}
1680703874304119 261314 TASK 273 WAITING default FIRST_RESOURCES {}
1680703874304141 261314 TASK 274 WAITING default FIRST_RESOURCES {}
1680703874304164 261314 TASK 275 WAITING default FIRST_RESOURCES {}
1680703874304188 261314 TASK 276 WAITING default FIRST_RESOURCES {}
1680703874304211 261314 TASK 277 WAITING default FIRST_RESOURCES {}
1680703874304233 261314 TASK 278 WAITING default FIRST_RESOURCES {}
1680703874304256 261314 TASK 279 WAITING default FIRST_RESOURCES {}
1680703874304280 261314 TASK 280 WAITING default FIRST_RESOURCES {}
1680703874304304 261314 TASK 281 WAITING default FIRST_RESOURCES {}
1680703874304326 261314 TASK 282 WAITING default FIRST_RESOURCES {}
1680703874304350 261314 TASK 283 WAITING default FIRST_RESOURCES {}
1680703874304375 261314 TASK 284 WAITING default FIRST_RESOURCES {}
1680703874304399 261314 TASK 285 WAITING default FIRST_RESOURCES {}
1680703874304425 261314 TASK 286 WAITING default FIRST_RESOURCES {}
1680703874304449 261314 TASK 287 WAITING default FIRST_RESOURCES {}
1680703874304473 261314 TASK 288 WAITING default FIRST_RESOURCES {}
1680703874304498 261314 TASK 289 WAITING default FIRST_RESOURCES {}
1680703874304520 261314 TASK 290 WAITING default FIRST_RESOURCES {}
1680703874304544 261314 TASK 291 WAITING default FIRST_RESOURCES {}
1680703874304569 261314 TASK 292 WAITING default FIRST_RESOURCES {}
1680703874304594 261314 TASK 293 WAITING default FIRST_RESOURCES {}
1680703874304616 261314 TASK 294 WAITING default FIRST_RESOURCES {}
1680703874304663 261314 TASK 295 WAITING default FIRST_RESOURCES {}
1680703874304691 261314 TASK 296 WAITING default FIRST_RESOURCES {}
1680703874304729 261314 TASK 297 WAITING default FIRST_RESOURCES {}
1680703874304754 261314 TASK 298 WAITING default FIRST_RESOURCES {}
1680703874304781 261314 TASK 299 WAITING default FIRST_RESOURCES {}
1680703874304808 261314 TASK 300 WAITING default FIRST_RESOURCES {}
1680703874304836 261314 TASK 301 WAITING default FIRST_RESOURCES {}
1680703874304861 261314 TASK 302 WAITING default FIRST_RESOURCES {}
1680703874304887 261314 TASK 303 WAITING default FIRST_RESOURCES {}
1680703874304914 261314 TASK 304 WAITING default FIRST_RESOURCES {}
1680703874304955 261314 TASK 305 WAITING default FIRST_RESOURCES {}
1680703874304979 261314 TASK 306 WAITING default FIRST_RESOURCES {}
1680703874305015 261314 TASK 307 WAITING default FIRST_RESOURCES {}
1680703874305041 261314 TASK 308 WAITING default FIRST_RESOURCES {}
1680703874305067 261314 TASK 309 WAITING default FIRST_RESOURCES {}
1680703874305101 261314 TASK 310 WAITING default FIRST_RESOURCES {}
1680703874305125 261314 TASK 311 WAITING default FIRST_RESOURCES {}
1680703874305152 261314 TASK 312 WAITING default FIRST_RESOURCES {}
1680703874305177 261314 TASK 313 WAITING default FIRST_RESOURCES {}
1680703874305211 261314 TASK 314 WAITING default FIRST_RESOURCES {}
1680703874305236 261314 TASK 315 WAITING default FIRST_RESOURCES {}
1680703874305262 261314 TASK 316 WAITING default FIRST_RESOURCES {}
1680703874305300 261314 TASK 317 WAITING default FIRST_RESOURCES {}
1680703874305324 261314 TASK 318 WAITING default FIRST_RESOURCES {}
1680703874305349 261314 TASK 319 WAITING default FIRST_RESOURCES {}
1680703874305377 261314 TASK 320 WAITING default FIRST_RESOURCES {}
1680703874305403 261314 TASK 321 WAITING default FIRST_RESOURCES {}
1680703874305427 261314 TASK 322 WAITING default FIRST_RESOURCES {}
1680703874305463 261314 TASK 323 WAITING default FIRST_RESOURCES {}
1680703874305489 261314 TASK 324 WAITING default FIRST_RESOURCES {}
1680703874305516 261314 TASK 325 WAITING default FIRST_RESOURCES {}
1680703874305552 261314 TASK 326 WAITING default FIRST_RESOURCES {}
1680703874305576 261314 TASK 327 WAITING default FIRST_RESOURCES {}
1680703874305628 261314 TASK 328 WAITING default FIRST_RESOURCES {}
1680703874305666 261314 TASK 329 WAITING default FIRST_RESOURCES {}
1680703874305694 261314 TASK 330 WAITING default FIRST_RESOURCES {}
1680703874305721 261314 TASK 331 WAITING default FIRST_RESOURCES {}
1680703874305748 261314 TASK 332 WAITING default FIRST_RESOURCES {}
1680703874305773 261314 TASK 333 WAITING default FIRST_RESOURCES {}
1680703874305800 261314 TASK 334 WAITING default FIRST_RESOURCES {}
1680703874305827 261314 TASK 335 WAITING default FIRST_RESOURCES {}
1680703874305858 261314 TASK 336 WAITING default FIRST_RESOURCES {}
1680703874305883 261314 TASK 337 WAITING default FIRST_RESOURCES {}
1680703874305910 261314 TASK 338 WAITING default FIRST_RESOURCES {}
1680703874305950 261314 TASK 339 WAITING default FIRST_RESOURCES {}
1680703874305976 261314 TASK 340 WAITING default FIRST_RESOURCES {}
1680703874305999 261314 TASK 341 WAITING default FIRST_RESOURCES {}
1680703874306024 261314 TASK 342 WAITING default FIRST_RESOURCES {}
1680703874306049 261314 TASK 343 WAITING default FIRST_RESOURCES {}
1680703874306075 261314 TASK 344 WAITING default FIRST_RESOURCES {}
1680703874306098 261314 TASK 345 WAITING default FIRST_RESOURCES {}
1680703874306128 261314 TASK 346 WAITING default FIRST_RESOURCES {}
1680703874306153 261314 TASK 347 WAITING default FIRST_RESOURCES {}
1680703874306180 261314 TASK 348 WAITING default FIRST_RESOURCES {}
1680703874306215 261314 TASK 349 WAITING default FIRST_RESOURCES {}
1680703874306240 261314 TASK 350 WAITING default FIRST_RESOURCES {}
1680703874306264 261314 TASK 351 WAITING default FIRST_RESOURCES {}
1680703874306288 261314 TASK 352 WAITING default FIRST_RESOURCES {}
1680703874306311 261314 TASK 353 WAITING default FIRST_RESOURCES {}
1680703874306335 261314 TASK 354 WAITING default FIRST_RESOURCES {}
1680703874306359 261314 TASK 355 WAITING default FIRST_RESOURCES {}
1680703874306385 261314 TASK 356 WAITING default FIRST_RESOURCES {}
1680703874306408 261314 TASK 357 WAITING default FIRST_RESOURCES {}
1680703874306433 261314 TASK 358 WAITING default FIRST_RESOURCES {}
1680703874306458 261314 TASK 359 WAITING default FIRST_RESOURCES {}
1680703874306482 261314 TASK 360 WAITING default FIRST_RESOURCES {}
1680703874306504 261314 TASK 361 WAITING default FIRST_RESOURCES {}
