# time manager_pid MANAGER START|END
# time manager_pid WORKER worker_id host:port CONNECTION
# time manager_pid WORKER worker_id host:port DISCONNECTION (UNKNOWN|IDLE_OUT|FAST_ABORT|FAILURE|STATUS_WORKER|EXPLICIT
# time manager_pid WORKER worker_id RESOURCES {resources}
# time manager_pid CATEGORY name MAX {resources_max_per_task}
# time manager_pid CATEGORY name MIN {resources_min_per_task_per_worker}
# time manager_pid CATEGORY name FIRST (FIXED|MAX|MIN_WASTE|MAX_THROUGHPUT) {resources_requested}
# time manager_pid TASK taskid WAITING category_name (FIRST_RESOURCES|MAX_RESOURCES) {resources_requested}
# time manager_pid TASK taskid RUNNING worker_address (FIRST_RESOURCES|MAX_RESOURCES) {resources_allocated}
# time manager_pid TASK taskid WAITING_RETRIEVAL worker_address
# time manager_pid TASK taskid (RETRIEVED|DONE) (SUCCESS|SIGNAL|END_TIME|FORSAKEN|MAX_RETRIES|MAX_WALLTIME|UNKNOWN|RESOURCE_EXHAUSTION) exit_code {limits_exceeded} {resources_measured}
# time manager_pid TRANSFER (INPUT|OUTPUT) taskid cache_flag sizeinmb walltime filename

1680706002394830 265054 MANAGER START
1680706002399770 265054 CATEGORY default MAX {}
1680706002399786 265054 CATEGORY default MIN {}
1680706002399793 265054 CATEGORY default FIRST EXHAUSTIVE_BUCKETING {}
1680706002402763 265054 TASK 103 WAITING default FIRST_RESOURCES {}
1680706002402790 265054 TASK 104 WAITING default FIRST_RESOURCES {}
1680706002402823 265054 TASK 105 WAITING default FIRST_RESOURCES {}
1680706002402850 265054 TASK 106 WAITING default FIRST_RESOURCES {}
1680706002402878 265054 TASK 107 WAITING default FIRST_RESOURCES {}
1680706002402905 265054 TASK 108 WAITING default FIRST_RESOURCES {}
1680706002402929 265054 TASK 109 WAITING default FIRST_RESOURCES {}
1680706002402977 265054 TASK 110 WAITING default FIRST_RESOURCES {}
1680706002403001 265054 TASK 111 WAITING default FIRST_RESOURCES {}
1680706002403025 265054 TASK 112 WAITING default FIRST_RESOURCES {}
1680706002403046 265054 TASK 113 WAITING default FIRST_RESOURCES {}
1680706002403069 265054 TASK 114 WAITING default FIRST_RESOURCES {}
1680706002403093 265054 TASK 115 WAITING default FIRST_RESOURCES {}
1680706002403117 265054 TASK 116 WAITING default FIRST_RESOURCES {}
1680706002403139 265054 TASK 117 WAITING default FIRST_RESOURCES {}
1680706002403163 265054 TASK 118 WAITING default FIRST_RESOURCES {}
1680706002403186 265054 TASK 119 WAITING default FIRST_RESOURCES {}
1680706002403210 265054 TASK 120 WAITING default FIRST_RESOURCES {}
1680706002403232 265054 TASK 121 WAITING default FIRST_RESOURCES {}
1680706002403255 265054 TASK 122 WAITING default FIRST_RESOURCES {}
1680706002403279 265054 TASK 123 WAITING default FIRST_RESOURCES {}
1680706002403302 265054 TASK 124 WAITING default FIRST_RESOURCES {}
1680706002403324 265054 TASK 125 WAITING default FIRST_RESOURCES {}
1680706002403348 265054 TASK 126 WAITING default FIRST_RESOURCES {}
1680706002403387 265054 TASK 127 WAITING default FIRST_RESOURCES {}
1680706002403413 265054 TASK 128 WAITING default FIRST_RESOURCES {}
1680706002403436 265054 TASK 129 WAITING default FIRST_RESOURCES {}
1680706002403473 265054 TASK 130 WAITING default FIRST_RESOURCES {}
1680706002403511 265054 TASK 131 WAITING default FIRST_RESOURCES {}
1680706002403537 265054 TASK 132 WAITING default FIRST_RESOURCES {}
1680706002403562 265054 TASK 133 WAITING default FIRST_RESOURCES {}
1680706002403589 265054 TASK 134 WAITING default FIRST_RESOURCES {}
1680706002403616 265054 TASK 135 WAITING default FIRST_RESOURCES {}
1680706002403650 265054 TASK 136 WAITING default FIRST_RESOURCES {}
1680706002403676 265054 TASK 137 WAITING default FIRST_RESOURCES {}
1680706002403702 265054 TASK 138 WAITING default FIRST_RESOURCES {}
1680706002403729 265054 TASK 139 WAITING default FIRST_RESOURCES {}
1680706002403753 265054 TASK 140 WAITING default FIRST_RESOURCES {}
1680706002403780 265054 TASK 141 WAITING default FIRST_RESOURCES {}
1680706002403807 265054 TASK 142 WAITING default FIRST_RESOURCES {}
1680706002403834 265054 TASK 143 WAITING default FIRST_RESOURCES {}
1680706002403858 265054 TASK 144 WAITING default FIRST_RESOURCES {}
1680706002403885 265054 TASK 145 WAITING default FIRST_RESOURCES {}
1680706002403922 265054 TASK 146 WAITING default FIRST_RESOURCES {}
1680706002403946 265054 TASK 147 WAITING default FIRST_RESOURCES {}
1680706002403968 265054 TASK 148 WAITING default FIRST_RESOURCES {}
1680706002403992 265054 TASK 149 WAITING default FIRST_RESOURCES {}
1680706002404017 265054 TASK 150 WAITING default FIRST_RESOURCES {}
1680706002404040 265054 TASK 151 WAITING default FIRST_RESOURCES {}
1680706002404062 265054 TASK 152 WAITING default FIRST_RESOURCES {}
1680706002404085 265054 TASK 153 WAITING default FIRST_RESOURCES {}
1680706002404110 265054 TASK 154 WAITING default FIRST_RESOURCES {}
1680706002404133 265054 TASK 155 WAITING default FIRST_RESOURCES {}
1680706002404155 265054 TASK 156 WAITING default FIRST_RESOURCES {}
1680706002404179 265054 TASK 157 WAITING default FIRST_RESOURCES {}
1680706002404203 265054 TASK 158 WAITING default FIRST_RESOURCES {}
1680706002404226 265054 TASK 159 WAITING default FIRST_RESOURCES {}
1680706002404248 265054 TASK 160 WAITING default FIRST_RESOURCES {}
1680706002404271 265054 TASK 161 WAITING default FIRST_RESOURCES {}
1680706002404295 265054 TASK 162 WAITING default FIRST_RESOURCES {}
1680706002404320 265054 TASK 163 WAITING default FIRST_RESOURCES {}
1680706002404341 265054 TASK 164 WAITING default FIRST_RESOURCES {}
1680706002404367 265054 TASK 165 WAITING default FIRST_RESOURCES {}
1680706002404391 265054 TASK 166 WAITING default FIRST_RESOURCES {}
1680706002404415 265054 TASK 167 WAITING default FIRST_RESOURCES {}
1680706002404436 265054 TASK 168 WAITING default FIRST_RESOURCES {}
1680706002404464 265054 TASK 169 WAITING default FIRST_RESOURCES {}
1680706002404489 265054 TASK 170 WAITING default FIRST_RESOURCES {}
1680706002404513 265054 TASK 171 WAITING default FIRST_RESOURCES {}
1680706002404534 265054 TASK 172 WAITING default FIRST_RESOURCES {}
1680706002404559 265054 TASK 173 WAITING default FIRST_RESOURCES {}
1680706002404582 265054 TASK 174 WAITING default FIRST_RESOURCES {}
1680706002404607 265054 TASK 175 WAITING default FIRST_RESOURCES {}
1680706002404646 265054 TASK 176 WAITING default FIRST_RESOURCES {}
1680706002404675 265054 TASK 177 WAITING default FIRST_RESOURCES {}
1680706002404702 265054 TASK 178 WAITING default FIRST_RESOURCES {}
1680706002404729 265054 TASK 179 WAITING default FIRST_RESOURCES {}
1680706002404753 265054 TASK 180 WAITING default FIRST_RESOURCES {}
1680706002404782 265054 TASK 181 WAITING default FIRST_RESOURCES {}
1680706002404810 265054 TASK 182 WAITING default FIRST_RESOURCES {}
1680706002404837 265054 TASK 183 WAITING default FIRST_RESOURCES {}
1680706002404861 265054 TASK 184 WAITING default FIRST_RESOURCES {}
1680706002404888 265054 TASK 185 WAITING default FIRST_RESOURCES {}
1680706002404914 265054 TASK 186 WAITING default FIRST_RESOURCES {}
1680706002404951 265054 TASK 187 WAITING default FIRST_RESOURCES {}
1680706002404974 265054 TASK 188 WAITING default FIRST_RESOURCES {}
1680706002405009 265054 TASK 189 WAITING default FIRST_RESOURCES {}
1680706002405033 265054 TASK 190 WAITING default FIRST_RESOURCES {}
1680706002405057 265054 TASK 191 WAITING default FIRST_RESOURCES {}
1680706002405114 265054 TASK 192 WAITING default FIRST_RESOURCES {}
1680706002405137 265054 TASK 193 WAITING default FIRST_RESOURCES {}
1680706002405158 265054 TASK 194 WAITING default FIRST_RESOURCES {}
1680706002405182 265054 TASK 195 WAITING default FIRST_RESOURCES {}
1680706002405212 265054 TASK 196 WAITING default FIRST_RESOURCES {}
1680706002405235 265054 TASK 197 WAITING default FIRST_RESOURCES {}
1680706002405260 265054 TASK 198 WAITING default FIRST_RESOURCES {}
1680706002405281 265054 TASK 199 WAITING default FIRST_RESOURCES {}
1680706002405305 265054 TASK 200 WAITING default FIRST_RESOURCES {}
1680706002405329 265054 TASK 201 WAITING default FIRST_RESOURCES {}
1680706002405350 265054 TASK 202 WAITING default FIRST_RESOURCES {}
1680706002405373 265054 TASK 203 WAITING default FIRST_RESOURCES {}
1680706002405397 265054 TASK 204 WAITING default FIRST_RESOURCES {}
1680706002405418 265054 TASK 205 WAITING default FIRST_RESOURCES {}
1680706002405454 265054 TASK 206 WAITING default FIRST_RESOURCES {}
1680706002405481 265054 TASK 207 WAITING default FIRST_RESOURCES {}
1680706002405504 265054 TASK 208 WAITING default FIRST_RESOURCES {}
1680706002405530 265054 TASK 209 WAITING default FIRST_RESOURCES {}
1680706002405555 265054 TASK 210 WAITING default FIRST_RESOURCES {}
1680706002405581 265054 TASK 211 WAITING default FIRST_RESOURCES {}
1680706002405606 265054 TASK 212 WAITING default FIRST_RESOURCES {}
1680706002405648 265054 TASK 213 WAITING default FIRST_RESOURCES {}
1680706002405676 265054 TASK 214 WAITING default FIRST_RESOURCES {}
1680706002405700 265054 TASK 215 WAITING default FIRST_RESOURCES {}
1680706002405726 265054 TASK 216 WAITING default FIRST_RESOURCES {}
1680706002405754 265054 TASK 217 WAITING default FIRST_RESOURCES {}
1680706002405781 265054 TASK 218 WAITING default FIRST_RESOURCES {}
1680706002405806 265054 TASK 219 WAITING default FIRST_RESOURCES {}
1680706002405832 265054 TASK 220 WAITING default FIRST_RESOURCES {}
1680706002405859 265054 TASK 221 WAITING default FIRST_RESOURCES {}
1680706002405886 265054 TASK 222 WAITING default FIRST_RESOURCES {}
1680706002405910 265054 TASK 223 WAITING default FIRST_RESOURCES {}
1680706002405960 265054 TASK 224 WAITING default FIRST_RESOURCES {}
1680706002406000 265054 TASK 225 WAITING default FIRST_RESOURCES {}
1680706002406027 265054 TASK 226 WAITING default FIRST_RESOURCES {}
1680706002406060 265054 TASK 227 WAITING default FIRST_RESOURCES {}
1680706002406084 265054 TASK 228 WAITING default FIRST_RESOURCES {}
1680706002406108 265054 TASK 229 WAITING default FIRST_RESOURCES {}
1680706002406155 265054 TASK 230 WAITING default FIRST_RESOURCES {}
1680706002406179 265054 TASK 231 WAITING default FIRST_RESOURCES {}
1680706002406204 265054 TASK 232 WAITING default FIRST_RESOURCES {}
1680706002406230 265054 TASK 233 WAITING default FIRST_RESOURCES {}
1680706002406256 265054 TASK 234 WAITING default FIRST_RESOURCES {}
1680706002406279 265054 TASK 235 WAITING default FIRST_RESOURCES {}
1680706002406305 265054 TASK 236 WAITING default FIRST_RESOURCES {}
1680706002406331 265054 TASK 237 WAITING default FIRST_RESOURCES {}
1680706002406357 265054 TASK 238 WAITING default FIRST_RESOURCES {}
1680706002406381 265054 TASK 239 WAITING default FIRST_RESOURCES {}
1680706002406418 265054 TASK 240 WAITING default FIRST_RESOURCES {}
1680706002406467 265054 TASK 241 WAITING default FIRST_RESOURCES {}
1680706002406493 265054 TASK 242 WAITING default FIRST_RESOURCES {}
1680706002406516 265054 TASK 243 WAITING default FIRST_RESOURCES {}
1680706002406540 265054 TASK 244 WAITING default FIRST_RESOURCES {}
1680706002406566 265054 TASK 245 WAITING default FIRST_RESOURCES {}
1680706002406593 265054 TASK 246 WAITING default FIRST_RESOURCES {}
1680706002406616 265054 TASK 247 WAITING default FIRST_RESOURCES {}
1680706002406678 265054 TASK 248 WAITING default FIRST_RESOURCES {}
1680706002406705 265054 TASK 249 WAITING default FIRST_RESOURCES {}
1680706002406732 265054 TASK 250 WAITING default FIRST_RESOURCES {}
1680706002406757 265054 TASK 251 WAITING default FIRST_RESOURCES {}
1680706002406783 265054 TASK 252 WAITING default FIRST_RESOURCES {}
1680706002406814 265054 TASK 253 WAITING default FIRST_RESOURCES {}
1680706002406841 265054 TASK 254 WAITING default FIRST_RESOURCES {}
1680706002406866 265054 TASK 255 WAITING default FIRST_RESOURCES {}
1680706002406893 265054 TASK 256 WAITING default FIRST_RESOURCES {}
1680706002406931 265054 TASK 257 WAITING default FIRST_RESOURCES {}
1680706002406969 265054 TASK 258 WAITING default FIRST_RESOURCES {}
1680706002407002 265054 TASK 259 WAITING default FIRST_RESOURCES {}
1680706002407029 265054 TASK 260 WAITING default FIRST_RESOURCES {}
1680706002407066 265054 TASK 261 WAITING default FIRST_RESOURCES {}
1680706002407092 265054 TASK 262 WAITING default FIRST_RESOURCES {}
1680706002407125 265054 TASK 263 WAITING default FIRST_RESOURCES {}
1680706002407150 265054 TASK 264 WAITING default FIRST_RESOURCES {}
1680706002407176 265054 TASK 265 WAITING default FIRST_RESOURCES {}
1680706002407199 265054 TASK 266 WAITING default FIRST_RESOURCES {}
1680706002407225 265054 TASK 267 WAITING default FIRST_RESOURCES {}
1680706002407253 265054 TASK 268 WAITING default FIRST_RESOURCES {}
1680706002407279 265054 TASK 269 WAITING default FIRST_RESOURCES {}
1680706002407302 265054 TASK 270 WAITING default FIRST_RESOURCES {}
1680706002407327 265054 TASK 271 WAITING default FIRST_RESOURCES {}
1680706002407352 265054 TASK 272 WAITING default FIRST_RESOURCES {}
1680706002407377 265054 TASK 273 WAITING default FIRST_RESOURCES {}
1680706002407400 265054 TASK 274 WAITING default FIRST_RESOURCES {}
1680706002407426 265054 TASK 275 WAITING default FIRST_RESOURCES {}
1680706002407451 265054 TASK 276 WAITING default FIRST_RESOURCES {}
1680706002407476 265054 TASK 277 WAITING default FIRST_RESOURCES {}
1680706002407499 265054 TASK 278 WAITING default FIRST_RESOURCES {}
1680706002407523 265054 TASK 279 WAITING default FIRST_RESOURCES {}
1680706002407548 265054 TASK 280 WAITING default FIRST_RESOURCES {}
1680706002407574 265054 TASK 281 WAITING default FIRST_RESOURCES {}
1680706002407596 265054 TASK 282 WAITING default FIRST_RESOURCES {}
1680706002407625 265054 TASK 283 WAITING default FIRST_RESOURCES {}
1680706002407666 265054 TASK 284 WAITING default FIRST_RESOURCES {}
1680706002407693 265054 TASK 285 WAITING default FIRST_RESOURCES {}
1680706002407722 265054 TASK 286 WAITING default FIRST_RESOURCES {}
1680706002407749 265054 TASK 287 WAITING default FIRST_RESOURCES {}
1680706002407776 265054 TASK 288 WAITING default FIRST_RESOURCES {}
1680706002407803 265054 TASK 289 WAITING default FIRST_RESOURCES {}
1680706002407828 265054 TASK 290 WAITING default FIRST_RESOURCES {}
1680706002407854 265054 TASK 291 WAITING default FIRST_RESOURCES {}
1680706002407881 265054 TASK 292 WAITING default FIRST_RESOURCES {}
1680706002407909 265054 TASK 293 WAITING default FIRST_RESOURCES {}
1680706002407941 265054 TASK 294 WAITING default FIRST_RESOURCES {}
1680706002407968 265054 TASK 295 WAITING default FIRST_RESOURCES {}
1680706002407993 265054 TASK 296 WAITING default FIRST_RESOURCES {}
1680706002408017 265054 TASK 297 WAITING default FIRST_RESOURCES {}
1680706002408038 265054 TASK 298 WAITING default FIRST_RESOURCES {}
1680706002408074 265054 TASK 299 WAITING default FIRST_RESOURCES {}
1680706002408122 265054 TASK 300 WAITING default FIRST_RESOURCES {}
1680706002408150 265054 TASK 301 WAITING default FIRST_RESOURCES {}
1680706002408174 265054 TASK 302 WAITING default FIRST_RESOURCES {}
1680706002408201 265054 TASK 303 WAITING default FIRST_RESOURCES {}
1680706002408228 265054 TASK 304 WAITING default FIRST_RESOURCES {}
1680706002408256 265054 TASK 305 WAITING default FIRST_RESOURCES {}
1680706002408292 265054 TASK 306 WAITING default FIRST_RESOURCES {}
1680706002408318 265054 TASK 307 WAITING default FIRST_RESOURCES {}
1680706002408355 265054 TASK 308 WAITING default FIRST_RESOURCES {}
1680706002408380 265054 TASK 309 WAITING default FIRST_RESOURCES {}
1680706002408413 265054 TASK 310 WAITING default FIRST_RESOURCES {}
1680706002408436 265054 TASK 311 WAITING default FIRST_RESOURCES {}
1680706002408463 265054 TASK 312 WAITING default FIRST_RESOURCES {}
1680706002408487 265054 TASK 313 WAITING default FIRST_RESOURCES {}
1680706002408537 265054 TASK 314 WAITING default FIRST_RESOURCES {}
1680706002408563 265054 TASK 315 WAITING default FIRST_RESOURCES {}
1680706002408589 265054 TASK 316 WAITING default FIRST_RESOURCES {}
1680706002408615 265054 TASK 317 WAITING default FIRST_RESOURCES {}
1680706002408659 265054 TASK 318 WAITING default FIRST_RESOURCES {}
1680706002408686 265054 TASK 319 WAITING default FIRST_RESOURCES {}
1680706002408713 265054 TASK 320 WAITING default FIRST_RESOURCES {}
1680706002408741 265054 TASK 321 WAITING default FIRST_RESOURCES {}
1680706002408765 265054 TASK 322 WAITING default FIRST_RESOURCES {}
1680706002408792 265054 TASK 323 WAITING default FIRST_RESOURCES {}
1680706002408821 265054 TASK 324 WAITING default FIRST_RESOURCES {}
1680706002408850 265054 TASK 325 WAITING default FIRST_RESOURCES {}
1680706002408874 265054 TASK 326 WAITING default FIRST_RESOURCES {}
1680706002408901 265054 TASK 327 WAITING default FIRST_RESOURCES {}
1680706002408939 265054 TASK 328 WAITING default FIRST_RESOURCES {}
1680706002408963 265054 TASK 329 WAITING default FIRST_RESOURCES {}
1680706002408989 265054 TASK 330 WAITING default FIRST_RESOURCES {}
1680706002409015 265054 TASK 331 WAITING default FIRST_RESOURCES {}
1680706002409041 265054 TASK 332 WAITING default FIRST_RESOURCES {}
1680706002409065 265054 TASK 333 WAITING default FIRST_RESOURCES {}
1680706002409109 265054 TASK 334 WAITING default FIRST_RESOURCES {}
1680706002409133 265054 TASK 335 WAITING default FIRST_RESOURCES {}
1680706002409172 265054 TASK 336 WAITING default FIRST_RESOURCES {}
1680706002409196 265054 TASK 337 WAITING default FIRST_RESOURCES {}
1680706002409221 265054 TASK 338 WAITING default FIRST_RESOURCES {}
1680706002409256 265054 TASK 339 WAITING default FIRST_RESOURCES {}
1680706002409281 265054 TASK 340 WAITING default FIRST_RESOURCES {}
1680706002409314 265054 TASK 341 WAITING default FIRST_RESOURCES {}
1680706002409363 265054 TASK 342 WAITING default FIRST_RESOURCES {}
1680706002409389 265054 TASK 343 WAITING default FIRST_RESOURCES {}
1680706002409416 265054 TASK 344 WAITING default FIRST_RESOURCES {}
1680706002409440 265054 TASK 345 WAITING default FIRST_RESOURCES {}
1680706002409473 265054 TASK 346 WAITING default FIRST_RESOURCES {}
1680706002409500 265054 TASK 347 WAITING default FIRST_RESOURCES {}
1680706002409538 265054 TASK 348 WAITING default FIRST_RESOURCES {}
1680706002409562 265054 TASK 349 WAITING default FIRST_RESOURCES {}
1680706002409599 265054 TASK 350 WAITING default FIRST_RESOURCES {}
1680706002409658 265054 TASK 351 WAITING default FIRST_RESOURCES {}
1680706002409685 265054 TASK 352 WAITING default FIRST_RESOURCES {}
1680706002409710 265054 TASK 353 WAITING default FIRST_RESOURCES {}
1680706002409736 265054 TASK 354 WAITING default FIRST_RESOURCES {}
1680706002409764 265054 TASK 355 WAITING default FIRST_RESOURCES {}
1680706002409793 265054 TASK 356 WAITING default FIRST_RESOURCES {}
1680706002409818 265054 TASK 357 WAITING default FIRST_RESOURCES {}
1680706002409844 265054 TASK 358 WAITING default FIRST_RESOURCES {}
1680706002409872 265054 TASK 359 WAITING default FIRST_RESOURCES {}
1680706002409899 265054 TASK 360 WAITING default FIRST_RESOURCES {}
1680706002409924 265054 TASK 361 WAITING default FIRST_RESOURCES {}
