# time manager_pid MANAGER START|END
# time manager_pid WORKER worker_id host:port CONNECTION
# time manager_pid WORKER worker_id host:port DISCONNECTION (UNKNOWN|IDLE_OUT|FAST_ABORT|FAILURE|STATUS_WORKER|EXPLICIT
# time manager_pid WORKER worker_id RESOURCES {resources}
# time manager_pid CATEGORY name MAX {resources_max_per_task}
# time manager_pid CATEGORY name MIN {resources_min_per_task_per_worker}
# time manager_pid CATEGORY name FIRST (FIXED|MAX|MIN_WASTE|MAX_THROUGHPUT) {resources_requested}
# time manager_pid TASK taskid WAITING category_name (FIRST_RESOURCES|MAX_RESOURCES) {resources_requested}
# time manager_pid TASK taskid RUNNING worker_address (FIRST_RESOURCES|MAX_RESOURCES) {resources_allocated}
# time manager_pid TASK taskid WAITING_RETRIEVAL worker_address
# time manager_pid TASK taskid (RETRIEVED|DONE) (SUCCESS|SIGNAL|END_TIME|FORSAKEN|MAX_RETRIES|MAX_WALLTIME|UNKNOWN|RESOURCE_EXHAUSTION) exit_code {limits_exceeded} {resources_measured}
# time manager_pid TRANSFER (INPUT|OUTPUT) taskid cache_flag sizeinmb walltime filename

1680707793230712 273247 MANAGER START
1680707793235231 273247 CATEGORY default MAX {}
1680707793235245 273247 CATEGORY default MIN {}
1680707793235251 273247 CATEGORY default FIRST MIN_WASTE {}
1680707793236028 273247 TASK 25 WAITING default FIRST_RESOURCES {}
1680707793236064 273247 TASK 26 WAITING default FIRST_RESOURCES {}
1680707793236089 273247 TASK 27 WAITING default FIRST_RESOURCES {}
1680707793236112 273247 TASK 28 WAITING default FIRST_RESOURCES {}
1680707793236135 273247 TASK 29 WAITING default FIRST_RESOURCES {}
1680707793236157 273247 TASK 30 WAITING default FIRST_RESOURCES {}
1680707793236193 273247 TASK 31 WAITING default FIRST_RESOURCES {}
1680707793236217 273247 TASK 32 WAITING default FIRST_RESOURCES {}
1680707793236243 273247 TASK 33 WAITING default FIRST_RESOURCES {}
1680707793236281 273247 TASK 34 WAITING default FIRST_RESOURCES {}
1680707793236319 273247 TASK 35 WAITING default FIRST_RESOURCES {}
1680707793236354 273247 TASK 36 WAITING default FIRST_RESOURCES {}
1680707793236380 273247 TASK 37 WAITING default FIRST_RESOURCES {}
1680707793236407 273247 TASK 38 WAITING default FIRST_RESOURCES {}
1680707793236431 273247 TASK 39 WAITING default FIRST_RESOURCES {}
1680707793236455 273247 TASK 40 WAITING default FIRST_RESOURCES {}
1680707793236479 273247 TASK 41 WAITING default FIRST_RESOURCES {}
1680707793236506 273247 TASK 42 WAITING default FIRST_RESOURCES {}
1680707793236540 273247 TASK 43 WAITING default FIRST_RESOURCES {}
1680707793236570 273247 TASK 44 WAITING default FIRST_RESOURCES {}
1680707793236597 273247 TASK 45 WAITING default FIRST_RESOURCES {}
1680707793236631 273247 TASK 46 WAITING default FIRST_RESOURCES {}
1680707793236659 273247 TASK 47 WAITING default FIRST_RESOURCES {}
1680707793236683 273247 TASK 48 WAITING default FIRST_RESOURCES {}
1680707793236709 273247 TASK 49 WAITING default FIRST_RESOURCES {}
1680707793236734 273247 TASK 50 WAITING default FIRST_RESOURCES {}
1680707793236758 273247 TASK 51 WAITING default FIRST_RESOURCES {}
1680707793236785 273247 TASK 52 WAITING default FIRST_RESOURCES {}
1680707793236812 273247 TASK 53 WAITING default FIRST_RESOURCES {}
1680707793236837 273247 TASK 54 WAITING default FIRST_RESOURCES {}
1680707793236864 273247 TASK 55 WAITING default FIRST_RESOURCES {}
1680707793236891 273247 TASK 56 WAITING default FIRST_RESOURCES {}
1680707793236918 273247 TASK 57 WAITING default FIRST_RESOURCES {}
1680707793236942 273247 TASK 58 WAITING default FIRST_RESOURCES {}
1680707793236969 273247 TASK 59 WAITING default FIRST_RESOURCES {}
1680707793236995 273247 TASK 60 WAITING default FIRST_RESOURCES {}
1680707793237019 273247 TASK 61 WAITING default FIRST_RESOURCES {}
1680707793237043 273247 TASK 62 WAITING default FIRST_RESOURCES {}
1680707793237070 273247 TASK 63 WAITING default FIRST_RESOURCES {}
1680707793237097 273247 TASK 64 WAITING default FIRST_RESOURCES {}
1680707793237123 273247 TASK 65 WAITING default FIRST_RESOURCES {}
1680707793237147 273247 TASK 66 WAITING default FIRST_RESOURCES {}
1680707793237175 273247 TASK 67 WAITING default FIRST_RESOURCES {}
1680707793237202 273247 TASK 68 WAITING default FIRST_RESOURCES {}
1680707793237230 273247 TASK 69 WAITING default FIRST_RESOURCES {}
1680707793237254 273247 TASK 70 WAITING default FIRST_RESOURCES {}
1680707793237280 273247 TASK 71 WAITING default FIRST_RESOURCES {}
1680707793237305 273247 TASK 72 WAITING default FIRST_RESOURCES {}
1680707793237331 273247 TASK 73 WAITING default FIRST_RESOURCES {}
1680707793237355 273247 TASK 74 WAITING default FIRST_RESOURCES {}
1680707793237382 273247 TASK 75 WAITING default FIRST_RESOURCES {}
1680707793237409 273247 TASK 76 WAITING default FIRST_RESOURCES {}
1680707793237436 273247 TASK 77 WAITING default FIRST_RESOURCES {}
1680707793237460 273247 TASK 78 WAITING default FIRST_RESOURCES {}
1680707793237487 273247 TASK 79 WAITING default FIRST_RESOURCES {}
1680707793237513 273247 TASK 80 WAITING default FIRST_RESOURCES {}
1680707793237540 273247 TASK 81 WAITING default FIRST_RESOURCES {}
1680707793237564 273247 TASK 82 WAITING default FIRST_RESOURCES {}
1680707793237588 273247 TASK 83 WAITING default FIRST_RESOURCES {}
1680707793237615 273247 TASK 84 WAITING default FIRST_RESOURCES {}
1680707793237657 273247 TASK 85 WAITING default FIRST_RESOURCES {}
1680707793237686 273247 TASK 86 WAITING default FIRST_RESOURCES {}
1680707793237713 273247 TASK 87 WAITING default FIRST_RESOURCES {}
1680707793237741 273247 TASK 88 WAITING default FIRST_RESOURCES {}
1680707793237768 273247 TASK 89 WAITING default FIRST_RESOURCES {}
1680707793237792 273247 TASK 90 WAITING default FIRST_RESOURCES {}
1680707793237818 273247 TASK 91 WAITING default FIRST_RESOURCES {}
1680707793237846 273247 TASK 92 WAITING default FIRST_RESOURCES {}
1680707793237871 273247 TASK 93 WAITING default FIRST_RESOURCES {}
1680707793237895 273247 TASK 94 WAITING default FIRST_RESOURCES {}
1680707793237925 273247 TASK 95 WAITING default FIRST_RESOURCES {}
1680707793237952 273247 TASK 96 WAITING default FIRST_RESOURCES {}
1680707793237998 273247 TASK 97 WAITING default FIRST_RESOURCES {}
1680707793238026 273247 TASK 98 WAITING default FIRST_RESOURCES {}
1680707793238053 273247 TASK 99 WAITING default FIRST_RESOURCES {}
1680707793238077 273247 TASK 100 WAITING default FIRST_RESOURCES {}
1680707793238116 273247 TASK 101 WAITING default FIRST_RESOURCES {}
1680707793238140 273247 TASK 102 WAITING default FIRST_RESOURCES {}
1680707793238177 273247 TASK 103 WAITING default FIRST_RESOURCES {}
1680707793238204 273247 TASK 104 WAITING default FIRST_RESOURCES {}
1680707793238232 273247 TASK 105 WAITING default FIRST_RESOURCES {}
1680707793238259 273247 TASK 106 WAITING default FIRST_RESOURCES {}
1680707793238286 273247 TASK 107 WAITING default FIRST_RESOURCES {}
1680707793238313 273247 TASK 108 WAITING default FIRST_RESOURCES {}
1680707793238337 273247 TASK 109 WAITING default FIRST_RESOURCES {}
1680707793238364 273247 TASK 110 WAITING default FIRST_RESOURCES {}
1680707793238394 273247 TASK 111 WAITING default FIRST_RESOURCES {}
1680707793238422 273247 TASK 112 WAITING default FIRST_RESOURCES {}
1680707793238458 273247 TASK 113 WAITING default FIRST_RESOURCES {}
1680707793238495 273247 TASK 114 WAITING default FIRST_RESOURCES {}
1680707793238522 273247 TASK 115 WAITING default FIRST_RESOURCES {}
1680707793238549 273247 TASK 116 WAITING default FIRST_RESOURCES {}
1680707793238573 273247 TASK 117 WAITING default FIRST_RESOURCES {}
1680707793238600 273247 TASK 118 WAITING default FIRST_RESOURCES {}
1680707793238631 273247 TASK 119 WAITING default FIRST_RESOURCES {}
1680707793238658 273247 TASK 120 WAITING default FIRST_RESOURCES {}
1680707793238683 273247 TASK 121 WAITING default FIRST_RESOURCES {}
1680707793238709 273247 TASK 122 WAITING default FIRST_RESOURCES {}
1680707793238736 273247 TASK 123 WAITING default FIRST_RESOURCES {}
1680707793238763 273247 TASK 124 WAITING default FIRST_RESOURCES {}
1680707793238787 273247 TASK 125 WAITING default FIRST_RESOURCES {}
1680707793238815 273247 TASK 126 WAITING default FIRST_RESOURCES {}
1680707793238844 273247 TASK 127 WAITING default FIRST_RESOURCES {}
1680707793238871 273247 TASK 128 WAITING default FIRST_RESOURCES {}
1680707793238895 273247 TASK 129 WAITING default FIRST_RESOURCES {}
1680707793238933 273247 TASK 130 WAITING default FIRST_RESOURCES {}
1680707793238961 273247 TASK 131 WAITING default FIRST_RESOURCES {}
1680707793238987 273247 TASK 132 WAITING default FIRST_RESOURCES {}
1680707793239010 273247 TASK 133 WAITING default FIRST_RESOURCES {}
1680707793239060 273247 TASK 134 WAITING default FIRST_RESOURCES {}
1680707793239098 273247 TASK 135 WAITING default FIRST_RESOURCES {}
1680707793239125 273247 TASK 136 WAITING default FIRST_RESOURCES {}
1680707793239149 273247 TASK 137 WAITING default FIRST_RESOURCES {}
1680707793239178 273247 TASK 138 WAITING default FIRST_RESOURCES {}
1680707793239206 273247 TASK 139 WAITING default FIRST_RESOURCES {}
1680707793239232 273247 TASK 140 WAITING default FIRST_RESOURCES {}
1680707793239257 273247 TASK 141 WAITING default FIRST_RESOURCES {}
1680707793239284 273247 TASK 142 WAITING default FIRST_RESOURCES {}
1680707793239310 273247 TASK 143 WAITING default FIRST_RESOURCES {}
1680707793239338 273247 TASK 144 WAITING default FIRST_RESOURCES {}
1680707793239362 273247 TASK 145 WAITING default FIRST_RESOURCES {}
1680707793239389 273247 TASK 146 WAITING default FIRST_RESOURCES {}
1680707793239415 273247 TASK 147 WAITING default FIRST_RESOURCES {}
1680707793239442 273247 TASK 148 WAITING default FIRST_RESOURCES {}
1680707793239466 273247 TASK 149 WAITING default FIRST_RESOURCES {}
1680707793239493 273247 TASK 150 WAITING default FIRST_RESOURCES {}
1680707793239521 273247 TASK 151 WAITING default FIRST_RESOURCES {}
1680707793239547 273247 TASK 152 WAITING default FIRST_RESOURCES {}
1680707793239572 273247 TASK 153 WAITING default FIRST_RESOURCES {}
1680707793239599 273247 TASK 154 WAITING default FIRST_RESOURCES {}
1680707793239630 273247 TASK 155 WAITING default FIRST_RESOURCES {}
1680707793239657 273247 TASK 156 WAITING default FIRST_RESOURCES {}
1680707793239681 273247 TASK 157 WAITING default FIRST_RESOURCES {}
1680707793239716 273247 TASK 158 WAITING default FIRST_RESOURCES {}
1680707793239742 273247 TASK 159 WAITING default FIRST_RESOURCES {}
1680707793239767 273247 TASK 160 WAITING default FIRST_RESOURCES {}
1680707793239793 273247 TASK 161 WAITING default FIRST_RESOURCES {}
1680707793239820 273247 TASK 162 WAITING default FIRST_RESOURCES {}
1680707793239848 273247 TASK 163 WAITING default FIRST_RESOURCES {}
1680707793239872 273247 TASK 164 WAITING default FIRST_RESOURCES {}
1680707793239900 273247 TASK 165 WAITING default FIRST_RESOURCES {}
1680707793239927 273247 TASK 166 WAITING default FIRST_RESOURCES {}
1680707793239954 273247 TASK 167 WAITING default FIRST_RESOURCES {}
1680707793239978 273247 TASK 168 WAITING default FIRST_RESOURCES {}
1680707793240007 273247 TASK 169 WAITING default FIRST_RESOURCES {}
1680707793240036 273247 TASK 170 WAITING default FIRST_RESOURCES {}
1680707793240063 273247 TASK 171 WAITING default FIRST_RESOURCES {}
1680707793240087 273247 TASK 172 WAITING default FIRST_RESOURCES {}
1680707793240114 273247 TASK 173 WAITING default FIRST_RESOURCES {}
1680707793240140 273247 TASK 174 WAITING default FIRST_RESOURCES {}
1680707793240167 273247 TASK 175 WAITING default FIRST_RESOURCES {}
1680707793240191 273247 TASK 176 WAITING default FIRST_RESOURCES {}
1680707793240218 273247 TASK 177 WAITING default FIRST_RESOURCES {}
1680707793240245 273247 TASK 178 WAITING default FIRST_RESOURCES {}
1680707793240272 273247 TASK 179 WAITING default FIRST_RESOURCES {}
1680707793240296 273247 TASK 180 WAITING default FIRST_RESOURCES {}
1680707793240322 273247 TASK 181 WAITING default FIRST_RESOURCES {}
1680707793240352 273247 TASK 182 WAITING default FIRST_RESOURCES {}
1680707793240379 273247 TASK 183 WAITING default FIRST_RESOURCES {}
1680707793240404 273247 TASK 184 WAITING default FIRST_RESOURCES {}
1680707793240430 273247 TASK 185 WAITING default FIRST_RESOURCES {}
1680707793240458 273247 TASK 186 WAITING default FIRST_RESOURCES {}
1680707793240485 273247 TASK 187 WAITING default FIRST_RESOURCES {}
1680707793240509 273247 TASK 188 WAITING default FIRST_RESOURCES {}
1680707793240535 273247 TASK 189 WAITING default FIRST_RESOURCES {}
1680707793240563 273247 TASK 190 WAITING default FIRST_RESOURCES {}
1680707793240591 273247 TASK 191 WAITING default FIRST_RESOURCES {}
1680707793240658 273247 TASK 192 WAITING default FIRST_RESOURCES {}
1680707793240684 273247 TASK 193 WAITING default FIRST_RESOURCES {}
1680707793240708 273247 TASK 194 WAITING default FIRST_RESOURCES {}
1680707793240735 273247 TASK 195 WAITING default FIRST_RESOURCES {}
1680707793240760 273247 TASK 196 WAITING default FIRST_RESOURCES {}
1680707793240786 273247 TASK 197 WAITING default FIRST_RESOURCES {}
1680707793240814 273247 TASK 198 WAITING default FIRST_RESOURCES {}
1680707793240838 273247 TASK 199 WAITING default FIRST_RESOURCES {}
1680707793240865 273247 TASK 200 WAITING default FIRST_RESOURCES {}
1680707793240892 273247 TASK 201 WAITING default FIRST_RESOURCES {}
1680707793240917 273247 TASK 202 WAITING default FIRST_RESOURCES {}
1680707793240943 273247 TASK 203 WAITING default FIRST_RESOURCES {}
1680707793240970 273247 TASK 204 WAITING default FIRST_RESOURCES {}
1680707793240994 273247 TASK 205 WAITING default FIRST_RESOURCES {}
1680707793241021 273247 TASK 206 WAITING default FIRST_RESOURCES {}
1680707793241047 273247 TASK 207 WAITING default FIRST_RESOURCES {}
1680707793241072 273247 TASK 208 WAITING default FIRST_RESOURCES {}
1680707793241100 273247 TASK 209 WAITING default FIRST_RESOURCES {}
1680707793241127 273247 TASK 210 WAITING default FIRST_RESOURCES {}
1680707793241157 273247 TASK 211 WAITING default FIRST_RESOURCES {}
1680707793241182 273247 TASK 212 WAITING default FIRST_RESOURCES {}
1680707793241209 273247 TASK 213 WAITING default FIRST_RESOURCES {}
1680707793241236 273247 TASK 214 WAITING default FIRST_RESOURCES {}
1680707793241263 273247 TASK 215 WAITING default FIRST_RESOURCES {}
1680707793241287 273247 TASK 216 WAITING default FIRST_RESOURCES {}
1680707793241313 273247 TASK 217 WAITING default FIRST_RESOURCES {}
1680707793241341 273247 TASK 218 WAITING default FIRST_RESOURCES {}
1680707793241367 273247 TASK 219 WAITING default FIRST_RESOURCES {}
1680707793241392 273247 TASK 220 WAITING default FIRST_RESOURCES {}
1680707793241418 273247 TASK 221 WAITING default FIRST_RESOURCES {}
1680707793241445 273247 TASK 222 WAITING default FIRST_RESOURCES {}
1680707793241469 273247 TASK 223 WAITING default FIRST_RESOURCES {}
1680707793241506 273247 TASK 224 WAITING default FIRST_RESOURCES {}
1680707793241536 273247 TASK 225 WAITING default FIRST_RESOURCES {}
1680707793241568 273247 TASK 226 WAITING default FIRST_RESOURCES {}
1680707793241592 273247 TASK 227 WAITING default FIRST_RESOURCES {}
1680707793241632 273247 TASK 228 WAITING default FIRST_RESOURCES {}
1680707793241661 273247 TASK 229 WAITING default FIRST_RESOURCES {}
1680707793241688 273247 TASK 230 WAITING default FIRST_RESOURCES {}
1680707793241712 273247 TASK 231 WAITING default FIRST_RESOURCES {}
1680707793241738 273247 TASK 232 WAITING default FIRST_RESOURCES {}
1680707793241765 273247 TASK 233 WAITING default FIRST_RESOURCES {}
1680707793241791 273247 TASK 234 WAITING default FIRST_RESOURCES {}
1680707793241815 273247 TASK 235 WAITING default FIRST_RESOURCES {}
1680707793241841 273247 TASK 236 WAITING default FIRST_RESOURCES {}
1680707793241869 273247 TASK 237 WAITING default FIRST_RESOURCES {}
1680707793241895 273247 TASK 238 WAITING default FIRST_RESOURCES {}
1680707793241922 273247 TASK 239 WAITING default FIRST_RESOURCES {}
1680707793241948 273247 TASK 240 WAITING default FIRST_RESOURCES {}
1680707793241975 273247 TASK 241 WAITING default FIRST_RESOURCES {}
1680707793242001 273247 TASK 242 WAITING default FIRST_RESOURCES {}
1680707793242025 273247 TASK 243 WAITING default FIRST_RESOURCES {}
1680707793242052 273247 TASK 244 WAITING default FIRST_RESOURCES {}
1680707793242078 273247 TASK 245 WAITING default FIRST_RESOURCES {}
1680707793242106 273247 TASK 246 WAITING default FIRST_RESOURCES {}
1680707793242130 273247 TASK 247 WAITING default FIRST_RESOURCES {}
1680707793242158 273247 TASK 248 WAITING default FIRST_RESOURCES {}
1680707793242185 273247 TASK 249 WAITING default FIRST_RESOURCES {}
1680707793242212 273247 TASK 250 WAITING default FIRST_RESOURCES {}
1680707793242237 273247 TASK 251 WAITING default FIRST_RESOURCES {}
1680707793242264 273247 TASK 252 WAITING default FIRST_RESOURCES {}
1680707793242293 273247 TASK 253 WAITING default FIRST_RESOURCES {}
1680707793242320 273247 TASK 254 WAITING default FIRST_RESOURCES {}
1680707793242345 273247 TASK 255 WAITING default FIRST_RESOURCES {}
1680707793242372 273247 TASK 256 WAITING default FIRST_RESOURCES {}
1680707793242399 273247 TASK 257 WAITING default FIRST_RESOURCES {}
1680707793242425 273247 TASK 258 WAITING default FIRST_RESOURCES {}
1680707793242449 273247 TASK 259 WAITING default FIRST_RESOURCES {}
1680707793242475 273247 TASK 260 WAITING default FIRST_RESOURCES {}
1680707793242502 273247 TASK 261 WAITING default FIRST_RESOURCES {}
1680707793242529 273247 TASK 262 WAITING default FIRST_RESOURCES {}
1680707793242553 273247 TASK 263 WAITING default FIRST_RESOURCES {}
1680707793242579 273247 TASK 264 WAITING default FIRST_RESOURCES {}
1680707793242606 273247 TASK 265 WAITING default FIRST_RESOURCES {}
1680707793242637 273247 TASK 266 WAITING default FIRST_RESOURCES {}
1680707793242662 273247 TASK 267 WAITING default FIRST_RESOURCES {}
1680707793242690 273247 TASK 268 WAITING default FIRST_RESOURCES {}
1680707793242720 273247 TASK 269 WAITING default FIRST_RESOURCES {}
1680707793242747 273247 TASK 270 WAITING default FIRST_RESOURCES {}
1680707793242771 273247 TASK 271 WAITING default FIRST_RESOURCES {}
1680707793242797 273247 TASK 272 WAITING default FIRST_RESOURCES {}
1680707793242824 273247 TASK 273 WAITING default FIRST_RESOURCES {}
1680707793242851 273247 TASK 274 WAITING default FIRST_RESOURCES {}
1680707793242875 273247 TASK 275 WAITING default FIRST_RESOURCES {}
1680707793242901 273247 TASK 276 WAITING default FIRST_RESOURCES {}
1680707793242928 273247 TASK 277 WAITING default FIRST_RESOURCES {}
1680707793242954 273247 TASK 278 WAITING default FIRST_RESOURCES {}
1680707793242979 273247 TASK 279 WAITING default FIRST_RESOURCES {}
1680707793243005 273247 TASK 280 WAITING default FIRST_RESOURCES {}
1680707793243031 273247 TASK 281 WAITING default FIRST_RESOURCES {}
1680707793243058 273247 TASK 282 WAITING default FIRST_RESOURCES {}
1680707793243082 273247 TASK 283 WAITING default FIRST_RESOURCES {}
1680707793243109 273247 TASK 284 WAITING default FIRST_RESOURCES {}
1680707793243136 273247 TASK 285 WAITING default FIRST_RESOURCES {}
1680707793243163 273247 TASK 286 WAITING default FIRST_RESOURCES {}
1680707793243191 273247 TASK 287 WAITING default FIRST_RESOURCES {}
1680707793243217 273247 TASK 288 WAITING default FIRST_RESOURCES {}
1680707793243244 273247 TASK 289 WAITING default FIRST_RESOURCES {}
1680707793243268 273247 TASK 290 WAITING default FIRST_RESOURCES {}
1680707793243294 273247 TASK 291 WAITING default FIRST_RESOURCES {}
1680707793243332 273247 TASK 292 WAITING default FIRST_RESOURCES {}
1680707793243371 273247 TASK 293 WAITING default FIRST_RESOURCES {}
1680707793243395 273247 TASK 294 WAITING default FIRST_RESOURCES {}
1680707793243424 273247 TASK 295 WAITING default FIRST_RESOURCES {}
1680707793243451 273247 TASK 296 WAITING default FIRST_RESOURCES {}
1680707793243478 273247 TASK 297 WAITING default FIRST_RESOURCES {}
1680707793243502 273247 TASK 298 WAITING default FIRST_RESOURCES {}
1680707793243528 273247 TASK 299 WAITING default FIRST_RESOURCES {}
1680707793243555 273247 TASK 300 WAITING default FIRST_RESOURCES {}
1680707793243582 273247 TASK 301 WAITING default FIRST_RESOURCES {}
1680707793243606 273247 TASK 302 WAITING default FIRST_RESOURCES {}
1680707793243636 273247 TASK 303 WAITING default FIRST_RESOURCES {}
1680707793243663 273247 TASK 304 WAITING default FIRST_RESOURCES {}
1680707793243690 273247 TASK 305 WAITING default FIRST_RESOURCES {}
1680707793243715 273247 TASK 306 WAITING default FIRST_RESOURCES {}
1680707793243742 273247 TASK 307 WAITING default FIRST_RESOURCES {}
1680707793243769 273247 TASK 308 WAITING default FIRST_RESOURCES {}
1680707793243796 273247 TASK 309 WAITING default FIRST_RESOURCES {}
1680707793243821 273247 TASK 310 WAITING default FIRST_RESOURCES {}
1680707793243847 273247 TASK 311 WAITING default FIRST_RESOURCES {}
1680707793243874 273247 TASK 312 WAITING default FIRST_RESOURCES {}
1680707793243904 273247 TASK 313 WAITING default FIRST_RESOURCES {}
1680707793243928 273247 TASK 314 WAITING default FIRST_RESOURCES {}
1680707793243955 273247 TASK 315 WAITING default FIRST_RESOURCES {}
1680707793243982 273247 TASK 316 WAITING default FIRST_RESOURCES {}
1680707793244008 273247 TASK 317 WAITING default FIRST_RESOURCES {}
1680707793244033 273247 TASK 318 WAITING default FIRST_RESOURCES {}
1680707793244059 273247 TASK 319 WAITING default FIRST_RESOURCES {}
1680707793244086 273247 TASK 320 WAITING default FIRST_RESOURCES {}
1680707793244113 273247 TASK 321 WAITING default FIRST_RESOURCES {}
1680707793244137 273247 TASK 322 WAITING default FIRST_RESOURCES {}
1680707793244164 273247 TASK 323 WAITING default FIRST_RESOURCES {}
1680707793244191 273247 TASK 324 WAITING default FIRST_RESOURCES {}
1680707793244217 273247 TASK 325 WAITING default FIRST_RESOURCES {}
1680707793244264 273247 TASK 326 WAITING default FIRST_RESOURCES {}
1680707793244292 273247 TASK 327 WAITING default FIRST_RESOURCES {}
1680707793244319 273247 TASK 328 WAITING default FIRST_RESOURCES {}
1680707793244345 273247 TASK 329 WAITING default FIRST_RESOURCES {}
1680707793244370 273247 TASK 330 WAITING default FIRST_RESOURCES {}
1680707793244396 273247 TASK 331 WAITING default FIRST_RESOURCES {}
1680707793244423 273247 TASK 332 WAITING default FIRST_RESOURCES {}
1680707793244449 273247 TASK 333 WAITING default FIRST_RESOURCES {}
1680707793244473 273247 TASK 334 WAITING default FIRST_RESOURCES {}
1680707793244500 273247 TASK 335 WAITING default FIRST_RESOURCES {}
1680707793244529 273247 TASK 336 WAITING default FIRST_RESOURCES {}
1680707793244568 273247 TASK 337 WAITING default FIRST_RESOURCES {}
1680707793244604 273247 TASK 338 WAITING default FIRST_RESOURCES {}
1680707793244634 273247 TASK 339 WAITING default FIRST_RESOURCES {}
1680707793244662 273247 TASK 340 WAITING default FIRST_RESOURCES {}
1680707793244689 273247 TASK 341 WAITING default FIRST_RESOURCES {}
1680707793244713 273247 TASK 342 WAITING default FIRST_RESOURCES {}
1680707793244739 273247 TASK 343 WAITING default FIRST_RESOURCES {}
1680707793244766 273247 TASK 344 WAITING default FIRST_RESOURCES {}
1680707793244792 273247 TASK 345 WAITING default FIRST_RESOURCES {}
1680707793244821 273247 TASK 346 WAITING default FIRST_RESOURCES {}
1680707793244847 273247 TASK 347 WAITING default FIRST_RESOURCES {}
1680707793244874 273247 TASK 348 WAITING default FIRST_RESOURCES {}
1680707793244899 273247 TASK 349 WAITING default FIRST_RESOURCES {}
1680707793244926 273247 TASK 350 WAITING default FIRST_RESOURCES {}
1680707793244952 273247 TASK 351 WAITING default FIRST_RESOURCES {}
1680707793244979 273247 TASK 352 WAITING default FIRST_RESOURCES {}
1680707793245004 273247 TASK 353 WAITING default FIRST_RESOURCES {}
1680707793245030 273247 TASK 354 WAITING default FIRST_RESOURCES {}
1680707793245056 273247 TASK 355 WAITING default FIRST_RESOURCES {}
1680707793245083 273247 TASK 356 WAITING default FIRST_RESOURCES {}
1680707793245107 273247 TASK 357 WAITING default FIRST_RESOURCES {}
1680707793245148 273247 TASK 358 WAITING default FIRST_RESOURCES {}
1680707793245186 273247 TASK 359 WAITING default FIRST_RESOURCES {}
1680707793245212 273247 TASK 360 WAITING default FIRST_RESOURCES {}
1680707793245237 273247 TASK 361 WAITING default FIRST_RESOURCES {}
1680707793245263 273247 TASK 362 WAITING default FIRST_RESOURCES {}
